,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Interest Coverage Ratio,,14.6,13.7,27.6,20.2,12.3,63.2,251.2,,,990.3,629.1,,742.1,903.7,805.5,91.3,24.2,29.2,18.4
Cash and Short Term Investments,,42.2,59.2,216.6,114.1,285.9,"4,231","4,411",,,"6,402","5,030","4,231","3,338","2,113","1,986","4,411","3,380","2,361","5,164"
"Total Receivables, Net",,"1,571","1,986","1,511","1,708",880.4,891.0,"1,671",,,787.6,820.0,891.0,989.1,"1,384","1,539","1,671","1,764","2,010","2,327"
Total Inventory,,374.3,405.7,"1,598",440.3,392.6,449.3,587.7,,,403.0,452.4,449.3,618.9,873.9,766.2,587.7,630.0,800.6,944.7
Total Current Assets,,"2,016","2,463","3,605","2,274","1,705","5,840","6,682",,,"7,828","6,553","5,840","5,017","4,467","4,337","6,682","5,797","5,205","8,476"
"Property/Plant/Equipment, Total - Net",,"3,596","4,090","9,093","9,282","15,459","21,504","24,643",,,"19,350","20,224","21,504","22,490","22,967","23,543","24,643","26,079","26,975","28,350"
Total Assets,,"7,198","8,176","13,269","12,674","18,169","27,567","31,541",,,"27,858","27,298","27,567","27,640","27,583","28,063","31,541","32,125","32,530","37,141"
Accounts Payable,,114.1,127.5,"2,155",85.5,96.9,173.2,377.1,,,151.6,170.3,173.2,295.6,338.6,248.7,377.1,363.7,287.3,407.7
Accrued Expenses,,5.56,2.54,58.3,34.3,29.3,34.9,106.7,,,,9.24,34.9,,,,106.7,59.8,14.5,34.9
Debt Due,,521.3,249.9,"1,079",0.00,195.0,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,,"1,172","1,205","4,635","1,962","2,825","3,164","2,237",,,"3,303","2,987","3,164","2,482","2,597","2,898","2,237","1,753","1,715","2,063"
Long Term Debt,,,611.7,"2,751","1,635","6,860",,"4,000",,,,,,,,,"4,000","4,000","4,000","8,000"
Total Liabilities,,"1,184","1,848","7,420","3,628","9,848","3,353","6,493",,,"3,484","3,171","3,353","2,672","2,826","3,141","6,493","6,094","6,088","10,441"
Common Stock,,"4,060","4,060","4,151","5,900","5,900","8,400","8,400",,,"8,400","8,400","8,400","8,400","8,400","8,400","8,400","8,400","8,400","8,400"
Additional Paid-In Capital,,,,,,,"14,581","14,581",,,"14,581","14,581","14,581","14,581","14,581","14,581","14,581","14,581","14,581","14,581"
Retained Earnings (Accumulated Deficit),,"1,954","2,268","1,688","2,705","2,421","1,233","2,067",,,"1,393","1,146","1,233","1,987","1,777","1,942","2,067","3,050","3,461","3,720"
Shareholders' Equity,,"6,014","6,328","5,848","9,045","8,321","24,214","25,048",,,"24,374","24,127","24,214","24,968","24,757","24,923","25,048","26,031","26,442","26,700"
Cash from Operating Activities,,-185.4,802.1,650.2,690.3,"2,826","2,596","3,933",,,680.1,725.5,363.1,910.1,633.3,930.4,"1,459","1,034",952.1,"1,013"
Cash from Investing Activities,,-839.1,"-1,100","-3,153",83.7,"-5,324","-8,580","-5,083",,,"-3,748",-871.3,159.5,-775.8,187.0,26.2,"-4,520",-716.6,228.5,"-1,238"
Cash from Financing Activities,,"1,017",315.2,"2,499",-662.1,"2,670","6,155","1,144",,,"-3,338",-840.0,-504.0,,"-1,176",0.00,"2,320",-39.3,-878.0,"3,121"
Net Change in Cash,,-7.64,17.0,-1.66,-65.0,172.1,170.3,-6.00,,,"-6,406",-985.8,18.6,134.3,-355.7,956.5,-741.1,278.3,302.5,"3,002"
Free Cashflows,,-666.0,-61.7,"-2,673","-2,328","-2,556","-2,387","-1,007",,,-609.4,-543.5,-417.9,-903.0,-61.3,-137.9,95.4,"-1,006",-161.2,-327.2
Free Cashflow per Share,,-0.079,-0.007,-0.32,-0.28,-0.30,-0.28,-0.12,,,-0.073,-0.065,-0.050,-0.11,-0.007,-0.016,0.011,-0.12,-0.019,-0.039
