,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Current Assets,"2,694","4,645","4,062","3,823","3,684","3,678","4,083","5,524",,,"4,122","4,385","4,083","4,460","4,625","5,219","5,524","7,864","5,927","5,456"
"Property/Plant/Equipment, Total - Net","6,578","6,541","6,674","6,319","5,847","5,298","4,861","5,215",,,"5,066","4,954","4,861","4,848","4,947","5,093","5,215","5,189","5,128","5,173"
Total Assets,"11,521","13,823","12,579","12,082","11,507","11,113","14,721","17,891",,,"14,657","14,895","14,721","15,021","15,220","15,977","17,891","19,030","18,987","18,509"
Accounts Payable,"1,370","2,744","1,838","1,919","1,688","1,752","1,912","2,258",,,66.3,67.3,"1,912",73.1,64.0,66.1,"2,258",351.4,86.1,92.0
Accrued Expenses,4.66,7.47,0.21,5.16,115.9,129.4,161.8,163.4,,,,,161.8,,,,163.4,,,
Debt Due,"1,839","2,734","2,602","1,928","1,597",940.1,"2,144","2,082",,,"4,806","4,757","2,144","1,930","1,752","1,460","2,082","2,188","1,496","1,585"
Total Current Liabilities,"4,012","6,058","4,924","4,416","3,712","3,166","4,590","5,482",,,"7,179","7,401","4,590","4,693","4,811","4,975","5,482","5,971","5,250","5,023"
Long Term Debt,"3,241","2,694","2,072","1,898","1,711","1,603","2,833","4,339",,,641.3,588.4,"2,833","2,638","2,614","3,283","4,339","4,551","5,323","4,884"
Total Liabilities,"7,416","8,854","7,109","6,401","5,524","4,877","7,538","9,945",,,"7,930","8,102","7,538","7,447","7,545","8,381","9,945","10,648","10,783","10,122"
Common Stock,226.5,226.5,322.6,322.6,322.6,322.6,322.6,322.6,,,322.6,322.6,322.6,322.6,322.6,322.6,322.6,322.6,322.6,322.6
Additional Paid-In Capital,749.1,749.1,"2,164","2,164","2,164","2,164","2,164","2,165",,,"2,164","2,164","2,164","2,164","2,165","2,165","2,165","2,165","2,165","2,198"
Retained Earnings (Accumulated Deficit),"1,617","2,442","2,827","3,084","3,318","3,692","4,556","5,444",,,"4,127","4,180","4,556","4,953","5,068","5,148","5,444","5,660","5,583","5,673"
Shareholders' Equity,"2,532","3,388","5,307","5,514","5,801","6,046","6,970","7,690",,,"6,529","6,590","6,970","7,356","7,446","7,357","7,690","8,143","7,977","8,147"
Cash from Operating Activities,636.7,"1,068","1,961","1,637",926.9,"1,212","1,208","1,492",,,254.7,562.3,210.3,338.3,635.9,384.9,135.8,-51.0,694.6,180.4
Cash from Investing Activities,"-1,063","-1,001",-744.4,-376.1,-143.5,-99.7,"-3,014","-2,225",,,"-3,066",-22.7,40.3,99.4,-27.6,-334.9,"-1,962",-256.0,-289.8,-39.7
Cash from Financing Activities,334.4,-85.8,"-1,223","-1,162",-744.9,"-1,143","1,975",856.1,,,"2,936",-333.4,-427.6,-406.3,-510.0,141.4,"1,631",244.9,-139.1,-422.1
Net Change in Cash,-42.6,-31.9,30.6,76.0,24.5,-66.6,169.2,96.6,,,118.2,209.4,-163.4,24.3,105.7,152.5,-182.8,-50.0,290.0,-311.4
Free Cashflows,-508.3,-168.8,"1,227","1,177",653.6,"1,045","1,035",577.3,,,212.2,525.0,156.2,257.4,433.3,135.0,-245.4,-185.4,587.7,46.5
Free Cashflow per Share,-1.87,-0.62,3.80,3.65,2.03,3.30,3.27,1.82,,,0.67,1.66,0.49,0.81,1.37,0.43,-0.78,-0.59,1.86,0.14
