,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,9.5%,8.9%,10.4%,10.2%,11.0%,10.9%,10.9%,10.7%,,,10.7%,10.5%,9.7%,11.4%,14.9%,9.1%,8.8%,12.1%,14.6%,11.2%
Depreciation & Amortisation,179.5,166.2,168.3,174.0,171.5,175.6,190.7,186.7,,,46.3,48.6,52.0,42.2,46.8,45.5,52.6,38.6,43.7,46.7
Tax Rate,21.1%,18.2%,13.0%,11.0%,11.5%,11.8%,9.4%,13.2%,,,6.7%,9.0%,12.5%,11.0%,9.7%,7.0%,18.6%,12.5%,9.8%,7.5%
Current Ratio,0.32,0.63,0.45,0.32,0.42,0.27,0.40,1.20,,,0.34,0.37,0.40,0.37,0.41,0.44,1.20,0.90,0.74,0.47
Quick Ratio,0.10,0.34,0.16,0.11,0.098,0.091,0.18,0.38,,,0.089,0.10,0.18,0.092,0.12,0.11,0.38,0.41,0.33,0.20
Days Inventory Outstanding,56.5,65.3,74.6,76.5,79.7,76.0,76.3,72.9,,,77.6,79.0,79.1,76.3,77.0,75.3,72.9,71.0,72.0,74.4
Days Sale Outstanding,28.5,29.4,42.9,38.9,33.2,34.6,75.2,58.8,,,31.9,34.4,75.2,32.1,37.8,32.9,58.8,69.5,66.2,65.8
Days Payable Outstanding,27.4,26.4,28.0,27.4,27.6,27.1,28.6,30.1,,,26.7,27.6,28.8,28.3,28.8,31.3,33.0,33.1,32.9,34.5
Cash Conversion Cycle,51.9,65.7,80.5,89.0,86.5,79.5,102.1,102.4,,,82.5,83.3,104.9,100.7,82.3,75.7,85.5,100.7,106.7,104.0
Debt to Asset Ratio,0.39,0.32,0.33,0.36,0.32,0.30,0.29,0.14,,,0.28,0.26,0.29,0.26,0.25,0.23,0.14,0.16,0.18,0.25
Debt to Equity Ratio,0.64,0.49,0.51,0.58,0.49,0.46,0.43,0.18,,,0.41,0.36,0.43,0.37,0.35,0.32,0.18,0.20,0.23,0.35
Interest Coverage Ratio,7.02,10.7,7.06,7.12,6.37,8.04,7.91,16.4,,,6.68,11.1,8.75,11.6,9.78,32.6,13.5,29.7,15.9,19.8
Cash and Short Term Investments,84.9,552.6,150.3,168.2,470.9,157.9,351.5,889.9,,,332.8,336.2,351.5,467.0,403.7,537.1,889.9,282.2,257.2,406.9
"Total Receivables, Net",204.0,243.9,363.4,350.6,308.4,361.2,785.2,696.2,,,327.3,359.3,785.2,347.8,412.1,383.9,696.2,836.0,809.5,785.7
Total Inventory,329.5,388.8,485.1,480.1,545.6,544.6,568.8,566.9,,,563.5,585.6,568.8,563.9,574.9,569.2,566.9,572.9,610.6,644.1
Total Current Assets,630.9,"1,199","1,016","1,010","1,338","1,084","1,726","2,181",,,"1,240","1,299","1,726","1,399","1,428","1,532","2,181","1,837","1,823","1,897"
"Property/Plant/Equipment, Total - Net","1,689","1,603","1,711","2,101","2,115","3,333","3,260","2,091",,,"3,298","3,291","3,260","3,237","3,211","3,407","2,091","2,084","2,107","2,194"
Total Assets,"5,479","6,773","7,779","10,858","11,306","14,531","16,478","15,231",,,"15,090","15,399","16,478","16,084","15,548","16,710","15,231","15,360","15,873","17,891"
Accounts Payable,137.0,153.4,175.1,170.8,184.0,205.2,211.9,257.7,,,193.2,207.8,211.9,207.5,218.4,256.4,257.7,273.0,268.1,313.7
Accrued Expenses,77.9,86.2,82.6,93.2,100.3,105.7,142.5,142.9,,,98.4,103.9,142.5,109.7,144.9,163.3,142.9,159.3,144.0,164.2
Debt Due,"1,584","1,372","1,909","2,707","2,727","2,789","2,661","1,120",,,"2,568","2,502","2,661","1,620","1,766","1,665","1,120","1,233","1,651","3,438"
Total Current Liabilities,"1,958","1,889","2,247","3,167","3,151","3,949","4,298","1,820",,,"3,676","3,472","4,298","3,791","3,516","3,452","1,820","2,030","2,464","4,028"
Long Term Debt,116.7,213.3,273.5,564.5,347.7,160.0,44.0,,,,102.0,73.0,44.0,15.0,8.48,15.1,,,,
Total Liabilities,"2,110","2,194","2,569","3,915","3,620","4,428","4,798","2,158",,,"4,191","3,956","4,798","4,226","3,869","3,907","2,158","2,409","2,889","4,446"
Common Stock,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),"2,880","3,913","4,655","5,536","6,562","7,540","8,681","10,395",,,"8,049","8,533","8,681","9,033","9,273","9,918","10,395","10,413","10,363","10,861"
Shareholders' Equity,"3,275","4,496","5,082","6,694","7,423","9,617","11,123","12,088",,,"10,341","10,884","11,123","11,301","11,137","12,289","12,088","12,295","12,328","12,743"
Cash from Operating Activities,485.6,661.0,407.7,735.1,740.0,868.5,842.5,872.9,,,62.6,252.5,332.5,307.2,74.6,232.3,258.7,256.8,-60.2,186.9
Cash from Investing Activities,-237.3,-258.9,-819.0,"-1,706",-10.4,"-1,022",-193.4,"1,536",,,361.2,-131.5,-330.3,898.9,-166.2,39.5,764.0,-277.2,-14.7,"-1,595"
Cash from Financing Activities,-230.2,-334.5,409.0,988.9,-426.9,-159.5,-455.5,"-1,872",,,-279.9,-117.6,13.0,"-1,091",28.3,-140.2,-669.8,-587.4,50.0,"1,558"
Net Change in Cash,18.0,67.6,-2.28,17.9,302.7,-313.0,193.6,538.5,,,143.9,3.45,15.2,115.6,-63.3,133.3,352.9,-607.8,-25.0,149.7
Free Cashflows,331.6,563.5,135.9,251.7,497.2,-18.3,535.2,175.2,,,49.0,42.1,303.4,119.2,-316.2,150.3,221.8,218.9,-138.2,120.8
Free Cashflow per Share,1.38,2.35,0.57,1.05,2.07,-0.076,2.23,0.73,,,0.20,0.18,1.26,0.50,-1.32,0.63,0.92,0.91,-0.58,0.50
