,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Income,-16.1,9.55,-98.5,-16.9,23.5,0.83,-78.4,9.28,,,-18.1,14.4,-42.2,-39.6,12.3,46.6,-11.0,-9.72,-9.55,40.5
Net Income,-22.4,-38.4,-64.1,-13.6,50.5,-100.5,-97.3,-6.73,,,-21.3,7.58,-52.0,-40.7,7.93,42.2,-16.2,-11.9,-15.1,31.7
EBITDA,1.71,30.9,-76.5,8.54,51.2,27.9,-49.1,48.0,,,-11.8,21.3,-32.7,-30.2,22.0,56.5,-1.09,0.036,0.30,49.8
Gross Profit Margin,15.0%,12.8%,6.4%,10.6%,14.0%,12.0%,7.0%,12.8%,,,5.8%,11.5%,3.4%,1.4%,14.1%,16.1%,10.8%,12.3%,10.9%,15.3%
Operating Margin,-1.8%,0.8%,-8.2%,-1.3%,1.8%,0.1%,-6.6%,0.6%,,,-5.7%,3.1%,-15.4%,-27.8%,3.0%,7.7%,-2.6%,-3.4%,-2.6%,7.0%
Net Profit Margin,-2.5%,-3.2%,-5.4%,-1.0%,3.8%,-7.9%,-8.2%,-0.4%,,,-6.7%,1.6%,-19.0%,-28.6%,1.9%,6.9%,-3.8%,-4.1%,-4.1%,5.5%
Return on Assets,-1.9%,-3.0%,-4.8%,-1.0%,3.4%,-7.1%,-6.9%,-0.4%,,,-3.9%,-4.7%,-6.5%,-7.1%,-4.7%,-2.5%,-0.4%,1.4%,-0.1%,-0.7%
Return on Equity,-2.4%,-4.5%,-7.8%,-1.6%,5.9%,-13.1%,-12.2%,-0.9%,,,-3.0%,0.9%,-6.5%,-5.4%,1.0%,5.2%,-2.1%,-1.5%,-2.0%,4.0%
Return on Total Capital,-2.4%,-4.5%,-7.8%,-1.6%,5.9%,-12.9%,-12.1%,-0.9%,,,-7.9%,-8.5%,-12.1%,-14.0%,-10.0%,-5.2%,-0.9%,2.8%,-0.1%,-1.4%
SG&A to Sale,16.8%,12.0%,14.6%,11.9%,12.2%,11.9%,13.6%,12.2%,,,11.5%,8.5%,18.8%,29.3%,11.1%,8.4%,13.3%,15.7%,13.5%,8.3%
Depreciation & Amortisation,17.8,21.3,22.0,25.4,27.6,27.1,29.3,38.7,,,6.36,6.88,9.43,9.35,9.67,9.86,9.87,9.76,9.86,9.30
Tax Rate,-0.5%,14.5%,-18.4%,-113.6%,4.2%,10.9%,-14.5%,62.9%,,,3.7%,47.2%,-14.9%,4.0%,-40.4%,-4.0%,26.5%,-1.3%,-16.1%,11.8%
Current Ratio,2.29,2.18,1.59,1.82,1.75,1.71,1.62,1.57,,,1.48,1.65,1.62,1.55,1.42,1.51,1.57,1.59,1.46,1.60
Quick Ratio,0.86,0.87,0.71,0.88,0.91,0.76,0.78,0.77,,,0.55,0.79,0.78,0.46,0.56,0.76,0.77,0.65,0.57,0.83
Days Inventory Outstanding,171.2,141.6,132.9,120.0,121.7,140.2,143.4,125.2,,,212.0,188.4,150.0,177.5,213.9,183.0,141.4,139.4,168.6,158.0
Days Sale Outstanding,110.9,91.5,118.7,123.7,140.3,106.4,132.8,118.2,,,122.7,143.2,132.8,91.7,134.0,147.0,118.2,93.1,103.2,129.4
Days Payable Outstanding,8.35,0.00,12.7,21.7,21.1,18.9,15.5,16.3,,,24.7,23.7,18.9,20.8,28.4,25.1,19.1,19.5,19.5,16.0
Cash Conversion Cycle,269.8,229.0,213.0,215.8,230.8,252.8,250.4,214.3,,,296.6,300.0,270.6,263.5,291.2,296.8,247.1,219.2,250.3,261.5
Debt to Asset Ratio,0.27,0.31,0.42,0.41,0.43,0.43,0.46,0.50,,,0.53,0.45,0.46,0.51,0.56,0.52,0.50,0.51,0.56,0.51
Debt to Equity Ratio,0.38,0.46,0.74,0.70,0.76,0.74,0.85,0.99,,,1.11,0.82,0.85,1.02,1.28,1.10,0.99,1.02,1.27,1.05
Interest Coverage Ratio,,0.57,,,0.91,0.033,,0.28,,,,2.00,,,1.46,5.27,,,,4.20
Cash and Short Term Investments,7.56,23.5,35.6,74.2,48.5,23.9,33.2,12.1,,,22.9,23.1,33.2,51.0,22.7,19.8,12.1,20.1,17.9,21.5
"Total Receivables, Net",275.6,303.2,388.9,450.6,515.4,369.6,432.9,515.0,,,397.5,458.6,432.9,302.2,475.5,577.8,515.0,443.0,478.0,587.4
Total Inventory,434.2,384.6,431.1,350.0,419.0,438.2,431.5,519.8,,,643.6,477.8,431.5,656.5,717.4,553.9,519.8,625.1,734.8,518.7
Total Current Assets,733.2,761.7,868.8,927.6,992.2,831.6,897.6,"1,047",,,"1,064",959.5,897.6,"1,010","1,216","1,151","1,047","1,088","1,231","1,128"
"Property/Plant/Equipment, Total - Net",272.4,271.2,263.4,306.4,289.0,269.0,402.2,385.0,,,259.8,410.1,402.2,399.3,399.7,393.6,385.0,377.7,373.3,365.9
Total Assets,"1,269","1,253","1,420","1,433","1,511","1,335","1,472","1,566",,,"1,509","1,544","1,472","1,525","1,742","1,688","1,566","1,571","1,731","1,627"
Accounts Payable,,,78.2,63.0,70.6,45.2,48.9,74.9,,,75.4,65.7,48.9,78.5,103.9,70.5,74.9,85.6,71.6,55.3
Accrued Expenses,24.4,26.8,29.9,20.6,36.6,,,,,,,,,,,,,,,
Debt Due,233.4,244.8,402.8,396.8,433.2,389.9,454.1,522.9,,,591.7,470.5,454.1,519.0,685.9,625.7,522.9,536.4,700.0,581.2
Total Current Liabilities,320.8,349.0,547.2,509.8,566.2,486.5,555.4,666.9,,,717.2,581.9,555.4,651.5,855.9,761.5,666.9,683.4,841.6,703.6
Long Term Debt,15.2,0.51,,0.30,2.19,14.1,7.00,,,,9.01,8.00,7.00,5.00,10.0,8.04,,,,
Total Liabilities,346.8,393.8,603.3,589.0,652.7,567.6,677.0,777.4,,,794.3,696.9,677.0,770.4,979.7,883.5,777.4,793.3,969.0,832.7
Common Stock,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,,,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
Additional Paid-In Capital,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,,,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0
Retained Earnings (Accumulated Deficit),118.1,113.2,60.5,56.8,119.2,40.1,-42.3,-26.9,,,-6.80,4.18,-42.3,-77.5,-64.0,-16.3,-26.9,-32.7,-42.2,-5.54
Shareholders' Equity,921.8,858.8,816.4,844.4,858.4,767.5,795.3,788.6,,,714.6,847.3,795.3,754.6,762.6,804.8,788.6,777.3,762.2,793.9
Cash from Operating Activities,-141.4,123.8,-95.1,77.7,-2.14,15.4,-20.5,-55.2,,,-103.3,132.5,36.4,-71.8,-159.0,76.0,99.6,-24.2,-142.0,144.9
Cash from Investing Activities,-37.9,-96.4,-27.0,-18.1,-39.1,15.7,-6.33,3.48,,,-4.17,1.30,-3.38,30.8,-17.8,-18.7,9.08,26.4,-24.6,-10.6
Cash from Financing Activities,163.5,-11.5,134.2,-21.0,15.6,-55.8,36.2,30.7,,,111.2,-133.6,-22.9,58.8,148.5,-60.2,-116.4,5.80,164.4,-130.7
Net Change in Cash,-15.9,16.0,12.1,38.6,-25.7,-24.7,9.31,-21.1,,,3.68,0.19,10.1,17.8,-28.3,-2.89,-7.73,7.98,-2.22,3.58
Free Cashflows,-145.9,106.0,-108.1,73.5,-11.4,9.46,-25.5,-75.7,,,-106.4,132.0,35.1,-78.0,-166.7,70.9,98.1,-26.4,-143.9,139.9
Free Cashflow per Share,-3.65,2.65,-2.70,1.84,-0.29,0.24,-0.64,-1.89,,,-2.66,3.30,0.88,-1.95,-4.17,1.77,2.45,-0.66,-3.60,3.50
