,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Accrued Expenses,,,,5.65,7.32,,"1,435","1,510",,,28.4,20.0,"1,435","1,369","1,361","1,478","1,510","1,451","1,325","1,415"
Debt Due,"2,242","2,932","2,108","1,119",500.0,465.3,583.1,760.7,,,507.4,603.5,583.1,705.6,678.7,640.9,760.7,762.8,842.8,884.5
Total Current Liabilities,"6,349","7,497","7,594","6,734","6,525","7,328","8,315","8,340",,,"6,670","7,389","8,315","7,974","7,496","7,751","8,340","7,816","7,739","7,850"
Long Term Debt,"15,391","14,167","12,770","12,299","13,858","15,060","16,016","16,834",,,"16,088","16,147","16,016","15,805","16,020","15,820","16,834","16,590","17,192","17,004"
Total Liabilities,"23,461","24,289","23,201","23,147","25,917","28,300","29,556","31,289",,,"27,889","28,939","29,556","29,668","29,628","29,831","31,289","30,588","31,497","31,026"
Common Stock,"1,200","1,213","1,580","2,100","2,100","2,100","2,100","2,100",,,"2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100"
Additional Paid-In Capital,,,270.0,"9,319","9,319","9,319","9,319","9,319",,,"9,319","9,319","9,319","9,319","9,319","9,319","9,319","9,319","9,319","9,319"
Retained Earnings (Accumulated Deficit),"-3,560","-2,444","-3,938",-362.7,430.9,663.7,448.2,32.6,,,-371.6,-528.9,448.2,"1,159",445.7,482.0,32.6,535.8,-322.9,-264.8
Shareholders' Equity,"3,857","7,522","7,080","25,309","30,956","31,913","28,313","30,711",,,"27,190","28,294","28,313","31,358","31,610","32,024","30,711","31,289","31,284","29,839"
Cash from Operating Activities,"2,466","3,040","1,899",-220.7,"3,901","3,495",762.1,"1,902",,,50.9,136.5,-126.8,"1,359",248.5,368.0,-73.7,"1,104",-147.0,193.0
Cash from Investing Activities,"-1,156",-22.1,816.6,"-11,032","2,225",-675.3,"2,690",817.2,,,"1,268",10.1,436.2,178.2,212.9,869.6,-443.5,95.4,-261.3,"1,205"
Cash from Financing Activities,-663.7,-710.9,"-3,828","10,875","-3,673","-4,396","-2,959","-1,916",,,"-1,772",-298.6,-560.7,-382.2,"-1,208",-694.5,368.4,-753.7,224.9,-645.0
Net Change in Cash,647.3,"2,307","-1,113",-377.7,"2,453","-1,577",493.5,802.9,,,-453.6,-152.0,-251.3,"1,155",-746.6,543.2,-148.8,445.3,-183.5,752.7
Free Cashflows,"1,780","2,603","1,370",-936.6,"2,796","1,582",-586.3,-533.7,,,-342.2,-179.8,-451.1,"1,157",39.6,127.6,"-1,858",264.1,-964.0,78.4
Free Cashflow per Share,0.85,1.24,0.65,-0.45,1.33,0.75,-0.28,-0.26,,,-0.16,-0.086,-0.21,0.55,0.019,0.061,-0.90,0.13,-0.47,0.038
