,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Depreciation & Amortisation,69.2,59.2,57.2,56.0,52.8,43.4,35.1,28.3,,,9.66,9.23,6.07,8.65,8.12,7.69,3.87,7.48,6.18,5.98
Tax Rate,34.3%,40.9%,31.4%,-11.4%,-4.4%,-32.3%,7.0%,52.6%,,,-53.5%,-215.8%,2.4%,-86.4%,-66.8%,3.3%,18.9%,18.2%,47.1%,2.3%
Current Ratio,7.16,8.13,6.29,9.34,10.3,11.5,13.3,12.4,,,14.3,7.71,13.3,13.6,13.8,17.0,12.4,15.8,15.2,16.7
Quick Ratio,4.62,5.79,5.10,6.58,7.22,8.17,8.04,8.49,,,10.2,5.32,8.04,9.67,10.2,12.6,8.49,10.7,10.8,11.3
Days Inventory Outstanding,62.6,59.0,52.6,57.7,43.0,40.7,39.1,32.7,,,39.9,37.6,33.1,27.7,28.8,31.5,33.4,35.6,31.2,29.5
Days Sale Outstanding,59.4,65.4,102.1,99.9,57.8,61.2,69.2,81.0,,,63.2,74.8,69.2,65.4,70.7,84.3,81.0,61.6,76.0,65.3
Days Payable Outstanding,27.5,18.0,7.76,6.16,5.65,8.33,10.6,8.45,,,9.85,9.08,8.62,9.19,10.7,9.76,8.14,8.40,7.52,6.79
Cash Conversion Cycle,99.9,108.4,128.3,168.1,124.5,91.4,96.2,102.9,,,92.2,97.9,96.8,86.4,86.2,101.6,108.6,99.7,92.5,95.4
Debt to Asset Ratio,0.22,0.21,0.23,0.23,0.22,0.19,0.17,0.18,,,0.18,0.20,0.17,0.18,0.18,0.17,0.18,0.19,0.17,0.17
Debt to Equity Ratio,0.28,0.26,0.30,0.29,0.28,0.24,0.21,0.22,,,0.22,0.25,0.21,0.22,0.22,0.21,0.22,0.23,0.21,0.21
Interest Coverage Ratio,382.2,772.8,724.4,,,,,,,,,,"2,064",,701.5,519.9,"2,083",,766.0,
Cash and Short Term Investments,829.7,853.5,705.9,733.6,765.7,721.3,812.8,813.5,,,728.0,736.5,812.8,820.5,766.5,776.9,813.5,843.5,777.5,816.6
"Total Receivables, Net",220.1,247.2,430.5,320.3,162.8,156.3,175.2,188.0,,,160.5,190.0,175.2,158.7,169.5,198.2,188.0,140.3,175.1,144.7
Total Inventory,136.7,139.9,143.2,115.0,68.0,85.2,50.6,57.6,,,67.9,64.3,50.6,47.4,52.5,53.1,57.6,51.4,45.3,43.0
Total Current Assets,"1,196","1,247","1,286","1,188","1,030",996.0,"1,078","1,107",,,994.2,"1,028","1,078","1,068","1,033","1,068","1,107","1,084","1,051","1,057"
"Property/Plant/Equipment, Total - Net",778.5,748.9,805.0,749.4,702.7,661.1,612.3,592.0,,,646.6,642.4,612.3,606.5,600.1,594.3,592.0,590.8,588.9,584.7
Total Assets,"1,988","2,135","2,249","2,045","1,836","1,724","1,785","1,789",,,"1,713","1,739","1,785","1,761","1,719","1,748","1,789","1,770","1,727","1,730"
Accounts Payable,55.1,29.3,12.5,15.0,8.98,22.3,14.6,13.4,,,16.6,15.4,14.6,18.0,19.2,13.6,13.4,12.3,11.0,9.33
Accrued Expenses,68.6,81.3,102.0,63.5,58.2,28.9,26.7,41.0,,,19.5,77.2,26.7,28.3,23.1,18.6,41.0,28.0,28.0,25.6
Debt Due,8.25,12.4,39.3,7.82,7.72,16.5,12.8,8.53,,,11.3,9.84,12.8,5.12,3.84,5.02,8.53,3.62,3.16,3.60
Total Current Liabilities,167.0,153.3,204.4,127.2,100.0,86.4,80.8,89.3,,,69.6,133.4,80.8,78.5,74.9,62.8,89.3,68.5,69.2,63.4
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,440.9,445.4,515.6,460.4,402.1,328.8,311.1,323.8,,,308.6,347.4,311.1,312.7,308.6,300.7,323.8,333.0,300.2,298.6
Common Stock,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,,,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3
Additional Paid-In Capital,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,,,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0
Retained Earnings (Accumulated Deficit),777.2,919.0,963.3,814.4,663.1,624.5,703.5,694.7,,,634.2,621.2,703.5,678.3,640.3,677.2,694.7,666.6,656.7,661.5
Shareholders' Equity,"1,548","1,689","1,734","1,585","1,433","1,395","1,474","1,465",,,"1,405","1,392","1,474","1,449","1,411","1,448","1,465","1,437","1,427","1,432"
Cash from Operating Activities,162.0,95.0,15.8,50.9,64.8,-74.8,21.5,-14.1,,,-17.7,8.78,-1.27,-21.6,-16.9,-12.3,36.8,32.8,-49.5,40.8
Cash from Investing Activities,-222.2,-112.8,-105.6,165.0,-28.3,31.0,-91.8,167.5,,,-0.50,30.3,-122.6,12.4,22.5,74.2,58.4,-23.0,19.6,-4.21
Cash from Financing Activities,-75.8,-46.4,-43.5,-95.3,-46.3,8.46,-8.46,-27.8,,,-0.002,0.00,0.000,-0.007,-27.9,-0.027,0.12,,-17.9,-0.034
Net Change in Cash,-136.0,-64.1,-133.2,120.6,-9.80,-35.4,-78.8,125.6,,,-18.2,39.0,-123.9,-9.22,-22.3,61.9,95.3,9.77,-47.8,36.5
Free Cashflows,114.6,50.0,-77.1,43.2,57.9,-76.9,11.0,-21.8,,,-20.4,5.41,-4.90,-23.5,-17.9,-13.5,33.2,28.4,-53.2,38.9
Free Cashflow per Share,0.62,0.27,-0.42,0.23,0.31,-0.42,0.059,-0.12,,,-0.11,0.029,-0.026,-0.13,-0.097,-0.073,0.18,0.15,-0.29,0.21
