,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,32.8%,15.0%,17.6%,12.2%,14.9%,13.5%,17.1%,18.2%,,,12.8%,17.8%,18.8%,17.7%,12.7%,23.7%,17.8%,17.8%,15.6%,19.0%
Current Ratio,0.062,0.10,0.14,0.16,0.19,0.18,0.18,0.12,,,0.16,0.23,0.18,0.26,0.16,0.20,0.12,0.15,0.20,0.21
Quick Ratio,0.004,0.032,0.059,0.059,0.10,0.051,0.051,0.039,,,0.059,0.064,0.051,0.046,0.041,0.029,0.039,0.046,0.053,0.051
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,23.4,187.5,289.9,279.4,423.5,207.8,234.7,190.1,,,277.4,215.9,234.7,151.7,195.4,111.8,190.1,193.7,262.0,194.8
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,28.2,103.4,220.6,288.3,340.8,301.2,220.4,200.7,,,250.9,247.5,224.7,189.5,171.5,153.0,148.8,191.2,225.7,224.5
Debt to Asset Ratio,0.87,0.86,0.86,0.85,0.84,0.83,0.84,0.86,,,0.85,0.84,0.84,0.84,0.86,0.86,0.86,0.86,0.87,0.87
Debt to Equity Ratio,6.94,6.07,6.12,5.57,5.22,4.80,5.27,6.26,,,5.64,5.14,5.27,5.39,5.98,6.18,6.26,6.11,6.46,6.53
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,684.1,"5,599","9,948","12,955","9,102","16,853","20,868","14,465",,,"14,791","19,960","20,868","26,635","21,798","26,271","14,465","17,625","31,574","27,540"
"Total Receivables, Net",611.2,"5,915","11,330","10,651","17,469","9,198","10,480","9,430",,,"12,399","9,589","10,480","6,997","9,265","5,335","9,430","9,678","13,392","10,263"
Total Inventory,"6,543","4,980","4,103","3,667","4,598","3,728","4,094","3,725",,,"3,712","3,677","4,094","4,078","3,996","4,016","3,725","3,673","3,534","3,490"
Total Current Assets,"9,364","18,639","27,599","29,203","32,980","31,771","37,373","29,770",,,"32,622","34,209","37,373","38,713","37,017","36,711","29,770","32,138","50,726","42,463"
"Property/Plant/Equipment, Total - Net",938.5,"1,370","1,223","1,445","1,892","2,092","2,744","2,773",,,"2,126","2,131","2,744","2,787","2,826","2,899","2,773","2,746","2,916","3,008"
Total Assets,"189,996","233,013","249,109","241,153","236,144","233,776","259,335","306,329",,,"265,149","245,724","259,335","273,819","289,084","295,877","306,329","308,996","313,550","320,263"
Accounts Payable,593.8,807.8,946.1,687.9,709.0,508.2,350.6,576.0,,,415.3,"2,497",350.6,"2,127",537.1,"2,627",576.0,"5,547",636.3,"5,324"
Accrued Expenses,"1,499","2,578","3,043","3,103","3,099","2,996","2,971","3,180",,,"2,009","1,989","2,971","1,392","2,343","2,166","3,180","1,480","2,520","2,394"
Debt Due,"79,338","21,318","29,510","33,512","50,402","58,128","61,611","47,869",,,"66,784","3,827","61,611","5,508","68,293","3,743","47,869","6,759","60,517","8,839"
Total Current Liabilities,"152,069","184,418","191,685","179,515","171,547","180,407","205,055","241,591",,,"210,134","149,859","205,055","150,705","227,129","182,572","241,591","208,304","251,567","201,673"
Long Term Debt,"11,896","13,281","20,349","20,512","22,476","8,786","7,641","18,927",,,"7,958","52,298","7,641","76,693","14,961","69,188","18,927","54,389","12,768","72,996"
Total Liabilities,"165,731","199,815","213,965","204,242","197,988","193,259","217,787","263,989",,,"225,040","205,517","217,787","230,790","247,483","254,479","263,989","265,425","271,404","277,615"
Common Stock,"6,343","8,328","8,388","8,428","8,468","8,468","8,468","8,468",,,"8,468","8,468","8,468","8,468","8,468","8,468","8,468","8,468","8,468","8,468"
Additional Paid-In Capital,"3,715","9,088","9,204","9,281","9,356","9,356","9,356","9,356",,,"9,356","9,356","9,356","9,356","9,356","9,356","9,356","9,356","9,356","9,356"
Retained Earnings (Accumulated Deficit),"12,676","14,360","16,772","17,882","19,199","21,358","21,977","23,788",,,"20,680","20,709","21,977","23,490","22,501","22,358","23,788","25,016","23,946","24,286"
Shareholders' Equity,"23,885","32,898","34,944","36,682","37,929","40,298","41,332","42,180",,,"39,890","39,992","41,332","42,808","41,393","41,190","42,180","43,456","42,042","42,538"
Cash from Operating Activities,"2,093","-78,791","-12,758","10,912","11,428","2,988","-14,272","-32,432",,,964.7,-129.3,"-13,403","-9,397","-11,138","-8,228","-3,668","4,596","7,593",-880.7
Cash from Investing Activities,"1,596",431.2,"1,387","-2,164",-56.6,-134.0,"-4,058","-5,700",,,-412.4,-676.5,"-1,378","-2,217","1,339","-2,958","-1,863","-1,207","-6,349","-1,724"
Cash from Financing Activities,"-3,643","80,300","9,764","-8,678","-11,640","-2,719","18,597","38,045",,,-740.2,977.9,"15,025","11,234","9,888","11,192","5,732","-3,556","-1,328","2,561"
Net Change in Cash,45.4,"1,940","-1,607",70.3,-269.0,135.4,257.1,-88.9,,,-187.9,170.8,235.0,-399.2,115.3,-6.46,201.5,-174.1,-63.8,-44.0
Free Cashflows,"1,755","-79,198","-12,987","10,749","10,664","2,443","-14,958","-32,903",,,875.5,-261.6,"-13,802","-9,473","-11,257","-8,363","-3,809","4,434","7,265","-1,120"
Free Cashflow per Share,2.77,-95.1,-15.5,12.8,12.6,2.88,-17.7,-38.9,,,1.03,-0.31,-16.3,-11.2,-13.3,-9.88,-4.50,5.24,8.60,-1.32
