,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Current Ratio,,,1.80,1.57,3.58,2.78,2.43,2.57,,,2.29,3.58,2.43,2.35,2.67,2.73,2.57,0.37,0.27,0.28
Quick Ratio,,,0.87,0.72,2.76,1.23,1.16,1.11,,,1.19,1.65,1.16,1.00,1.29,1.31,1.11,0.13,0.10,0.092
Days Inventory Outstanding,,,5.98,6.30,6.89,9.03,10.4,9.99,,,9.89,10.7,10.7,10.9,11.2,11.0,11.1,53.5,68.6,55.4
Days Sale Outstanding,,,92.5,58.8,69.9,54.6,84.1,75.8,,,71.1,77.9,84.1,82.0,101.4,95.1,75.8,177.0,123.9,82.5
Days Payable Outstanding,,,47.8,45.4,38.1,32.4,30.6,31.7,,,39.7,32.4,30.9,35.9,41.9,44.8,38.6,66.7,70.0,46.2
Cash Conversion Cycle,,,51.3,48.0,38.1,52.0,48.4,50.4,,,42.3,64.7,59.4,61.8,55.2,62.3,63.3,76.2,123.7,108.0
Debt to Asset Ratio,,,0.44,0.39,0.34,0.33,0.33,0.34,,,0.33,0.32,0.33,0.33,0.35,0.35,0.34,0.73,0.84,0.84
Debt to Equity Ratio,,,0.79,0.67,0.52,0.52,0.51,0.55,,,0.51,0.50,0.51,0.52,0.57,0.57,0.55,4.21,7.65,7.55
Interest Coverage Ratio,,,1.84,2.51,3.16,7.28,9.89,7.76,,,7.92,10.7,14.6,9.54,9.30,7.74,4.52,4.08,2.06,1.60
Cash and Short Term Investments,,,"7,029","3,421","11,186","7,454","3,971","4,921",,,"6,004","3,665","3,971","5,010","4,884","4,760","4,921","20,264","17,267","19,392"
"Total Receivables, Net",,,"6,366","3,736","4,225","3,143","4,722","5,227",,,"4,073","4,296","4,722","4,655","6,078","6,294","5,227","13,830","14,286","12,379"
Total Inventory,,,389.3,359.0,406.3,457.8,484.8,626.9,,,470.8,482.0,484.8,493.8,549.3,604.4,626.9,"6,138","6,666","6,816"
Total Current Assets,,,"14,493","8,146","16,316","11,665","9,918","12,164",,,"10,854","9,544","9,918","10,996","12,538","13,112","12,164","40,982","38,734","39,074"
"Property/Plant/Equipment, Total - Net",,,"18,178","20,048","23,467","26,129","27,246","28,535",,,"26,325","27,068","27,246","27,984","28,172","28,077","28,535","100,218","102,855","102,153"
Total Assets,,,"43,344","42,932","55,983","58,028","59,968","64,439",,,"58,378","58,308","59,968","62,063","63,920","64,278","64,439","236,318","254,074","252,937"
Accounts Payable,,,"3,112","2,276","1,960","1,140","1,623","1,901",,,"1,719","1,171","1,623","1,596","2,317","2,389","1,901","6,528","6,545","4,680"
Accrued Expenses,,,464.8,201.3,193.7,130.7,147.0,222.5,,,14.3,14.2,147.0,,,,222.5,,,37.4
Debt Due,,,"2,614","1,595","1,595","1,913",990.6,"1,052",,,"2,333",493.5,990.6,"1,173",992.7,"1,049","1,052","99,080","131,187","131,625"
Total Current Liabilities,,,"8,056","5,203","4,553","4,195","4,088","4,727",,,"4,743","2,667","4,088","4,673","4,699","4,811","4,727","110,461","142,385","140,287"
Long Term Debt,,,"10,384","11,197","13,394","14,295","14,817","16,452",,,"13,483","15,235","14,817","15,306","17,086","16,926","16,452","47,080","46,036","45,929"
Total Liabilities,,,"18,983","16,914","18,855","19,274","19,595","22,090",,,"19,043","18,733","19,595","20,637","22,471","22,502","22,090","172,412","212,975","211,332"
Common Stock,,,"11,237","11,237","14,983","14,983","14,983","14,983",,,"14,983","14,983","14,983","14,983","14,983","14,983","14,983","14,983","14,983","14,983"
Additional Paid-In Capital,,,"3,393","3,393","9,564","9,485","9,485","9,485",,,"9,564","9,564","9,485","9,485","9,485","9,485","9,485","9,485","9,485","9,485"
Retained Earnings (Accumulated Deficit),,,"10,383","11,852","12,626","13,752","15,204","16,645",,,"14,268","14,482","15,204","16,126","15,979","16,205","16,645","17,588","17,466","17,609"
Shareholders' Equity,,,"23,927","25,285","36,006","37,150","38,547","39,992",,,"37,644","37,841","38,547","39,468","39,348","39,537","39,992","40,914","27,853","27,998"
Cash from Operating Activities,,,"1,552","4,603","2,632","4,130","3,153","5,848",,,231.7,476.5,679.5,"1,872","1,055","1,413","1,509","1,728","4,833","5,293"
Cash from Investing Activities,,,"-2,978","-7,030","-14,109","-1,190","-2,312","-4,153",,,-294.3,-546.1,-361.2,-900.1,"-1,313",-387.7,-636.1,"-79,419",-889.2,-787.0
Cash from Financing Activities,,,"3,540",-542.2,"10,922",-383.0,"-2,305",-716.5,,,"-1,252",-798.2,86.9,499.6,237.5,-754.5,-699.1,"92,324","-7,506","-2,391"
Net Change in Cash,,,"2,113","-2,969",-556.1,"2,557","-1,457",946.6,,,"-1,314",-867.8,413.1,"1,471",-14.6,245.5,157.5,"14,604","-3,577","2,125"
Free Cashflows,,,"1,194","1,444","-1,932",351.7,882.7,"2,890",,,-225.8,-505.7,469.1,"1,203",-144.4,"1,019",812.3,"1,041","4,098","4,248"
Free Cashflow per Share,,,0.98,1.18,-1.29,0.23,0.59,1.93,,,-0.15,-0.34,0.31,0.81,-0.096,0.68,0.54,0.70,2.74,2.84
