,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,19.6%,16.9%,19.9%,17.0%,10.4%,13.0%,11.8%,13.0%,,,10.5%,14.5%,10.2%,12.4%,12.7%,13.3%,13.8%,13.3%,15.8%,13.8%
Depreciation & Amortisation,42.0,43.8,47.2,49.2,46.5,57.4,68.5,70.6,,,,,68.5,,,,17.6,17.6,17.9,18.1
Tax Rate,79.8%,18.1%,24.6%,18.3%,17.4%,19.4%,17.2%,17.3%,,,16.9%,16.8%,11.4%,20.4%,15.0%,16.9%,18.0%,15.4%,26.1%,19.8%
Current Ratio,0.86,1.45,0.93,0.73,0.55,0.53,0.52,0.54,,,0.51,0.52,0.52,0.52,0.51,0.52,0.54,0.55,0.54,0.56
Quick Ratio,0.083,0.22,0.17,0.15,0.12,0.11,0.12,0.11,,,0.10,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.10,0.11
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,65.5,112.2,78.1,78.3,74.6,67.1,68.0,74.1,,,58.5,63.4,68.0,70.2,63.9,69.0,74.1,70.8,72.0,79.2
Days Payable Outstanding,0.00,0.00,0.00,0.00,0.00,0.51,0.63,0.14,,,4.75,5.18,3.41,0.61,0.96,1.60,1.13,0.00,0.00,0.00
Cash Conversion Cycle,3.32,1.90,1.47,2.32,3.38,3.15,5.85,7.49,,,-0.095,-2.82,5.81,7.65,8.19,6.26,7.68,6.28,5.36,5.80
Debt to Asset Ratio,0.76,0.83,0.78,0.76,0.76,0.75,0.73,0.76,,,0.74,0.73,0.73,0.74,0.75,0.74,0.76,0.75,0.76,0.76
Debt to Equity Ratio,3.24,5.00,3.56,3.24,3.09,3.03,2.74,3.16,,,2.91,2.73,2.74,2.80,2.97,2.89,3.16,3.05,3.13,3.21
Interest Coverage Ratio,,,289.0,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,186.1,"1,244",423.6,373.3,449.6,339.1,433.9,241.4,,,393.0,293.9,433.9,339.6,371.2,266.8,241.4,320.0,94.6,411.8
"Total Receivables, Net",854.1,"1,660","1,413","1,491","1,640","1,641","1,694","1,839",,,"1,449","1,575","1,694","1,752","1,595","1,726","1,839","1,741","1,763","1,951"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"8,802","10,743","7,592","7,380","7,582","7,772","7,557","8,897",,,"7,280","7,329","7,557","7,710","7,592","7,887","8,897","9,086","9,130","9,729"
"Property/Plant/Equipment, Total - Net",293.6,280.4,331.1,354.5,458.8,525.7,609.3,577.7,,,600.3,611.9,609.3,610.1,598.0,585.4,577.7,578.4,574.9,567.1
Total Assets,"16,335","18,105","16,514","17,576","18,664","19,949","20,059","21,905",,,"19,734","19,737","20,059","20,424","20,204","21,050","21,905","22,242","22,668","23,313"
Accounts Payable,,,,,,19.4,5.69,,,,71.0,130.0,5.69,18.8,20.0,45.8,,,,
Accrued Expenses,387.8,322.3,521.2,735.1,708.7,709.1,822.2,845.3,,,635.0,747.4,822.2,729.5,678.8,872.7,845.3,709.0,745.5,892.3
Debt Due,0.00,"1,091",106.1,35.2,26.3,59.9,17.5,25.3,,,34.1,2.80,17.5,6.60,8.90,33.7,25.3,0.00,43.8,12.3
Total Current Liabilities,"10,242","7,429","8,168","10,095","13,848","14,732","14,400","16,364",,,"14,403","14,150","14,400","14,754","14,788","15,309","16,364","16,470","16,842","17,436"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"12,486","15,086","12,896","13,433","14,100","14,993","14,702","16,640",,,"14,691","14,442","14,702","15,043","15,112","15,640","16,640","16,756","17,179","17,780"
Common Stock,590.0,590.0,590.0,590.0,590.0,590.0,590.0,590.0,,,590.0,590.0,590.0,590.0,590.0,590.0,590.0,590.0,590.0,590.0
Additional Paid-In Capital,681.6,681.6,681.6,681.6,681.6,681.6,681.6,681.6,,,681.6,681.6,681.6,681.6,681.6,681.6,681.6,681.6,681.6,681.6
Retained Earnings (Accumulated Deficit),"1,666",758.8,"1,531","2,078","2,659","2,916","3,264","3,458",,,"3,046","3,197","3,264","3,374","3,278","3,368","3,458","3,515","3,412","3,580"
Shareholders' Equity,"3,849","3,019","3,618","4,143","4,565","4,956","5,358","5,265",,,"5,043","5,295","5,358","5,381","5,092","5,410","5,265","5,486","5,489","5,533"
Cash from Operating Activities,357.4,-560.5,"1,925","1,728",569.9,384.0,498.3,112.6,,,332.3,-70.7,159.5,-68.7,294.0,-101.0,-11.6,112.1,-40.9,330.0
Cash from Investing Activities,-290.9,598.6,"-1,746","-1,469",-151.4,-122.8,-149.8,-51.5,,,-82.0,-28.4,-19.4,-25.6,-8.72,-3.35,-13.8,-33.5,-18.1,-12.8
Cash from Financing Activities,-236.0,955.8,"-1,000",-309.2,-342.2,-371.7,-253.7,-253.7,,,-253.7,0.00,0.00,,-253.7,0.00,0.00,,-166.4,0.00
Net Change in Cash,-169.5,993.9,-820.5,-50.3,76.3,-110.5,94.8,-192.5,,,-3.35,-99.1,140.1,-94.3,31.6,-104.4,-25.4,78.6,-225.4,317.2
Free Cashflows,296.6,-586.7,"1,849","1,656",425.7,268.7,350.9,82.4,,,250.5,-98.9,141.7,-85.0,290.7,-104.1,-19.2,96.0,-53.2,321.7
Free Cashflow per Share,5.03,-9.94,31.3,28.1,7.22,4.55,5.95,1.40,,,4.25,-1.68,2.40,-1.44,4.93,-1.76,-0.33,1.63,-0.90,5.45
