,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,335.2,132.7,185.3,835.5,410.6,"1,149",183.3,580.5,,,13.0,-70.7,252.7,140.2,349.1,250.4,219.5,151.1,100.3,378.2
Gross Profit Margin,30.1%,22.1%,25.8%,30.3%,34.1%,38.7%,38.9%,42.8%,,,37.9%,34.0%,42.5%,46.8%,38.4%,37.4%,47.3%,39.2%,38.0%,41.5%
Operating Margin,10.3%,2.7%,3.8%,14.2%,10.2%,19.6%,2.6%,8.2%,,,-1.7%,-19.4%,14.0%,17.1%,18.7%,15.3%,10.8%,7.5%,5.3%,17.4%
Net Profit Margin,6.8%,-2.3%,-4.8%,12.3%,3.6%,7.7%,-5.6%,13.7%,,,-13.2%,-38.2%,11.8%,18.2%,23.1%,12.2%,23.0%,10.4%,-1.2%,10.2%
Return on Assets,2.2%,-0.6%,-1.3%,5.2%,0.9%,2.7%,-1.0%,3.8%,,,-0.6%,-2.1%,-1.0%,0.2%,2.7%,4.5%,5.4%,5.6%,3.4%,3.5%
Return on Equity,8.4%,-2.7%,-6.9%,20.6%,3.5%,10.4%,-4.9%,16.0%,,,-2.3%,-5.2%,5.1%,3.2%,9.6%,4.2%,7.5%,2.9%,-0.3%,3.7%
Return on Total Capital,5.1%,-1.2%,-2.3%,14.8%,1.5%,5.2%,-1.6%,7.4%,,,-1.1%,-3.8%,-1.6%,0.4%,5.5%,10.0%,10.4%,10.5%,5.8%,6.0%
SG&A to Sale,19.8%,19.4%,22.2%,18.1%,23.9%,19.0%,36.3%,34.6%,,,39.6%,53.5%,28.5%,29.7%,19.7%,22.1%,36.5%,31.8%,32.7%,24.0%
Depreciation & Amortisation,55.9,63.9,57.2,50.5,62.7,99.2,97.1,141.8,,,24.1,23.9,25.3,25.3,28.2,30.7,57.7,42.1,36.2,33.8
Tax Rate,13.9%,-26.5%,6.5%,22.0%,26.1%,35.3%,10.8%,11.1%,,,23.0%,11.5%,15.2%,-2.4%,8.5%,10.1%,24.8%,5.5%,-50271.4%,12.8%
Current Ratio,1.49,1.53,1.56,1.21,1.55,1.46,1.75,1.45,,,1.64,1.57,1.75,1.64,1.37,1.27,1.45,1.49,1.67,1.70
Quick Ratio,0.011,0.003,0.006,0.015,0.025,0.086,0.086,0.010,,,0.10,0.089,0.086,0.083,0.051,0.019,0.010,0.013,0.012,0.014
Days Inventory Outstanding,"1,252","1,290","1,346",847.9,"1,324","1,003","1,889","1,378",,,"1,592","2,237","1,999","2,172","1,621","1,285","1,318","1,106","1,195","1,099"
Days Sale Outstanding,6.81,2.35,4.51,6.95,17.5,45.9,76.8,6.36,,,80.0,100.8,76.8,76.2,41.4,13.2,6.38,6.57,6.27,6.07
Days Payable Outstanding,111.0,97.9,92.3,91.4,172.6,48.7,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,"1,162","1,190","1,249",734.8,"1,196","1,032","1,967","1,405",,,"1,671","2,346","2,081","2,250","1,672","1,309","1,328","1,112","1,202","1,105"
Debt to Asset Ratio,0.74,0.79,0.84,0.72,0.76,0.75,0.81,0.76,,,0.78,0.80,0.81,0.81,0.79,0.78,0.76,0.73,0.73,0.72
Debt to Equity Ratio,2.81,3.77,5.17,2.57,3.21,3.01,4.15,3.19,,,3.62,4.00,4.15,4.19,3.81,3.65,3.19,2.65,2.71,2.53
Interest Coverage Ratio,3.53,0.59,0.87,4.30,1.65,2.79,0.21,0.95,,,,,2.19,0.81,3.35,1.91,1.50,1.20,0.59,3.20
Cash and Short Term Investments,99.8,128.8,218.4,680.6,286.9,750.6,716.7,848.6,,,932.7,519.0,716.7,566.7,568.9,579.9,848.6,385.6,440.5,398.7
"Total Receivables, Net",50.8,16.5,41.6,105.7,163.9,673.1,694.6,93.0,,,762.1,721.6,694.6,718.1,510.2,197.4,93.0,109.9,96.3,102.1
Total Inventory,"6,499","7,651","10,779","7,173","9,133","8,925","11,928","11,121",,,"9,744","10,147","11,928","12,128","11,612","11,279","11,121","10,879","10,906","10,664"
Total Current Assets,"7,016","8,666","11,671","8,716","10,230","11,454","14,062","13,074",,,"12,516","12,774","14,062","14,097","13,627","13,177","13,074","12,886","12,881","12,510"
"Property/Plant/Equipment, Total - Net",746.6,859.5,949.4,"1,008","1,822","2,189","2,328","2,507",,,"2,122","2,159","2,328","2,362","2,416","2,401","2,507","2,460","2,441","2,459"
Total Assets,"8,332","10,497","14,596","11,774","14,890","15,895","19,493","19,174",,,"17,433","17,943","19,493","19,766","19,700","19,410","19,174","19,138","19,356","19,154"
Accounts Payable,496.0,577.5,685.8,"1,249",877.5,,,,,,,,,,,,,,,
Accrued Expenses,70.9,107.4,96.6,63.6,80.9,63.6,158.8,197.3,,,2.14,2.16,158.8,4.38,5.25,57.9,197.3,3.27,3.13,3.05
Debt Due,"2,291","2,937","4,184","4,033","4,033","5,552","4,837","5,323",,,"5,189","5,368","4,837","5,339","6,265","6,597","5,323","5,331","4,217","4,074"
Total Current Liabilities,"4,698","5,658","7,500","7,174","6,603","7,866","8,033","9,028",,,"7,621","8,130","8,033","8,607","9,968","10,376","9,028","8,658","7,728","7,374"
Long Term Debt,"1,456","2,635","4,684","1,291","4,624","3,885","7,498","5,356",,,"5,869","6,055","7,498","7,138","5,435","4,660","5,356","4,906","6,069","6,032"
Total Liabilities,"6,156","8,298","12,191","8,475","11,352","11,932","15,708","14,603",,,"13,661","14,356","15,708","15,955","15,601","15,237","14,603","13,902","14,133","13,731"
Common Stock,704.4,704.4,860.4,860.4,860.4,860.4,860.4,860.4,,,860.4,860.4,860.4,860.4,860.4,860.4,860.4,860.4,860.4,860.4
Additional Paid-In Capital,719.2,719.2,875.3,875.3,875.3,875.3,875.3,875.3,,,875.3,875.3,875.3,875.3,875.3,875.3,875.3,875.3,875.3,875.3
Retained Earnings (Accumulated Deficit),764.2,777.6,614.8,"1,563","1,687","2,093","1,906","2,643",,,"1,902","1,716","1,906","1,932","2,220","2,294","2,643","3,309","3,295","3,495"
Shareholders' Equity,"2,188","2,201","2,357","3,299","3,537","3,963","3,785","4,571",,,"3,773","3,587","3,785","3,811","4,099","4,173","4,571","5,237","5,223","5,423"
Cash from Operating Activities,45.1,"-1,418","-2,774",875.9,"-2,512",172.7,"-2,096",966.9,,,-827.9,-501.0,-348.4,-225.7,770.7,241.5,180.5,1.03,174.7,324.5
Cash from Investing Activities,-273.4,-387.6,-734.9,"1,821","-1,208",-500.3,-819.3,857.6,,,-84.0,-299.0,-377.7,-48.4,22.0,208.7,664.9,-10.1,-173.5,-182.2
Cash from Financing Activities,228.1,"1,834","3,598","-2,155","3,326",791.4,"2,881","-1,693",,,"1,128",386.2,923.8,124.1,-790.6,-449.5,-576.6,-453.9,85.9,-184.1
Net Change in Cash,-0.20,29.0,89.6,542.0,-393.7,463.7,-33.9,131.9,,,215.6,-413.7,197.7,-150.0,2.07,0.63,268.8,-463.0,87.1,-41.7
Free Cashflows,-246.0,"-1,469","-2,860",661.1,"-3,194",-215.6,"-2,378",788.3,,,-851.7,-561.7,-532.9,-283.8,713.6,226.7,131.9,-0.47,165.9,284.3
Free Cashflow per Share,-0.35,-2.09,-3.32,0.77,-3.71,-0.25,-2.76,0.92,,,-0.99,-0.65,-0.62,-0.33,0.83,0.26,0.15,-0.001,0.19,0.33
