,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Equity,25.9%,7.8%,16.6%,19.3%,23.9%,18.7%,14.3%,31.2%,,,5.9%,2.9%,2.7%,5.8%,9.8%,8.4%,6.1%,4.7%,4.7%,7.7%
Return on Total Capital,24.3%,7.3%,14.4%,16.3%,21.2%,14.8%,11.1%,25.6%,,,13.9%,12.6%,11.1%,12.7%,17.5%,22.7%,25.6%,24.3%,23.1%,23.0%
SG&A to Sale,7.3%,10.2%,14.4%,17.3%,15.9%,16.3%,14.9%,11.9%,,,13.7%,13.5%,15.6%,11.5%,13.9%,11.6%,11.1%,12.7%,14.8%,13.0%
Depreciation & Amortisation,172.1,204.4,165.4,207.9,219.7,293.3,412.1,471.9,,,99.9,107.7,112.0,115.4,118.2,118.0,120.3,117.5,117.4,116.6
Tax Rate,6.5%,-3.8%,15.6%,10.4%,14.2%,9.0%,9.8%,14.1%,,,12.5%,12.9%,-3.8%,13.5%,16.4%,13.9%,11.5%,16.1%,16.7%,8.8%
Current Ratio,1.16,1.22,1.26,1.25,1.20,1.07,0.93,0.90,,,0.99,0.95,0.93,0.99,0.92,0.87,0.90,0.90,0.85,0.82
Quick Ratio,0.80,0.81,0.82,0.78,0.64,0.51,0.42,0.56,,,0.46,0.40,0.42,0.48,0.46,0.49,0.56,0.50,0.46,0.42
Days Inventory Outstanding,66.0,62.6,74.1,105.9,108.1,102.5,77.8,62.5,,,114.3,104.1,85.8,73.0,79.9,81.5,66.0,58.5,56.6,60.2
Days Sale Outstanding,129.6,143.0,177.2,207.3,146.2,126.5,101.6,150.1,,,125.1,107.5,101.6,112.4,124.4,132.7,150.1,111.6,108.9,102.4
Days Payable Outstanding,59.3,42.5,56.3,72.7,66.8,59.0,48.7,52.3,,,65.4,61.4,51.7,51.3,59.0,53.4,54.1,53.2,40.3,39.9
Cash Conversion Cycle,173.5,187.6,212.8,212.0,221.9,168.2,132.7,123.4,,,163.6,158.9,144.3,122.1,145.4,165.4,143.8,156.4,131.2,132.7
Debt to Asset Ratio,0.74,0.65,0.63,0.64,0.58,0.62,0.67,0.72,,,0.66,0.68,0.67,0.66,0.71,0.72,0.72,0.66,0.70,0.71
Debt to Equity Ratio,2.85,1.96,1.88,2.30,1.81,2.17,2.87,3.78,,,2.68,3.02,2.87,2.76,3.52,3.74,3.78,2.95,3.58,3.83
Interest Coverage Ratio,3.83,1.90,5.01,5.89,7.99,7.98,6.35,8.36,,,7.81,6.78,4.54,8.23,9.37,8.65,7.07,7.53,7.44,8.81
Cash and Short Term Investments,134.6,217.5,202.4,578.9,366.3,428.1,998.6,696.3,,,566.5,"1,009",998.6,909.1,794.0,497.6,696.3,661.7,646.5,817.7
"Total Receivables, Net","3,154","2,325","2,202","2,486","2,054","1,877","1,997","3,322",,,"2,178","2,016","1,997","2,334","2,548","2,726","3,322","2,377","2,299","2,114"
Total Inventory,"1,033",715.0,678.2,"1,107",967.3,"1,165","1,104",967.7,,,"1,444","1,398","1,104","1,165","1,248","1,217",967.7,898.2,919.1,971.7
Total Current Assets,"4,602","3,497","3,377","4,576","3,811","3,932","4,491","5,311",,,"4,704","4,781","4,491","4,806","5,115","4,803","5,311","4,252","4,222","4,354"
"Property/Plant/Equipment, Total - Net",769.0,837.0,986.0,"1,448","1,852","2,517","3,152","2,942",,,"2,794","2,900","3,152","3,143","3,060","3,003","2,942","2,891","2,816","2,841"
Total Assets,"5,496","4,618","4,636","6,323","5,974","6,869","8,149","8,870",,,"7,945","8,175","8,149","8,463","8,675","8,435","8,870","7,734","7,623","7,789"
Accounts Payable,560.4,626.0,433.3,791.2,490.8,735.3,683.3,"1,050",,,853.0,824.5,683.3,910.3,873.7,741.9,"1,050",647.6,646.3,606.0
Accrued Expenses,59.2,75.9,98.2,113.5,142.7,214.6,257.7,276.0,,,206.9,244.9,257.7,230.9,254.8,259.1,276.0,295.0,314.9,304.5
Debt Due,"3,143","1,933","1,841","2,071","1,861","1,918","2,832","3,542",,,"2,651","3,012","2,832","2,580","3,349","3,467","3,542","2,784","2,994","3,250"
Total Current Liabilities,"3,962","2,872","2,677","3,669","3,184","3,673","4,810","5,903",,,"4,730","5,038","4,810","4,850","5,562","5,520","5,903","4,739","4,975","5,283"
Long Term Debt,95.3,119.0,240.5,330.3,246.9,516.2,557.5,374.2,,,464.1,487.5,557.5,634.5,493.6,462.9,374.2,290.2,211.7,144.5
Total Liabilities,"4,066","3,002","2,932","4,028","3,468","4,240","5,429","6,364",,,"5,251","5,585","5,429","5,549","6,123","6,053","6,364","5,119","5,310","5,557"
Common Stock,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,,,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
Additional Paid-In Capital,362.6,362.6,362.6,362.6,362.6,362.6,362.6,362.6,,,362.6,362.6,362.6,362.6,362.6,362.6,362.6,362.6,362.6,362.6
Retained Earnings (Accumulated Deficit),585.6,633.7,661.8,706.2,878.0,913.8,858.9,896.4,,,916.4,807.7,858.9,974.8,904.9,801.5,896.4,977.3,759.6,756.4
Shareholders' Equity,"1,428","1,528","1,556","1,749","1,921","1,958","1,895","1,685",,,"1,956","1,847","1,895","2,013","1,739","1,620","1,685","1,734","1,483","1,451"
Cash from Operating Activities,238.6,"1,625",482.9,365.7,"1,229","1,176","1,201",608.0,,,84.2,560.0,458.2,206.5,-95.4,177.7,319.2,942.5,328.3,383.0
Cash from Investing Activities,-225.5,-277.4,-324.1,-892.5,-366.8,-976.7,"-1,120",-529.3,,,-298.9,-267.9,-374.2,-122.1,-100.8,-196.8,-109.5,-135.8,-76.4,-247.2
Cash from Financing Activities,10.7,"-1,265",-173.8,518.3,-690.0,-139.0,492.3,-381.2,,,194.8,149.9,-93.1,-175.0,79.6,-274.8,-11.0,-841.7,-267.9,-64.7
Net Change in Cash,23.8,82.9,-15.1,-8.49,172.4,61.8,570.5,-302.3,,,-22.1,442.3,-10.2,-89.5,-115.2,-296.3,198.7,-34.7,-15.2,71.2
Free Cashflows,40.9,"1,379",177.6,-148.8,598.4,249.4,102.7,342.9,,,-203.2,302.0,88.9,99.2,-133.6,117.2,260.1,915.8,284.6,240.1
Free Cashflow per Share,0.043,1.44,0.19,-0.15,0.62,0.26,0.11,0.36,,,-0.21,0.31,0.093,0.10,-0.14,0.12,0.27,0.95,0.30,0.25
