,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,673.0,908.5,584.7,521.9,527.3,753.1,917.1,"1,089",,,172.0,302.6,277.7,214.6,250.0,356.5,268.4,248.1,243.9,402.1
EBITDA,"1,342","1,573","1,344","1,391","1,439","1,772","2,023","2,196",,,422.3,626.1,561.1,478.2,518.7,665.0,533.8,535.1,537.0,762.1
Gross Profit Margin,38.2%,40.1%,33.5%,30.4%,30.4%,30.8%,33.7%,34.0%,,,32.9%,35.6%,35.5%,32.2%,34.3%,36.5%,32.8%,31.4%,31.5%,36.4%
Operating Margin,28.2%,29.8%,21.1%,18.2%,17.1%,19.6%,20.6%,20.2%,,,17.0%,24.4%,22.8%,18.4%,19.4%,23.1%,19.3%,17.7%,17.4%,23.7%
Net Profit Margin,16.9%,20.0%,12.2%,9.7%,9.0%,11.4%,12.5%,13.3%,,,10.1%,15.0%,14.0%,11.6%,12.9%,15.8%,12.6%,11.8%,11.3%,16.1%
Return on Assets,12.2%,14.3%,6.8%,5.2%,5.1%,7.1%,7.9%,8.6%,,,7.1%,7.5%,7.7%,7.9%,8.8%,9.1%,8.8%,8.8%,8.5%,8.7%
Return on Equity,20.9%,25.0%,14.7%,12.6%,12.1%,15.8%,17.7%,19.1%,,,3.6%,6.1%,5.3%,4.0%,4.7%,6.6%,4.7%,4.2%,4.2%,6.7%
Return on Total Capital,20.8%,18.1%,7.8%,6.9%,7.7%,10.4%,9.6%,10.8%,,,10.6%,10.1%,9.6%,9.9%,10.8%,11.2%,10.8%,10.9%,10.5%,10.8%
SG&A to Sale,10.0%,10.2%,12.5%,12.2%,13.3%,11.0%,13.1%,13.8%,,,15.9%,11.2%,12.8%,13.8%,14.8%,13.3%,13.5%,13.7%,14.1%,12.7%
Depreciation & Amortisation,217.5,220.7,331.2,411.8,438.4,481.1,505.6,544.9,,,132.9,134.2,108.3,138.5,141.4,143.4,121.7,161.5,161.2,169.4
Tax Rate,29.7%,23.0%,19.8%,19.2%,20.6%,18.3%,19.5%,18.6%,,,19.4%,20.6%,20.2%,17.3%,17.7%,17.9%,21.3%,17.2%,18.8%,18.0%
Current Ratio,0.70,1.21,1.25,1.07,0.70,0.74,1.48,1.46,,,0.65,0.95,1.48,1.95,1.71,1.49,1.46,1.51,1.65,1.45
Quick Ratio,0.24,0.73,0.62,0.71,0.41,0.42,0.48,0.90,,,0.41,0.54,0.48,0.95,1.00,1.04,0.90,0.98,1.12,0.99
Days Inventory Outstanding,20.3,18.5,17.4,16.7,16.5,15.4,14.9,15.0,,,14.7,14.7,15.0,15.0,14.7,14.4,15.0,15.3,14.8,14.2
Days Sale Outstanding,40.4,67.6,60.7,77.0,70.2,57.8,54.1,69.8,,,62.9,60.8,54.1,59.3,60.4,73.3,69.8,79.6,80.5,83.4
Days Payable Outstanding,35.7,34.0,38.7,36.0,31.1,30.7,32.6,32.5,,,30.9,30.8,33.6,32.7,30.6,31.3,33.1,31.7,29.8,30.2
Cash Conversion Cycle,34.9,33.6,35.3,49.7,55.5,42.7,34.0,40.6,,,47.1,42.6,37.5,39.5,43.8,47.7,52.4,58.7,64.1,64.3
Debt to Asset Ratio,0.35,0.43,0.55,0.53,0.54,0.50,0.53,0.49,,,0.51,0.50,0.53,0.49,0.49,0.50,0.49,0.49,0.50,0.51
Debt to Equity Ratio,0.61,0.84,1.38,1.29,1.30,1.10,1.30,1.09,,,1.17,1.15,1.30,1.07,1.08,1.12,1.09,1.07,1.13,1.16
Interest Coverage Ratio,83.3,215.0,9.53,6.11,6.13,7.96,11.1,13.1,,,10.3,14.4,13.0,10.2,12.5,17.0,13.0,11.6,10.9,17.1
Cash and Short Term Investments,705.2,878.6,"1,307",609.2,806.4,680.4,"2,066",745.2,,,576.0,698.1,"2,066","1,103",723.9,501.3,745.2,753.9,659.5,723.2
"Total Receivables, Net",441.4,839.4,798.1,"1,133","1,125","1,045","1,091","1,564",,,"1,177","1,180","1,091","1,227","1,290","1,613","1,564","1,840","1,910","2,035"
Total Inventory,134.5,141.0,163.7,177.7,189.2,195.0,204.4,238.0,,,192.9,196.9,204.4,203.3,208.4,206.5,238.0,230.1,238.4,225.5
Total Current Assets,"1,292","1,861","2,273","1,933","2,137","1,937","3,364","2,549",,,"1,958","2,089","3,364","2,540","2,225","2,322","2,549","2,827","2,810","2,987"
"Property/Plant/Equipment, Total - Net","4,000","4,976","7,403","6,884","7,188","7,371","7,744","8,526",,,"7,569","7,630","7,744","7,846","8,090","8,282","8,526","8,635","8,825","9,144"
Total Assets,"5,556","7,118","10,030","9,992","10,598","10,569","12,674","12,627",,,"11,099","11,286","12,674","11,952","11,875","12,167","12,627","13,006","13,186","13,687"
Accounts Payable,229.1,276.9,399.1,338.0,355.4,412.7,458.2,502.3,,,377.7,440.0,458.2,433.2,423.2,476.9,502.3,468.2,477.8,507.5
Accrued Expenses,152.9,225.6,347.0,365.1,394.6,386.7,375.0,396.7,,,319.1,336.6,375.0,333.6,343.8,377.3,396.7,362.2,392.6,422.5
Debt Due,"1,123",682.1,724.8,788.4,"2,028","1,596","1,150",346.3,,,"2,027","1,160","1,150",186.5,160.0,305.0,346.3,529.6,409.6,617.8
Total Current Liabilities,"1,846","1,539","1,815","1,803","3,042","2,621","2,276","1,740",,,"3,026","2,208","2,276","1,306","1,302","1,560","1,740","1,873","1,704","2,054"
Long Term Debt,19.0,"1,393","3,517","3,418","2,526","2,498","4,344","4,354",,,"2,495","3,345","4,344","4,345","4,345","4,346","4,354","4,355","4,781","4,763"
Total Liabilities,"1,955","3,054","5,485","5,325","5,676","5,233","6,762","6,230",,,"5,645","5,684","6,762","5,797","5,805","6,065","6,230","6,335","6,625","6,975"
Common Stock,"1,995","1,995","2,494","2,494","2,494","2,494","2,494","2,494",,,"2,494","2,494","2,494","2,494","2,494","2,494","2,494","2,494","2,494","2,494"
Additional Paid-In Capital,644.6,644.6,644.6,644.6,644.6,644.6,644.6,644.6,,,644.6,644.6,644.6,644.6,644.6,644.6,644.6,644.6,644.6,644.6
Retained Earnings (Accumulated Deficit),584.5,"1,001",827.4,"1,007","1,235","1,636","2,087","2,601",,,"1,727","1,824","2,087","2,301","2,250","2,333","2,601","2,849","2,794","2,946"
Shareholders' Equity,"3,224","3,640","3,966","4,137","4,359","4,761","5,195","5,701",,,"4,844","4,938","5,195","5,403","5,365","5,438","5,701","5,942","5,871","6,017"
Cash from Operating Activities,"1,077","1,036","1,394",823.2,"1,338","1,701","1,814","1,618",,,188.0,670.8,653.4,290.2,340.4,392.5,594.8,126.9,396.4,646.5
Cash from Investing Activities,"-1,081","-1,414","-2,258",-694.8,-857.0,-729.5,"-2,483",241.2,,,-305.1,-208.7,"-1,709",706.6,135.7,-224.2,-376.9,-293.1,-302.3,-410.5
Cash from Financing Activities,-283.2,267.6,"1,255",-647.0,-272.1,"-1,134",642.4,"-1,699",,,11.7,-355.0,976.6,"-1,019",-441.5,-249.3,10.9,144.5,-95.6,-137.1
Net Change in Cash,-287.5,-110.7,390.6,-518.6,209.3,-162.7,-27.0,160.2,,,-105.4,107.1,-79.0,-22.2,34.5,-80.9,228.8,-21.8,-1.50,98.8
Free Cashflows,455.8,-88.1,-705.1,139.1,777.8,"1,007",724.0,386.1,,,-276.9,482.2,392.1,54.2,66.3,29.4,236.2,-134.5,0.52,201.9
Free Cashflow per Share,0.18,-0.035,-0.28,0.056,0.31,0.40,0.29,0.15,,,-0.11,0.19,0.16,0.023,0.027,0.012,0.095,-0.054,0.000,0.081
