,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net",68.7,108.1,110.4,96.1,72.4,163.7,390.4,376.4,,,88.2,95.0,390.4,295.6,344.0,390.6,376.4,330.3,307.2,346.0
Total Inventory,"26,616","26,490","30,784","31,673","31,938","30,743","35,425","41,149",,,"33,536","34,349","35,425","38,199","40,431","41,327","41,149","42,622","45,488","46,792"
Total Current Assets,"28,599","28,753","33,158","33,736","33,281","33,118","37,741","43,280",,,"35,588","35,813","37,741","40,549","42,472","42,969","43,280","46,982","49,055","49,320"
"Property/Plant/Equipment, Total - Net",143.0,126.6,129.2,132.4,102.5,94.2,265.1,407.7,,,238.7,263.1,265.1,260.2,292.3,336.9,407.7,434.8,455.7,447.5
Total Assets,"29,375","29,472","34,410","35,564","36,147","37,790","43,936","49,284",,,"40,793","41,465","43,936","47,075","48,568","49,018","49,284","53,093","55,295","56,153"
Accounts Payable,575.0,725.0,"1,287","1,617","1,071",924.2,"1,008","1,417",,,880.0,979.7,"1,008",,,,"1,417",,,
Accrued Expenses,784.0,"1,049","1,151","1,399","1,392","1,525","1,633","2,073",,,"1,229","1,246","1,633","1,215","1,463","1,642","2,073","1,761","1,809","1,818"
Debt Due,"5,922","4,209","5,059","4,431","3,980","6,441","8,962","7,035",,,"8,842","9,342","8,962","10,284","11,118","10,240","7,035","10,262","10,646","10,305"
Total Current Liabilities,"10,066","8,396","9,667","8,952","7,451","9,721","12,491","11,247",,,"11,751","12,374","12,491","13,764","14,690","13,919","11,247","15,108","14,961","14,540"
Long Term Debt,"8,302","8,073","10,371","10,274","10,699","8,300","9,441","13,241",,,"9,041","8,441","9,441","10,501","10,964","11,279","13,241","11,987","15,077","15,727"
Total Liabilities,"18,714","16,792","20,402","19,715","18,493","18,366","22,303","24,904",,,"21,157","21,188","22,303","24,635","26,056","25,591","24,904","27,525","30,498","30,737"
Common Stock,"2,822","2,848","2,860","3,146","3,146","3,146","3,146","3,146",,,"3,146","3,146","3,146","3,146","3,146","3,146","3,146","3,146","3,146","3,146"
Additional Paid-In Capital,32.5,71.9,89.4,89.4,89.4,89.4,89.4,89.4,,,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4
Retained Earnings (Accumulated Deficit),"7,779","9,759","11,058","12,613","14,418","16,188","18,401","21,157",,,"16,406","17,043","18,401","19,210","19,284","20,201","21,157","22,347","21,577","22,196"
Shareholders' Equity,"10,660","12,679","14,007","15,848","17,654","19,423","21,637","24,393",,,"19,641","20,278","21,637","22,446","22,519","23,436","24,393","25,582","24,812","25,431"
Cash from Operating Activities,"-3,091","2,492","-2,669",956.0,-468.1,-396.9,"-6,392","-2,931",,,"-1,201","-1,726","-1,190","-2,107","-1,713",-304.4,"1,194",-953.7,"-4,269","-2,318"
Cash from Investing Activities,-8.53,215.5,-89.5,119.1,966.0,-136.0,"-1,002",-465.4,,,-325.8,-399.2,-419.4,-184.1,-842.6,325.6,235.6,-181.1,11.7,-778.1
Cash from Financing Activities,"3,181","-2,401","2,903","-1,501",-539.8,"1,199","7,361","3,293",,,"1,600","1,751","1,999","2,399","2,719",-562.1,"-1,263","2,534","3,419","2,339"
Net Change in Cash,82.3,306.1,145.1,-426.1,-41.9,665.8,-32.6,-102.9,,,73.5,-373.7,389.9,107.8,163.5,-540.9,166.7,"1,399",-838.7,-756.8
Free Cashflows,"-3,160","2,442","-2,738",904.1,-497.6,-427.9,"-6,613","-3,144",,,"-1,265","-1,764","-1,208","-2,118","-1,762",-366.6,"1,103","-1,025","-4,331","-2,343"
Free Cashflow per Share,-1.02,0.78,-0.87,0.29,-0.16,-0.14,-2.10,-1.00,,,-0.40,-0.56,-0.38,-0.67,-0.56,-0.12,0.35,-0.33,-1.38,-0.74
