,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net",139.1,142.4,139.0,149.8,118.9,125.8,139.4,132.6,,,125.4,138.7,139.4,124.7,128.0,135.4,132.6,141.2,137.3,140.1
Total Inventory,289.8,225.2,175.0,164.5,152.0,134.8,164.0,165.1,,,147.1,149.3,164.0,155.7,149.1,144.5,165.1,172.1,157.3,140.5
Total Current Assets,431.5,375.6,364.6,376.4,379.3,402.2,383.7,373.4,,,361.6,375.9,383.7,377.0,353.6,364.9,373.4,371.3,350.8,351.4
"Property/Plant/Equipment, Total - Net",130.8,119.6,110.9,96.6,89.0,88.8,82.4,76.2,,,81.6,79.2,82.4,77.1,77.0,75.3,76.2,74.2,72.7,70.8
Total Assets,562.6,505.4,492.6,490.0,485.2,508.1,480.2,464.8,,,462.7,475.3,480.2,468.5,444.1,455.0,464.8,463.8,442.8,448.2
Accounts Payable,68.6,48.9,44.2,42.2,23.5,35.0,34.8,30.8,,,34.1,37.7,34.8,31.4,27.0,27.4,30.8,35.6,26.4,24.6
Accrued Expenses,1.45,0.59,0.72,0.92,0.58,0.62,0.60,0.60,,,0.54,0.53,0.60,0.52,0.55,0.51,0.60,0.52,0.55,0.51
Debt Due,58.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,155.5,79.1,76.2,72.2,57.3,69.0,65.1,63.7,,,62.2,66.6,65.1,52.7,55.5,60.0,63.7,59.8,52.9,56.5
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,202.0,125.5,128.0,121.3,105.4,111.7,106.9,99.2,,,103.2,108.0,106.9,88.4,91.8,95.9,99.2,95.6,100.8,103.2
Common Stock,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
Additional Paid-In Capital,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,,,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6
Retained Earnings (Accumulated Deficit),255.0,274.2,259.0,263.1,274.3,290.8,267.6,260.0,,,253.8,261.6,267.6,274.4,246.6,253.5,260.0,262.6,236.4,239.4
Shareholders' Equity,360.7,379.9,364.6,368.8,379.9,396.4,373.2,365.6,,,359.4,367.2,373.2,380.1,352.3,359.1,365.6,368.3,342.0,345.0
Cash from Operating Activities,39.1,118.3,114.2,55.1,94.2,93.9,8.12,43.4,,,10.3,5.36,-5.00,17.7,13.7,14.3,-2.28,-12.4,18.5,23.3
Cash from Investing Activities,-31.4,-27.0,-34.2,-20.1,-22.8,-65.8,14.4,-27.4,,,-27.2,-5.82,21.7,-1.65,5.56,-24.5,-6.76,13.7,-2.58,-8.36
Cash from Financing Activities,-7.15,-88.0,-37.5,-21.0,-25.1,-36.7,-53.2,-30.0,,,-53.2,0.00,0.00,,-30.0,0.00,0.00,,-18.1,0.00
Net Change in Cash,0.61,3.28,42.5,14.0,46.3,-8.69,-30.7,-14.0,,,-70.1,-0.47,16.7,16.0,-10.7,-10.2,-9.04,1.29,-2.20,14.9
Free Cashflows,7.02,90.2,85.1,34.0,70.0,65.0,-10.0,36.1,,,6.54,-0.66,-8.69,15.7,9.10,9.35,-9.32,-18.9,15.5,14.9
Free Cashflow per Share,0.94,12.0,11.3,4.53,9.34,8.67,-1.34,4.82,,,0.87,-0.088,-1.16,2.10,1.21,1.25,-1.24,-2.52,2.07,1.99
