,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash and Short Term Investments,614.2,847.2,622.4,326.5,177.7,497.4,352.8,231.8,,,303.7,293.6,352.8,299.6,226.8,207.8,231.8,288.9,382.1,584.6
"Total Receivables, Net",704.8,105.1,96.9,61.7,45.1,48.1,66.4,148.4,,,41.2,41.7,66.4,37.6,42.8,42.1,148.4,138.8,37.3,33.9
Total Inventory,"1,064",73.5,58.0,59.1,47.9,45.4,48.9,61.9,,,39.1,43.3,48.9,48.6,56.8,62.0,61.9,63.1,64.9,61.2
Total Current Assets,"2,462","1,047",794.5,507.5,396.6,605.7,486.6,474.6,,,406.9,399.9,486.6,420.9,369.8,352.5,474.6,529.7,524.4,"1,305"
"Property/Plant/Equipment, Total - Net","1,320","1,077","1,093",770.4,634.6,572.5,604.9,885.9,,,557.5,557.8,604.9,652.5,714.4,757.1,885.9,885.1,903.9,947.2
Total Assets,"4,067","2,700","2,941","3,008","3,332","3,171","3,129","3,535",,,"2,982","2,977","3,129","3,164","3,271","3,360","3,535","3,595","3,606","3,834"
Accounts Payable,"1,513","1,743","1,691","1,647","1,634","1,639","1,637","1,747",,,,,"1,637",,,,"1,747",,,
Accrued Expenses,137.6,12.2,10.9,10.9,11.4,9.26,8.68,20.8,,,0.33,0.18,8.68,0.31,0.24,0.26,20.8,0.41,0.26,0.26
Debt Due,703.4,4.63,4.16,2.96,201.9,149.4,1.22,18.9,,,1.21,7.58,1.22,2.16,17.6,9.11,18.9,0.83,7.72,0.70
Total Current Liabilities,"2,446","1,791","1,739","1,691","1,915","1,825","1,698","1,866",,,"1,651","1,666","1,698","1,739","1,778","1,791","1,866","1,870","1,851","2,049"
Long Term Debt,69.9,3.55,1.08,2.23,1.50,0.43,0.11,,,,0.27,0.19,0.11,0.028,,,,,,
Total Liabilities,"2,519","1,832","1,811","1,735","1,955","1,864","1,819","2,188",,,"1,690","1,705","1,819","1,869","2,003","2,067","2,188","2,241","2,216","2,462"
Common Stock,529.9,529.9,802.9,"1,305","1,305","1,305","1,305","1,305",,,"1,305","1,305","1,305","1,305","1,305","1,305","1,305","1,305","1,305","1,305"
Additional Paid-In Capital,335.1,335.1,336.0,336.0,336.0,336.0,336.0,336.0,,,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0
Retained Earnings (Accumulated Deficit),481.0,-145.1,-268.1,-499.3,-395.0,-464.3,-500.9,-510.0,,,-479.2,-498.8,-500.9,-516.7,-544.2,-519.1,-510.0,-503.5,-466.5,-485.4
Shareholders' Equity,"1,541",859.5,"1,115","1,258","1,362","1,293","1,297","1,333",,,"1,278","1,258","1,297","1,281","1,254","1,279","1,333","1,340","1,377","1,358"
Cash from Operating Activities,833.4,"1,619",-46.4,-101.6,-19.5,19.0,-4.28,217.3,,,-56.2,-9.96,62.5,0.83,-40.7,-20.3,96.5,84.4,-94.3,5.11
Cash from Investing Activities,-132.0,-237.9,-414.4,-697.9,-265.9,20.9,151.2,-216.9,,,142.9,-95.7,-45.8,2.90,26.3,25.4,-90.4,-33.2,58.5,11.3
Cash from Financing Activities,-381.0,"-1,286",276.7,497.2,198.2,-53.6,-148.5,17.5,,,-0.17,6.29,-6.44,0.85,15.5,-8.53,9.74,-18.0,6.90,-7.02
Net Change in Cash,320.4,94.4,-184.1,-302.4,-87.3,-13.7,-1.52,18.0,,,86.6,-99.3,10.2,4.59,1.03,-3.46,15.8,33.2,-29.0,9.37
Free Cashflows,780.9,"1,583",-69.9,-124.4,-40.8,-13.2,-43.8,-54.0,,,-60.0,-21.6,44.8,-60.3,-112.8,-76.6,14.6,72.1,-126.6,-52.4
Free Cashflow per Share,1.47,2.99,-0.087,-0.095,-0.031,-0.010,-0.034,-0.041,,,-0.046,-0.017,0.034,-0.046,-0.086,-0.059,0.011,0.055,-0.097,-0.040
