,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,3.9%,4.2%,5.1%,6.5%,7.8%,8.3%,7.0%,8.7%,,,7.5%,6.5%,8.7%,8.1%,9.4%,9.4%,8.1%,9.5%,8.4%,11.5%
Depreciation & Amortisation,136.7,130.2,110.1,157.8,210.8,185.1,210.2,234.6,,,52.2,53.2,57.1,55.8,59.1,58.9,60.7,61.4,42.7,63.8
Tax Rate,28.5%,16.8%,17.8%,16.9%,4240.5%,-41.8%,15.0%,12.6%,,,1.4%,12.8%,22.9%,7.2%,15.6%,-1.6%,10.8%,-7.4%,4.0%,13.0%
Current Ratio,0.84,0.73,0.63,0.55,0.47,0.61,0.66,0.63,,,0.61,0.61,0.66,0.67,0.62,0.59,0.63,0.61,0.58,0.58
Quick Ratio,0.36,0.28,0.30,0.26,0.20,0.27,0.27,0.27,,,0.30,0.28,0.27,0.26,0.25,0.25,0.27,0.27,0.31,0.28
Days Inventory Outstanding,49.7,46.2,48.5,41.2,48.0,55.1,52.2,70.2,,,46.9,38.8,49.3,62.5,60.4,61.7,66.8,68.0,58.8,58.1
Days Sale Outstanding,40.2,35.6,43.2,41.0,38.7,50.0,41.7,53.9,,,43.5,39.6,41.7,43.8,42.6,48.5,53.9,59.3,61.7,61.3
Days Payable Outstanding,5.76,5.46,5.62,5.32,5.34,7.18,8.41,10.4,,,8.19,7.26,8.41,10.1,9.68,9.00,9.30,9.67,9.89,9.46
Cash Conversion Cycle,83.6,78.8,87.1,82.8,89.3,93.0,84.8,113.9,,,91.3,71.8,81.4,97.4,96.2,99.9,109.3,116.1,108.5,112.2
Debt to Asset Ratio,0.75,0.80,0.79,0.75,0.75,0.71,0.70,0.70,,,0.69,0.70,0.70,0.68,0.67,0.69,0.70,0.71,0.70,0.72
Debt to Equity Ratio,3.04,3.93,3.88,3.32,3.26,2.64,2.51,2.55,,,2.45,2.48,2.51,2.34,2.29,2.49,2.55,2.74,2.61,2.80
Interest Coverage Ratio,1.72,,0.055,,0.58,,2.28,1.31,,,0.33,1.97,3.39,3.88,1.38,0.078,,,1.35,
Cash and Short Term Investments,269.2,358.1,130.7,281.3,128.6,127.2,190.2,157.6,,,164.7,170.2,190.2,241.7,208.1,187.2,157.6,215.6,89.1,79.2
"Total Receivables, Net","1,795","1,603","1,608","1,279",939.2,"1,063","1,079","1,115",,,"1,080","1,036","1,079","1,030",959.0,"1,031","1,115","1,185","1,258","1,222"
Total Inventory,"1,956","2,056","1,361","1,070","1,051","1,098","1,306","1,251",,,879.5,963.7,"1,306","1,264","1,086","1,181","1,251","1,206",968.0,"1,140"
Total Current Assets,"4,181","4,118","3,330","2,707","2,205","2,408","2,659","2,588",,,"2,201","2,267","2,659","2,604","2,336","2,465","2,588","2,665","2,372","2,497"
"Property/Plant/Equipment, Total - Net","1,946","2,178","2,389","2,683","2,595","3,318","3,343","3,501",,,"3,326","3,305","3,343","3,331","3,378","3,524","3,501","3,471","3,449","3,422"
Total Assets,"6,985","7,542","6,953","7,066","6,588","7,570","8,008","8,098",,,"7,413","7,554","8,008","7,955","7,746","8,039","8,098","8,152","7,845","7,959"
Accounts Payable,252.1,222.0,174.6,139.0,97.4,182.5,204.8,175.4,,,162.3,182.2,204.8,209.1,167.7,163.1,175.4,174.1,191.6,151.5
Accrued Expenses,126.6,104.2,92.7,128.4,50.9,46.7,76.1,48.9,,,42.2,46.2,76.1,43.8,48.4,60.1,48.9,34.8,31.8,40.4
Debt Due,"4,508","5,271","4,931","4,578","4,383","3,587","3,594","3,801",,,"3,256","3,376","3,594","3,544","3,430","3,720","3,801","4,015","3,735","4,020"
Total Current Liabilities,"4,967","5,663","5,284","4,934","4,650","3,975","4,044","4,134",,,"3,590","3,728","4,044","3,912","3,768","4,171","4,134","4,337","4,063","4,341"
Long Term Debt,250.4,269.2,185.1,308.0,157.2,"1,097","1,214","1,221",,,"1,267","1,237","1,214","1,168","1,124","1,085","1,221","1,160","1,100","1,040"
Total Liabilities,"5,248","6,006","5,524","5,326","4,913","5,357","5,569","5,660",,,"5,141","5,250","5,569","5,401","5,213","5,579","5,660","5,821","5,510","5,722"
Common Stock,545.2,681.5,681.5,681.5,681.5,681.5,"1,685",681.5,,,681.5,681.5,"1,685","1,685","1,685","1,685",681.5,681.5,681.5,681.5
Additional Paid-In Capital,342.1,342.1,342.1,342.2,342.2,342.2,342.2,342.2,,,342.2,342.2,342.2,342.2,342.2,342.2,342.2,342.2,342.2,342.2
Retained Earnings (Accumulated Deficit),218.5,31.5,-63.2,-173.2,-198.6,-315.3,-106.9,-56.1,,,-212.8,-176.4,-106.9,-6.15,-19.9,-52.9,-56.1,-136.8,-131.6,-190.4
Shareholders' Equity,"1,729","1,528","1,423","1,607","1,509","2,025","2,217","2,219",,,"2,096","2,118","2,217","2,306","2,278","2,237","2,219","2,126","2,115","2,040"
Cash from Operating Activities,665.1,165.1,726.8,891.5,498.2,79.9,427.0,455.7,,,770.5,92.2,-91.5,261.7,299.0,-56.0,-48.9,7.91,294.7,-153.1
Cash from Investing Activities,-584.9,-562.2,-262.3,8.87,-103.0,-32.5,-179.5,-450.3,,,-17.4,-124.0,-33.6,-45.4,-95.3,-166.0,-143.6,-50.3,-21.8,-25.7
Cash from Financing Activities,8.90,488.0,-700.2,-749.3,-543.6,-41.3,-183.8,-33.2,,,-711.8,37.8,144.8,-165.5,-235.0,203.6,163.7,99.5,-394.8,171.9
Net Change in Cash,95.7,88.9,-227.3,150.6,-152.7,-1.43,63.0,-32.6,,,41.5,5.42,20.0,51.6,-33.6,-21.0,-29.6,58.0,-126.4,-9.90
Free Cashflows,41.7,-414.5,428.0,482.0,314.7,-379.3,212.6,137.4,,,707.8,55.8,-133.4,217.0,209.3,-183.4,-105.5,-37.2,272.4,-185.6
Free Cashflow per Share,0.061,-0.61,0.63,0.71,0.46,-0.56,0.31,0.20,,,1.04,0.082,-0.20,0.32,0.31,-0.27,-0.15,-0.055,0.40,-0.27
