,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,43.8%,40.9%,36.2%,34.6%,32.9%,37.3%,41.6%,42.8%,,,44.4%,43.5%,36.5%,40.9%,45.2%,40.3%,45.3%,47.1%,48.2%,49.0%
Net Profit Margin,33.4%,37.7%,40.1%,38.9%,39.3%,39.2%,39.8%,40.5%,,,40.8%,40.7%,36.2%,39.1%,39.5%,43.4%,40.1%,38.6%,39.9%,40.5%
Return on Assets,1.7%,1.4%,1.3%,1.3%,1.4%,1.8%,2.1%,2.3%,,,2.1%,2.2%,2.1%,2.1%,2.2%,2.2%,2.3%,2.3%,2.4%,2.5%
Return on Equity,20.2%,20.4%,18.5%,16.5%,15.1%,16.0%,17.6%,18.6%,,,4.8%,4.8%,4.4%,4.9%,5.0%,5.1%,4.6%,4.4%,5.1%,5.0%
Return on Total Capital,10.6%,13.0%,13.6%,13.1%,8.0%,8.9%,9.2%,12.0%,,,8.8%,8.4%,9.2%,8.2%,7.0%,7.6%,12.0%,11.2%,10.9%,11.4%
SG&A to Sale,30.1%,27.5%,24.0%,24.0%,21.8%,26.4%,28.3%,30.0%,,,29.9%,30.1%,24.7%,27.3%,30.6%,31.2%,31.3%,36.9%,34.1%,34.5%
Depreciation & Amortisation,192.2,248.2,211.2,174.5,164.9,177.8,202.8,223.8,,,49.1,50.7,55.0,54.7,54.8,56.1,58.2,52.3,54.8,54.9
Tax Rate,32.2%,22.4%,19.5%,19.6%,19.5%,19.5%,19.4%,19.4%,,,19.7%,19.1%,22.0%,18.2%,19.8%,19.6%,20.1%,19.9%,19.6%,19.7%
Current Ratio,0.15,0.13,0.17,0.14,0.14,0.18,0.20,0.23,,,0.026,0.029,0.20,0.057,0.040,0.025,0.23,0.025,0.024,0.020
Quick Ratio,0.14,0.12,0.16,0.13,0.13,0.17,0.19,0.22,,,0.017,0.018,0.19,0.019,0.018,0.014,0.22,0.014,0.012,0.009
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,52.5,111.7,65.6,68.1,50.2,51.7,73.2,41.6,,,72.0,75.3,72.8,75.6,69.9,52.6,41.6,60.3,53.4,38.3
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,65.6,80.6,77.4,65.6,57.6,50.0,60.1,54.4,,,67.0,73.3,71.8,72.3,71.6,60.4,47.9,51.8,57.2,46.2
Debt to Asset Ratio,0.93,0.94,0.93,0.92,0.90,0.88,0.89,0.87,,,0.88,0.88,0.89,0.88,0.89,0.88,0.87,0.87,0.88,0.87
Debt to Equity Ratio,12.6,15.0,14.4,11.3,8.97,7.68,7.76,7.02,,,7.61,7.19,7.76,7.20,8.14,7.56,7.02,6.54,7.22,6.59
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"25,324","28,088","48,959","35,580","28,601","35,899","42,025","51,497",,,"1,011","1,270","42,025","1,370","1,288","1,194","51,497","1,360","1,165","1,096"
"Total Receivables, Net","1,592","3,600","2,650","2,865","2,215","2,373","3,689","2,281",,,"3,403","3,589","3,689","4,048","3,863","2,975","2,281","3,168","2,778","1,971"
Total Inventory,257.9,272.5,124.8,120.9,47.4,7.37,5.27,10.9,,,35.4,20.2,5.27,42.5,8.57,42.4,10.9,16.0,18.8,54.6
Total Current Assets,"27,728","33,965","52,841","39,688","32,178","39,269","47,039","55,139",,,"5,291","5,843","47,039","12,266","8,542","5,398","55,139","5,826","5,239","4,277"
"Property/Plant/Equipment, Total - Net","1,451","1,384","2,457","2,484","2,633","2,653","2,653","2,992",,,"2,629","2,626","2,653","2,614","2,586","2,596","2,992","2,993","2,966","2,963"
Total Assets,"220,718","290,497","353,406","317,674","280,294","271,272","303,388","302,545",,,"270,584","270,706","303,388","298,323","310,261","306,365","302,545","297,900","292,379","283,866"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,"1,847","2,975","2,848","2,711","3,094","3,452","3,968","4,515",,,"3,532","4,509","3,968","4,462","5,167","5,603","4,515","4,688","5,502","5,697"
Debt Due,"145,613","31,572","47,309","69,472","59,576","50,293","43,177","39,017",,,"40,341","34,764","43,177","29,959","17,564","12,420","39,017","21,641","14,173","5,561"
Total Current Liabilities,"188,525","259,955","319,415","282,441","224,401","212,300","232,780","240,047",,,"204,047","198,572","232,780","216,867","212,848","212,980","240,047","231,193","222,680","216,872"
Long Term Debt,"14,538","10,277","8,269","6,667","25,015","25,267","31,949","20,925",,,"31,741","36,648","31,949","41,487","59,642","53,702","20,925","22,958","29,374","25,066"
Total Liabilities,"204,406","272,117","330,352","291,850","252,099","239,947","268,657","264,715",,,"239,052","237,550","268,657","261,856","276,206","270,457","264,715","258,270","256,730","246,471"
Common Stock,"7,279","7,279","8,007","8,007","8,007","8,007","8,007","8,007",,,"8,007","8,007","8,007","8,007","8,007","8,007","8,007","8,007","8,007","8,007"
Additional Paid-In Capital,,,"1,018","1,018","1,018","1,018","1,018","1,018",,,"1,018","1,018","1,018","1,018","1,018","1,018","1,018","1,018","1,018","1,018"
Retained Earnings (Accumulated Deficit),"7,932","9,877","12,392","15,025","17,689","20,753","23,926","26,918",,,"20,847","22,421","23,926","25,695","23,387","25,205","26,918","28,648","24,700","26,579"
Shareholders' Equity,"16,210","18,196","22,987","25,731","28,095","31,225","34,605","37,697",,,"31,421","33,040","34,605","36,348","33,929","35,776","37,697","39,495","35,551","37,391"
Cash from Operating Activities,"13,490","-173,416","-39,869","65,884","27,155","-11,693","18,018","-16,466",,,-724.1,"3,407","8,821","3,006","-13,577","-6,334",439.9,"1,691","23,714",592.4
Cash from Investing Activities,"2,334","-3,177","-4,672","-3,340","5,932",757.8,"-18,832","-1,469",,,"1,357",-351.0,"-18,341",-802.2,"-1,374","-1,778","2,486","1,601","-4,578","3,813"
Cash from Financing Activities,"-15,826","176,738","44,707","-62,494","-33,166","10,983",989.4,"17,801",,,-719.1,"-2,797","9,574","-2,158","14,870","8,014","-2,924","-3,125","-19,360","-4,445"
Net Change in Cash,0.14,142.9,84.7,49.5,-79.2,47.7,175.8,-133.0,,,-86.1,259.1,54.6,45.5,-82.0,-97.9,1.47,168.0,-223.8,-39.6
Free Cashflows,"13,307","-173,586","-40,049","65,653","26,846","-11,916","17,815","-16,657",,,-783.0,"3,360","8,741","2,989","-13,604","-6,407",364.3,"1,625","23,708",540.7
Free Cashflow per Share,18.3,-238.5,-50.0,82.0,33.5,-14.9,22.3,-20.8,,,-0.98,4.20,10.9,3.73,-17.0,-8.00,0.46,2.03,29.6,0.68
