,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Revenue,"132,243","140,706","121,802","150,726","149,786","107,695","107,489","113,194",,,"24,617","28,246","28,999","24,632","26,771","29,852","31,940","26,841","26,076","26,161"
"Cost of Revenue, Total","127,915","135,643","116,263","144,091","141,738","101,255","101,029","107,612",,,"22,917","26,667","27,425","23,811","25,430","28,076","30,164","25,376","24,492","24,679"
Gross Profit,"4,328","5,063","5,539","6,635","8,047","6,440","6,459","5,582",,,"1,701","1,580","1,574",820.6,"1,341","1,776","1,775","1,465","1,583","1,482"
"Selling/General/Administrative Expenses, Total","3,499","3,994","4,455","4,335","4,495","4,652","4,226","4,248",,,"1,094","1,100","1,135","1,097","1,075","1,255",952.6,"1,076","1,122","1,097"
Operating Income,828.9,"1,069","1,084","2,299","3,552","1,788","2,233","1,334",,,606.7,479.6,438.7,-275.9,266.0,521.7,822.6,389.3,461.3,384.8
Net Income,"1,087","1,199",114.9,"1,059","1,545","1,167",961.7,321.6,,,296.6,215.1,32.5,-249.5,119.1,259.6,192.5,82.9,253.6,226.1
EBITDA,"2,443","3,048","3,450","4,537","5,497","4,051","4,564","3,683",,,"1,196","1,078","1,009",312.0,857.5,"1,112","1,401",974.5,"1,021",935.6
Gross Profit Margin,3.3%,3.6%,4.5%,4.4%,5.4%,6.0%,6.0%,4.9%,,,6.9%,5.6%,5.4%,3.3%,5.0%,6.0%,5.6%,5.5%,6.1%,5.7%
Operating Margin,0.6%,0.8%,0.9%,1.5%,2.4%,1.7%,2.1%,1.2%,,,2.5%,1.7%,1.5%,-1.1%,1.0%,1.7%,2.6%,1.5%,1.8%,1.5%
Net Profit Margin,0.8%,0.9%,0.1%,0.7%,1.0%,1.1%,0.9%,0.3%,,,1.2%,0.8%,0.1%,-1.0%,0.4%,0.9%,0.6%,0.3%,1.0%,0.9%
Return on Assets,1.9%,2.1%,0.2%,1.6%,2.2%,1.9%,1.7%,0.5%,,,2.4%,2.0%,1.6%,0.5%,0.2%,0.3%,0.5%,1.0%,1.3%,1.3%
Return on Equity,7.5%,7.8%,0.7%,6.4%,8.6%,6.5%,5.2%,1.8%,,,1.6%,1.2%,0.2%,-1.4%,0.7%,1.5%,1.1%,0.5%,1.5%,1.4%
Return on Total Capital,7.5%,7.5%,0.7%,4.7%,6.3%,5.4%,4.3%,1.3%,,,6.6%,6.0%,4.3%,1.3%,0.5%,0.7%,1.3%,2.8%,3.5%,3.3%
SG&A to Sale,2.6%,2.8%,3.7%,2.9%,3.0%,4.3%,3.9%,3.8%,,,4.4%,3.9%,3.9%,4.5%,4.0%,4.2%,3.0%,4.0%,4.3%,4.2%
Depreciation & Amortisation,"1,614","1,979","2,365","2,238","1,945","2,263","2,330","2,348",,,589.5,598.8,570.5,587.9,591.5,590.5,578.5,585.3,560.1,550.8
Tax Rate,8.8%,8.6%,41.0%,12.6%,-0.5%,18.4%,10.8%,42.8%,,,-1.7%,1.3%,53.3%,-0.2%,40.8%,16.6%,29.6%,37.4%,15.8%,15.0%
Current Ratio,1.07,1.01,0.96,1.09,1.16,1.12,1.12,1.17,,,1.08,1.08,1.12,1.16,1.16,1.16,1.17,1.18,1.19,1.20
Quick Ratio,0.66,0.62,0.55,0.69,0.69,0.63,0.65,0.60,,,0.52,0.61,0.65,0.58,0.63,0.60,0.60,0.62,0.61,0.58
Days Inventory Outstanding,34.3,34.7,39.9,35.7,34.3,41.1,39.5,48.1,,,45.7,51.2,46.0,44.4,48.1,53.2,57.3,53.9,49.1,48.2
Days Sale Outstanding,74.2,66.2,76.4,82.5,69.4,70.3,83.1,76.0,,,74.1,87.4,83.1,68.0,72.9,77.7,76.0,75.7,67.3,66.1
Days Payable Outstanding,64.4,57.6,68.6,69.2,71.7,76.9,72.3,73.8,,,70.5,76.8,75.9,73.1,73.1,78.8,80.0,74.2,69.3,71.3
Cash Conversion Cycle,52.3,44.1,47.9,25.0,51.7,53.6,43.3,47.0,,,43.2,51.6,57.5,48.0,42.6,44.9,54.5,58.6,53.8,43.1
Debt to Asset Ratio,0.74,0.73,0.75,0.77,0.73,0.67,0.69,0.73,,,0.70,0.70,0.69,0.68,0.70,0.73,0.73,0.72,0.71,0.72
Debt to Equity Ratio,2.87,2.76,2.97,3.34,2.67,2.07,2.22,2.68,,,2.39,2.38,2.22,2.15,2.37,2.70,2.68,2.61,2.47,2.61
Interest Coverage Ratio,3.30,2.78,3.55,5.49,7.29,3.82,4.12,1.63,,,4.58,3.40,2.74,,1.46,2.48,3.14,1.47,2.05,1.83
Cash and Short Term Investments,"2,503","1,951","3,660","1,847","3,953","3,844","3,854","4,911",,,"8,116","3,637","3,854","4,640","3,801","3,945","4,911","4,829","4,569","6,150"
"Total Receivables, Net","26,897","25,530","25,479","34,075","28,471","20,756","24,476","23,566",,,"21,607","25,263","24,476","19,847","21,713","23,482","23,566","23,920","21,160","20,097"
Total Inventory,"14,053","11,742","13,691","14,507","12,164","10,634","11,257","17,131",,,"13,258","14,224","11,257","13,289","13,919","16,593","17,131","15,087","13,973","13,705"
Total Current Assets,"44,614","41,852","44,458","53,411","47,860","37,083","42,177","47,558",,,"44,885","45,063","42,177","39,812","42,070","46,385","47,558","46,050","41,992","42,146"
"Property/Plant/Equipment, Total - Net","10,997","14,928","16,866","17,532","16,998","16,492","15,976","14,763",,,"16,185","16,108","15,976","15,343","14,973","14,501","14,763","14,365","14,343","14,409"
Total Assets,"56,412","57,505","62,155","71,734","66,049","55,262","60,162","64,798",,,"62,999","63,143","60,162","57,914","59,777","63,616","64,798","62,905","58,724","58,971"
Accounts Payable,"20,923","21,873","21,859","32,777","22,941","19,722","20,322","23,208",,,"19,544","21,723","20,322","20,059","21,354","23,894","23,208","21,102","19,922","20,996"
Accrued Expenses,"1,100","1,025",970.7,"1,242","1,143","1,385","1,124","1,390",,,"1,161","1,083","1,124",887.6,"1,021","1,122","1,390","1,177","1,429","1,547"
Debt Due,"15,362","16,583","21,376","13,024","14,860","10,215","15,326","14,796",,,"19,482","18,064","15,326","12,510","12,945","13,773","14,796","15,238","12,528","10,511"
Total Current Liabilities,"41,770","41,276","46,268","49,057","41,373","33,012","37,574","40,552",,,"41,578","41,700","37,574","34,200","36,255","40,115","40,552","38,864","35,161","35,058"
Long Term Debt,,784.2,,"5,933","6,496","3,870","3,530","6,263",,,"2,447","2,403","3,530","4,935","5,406","5,930","6,263","6,139","5,934","6,761"
Total Liabilities,"41,843","42,224","46,486","55,194","48,076","37,092","41,362","47,118",,,"44,243","44,339","41,362","39,398","41,937","46,325","47,118","45,390","41,758","42,566"
Common Stock,"4,078","4,078","4,085","4,273","4,552","4,552","4,555","4,555",,,"4,552","4,552","4,555","4,555","4,555","4,555","4,555","4,555","4,555","4,555"
Additional Paid-In Capital,"3,145","3,145","3,161","3,213","3,379","3,379","3,386","3,386",,,"3,379","3,379","3,386","3,386","3,386","3,386","3,386","3,386","3,386","3,386"
Retained Earnings (Accumulated Deficit),"8,898","9,423","8,325","8,887","9,900","10,543","11,035","10,950",,,"11,075","11,017","11,035","10,786","10,723","10,709","10,950","11,032","11,149","11,102"
Shareholders' Equity,"14,569","15,282","15,669","16,540","17,973","17,915","18,606","17,567",,,"18,544","18,603","18,606","18,337","17,713","17,179","17,567","17,414","16,876","16,335"
Cash from Operating Activities,"-3,995",350.5,"2,053","4,325","2,338","10,946","-2,281","2,698",,,"-2,826","-1,917","2,210","2,934",-25.7,-457.6,246.9,-183.7,"3,335","3,638"
Cash from Investing Activities,"-3,084","-3,637","-3,471","-2,865","-1,928","-2,543","-2,571","-3,178",,,-470.2,-830.5,-456.9,"-1,081","-1,160",-246.0,-690.9,146.0,-909.9,-84.7
Cash from Financing Activities,"2,302","1,564","2,906","-3,352","1,276","-7,835","4,310","1,285",,,"8,211","-1,844","-1,640","-1,257",-60.5,"1,365","1,237",592.7,"-2,601","-1,622"
Net Change in Cash,"-3,290",-551.9,"1,682","-1,720","2,115",-84.9,15.4,204.1,,,"5,011","-4,479",217.1,705.9,"-1,748",423.5,822.9,533.8,-451.9,"1,657"
Free Cashflows,"-7,244","-3,652","-1,195",890.5,629.8,"8,434","-4,424",981.2,,,"-3,322","-2,687","1,975","2,558",-286.5,-856.3,-434.9,"-1,129","2,014","1,369"
Free Cashflow per Share,-1.63,-0.82,-0.27,0.20,0.14,1.85,-0.97,0.22,,,-0.73,-0.59,0.43,0.56,-0.063,-0.19,-0.095,-0.25,0.44,0.30
