,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Depreciation & Amortisation,"1,077","1,147","1,158","1,228","1,416","1,852","2,814","3,268",,,748.0,700.4,687.7,755.9,781.6,832.6,670.9,777.5,819.1,809.9
Tax Rate,32.9%,18.4%,19.4%,19.5%,19.4%,20.0%,27.6%,14.3%,,,46.1%,15.0%,22.4%,16.8%,16.2%,8.0%,17.3%,16.2%,9.6%,22.4%
Current Ratio,1.61,0.90,1.64,1.53,1.26,0.44,0.88,1.00,,,0.99,0.87,0.88,0.88,0.94,0.95,1.00,1.00,0.90,0.92
Quick Ratio,0.56,0.37,0.69,0.66,0.56,0.18,0.43,0.40,,,0.39,0.36,0.43,0.39,0.40,0.44,0.40,0.37,0.37,0.38
Days Inventory Outstanding,56.3,53.6,44.9,41.6,42.5,48.0,46.9,58.6,,,53.1,54.0,52.9,56.7,63.6,62.9,62.5,64.2,59.9,56.9
Days Sale Outstanding,37.5,43.7,47.9,44.8,46.2,55.4,48.5,44.0,,,46.5,46.6,48.5,49.0,50.4,52.6,44.0,45.9,45.9,46.7
Days Payable Outstanding,46.1,46.9,50.4,52.3,52.0,54.2,47.5,56.4,,,54.0,50.1,49.3,52.3,52.7,49.3,55.8,60.3,54.5,53.6
Cash Conversion Cycle,45.7,41.5,34.4,32.7,35.4,35.7,42.8,41.8,,,46.2,48.8,49.4,50.7,63.6,65.0,48.9,49.4,53.5,48.3
Debt to Asset Ratio,0.36,0.37,0.42,0.41,0.41,0.65,0.56,0.57,,,0.54,0.56,0.56,0.58,0.56,0.57,0.57,0.58,0.57,0.57
Debt to Equity Ratio,0.56,0.59,0.74,0.70,0.70,1.82,1.32,1.36,,,1.21,1.31,1.32,1.43,1.33,1.39,1.36,1.44,1.38,1.40
Interest Coverage Ratio,21.3,17.0,24.5,19.0,14.8,9.38,3.63,4.18,,,2.79,3.57,5.74,4.07,4.97,4.05,3.37,4.02,2.41,4.37
Cash and Short Term Investments,"1,921","2,159","3,173","2,757","2,329","3,530","1,707","2,647",,,"2,393","1,951","1,707","2,233","2,489","2,210","2,647","4,076","2,927","3,221"
"Total Receivables, Net","2,387","3,178","3,944","3,925","3,967","5,216","5,828","5,433",,,"5,067","5,376","5,828","5,924","6,149","6,506","5,433","5,801","5,887","6,016"
Total Inventory,"2,393","2,097","1,967","2,040","2,323","3,267","4,236","5,176",,,"4,009","4,218","4,236","4,912","5,237","4,938","5,176","5,431","4,975","4,948"
Total Current Assets,"6,887","7,675","9,363","9,053","8,912","12,495","12,008","13,622",,,"12,790","12,849","12,008","13,425","14,286","14,067","13,622","15,763","14,230","14,635"
"Property/Plant/Equipment, Total - Net","14,762","15,234","18,860","20,801","21,421","29,257","37,463","35,459",,,"35,140","35,424","37,463","36,576","37,165","35,996","35,459","34,944","33,935","33,310"
Total Assets,"26,536","28,002","33,454","35,517","37,508","62,345","81,466","79,563",,,"83,338","83,721","81,466","81,387","83,971","81,212","79,563","81,280","78,097","77,607"
Accounts Payable,"1,803","2,118","2,441","2,599","2,742","3,568","4,022","5,036",,,"3,787","3,858","4,022","4,425","3,980","3,995","5,036","4,926","4,539","4,805"
Accrued Expenses,"1,519","1,736","1,408","1,061","1,031","1,708","2,040","2,511",,,"2,044","2,432","2,040","2,180","1,903","2,142","2,511","2,045","1,915","2,045"
Debt Due,239.8,"4,382",313.0,658.4,"1,278","21,080","5,440","4,586",,,"4,569","6,228","5,440","5,788","7,226","6,864","4,586","5,071","7,246","6,949"
Total Current Liabilities,"4,269","8,521","5,706","5,931","7,059","28,465","13,627","13,580",,,"12,884","14,743","13,627","15,315","15,232","14,857","13,580","15,709","15,897","15,847"
Long Term Debt,"4,341",780.5,"7,366","7,442","7,041","6,414","26,436","26,354",,,"26,574","26,547","26,436","26,431","26,400","26,295","26,354","26,474","23,376","23,471"
Total Liabilities,"9,529","10,350","14,210","14,614","15,416","40,229","45,527","45,022",,,"44,822","46,570","45,527","47,000","47,144","46,401","45,022","47,269","44,559","44,586"
Common Stock,"2,300","2,300","2,300","2,300","2,300","2,300","2,980","2,980",,,"2,980","2,980","2,980","2,980","2,980","2,980","2,980","2,980","2,980","2,980"
Additional Paid-In Capital,"10,106","10,106","10,106","10,106","10,106","10,106","26,413","26,413",,,"26,413","26,413","26,413","26,413","26,413","26,413","26,413","26,413","26,413","26,413"
Retained Earnings (Accumulated Deficit),"4,668","5,314","6,890","8,523","9,652","9,681","8,068","8,726",,,"8,889","7,689","8,068","7,705","8,729","8,424","8,726","8,639","9,277","9,020"
Shareholders' Equity,"17,003","17,646","19,238","20,896","22,092","22,116","34,464","33,030",,,"37,081","35,593","34,464","32,923","35,340","33,328","33,030","32,752","32,375","31,799"
Cash from Operating Activities,"4,159","4,251","6,472","6,009","6,362","5,174","3,951","6,989",,,543.0,"1,051","1,458","1,146","1,100","1,929","2,867","1,349","1,485","2,063"
Cash from Investing Activities,"-1,868","-1,595","-4,817","-3,409","-3,567","-18,385","-21,033","-2,220",,,-603.7,"-1,237",-839.5,-933.5,-644.1,-539.4,-102.9,-413.2,-369.1,-331.6
Cash from Financing Activities,"-2,366","-2,410",-707.1,"-3,031","-3,234","14,398","15,341","-3,847",,,-721.2,-260.9,-870.4,316.6,-203.9,"-1,666","-2,347",510.0,"-2,274","-1,366"
Net Change in Cash,-80.1,237.3,"1,014",-415.4,-428.4,"1,201","-1,823",940.2,,,-815.7,-441.9,-244.0,526.5,255.9,-278.9,436.8,"1,429","-1,150",293.9
Free Cashflows,"2,091","2,356","1,502","2,689","4,215","1,930",929.3,"4,772",,,-63.7,74.2,461.5,259.7,588.1,"1,425","2,553",928.3,"1,065","1,788"
Free Cashflow per Share,9.09,10.2,6.53,11.7,18.3,8.39,3.12,16.0,,,-0.21,0.25,1.55,0.87,1.97,4.78,8.57,3.12,3.57,6.00
