,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Accrued Expenses,16.8,19.2,30.3,39.8,74.5,148.4,187.3,85.0,,,166.6,276.4,187.3,138.7,90.0,158.4,85.0,73.3,92.1,65.9
Debt Due,1.39,1.32,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,115.5,83.1,136.2,190.4,334.6,413.5,611.8,392.6,,,612.9,666.6,611.8,678.1,463.8,519.8,392.6,359.9,216.9,169.6
Long Term Debt,7.86,5.48,,,,,,,,,,,,,,,,,,
Total Liabilities,126.0,92.1,140.4,199.4,344.9,430.3,630.3,419.9,,,630.5,684.8,630.3,701.4,488.3,545.1,419.9,388.9,247.5,200.1
Common Stock,55.0,300.0,300.0,300.0,300.0,300.0,300.3,300.6,,,300.1,300.3,300.3,300.5,300.5,300.6,300.6,300.7,300.7,300.7
Additional Paid-In Capital,,556.4,556.4,556.4,556.4,556.4,570.7,589.0,,,561.4,570.7,570.7,581.3,581.3,589.0,589.0,592.7,592.7,592.7
Retained Earnings (Accumulated Deficit),172.1,130.4,142.3,231.1,291.6,459.1,823.9,551.9,,,517.8,415.6,823.9,"1,103",584.0,428.0,551.9,621.4,255.0,201.1
Shareholders' Equity,227.1,986.8,998.8,"1,088","1,148","1,320","1,705","1,356",,,"1,387","1,295","1,705","1,996","1,479","1,231","1,356","1,430","1,065","1,011"
Cash from Operating Activities,146.6,106.1,192.2,267.6,558.3,703.1,"1,337",719.1,,,323.3,386.0,354.5,278.5,19.9,488.7,-68.0,65.6,-41.6,158.7
Cash from Investing Activities,-20.5,-496.3,-96.5,-75.1,-271.9,-116.3,-196.8,350.2,,,-107.4,-160.9,-111.8,446.6,-75.2,300.7,-321.8,-3.75,404.8,-135.1
Cash from Financing Activities,-36.9,583.2,-201.8,-210.0,-342.0,-489.0,-850.8,"-1,342",,,-414.0,-441.4,-0.15,10.5,-775.2,-577.1,-0.63,3.25,-413.0,-104.7
Net Change in Cash,89.1,193.0,-106.1,-17.6,-55.5,97.9,289.0,-273.0,,,-198.1,-216.3,242.6,735.6,-830.5,212.3,-390.4,65.1,-49.8,-81.1
Free Cashflows,124.4,70.7,144.2,193.3,427.8,649.7,"1,304",682.0,,,316.6,378.5,342.6,273.9,6.60,480.8,-79.2,63.0,-45.2,153.4
Free Cashflow per Share,0.041,0.024,0.048,0.064,0.14,0.22,0.43,0.23,,,0.11,0.13,0.11,0.091,0.002,0.16,-0.026,0.021,-0.015,0.051
