,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,34.4%,32.3%,35.0%,36.5%,35.3%,36.2%,33.6%,34.7%,,,37.9%,32.4%,28.7%,31.8%,36.4%,30.8%,37.6%,33.0%,36.7%,31.7%
Operating Margin,13.5%,11.0%,13.3%,13.8%,13.1%,10.5%,9.5%,10.9%,,,17.4%,5.0%,5.0%,5.1%,17.2%,4.1%,13.0%,7.6%,17.4%,6.5%
Net Profit Margin,11.6%,12.1%,13.6%,12.6%,13.6%,13.6%,13.3%,12.9%,,,20.0%,13.7%,4.0%,14.6%,17.8%,10.1%,8.8%,8.6%,15.9%,7.9%
Return on Assets,7.1%,7.6%,8.4%,7.9%,8.3%,8.2%,8.4%,9.2%,,,8.5%,8.4%,8.5%,8.8%,8.6%,7.9%,9.2%,8.6%,8.4%,8.5%
Return on Equity,13.2%,14.4%,17.2%,17.2%,17.8%,17.9%,18.6%,19.7%,,,8.1%,4.7%,1.2%,4.3%,8.0%,3.3%,4.0%,3.1%,7.7%,3.2%
Return on Total Capital,11.4%,12.0%,12.4%,12.8%,14.9%,16.1%,13.2%,15.3%,,,15.0%,13.9%,13.2%,13.5%,13.5%,13.2%,15.3%,14.2%,14.2%,14.9%
SG&A to Sale,22.3%,23.9%,23.1%,23.9%,23.5%,27.6%,26.3%,25.0%,,,20.5%,27.3%,34.3%,26.6%,19.2%,26.7%,28.7%,25.4%,19.3%,25.2%
Depreciation & Amortisation,564.2,554.6,633.6,757.9,858.3,982.8,"1,045","1,072",,,288.3,369.7,44.7,272.1,347.0,308.6,143.9,330.5,352.9,350.8
Tax Rate,21.3%,25.2%,21.2%,20.2%,20.3%,16.4%,18.9%,17.4%,,,18.8%,16.8%,32.4%,8.6%,18.7%,14.5%,24.7%,21.4%,17.8%,19.5%
Current Ratio,0.57,0.66,0.49,0.52,0.37,0.37,0.57,0.48,,,0.46,0.57,0.57,0.63,0.56,0.48,0.48,0.50,0.51,0.42
Quick Ratio,0.34,0.43,0.29,0.30,0.22,0.20,0.30,0.25,,,0.21,0.27,0.30,0.30,0.24,0.19,0.25,0.19,0.21,0.21
Days Inventory Outstanding,13.1,13.2,14.8,17.3,19.8,20.9,19.5,18.0,,,19.4,18.4,18.3,20.6,20.3,20.2,18.4,16.9,16.5,13.4
Days Sale Outstanding,62.2,78.5,59.5,56.8,52.3,54.8,47.6,42.3,,,44.9,49.9,47.6,48.0,41.2,36.9,42.3,29.8,33.6,33.5
Days Payable Outstanding,0.00,24.8,46.0,45.1,46.7,41.5,37.0,46.9,,,47.2,51.5,42.9,40.9,49.7,49.4,47.9,52.3,49.0,44.0
Cash Conversion Cycle,72.2,32.9,34.8,23.4,29.4,35.9,31.8,1.89,,,10.8,17.9,28.9,26.0,6.63,19.2,-2.73,3.59,-2.23,6.62
Debt to Asset Ratio,0.45,0.47,0.55,0.54,0.53,0.54,0.53,0.53,,,0.52,0.54,0.53,0.51,0.52,0.54,0.53,0.51,0.52,0.53
Debt to Equity Ratio,0.84,0.91,1.23,1.19,1.15,1.21,1.14,1.14,,,1.09,1.20,1.14,1.05,1.08,1.20,1.14,1.05,1.10,1.16
Interest Coverage Ratio,6.30,5.78,6.89,6.86,7.28,6.38,6.07,10.0,,,13.5,3.35,2.87,3.48,19.6,3.17,14.4,6.98,23.5,6.58
Cash and Short Term Investments,511.4,480.7,495.7,577.2,312.1,530.9,573.0,596.3,,,670.7,804.5,573.0,606.6,648.5,602.5,596.3,809.0,872.6,514.9
"Total Receivables, Net","1,150","1,498","1,258","1,343","1,228","1,314","1,171","1,153",,,"1,098","1,232","1,171","1,156","1,018",895.5,"1,153",847.9,973.2,"1,006"
Total Inventory,171.7,170.7,236.0,282.1,321.0,318.9,319.2,320.9,,,322.3,277.4,319.2,343.7,328.7,334.5,320.9,305.4,318.0,207.3
Total Current Assets,"1,992","2,303","2,137","2,382","2,030","2,350","2,263","2,249",,,"2,391","2,634","2,263","2,446","2,370","2,233","2,249","2,202","2,391","1,963"
"Property/Plant/Equipment, Total - Net","5,181","5,332","6,696","6,730","7,358","7,591","7,186","7,242",,,"7,342","7,210","7,186","7,109","7,161","7,106","7,242","7,081","6,911","6,765"
Total Assets,"10,988","11,330","13,630","13,932","14,246","14,725","13,808","14,074",,,"14,349","14,156","13,808","13,743","13,937","13,850","14,074","13,892","13,969","13,547"
Accounts Payable,,642.3,620.4,733.8,685.7,582.1,624.4,"1,045",,,898.6,776.4,624.4,691.4,956.6,662.2,"1,045",898.4,945.8,776.6
Accrued Expenses,359.9,402.0,307.5,473.9,399.8,459.0,436.0,538.9,,,379.2,323.2,436.0,385.7,463.9,397.9,538.9,448.6,497.7,496.0
Debt Due,"2,020","1,682","2,468","2,376","3,389","4,494","2,134","2,021",,,"3,115","2,717","2,134","1,997","1,822","2,734","2,021","2,050","2,215","2,515"
Total Current Liabilities,"3,505","3,474","4,352","4,542","5,480","6,420","3,946","4,671",,,"5,251","4,636","3,946","3,880","4,231","4,658","4,671","4,409","4,685","4,715"
Long Term Debt,967.0,"1,170","2,352","2,188","1,287",763.9,"2,605","1,906",,,"1,426","2,263","2,605","2,371","2,208","2,053","1,906","1,767","1,683","1,599"
Total Liabilities,"4,931","5,369","7,530","7,546","7,598","8,007","7,309","7,442",,,"7,453","7,664","7,309","7,002","7,188","7,478","7,442","7,053","7,251","7,202"
Common Stock,881.9,887.6,887.6,890.1,892.5,894.5,894.7,894.7,,,894.7,894.7,894.7,894.7,894.7,894.7,894.7,894.7,894.7,894.7
Additional Paid-In Capital,"4,128","4,208","4,208","4,256","4,303","4,341","4,344","4,344",,,"4,344","4,344","4,344","4,344","4,344","4,344","4,344","4,344","4,344","4,344"
Retained Earnings (Accumulated Deficit),"1,019",731.0,912.9,"1,111","1,295","1,412","1,487","1,648",,,"1,691","1,412","1,487","1,771","1,769","1,393","1,648","1,853","1,732","1,346"
Shareholders' Equity,"5,900","5,874","6,103","6,331","6,581","6,637","6,414","6,510",,,"6,810","6,402","6,414","6,654","6,636","6,255","6,510","6,710","6,587","6,199"
Cash from Operating Activities,"1,403","1,434","1,035","1,866","1,900","1,721","1,981","2,767",,,966.4,191.1,261.4,411.2,"1,178",33.1,"1,144",642.5,911.0,325.3
Cash from Investing Activities,-264.9,-643.0,"-1,180",-717.2,"-1,325","-1,026",-285.3,-813.5,,,123.9,93.1,-257.7,-8.53,-257.5,-256.6,-290.8,-327.1,-295.6,-334.3
Cash from Financing Activities,-879.3,-771.3,159.9,"-1,067",-840.6,-476.1,"-1,654","-1,930",,,"-1,051",-150.4,-235.2,-369.2,-878.5,177.6,-859.8,-102.8,-551.7,-348.7
Net Change in Cash,258.6,19.9,14.9,81.6,-265.2,218.8,42.2,23.3,,,38.9,133.8,-231.5,33.5,41.9,-45.9,-6.23,212.7,63.6,-357.7
Free Cashflows,"1,025",968.8,338.1,"1,252",460.7,459.2,"1,131","1,818",,,790.6,47.3,-31.8,238.0,927.5,-233.3,886.1,364.3,736.5,153.1
Free Cashflow per Share,1.16,1.09,0.38,1.41,0.52,0.51,1.26,2.03,,,0.88,0.053,-0.036,0.27,1.04,-0.26,0.99,0.41,0.82,0.17
