,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Debt to Asset Ratio,1.00,0.29,0.41,0.45,0.47,0.47,0.50,0.54,,,0.47,0.47,0.50,0.48,0.50,0.53,0.54,0.53,0.53,0.55
Debt to Equity Ratio,289.6,0.54,0.94,1.15,1.23,1.24,1.42,1.62,,,1.27,1.26,1.42,1.31,1.45,1.61,1.62,1.57,1.59,1.67
Interest Coverage Ratio,8.73,68.9,10.5,,3.97,5.91,4.57,0.55,,,2.31,3.64,5.50,11.8,,,,5.16,,
Cash and Short Term Investments,699.1,"6,149","6,440","6,292","7,232","6,731","6,827","4,123",,,"6,723","7,050","6,827","7,483","6,533","4,718","4,123","4,226","2,930","2,566"
"Total Receivables, Net",590.0,688.8,889.4,786.0,765.4,"1,251","1,401","1,365",,,"1,107","1,415","1,401","1,647","1,328","1,316","1,365","2,040","1,978","2,908"
Total Inventory,26.1,79.6,90.2,96.8,94.0,118.2,148.8,188.3,,,104.5,120.2,148.8,151.3,137.7,142.5,188.3,210.2,286.6,280.4
Total Current Assets,"1,451","7,149","7,817","7,493","8,829","8,760","9,049","6,365",,,"8,497","9,122","9,049","9,841","8,750","6,855","6,365","7,094","5,797","6,202"
"Property/Plant/Equipment, Total - Net",154.5,"3,075","10,956","16,033","18,216","20,425","25,473","26,185",,,"23,068","22,738","25,473","25,196","24,862","26,545","26,185","25,875","25,506","25,160"
Total Assets,"2,224","34,609","44,935","49,502","52,827","56,599","62,774","61,747",,,"59,488","59,985","62,774","63,441","62,375","62,376","61,747","62,179","60,996","61,066"
Accounts Payable,54.0,71.0,153.0,175.2,335.8,489.0,310.7,159.7,,,285.5,252.2,310.7,277.7,332.2,308.8,159.7,293.7,554.6,887.0
Accrued Expenses,247.4,552.3,"1,390","1,372","1,517","1,890","2,376","2,562",,,"1,718","1,843","2,376","2,165","2,244","2,218","2,562","2,676","2,558","2,271"
Debt Due,250.3,137.1,615.1,959.0,"1,261","1,792","2,647","2,164",,,"1,578","1,583","2,647","2,500","1,561","2,172","2,164","2,024","3,321","4,287"
Total Current Liabilities,"2,162","4,962","7,272","7,865","8,296","9,270","10,910","11,022",,,"8,621","9,213","10,910","10,271","9,201","10,744","11,022","10,503","11,715","12,856"
Long Term Debt,11.4,"1,783","7,546","11,118","12,775","13,664","16,814","18,639",,,"15,851","15,274","16,814","16,173","18,638","18,986","18,639","18,780","17,207","16,785"
Total Liabilities,"2,216","9,892","18,260","22,486","24,743","26,479","31,320","33,124",,,"28,024","28,047","31,320","30,159","31,427","33,273","33,124","32,786","32,482","33,310"
Common Stock,410.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,,,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0
Additional Paid-In Capital,,"2,600","2,600","2,600","2,600","2,600","2,600","2,600",,,"2,600","2,600","2,600","2,600","2,600","2,600","2,600","2,600","2,600","2,600"
Retained Earnings (Accumulated Deficit),-386.8,"15,211","16,261","16,449","17,058","18,186","18,921","17,371",,,"18,927","19,188","18,921","19,925","18,649","17,636","17,371","17,794","17,312","16,895"
Shareholders' Equity,7.65,"18,259","19,346","19,534","20,142","21,271","22,006","20,455",,,"22,011","22,272","22,006","23,010","21,734","20,721","20,455","20,879","20,397","19,980"
Cash from Operating Activities,262.4,"2,643","4,020","1,849","4,074","4,382","5,105","2,869",,,476.1,"1,247","1,923","1,805",-35.4,172.2,927.6,276.0,-360.6,-653.5
Cash from Investing Activities,23.8,"-1,830","-5,565","2,025",-183.6,"-2,786","-2,819","-1,733",,,-243.8,-322.4,"-1,914",-250.5,-347.3,"-1,326",190.9,-113.5,-561.2,-87.0
Cash from Financing Activities,126.5,"2,296",-436.2,"-1,031","-2,529","-3,098","-1,563","-2,288",,,-192.0,-569.4,-207.9,-648.3,-819.0,415.3,"-1,236",-39.8,-293.5,402.0
Net Change in Cash,434.0,"3,158","-1,894","2,830","1,334","-1,461",676.6,"-1,215",,,74.9,331.4,-202.1,699.7,"-1,005",-814.8,-95.0,103.4,"-1,296",-364.4
Free Cashflows,221.0,"1,904","2,116",582.9,"3,259","3,615","2,680",462.7,,,163.6,"1,129",245.7,"1,695",-110.1,"-1,934",811.9,158.5,-415.3,-740.7
Free Cashflow per Share,0.046,0.39,0.44,0.12,0.67,0.75,0.55,0.095,,,0.034,0.23,0.051,0.35,-0.023,-0.40,0.17,0.033,-0.086,-0.15
