,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Current Assets,905.1,812.8,860.0,854.3,837.8,255.2,340.6,235.8,,,190.7,217.9,340.6,216.3,200.8,235.3,235.8,238.9,290.6,259.4
"Property/Plant/Equipment, Total - Net",36.3,28.0,34.3,50.8,58.5,51.0,45.1,37.2,,,47.6,46.3,45.1,42.2,40.9,38.8,37.2,34.3,27.4,20.6
Total Assets,"1,436","1,463","1,639","1,579","1,518","1,579","1,514","1,397",,,"1,382","1,463","1,514","1,528","1,324","1,389","1,397","1,394","1,282","1,308"
Accounts Payable,2.00,2.98,,,,,,,,,,,,13.0,,,,,,
Accrued Expenses,73.7,101.3,183.4,111.0,101.3,106.6,102.8,72.6,,,61.9,80.8,102.8,49.5,62.5,84.4,72.6,34.2,55.2,71.2
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,96.7,164.3,218.2,166.7,141.8,126.4,125.1,80.3,,,63.2,82.6,125.1,89.2,69.4,88.1,80.3,44.7,62.4,73.8
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,156.4,208.4,286.1,229.1,221.0,240.5,251.8,214.9,,,178.5,205.7,251.8,216.6,203.3,220.5,214.9,179.6,217.8,222.3
Common Stock,120.0,120.0,120.0,120.0,120.3,121.0,125.5,125.6,,,124.3,125.3,125.5,125.5,125.6,125.6,125.6,125.6,125.6,125.6
Additional Paid-In Capital,680.0,680.0,680.0,680.0,685.1,697.0,773.1,775.2,,,753.5,769.7,773.1,773.9,775.2,775.2,775.2,775.2,775.2,775.2
Retained Earnings (Accumulated Deficit),482.5,442.8,579.6,516.0,493.1,481.6,431.6,425.3,,,332.5,371.1,431.6,479.9,337.9,383.7,425.3,458.3,322.1,360.7
Shareholders' Equity,"1,280","1,254","1,352","1,350","1,297","1,339","1,262","1,182",,,"1,203","1,258","1,262","1,311","1,120","1,168","1,182","1,214","1,064","1,086"
Cash from Operating Activities,114.6,369.5,136.0,398.9,28.9,114.4,196.2,77.9,,,113.3,35.1,57.2,-63.3,115.1,46.1,-20.0,47.2,151.5,-16.0
Cash from Investing Activities,50.5,20.6,21.5,13.9,8.25,18.9,12.8,2.49,,,5.89,4.31,-0.70,5.34,7.02,5.84,-15.7,2.68,3.47,8.41
Cash from Financing Activities,-348.0,-240.0,-204.0,-300.0,-196.1,-153.7,-146.4,-174.5,,,-175.5,3.56,0.90,1.34,-175.9,0.000,0.000,,-163.2,-0.10
Net Change in Cash,-182.8,150.1,-46.5,112.8,-159.0,-20.4,62.7,-94.1,,,-56.3,43.0,57.4,-56.6,-53.8,51.9,-35.7,49.8,-8.26,-7.74
Free Cashflows,107.6,363.1,120.5,371.5,11.8,109.6,189.9,72.8,,,110.3,33.8,55.7,-63.6,112.9,45.8,-22.4,46.4,150.8,-16.3
Free Cashflow per Share,0.90,3.03,1.00,3.10,0.098,0.91,1.51,0.58,,,0.89,0.27,0.44,-0.51,0.90,0.36,-0.18,0.37,1.20,-0.13
