,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,-142.6,-985.4,232.3,29.6,162.9,242.4,-43.9,53.1,,,-5.61,-9.84,-30.3,-11.1,-2.32,-8.09,74.6,10.8,-22.0,52.5
EBITDA,-337.4,-851.4,-197.5,49.2,136.1,167.4,22.5,91.0,,,5.71,0.70,3.46,-1.98,7.31,1.06,84.5,9.41,-11.4,-2.66
Gross Profit Margin,2.7%,-0.3%,0.4%,24.0%,27.0%,18.8%,13.6%,14.6%,,,14.8%,11.6%,10.1%,11.4%,15.6%,11.9%,19.2%,14.4%,8.0%,12.9%
Operating Margin,-13.4%,-42.6%,-22.6%,6.3%,19.5%,18.5%,-0.3%,8.3%,,,-0.2%,-2.6%,-1.7%,-3.6%,0.7%,-2.4%,36.7%,1.6%,-9.9%,-2.3%
Net Profit Margin,-3.9%,-44.5%,22.0%,5.2%,26.3%,30.6%,-5.4%,6.5%,,,-2.7%,-4.8%,-15.0%,-5.6%,-1.1%,-4.0%,34.9%,5.0%,-12.2%,26.0%
Return on Assets,-4.3%,-40.3%,17.6%,4.0%,22.5%,32.0%,-5.9%,7.2%,,,25.1%,23.6%,-5.9%,-7.9%,-7.6%,-7.3%,7.3%,10.0%,7.3%,14.8%
Return on Equity,-19.9%,0.0%,946.8%,53.5%,74.6%,53.4%,-11.1%,11.9%,,,-1.3%,-2.3%,-7.7%,-2.9%,-0.6%,-2.2%,16.7%,2.4%,-5.1%,10.8%
Return on Total Capital,-13.4%,2221.4%,426.6%,52.6%,56.4%,52.9%,-10.9%,11.8%,,,43.3%,41.1%,-10.9%,-14.5%,-13.8%,-13.7%,11.8%,16.3%,12.6%,23.6%
SG&A to Sale,13.7%,16.6%,19.8%,17.4%,18.5%,16.7%,14.0%,14.1%,,,15.0%,14.2%,12.1%,14.8%,14.9%,14.3%,12.5%,12.8%,18.0%,15.3%
Depreciation & Amortisation,154.5,90.2,41.4,12.7,14.9,20.4,25.2,22.9,,,6.12,6.12,6.83,5.06,5.86,5.96,6.06,5.94,6.48,2.07
Tax Rate,-0.9%,0.3%,17.5%,5.2%,4.0%,2.4%,-16.2%,1.4%,,,-134.4%,-8.2%,-1.1%,-5.2%,-89.7%,0.3%,0.2%,2.6%,2.7%,1.5%
Current Ratio,0.76,0.80,0.90,0.74,1.47,1.40,1.24,1.31,,,1.31,1.24,1.24,1.20,1.18,1.15,1.31,1.42,1.35,1.60
Quick Ratio,0.32,0.16,0.29,0.40,0.70,0.66,0.67,0.59,,,0.69,0.61,0.67,0.72,0.72,0.61,0.59,0.74,0.69,0.99
Days Inventory Outstanding,63.0,77.3,68.7,62.5,64.1,48.6,48.0,50.1,,,52.0,55.0,52.5,46.6,45.3,46.0,48.8,49.1,48.9,46.0
Days Sale Outstanding,53.7,49.3,43.2,85.3,93.7,68.6,74.8,59.3,,,74.2,69.0,74.8,79.2,83.2,73.3,59.3,70.0,71.6,102.3
Days Payable Outstanding,39.5,46.9,50.3,68.5,62.0,38.9,30.4,31.4,,,32.7,31.7,30.2,28.9,31.8,34.4,33.8,31.1,30.2,28.7
Cash Conversion Cycle,79.1,115.5,118.1,89.8,102.2,89.0,91.0,89.0,,,93.2,97.8,96.8,96.5,94.8,93.8,86.7,89.5,95.6,113.3
Debt to Asset Ratio,0.83,1.11,0.95,0.91,0.64,0.36,0.40,0.34,,,0.37,0.38,0.40,0.40,0.40,0.41,0.34,0.33,0.35,0.33
Debt to Equity Ratio,3.50,-9.98,29.9,11.4,2.19,0.61,0.73,0.57,,,0.64,0.68,0.73,0.74,0.75,0.78,0.57,0.54,0.61,0.55
Interest Coverage Ratio,,,,1.32,6.04,13.2,,8.82,,,,,,,0.75,,42.0,2.23,,
Cash and Short Term Investments,72.8,18.2,259.7,187.1,148.5,81.2,41.4,60.1,,,39.0,40.0,41.4,21.9,19.5,44.4,60.1,46.9,49.6,54.3
"Total Receivables, Net",539.2,298.7,125.2,134.4,159.2,149.0,165.9,133.3,,,168.0,154.2,165.9,175.4,184.4,162.1,133.3,160.8,159.9,227.7
Total Inventory,616.2,323.1,73.0,76.7,82.3,89.3,94.5,97.7,,,101.6,106.7,94.5,87.2,89.2,89.4,97.7,93.4,95.4,80.9
Total Current Assets,"1,294","1,519",586.4,439.2,406.3,327.9,308.0,297.0,,,320.8,312.2,308.0,294.4,302.4,305.4,297.0,308.1,310.3,369.5
"Property/Plant/Equipment, Total - Net","1,281",208.1,82.6,71.8,83.1,115.1,106.8,83.3,,,113.2,121.4,106.8,105.7,104.5,100.2,83.3,83.8,82.5,82.8
Total Assets,"3,014","1,871",768.9,698.3,753.2,760.6,722.5,744.5,,,753.6,753.1,722.5,707.9,706.4,706.0,744.5,755.4,754.4,809.8
Accounts Payable,367.2,202.6,87.7,76.3,77.4,59.8,56.6,63.8,,,60.7,59.2,56.6,56.2,67.7,65.9,63.8,57.2,59.3,50.9
Accrued Expenses,175.4,160.2,126.8,137.4,55.5,39.3,40.6,35.0,,,42.2,47.5,40.6,36.1,42.2,42.0,35.0,31.3,35.0,38.3
Debt Due,"1,065","1,036",376.9,297.0,122.9,121.0,138.3,116.6,,,124.9,131.9,138.3,136.4,135.0,142.2,116.6,114.1,122.7,128.0
Total Current Liabilities,"1,703","1,892",655.1,595.1,276.6,234.7,248.5,227.0,,,244.4,251.6,248.5,244.8,256.6,265.8,227.0,217.4,230.4,230.9
Long Term Debt,346.7,163.4,29.9,0.93,70.5,4.24,8.34,3.90,,,2.87,4.44,8.34,7.23,6.65,4.07,3.90,3.48,5.10,4.21
Total Liabilities,"2,516","2,073",734.0,632.5,478.8,276.0,289.7,255.2,,,282.1,289.4,289.7,285.6,284.7,290.7,255.2,246.6,265.9,266.6
Common Stock,"2,700","2,700","2,700","2,700",275.4,275.4,275.4,275.4,,,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4,275.4
Additional Paid-In Capital,1.68,1.68,1.68,1.68,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),"-1,948","-2,892","-2,660","-2,629",-39.4,191.1,132.6,182.9,,,175.4,165.6,132.6,121.5,119.1,111.0,182.9,193.7,171.7,224.1
Shareholders' Equity,718.1,-207.7,24.5,55.4,218.4,453.8,395.3,445.6,,,438.2,428.3,395.3,384.2,381.8,373.7,445.6,456.4,434.4,486.8
Cash from Operating Activities,-516.0,-141.6,-213.0,-9.15,24.4,10.6,-16.9,47.2,,,-15.7,8.12,-3.75,-10.0,4.66,23.1,29.5,-9.64,-1.00,3.45
Cash from Investing Activities,730.2,160.4,"1,233",14.1,120.0,45.8,-5.07,8.91,,,-2.22,-10.6,5.97,-3.19,-2.06,-0.73,14.9,1.10,-0.34,-1.37
Cash from Financing Activities,-208.7,-67.5,-843.2,-117.9,-112.7,-95.1,-11.3,-37.4,,,-14.6,3.74,-0.79,-6.31,-4.99,2.56,-28.7,-4.69,4.05,2.68
Net Change in Cash,5.49,-54.5,176.5,-113.0,31.8,-38.8,-33.3,18.7,,,-32.5,1.24,1.43,-19.5,-2.40,24.9,15.7,-13.2,2.71,4.76
Free Cashflows,-559.1,-166.8,-221.6,-17.5,1.96,-9.30,-35.0,36.7,,,-20.9,-3.31,-1.11,-13.5,1.70,22.0,26.5,-11.0,-1.84,1.57
Free Cashflow per Share,-1.05,-0.31,-0.43,-0.048,0.003,-0.017,-0.061,0.068,,,-0.039,-0.006,-0.002,-0.025,0.003,0.041,0.049,-0.021,-0.003,0.003
