,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,143.5,-549.0,190.2,184.1,168.9,227.4,296.8,467.9,,,73.8,70.6,84.2,87.4,104.2,127.6,148.6,94.0,95.5,98.9
EBITDA,403.8,-566.2,364.4,344.5,380.9,376.3,435.3,609.1,,,120.3,116.0,85.7,115.7,135.0,178.6,184.4,138.1,154.6,140.2
Gross Profit Margin,4.7%,3.0%,5.7%,5.2%,5.4%,5.3%,5.5%,6.1%,,,5.5%,5.8%,5.3%,6.4%,5.7%,6.2%,6.9%,6.5%,6.6%,6.2%
Operating Margin,1.7%,-2.7%,1.8%,1.7%,1.9%,1.9%,2.0%,2.6%,,,2.2%,2.2%,1.5%,2.1%,2.4%,3.0%,3.1%,2.6%,2.9%,2.5%
Net Profit Margin,0.6%,-2.5%,1.0%,1.0%,0.9%,1.2%,1.5%,2.1%,,,1.5%,1.4%,1.5%,1.7%,2.0%,2.3%,2.7%,1.9%,1.9%,1.9%
Return on Assets,3.0%,-10.1%,3.8%,3.6%,3.6%,4.8%,5.5%,7.8%,,,4.9%,5.0%,5.3%,5.5%,5.7%,6.2%,7.3%,7.5%,7.0%,6.2%
Return on Equity,11.2%,-68.3%,13.9%,12.4%,10.6%,13.3%,15.9%,21.5%,,,4.3%,4.0%,4.5%,4.5%,5.5%,6.3%,6.8%,4.1%,4.4%,4.4%
Return on Total Capital,11.2%,-68.3%,13.9%,12.4%,10.6%,13.3%,15.9%,21.5%,,,15.1%,15.3%,15.9%,16.2%,18.2%,19.9%,21.5%,20.9%,21.4%,19.2%
SG&A to Sale,4.1%,6.5%,4.4%,3.7%,3.8%,3.6%,3.7%,3.7%,,,3.7%,4.0%,3.7%,4.4%,3.8%,3.4%,3.7%,4.5%,4.1%,4.0%
Depreciation & Amortisation,23.7,30.0,30.2,28.8,33.2,31.2,30.2,31.8,,,9.04,9.03,3.13,9.02,9.13,9.65,8.55,8.64,8.89,9.30
Tax Rate,47.2%,17.2%,22.3%,20.4%,28.5%,25.9%,22.9%,18.4%,,,23.8%,23.4%,25.2%,16.8%,17.5%,20.2%,18.3%,20.1%,21.0%,18.8%
Current Ratio,1.22,1.08,1.26,1.30,1.41,1.42,1.40,1.45,,,1.40,1.40,1.40,1.43,1.34,1.36,1.45,1.45,1.40,1.38
Quick Ratio,0.50,0.76,0.76,0.70,0.92,0.84,0.80,0.79,,,0.84,0.78,0.80,0.80,0.76,0.76,0.79,0.79,0.79,0.73
Days Inventory Outstanding,36.9,37.5,30.6,38.0,35.3,31.8,36.5,38.7,,,38.4,38.5,39.8,39.2,41.7,43.9,43.4,44.6,46.8,51.4
Days Sale Outstanding,38.6,51.1,55.7,48.3,52.0,52.9,55.9,51.9,,,55.9,54.3,55.9,53.0,60.3,58.1,53.6,57.1,61.0,63.9
Days Payable Outstanding,27.9,29.8,21.2,16.7,21.9,30.6,32.6,29.5,,,34.1,30.7,30.6,30.8,32.5,34.0,31.5,33.1,36.2,39.5
Cash Conversion Cycle,34.8,62.4,72.1,72.9,59.5,48.5,55.9,61.1,,,59.1,63.9,61.3,63.7,62.1,69.3,69.1,64.3,70.0,71.7
Debt to Asset Ratio,0.79,0.83,0.73,0.71,0.64,0.66,0.68,0.65,,,0.68,0.68,0.68,0.66,0.71,0.69,0.65,0.65,0.68,0.69
Debt to Equity Ratio,3.70,5.05,2.68,2.39,1.79,1.90,2.09,1.85,,,2.08,2.11,2.09,1.93,2.40,2.23,1.85,1.87,2.08,2.23
Interest Coverage Ratio,6.54,,3.95,3.61,5.40,6.87,9.17,12.5,,,9.92,9.48,7.42,9.94,10.9,13.2,15.8,12.5,11.2,10.3
Cash and Short Term Investments,185.3,77.9,73.9,109.2,49.5,147.9,207.0,247.9,,,148.5,209.1,207.0,225.7,187.2,226.3,247.9,171.5,197.5,241.6
"Total Receivables, Net","2,375","3,063","2,779","2,456","2,566","2,674","3,079","3,147",,,"2,931","2,898","3,079","2,981","3,427","3,393","3,147","3,322","3,517","3,641"
Total Inventory,"3,171","1,191","1,692","1,975","1,323","1,718","2,078","2,326",,,"1,818","2,065","2,078","2,084","2,384","2,444","2,326","2,533","2,510","2,969"
Total Current Assets,"5,754","4,341","4,568","4,571","3,953","4,555","5,377","5,760",,,"4,898","5,172","5,377","5,312","6,035","6,092","5,760","6,067","6,254","6,891"
"Property/Plant/Equipment, Total - Net",136.8,141.3,130.8,120.5,112.3,107.2,94.7,101.5,,,98.7,94.3,94.7,93.8,99.0,101.9,101.5,102.9,106.6,104.0
Total Assets,"6,019","4,861","5,043","5,045","4,428","4,958","5,760","6,201",,,"5,265","5,534","5,760","5,713","6,464","6,558","6,201","6,519","6,702","7,346"
Accounts Payable,"2,274","1,191",802.0,804.4,"1,245","1,684","1,709","1,648",,,"1,621","1,475","1,709","1,556","1,927","1,817","1,648","1,956","1,945","2,263"
Accrued Expenses,96.0,97.6,135.2,181.2,197.5,225.5,385.9,432.2,,,2.17,3.10,385.9,425.5,469.4,524.9,432.2,464.5,478.3,552.7
Debt Due,"2,244","2,611","2,574","2,428","1,258","1,219","1,640","1,751",,,"1,491","1,778","1,640","1,599","1,987","1,974","1,751","1,609","1,852","1,998"
Total Current Liabilities,"4,711","4,026","3,637","3,520","2,798","3,201","3,847","3,970",,,"3,502","3,698","3,847","3,711","4,512","4,476","3,970","4,191","4,453","4,995"
Long Term Debt,1.29,,,,,,,,,,,,,,,,,,,
Total Liabilities,"4,739","4,057","3,673","3,558","2,841","3,249","3,894","4,025",,,"3,554","3,752","3,894","3,760","4,564","4,531","4,025","4,249","4,529","5,074"
Common Stock,211.2,233.5,350.2,350.2,350.2,350.2,350.2,350.2,,,350.2,350.2,350.2,350.2,350.2,350.2,350.2,350.2,350.2,350.2
Additional Paid-In Capital,170.9,176.7,435.4,435.4,435.4,435.4,435.4,435.4,,,435.4,435.4,435.4,435.4,435.4,435.4,435.4,435.4,435.4,435.4
Retained Earnings (Accumulated Deficit),897.5,393.6,583.8,702.3,801.1,923.5,"1,080","1,390",,,925.5,996.1,"1,080","1,168","1,114","1,242","1,390","1,484","1,387","1,486"
Shareholders' Equity,"1,280",803.8,"1,369","1,488","1,587","1,709","1,866","2,176",,,"1,711","1,782","1,866","1,953","1,900","2,027","2,176","2,270","2,173","2,272"
Cash from Operating Activities,-835.2,-305.5,-243.5,365.3,"1,407",310.5,-216.1,87.3,,,-72.6,-228.9,129.4,49.9,-279.5,62.4,254.5,73.8,-11.7,-95.2
Cash from Investing Activities,-116.9,-42.9,1.49,-28.7,-151.0,-18.4,38.7,41.0,,,2.30,17.4,17.9,18.0,22.0,1.67,-0.70,1.33,-2.71,5.89
Cash from Financing Activities,"1,095",241.0,238.1,-301.4,"-1,305",-193.7,236.5,-87.4,,,-50.9,272.1,-149.4,-49.2,219.1,-25.0,-232.3,-151.5,40.3,133.4
Net Change in Cash,142.6,-107.4,-3.97,35.2,-59.7,98.4,59.1,40.9,,,-121.2,60.6,-2.14,18.7,-38.5,39.1,21.6,-76.4,26.0,44.1
Free Cashflows,-939.8,-349.6,-264.0,345.0,"1,377",283.7,-217.0,86.2,,,-72.9,-229.1,129.1,49.8,-279.8,62.0,254.3,73.7,-16.0,-95.3
Free Cashflow per Share,-4.05,-1.50,-0.75,0.99,3.93,0.81,-0.62,0.25,,,-0.21,-0.65,0.37,0.14,-0.80,0.18,0.73,0.21,-0.046,-0.27
