,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,11.3%,18.3%,17.0%,24.3%,23.5%,15.4%,21.1%,40.2%,,,34.5%,15.8%,21.2%,17.4%,26.8%,20.6%,141.1%,18.1%,16.6%,18.9%
Current Ratio,0.88,1.55,1.70,2.04,2.10,2.12,1.91,1.22,,,1.96,1.89,1.91,1.76,1.51,1.26,1.22,1.20,1.17,1.22
Quick Ratio,0.14,0.25,0.25,0.44,0.39,0.39,0.35,0.20,,,0.25,0.25,0.35,0.22,0.19,0.15,0.20,0.13,0.11,0.14
Days Inventory Outstanding,238.6,252.4,255.5,281.3,326.6,300.2,240.2,240.6,,,262.1,260.1,238.4,249.5,265.6,278.5,272.1,261.7,280.1,297.5
Days Sale Outstanding,36.9,35.7,41.8,52.4,50.4,44.5,37.9,39.1,,,25.9,28.0,37.9,28.0,30.9,29.9,39.1,23.6,22.4,30.5
Days Payable Outstanding,54.9,52.7,44.0,38.1,41.5,42.8,40.1,39.6,,,37.3,35.0,37.2,42.1,41.6,44.4,43.7,38.0,38.9,46.0
Cash Conversion Cycle,217.0,239.7,255.6,293.6,336.6,300.8,240.8,241.0,,,253.8,252.3,232.0,240.9,253.6,261.3,267.2,257.4,264.0,272.7
Debt to Asset Ratio,0.51,0.54,0.58,0.51,0.48,0.44,0.38,0.43,,,0.39,0.39,0.38,0.39,0.43,0.43,0.43,0.42,0.43,0.44
Debt to Equity Ratio,1.02,1.16,1.38,1.04,0.92,0.79,0.62,0.74,,,0.65,0.65,0.62,0.65,0.74,0.75,0.74,0.72,0.75,0.77
Interest Coverage Ratio,3.58,2.01,1.72,5.87,9.37,9.68,10.8,7.12,,,8.73,7.50,16.1,5.29,1.14,9.66,12.7,1.64,0.60,10.2
Cash and Short Term Investments,108.7,37.2,251.5,94.3,117.2,92.8,95.0,90.2,,,53.3,74.5,95.0,77.6,76.8,68.8,90.2,70.9,67.3,47.3
"Total Receivables, Net",209.0,198.5,228.3,299.9,275.8,250.2,224.0,217.6,,,159.0,166.9,224.0,157.2,173.2,169.1,217.6,130.7,119.1,159.5
Total Inventory,"1,012",941.3,"1,076",988.3,"1,051",993.1,872.3,997.5,,,"1,003",979.6,872.3,983.2,"1,044","1,098",997.5,"1,013","1,020","1,107"
Total Current Assets,"1,354","1,220","1,560","1,387","1,470","1,360","1,230","1,336",,,"1,239","1,246","1,230","1,281","1,381","1,384","1,336","1,248","1,231","1,345"
"Property/Plant/Equipment, Total - Net","1,872","1,889","1,799","1,745","1,699","1,639","1,791","1,896",,,"1,805","1,787","1,791","1,804","1,813","1,866","1,896","1,897","1,904","1,871"
Total Assets,"3,280","3,193","3,388","3,157","3,191","3,026","3,053","3,266",,,"3,071","3,061","3,053","3,117","3,227","3,283","3,266","3,175","3,164","3,244"
Accounts Payable,216.0,192.3,154.8,125.2,133.9,157.9,154.0,153.6,,,131.8,134.8,154.0,158.9,158.5,182.8,153.6,138.2,144.3,184.8
Accrued Expenses,55.3,54.7,79.1,77.5,82.2,97.5,86.7,77.5,,,70.3,90.1,86.7,60.0,95.0,96.7,77.5,54.2,72.1,89.9
Debt Due,"1,177",431.2,577.8,375.9,414.8,307.8,300.8,767.3,,,330.8,320.8,300.8,375.8,545.8,737.3,767.3,766.6,761.6,773.1
Total Current Liabilities,"1,531",788.5,918.0,678.6,699.5,642.0,644.1,"1,093",,,632.5,658.1,644.1,726.4,911.4,"1,097","1,093","1,039","1,050","1,100"
Long Term Debt,46.4,750.2,929.7,772.0,626.0,464.7,235.4,3.03,,,299.8,267.6,235.4,203.2,171.0,5.24,3.03,1.52,0.75,
Total Liabilities,"1,658","1,718","1,965","1,607","1,525","1,331","1,170","1,393",,,"1,213","1,207","1,170","1,226","1,378","1,407","1,393","1,333","1,358","1,414"
Common Stock,213.3,213.3,213.3,213.3,213.3,213.3,213.3,213.3,,,213.3,213.3,213.3,213.3,213.3,213.3,213.3,213.3,213.3,213.3
Additional Paid-In Capital,302.8,302.8,302.8,302.8,302.8,302.8,302.8,302.8,,,302.8,302.8,302.8,302.8,302.8,302.8,302.8,302.8,302.8,302.8
Retained Earnings (Accumulated Deficit),765.1,686.0,634.0,681.0,783.2,825.1,840.0,831.4,,,816.0,811.4,840.0,848.5,807.3,834.4,831.4,800.7,766.5,791.3
Shareholders' Equity,"1,622","1,475","1,423","1,550","1,666","1,695","1,883","1,873",,,"1,859","1,854","1,883","1,891","1,850","1,876","1,873","1,843","1,807","1,830"
Cash from Operating Activities,163.4,255.0,53.8,280.4,330.7,452.2,404.2,62.2,,,34.7,94.0,130.5,-39.4,-38.5,62.7,77.4,27.7,60.1,-9.45
Cash from Investing Activities,-135.0,-204.7,-100.0,-31.6,-124.7,-109.5,-93.1,-248.1,,,-6.79,-24.7,-52.8,-15.8,-62.4,-90.0,-79.9,-40.5,-38.9,-15.1
Cash from Financing Activities,-34.3,-122.2,260.8,-406.6,-183.1,-368.5,-308.4,182.2,,,-24.7,-48.1,-57.5,38.2,100.0,20.1,23.9,-6.60,-23.2,6.18
Net Change in Cash,-5.04,-71.5,214.3,-157.2,22.9,-24.4,2.24,-4.76,,,3.13,21.2,20.5,-17.4,-0.75,-8.04,21.5,-19.4,-3.58,-20.0
Free Cashflows,29.6,70.9,-44.7,249.0,205.8,347.4,312.9,-182.8,,,28.2,68.6,79.6,-54.6,-99.5,-24.5,-4.13,-12.2,22.4,-23.7
Free Cashflow per Share,1.39,3.33,-2.10,11.7,9.65,16.3,14.7,-8.57,,,1.32,3.21,3.73,-2.56,-4.66,-1.15,-0.19,-0.57,1.05,-1.11
