,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Inventory,610.5,705.0,684.6,829.5,773.7,729.5,883.3,870.7,,,798.5,815.1,883.3,903.3,898.1,882.1,870.7,835.2,877.2,910.5
Total Current Assets,842.2,"1,063","1,069","1,243","1,288","1,309","1,381","1,381",,,"1,277","1,219","1,381","1,427","1,346","1,345","1,381","1,450","1,472","1,347"
"Property/Plant/Equipment, Total - Net",906.3,925.8,871.1,889.0,883.2,"1,199","1,172","1,091",,,"1,193","1,172","1,172","1,162","1,137","1,109","1,091","1,069","1,047","1,117"
Total Assets,"1,839","2,084","2,022","2,205","2,250","2,591","2,637","2,560",,,"2,562","2,484","2,637","2,682","2,575","2,551","2,560","2,608","2,614","2,575"
Accounts Payable,77.3,103.2,128.0,224.4,157.0,232.9,127.8,107.4,,,194.4,120.3,127.8,109.8,105.2,97.4,107.4,103.9,120.2,132.5
Accrued Expenses,35.0,51.5,56.2,80.7,71.7,43.6,38.5,42.8,,,57.6,75.4,38.5,58.0,63.3,78.9,42.8,53.9,42.3,54.5
Debt Due,178.0,227.2,75.6,90.0,82.7,257.4,428.7,334.7,,,361.7,352.2,428.7,321.3,336.3,370.4,334.7,318.1,413.9,337.9
Total Current Liabilities,318.8,417.8,306.7,440.1,373.5,653.0,665.2,516.2,,,699.3,607.8,665.2,549.1,559.1,571.0,516.2,510.5,608.7,604.8
Long Term Debt,1.61,0.67,,,,11.2,63.2,148.4,,,10.8,25.1,63.2,209.0,190.6,169.0,148.4,125.4,108.6,94.1
Total Liabilities,364.9,467.3,357.6,487.0,450.6,735.2,789.3,722.3,,,782.8,694.8,789.3,816.4,809.3,800.1,722.3,689.7,786.1,769.0
Common Stock,471.1,472.3,473.3,474.3,474.3,474.3,474.3,474.3,,,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3,474.3
Additional Paid-In Capital,478.5,479.7,480.7,481.7,481.7,481.7,481.7,481.7,,,481.8,481.8,481.7,481.8,481.8,481.8,481.7,481.8,481.8,481.8
Retained Earnings (Accumulated Deficit),357.1,497.4,542.8,594.3,675.6,732.2,724.4,713.6,,,655.5,665.1,724.4,742.2,642.2,626.8,713.6,794.1,704.1,681.4
Shareholders' Equity,"1,475","1,617","1,665","1,718","1,799","1,856","1,848","1,837",,,"1,779","1,789","1,848","1,866","1,766","1,751","1,837","1,918","1,828","1,806"
Cash from Operating Activities,181.9,108.5,399.0,285.6,377.7,470.4,158.4,245.2,,,30.5,16.5,30.5,39.9,29.3,71.8,104.3,164.9,58.3,49.6
Cash from Investing Activities,-230.5,-149.8,-94.5,-159.8,-128.5,-426.0,-159.9,-130.1,,,-59.3,-33.8,-32.9,-48.0,-27.0,-31.7,-23.4,-28.7,-24.4,-69.7
Cash from Financing Activities,19.4,-2.06,-265.6,-137.6,-157.8,1.10,21.1,-171.4,,,-54.1,-37.3,114.5,35.7,-134.8,-15.5,-56.8,-36.3,-25.7,-136.2
Net Change in Cash,-29.2,-43.4,39.0,-11.8,91.4,45.5,19.6,-56.3,,,-82.9,-54.7,112.0,27.5,-132.6,24.7,24.1,100.1,8.49,-156.2
Free Cashflows,-46.4,-25.9,325.1,127.4,284.1,60.7,9.31,124.4,,,-28.2,-9.01,-3.63,-7.54,0.98,48.5,82.5,138.2,33.4,-17.2
Free Cashflow per Share,-0.099,-0.055,0.69,0.27,0.60,0.13,0.020,0.26,,,-0.059,-0.019,-0.008,-0.016,0.002,0.10,0.17,0.29,0.071,-0.036
