,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,38.1%,20.4%,16.8%,15.7%,-4.2%,1.2%,-1.1%,18.6%,,,-2055.9%,11.7%,33.1%,18.1%,37.9%,19.4%,14.2%,18.8%,15.1%,18.9%
Current Ratio,1.36,1.00,0.84,0.76,0.59,0.56,0.53,0.51,,,0.53,0.55,0.53,0.50,0.50,0.53,0.51,0.52,0.51,0.51
Quick Ratio,0.22,0.19,0.18,0.21,0.13,0.12,0.13,0.13,,,0.10,0.13,0.13,0.11,0.12,0.11,0.13,0.11,0.12,0.13
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,57.6,65.1,59.1,65.6,59.2,54.2,63.2,59.2,,,47.7,66.1,63.2,51.8,53.9,53.2,59.2,52.7,55.3,60.3
Days Payable Outstanding,,0.76,2.38,1.95,0.047,0.86,1.13,0.22,,,2.80,2.31,1.02,0.24,0.012,0.096,0.084,0.050,0.26,0.80
Cash Conversion Cycle,12.8,-0.76,-4.04,10.9,10.7,1.89,3.53,0.68,,,-2.85,-1.57,0.022,0.51,0.010,0.48,0.86,0.28,-0.31,-0.85
Debt to Asset Ratio,0.79,0.77,0.78,0.75,0.76,0.77,0.77,0.78,,,0.77,0.77,0.77,0.76,0.78,0.77,0.78,0.77,0.78,0.79
Debt to Equity Ratio,3.83,3.39,3.63,2.93,3.19,3.39,3.47,3.56,,,3.38,3.45,3.47,3.19,3.52,3.31,3.56,3.38,3.62,3.87
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,668.7,619.0,569.8,333.1,584.8,483.9,518.8,461.1,,,591.0,568.4,518.8,474.4,542.9,500.9,461.1,553.0,545.9,559.1
"Total Receivables, Net",311.0,398.9,387.4,479.5,426.3,423.0,491.0,527.5,,,366.1,509.5,491.0,419.2,443.6,462.2,527.5,486.5,542.2,608.3
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"1,890","2,084","1,846","1,716","1,933","1,985","2,017","2,132",,,"1,883","2,093","2,017","1,828","1,921","2,181","2,132","2,184","2,280","2,448"
"Property/Plant/Equipment, Total - Net",227.9,219.0,223.0,241.4,277.5,288.1,292.1,317.2,,,281.9,284.2,292.1,286.9,286.4,299.4,317.2,319.1,320.9,331.6
Total Assets,"3,494","4,196","4,263","4,330","4,590","4,854","5,222","5,649",,,"4,856","5,196","5,222","5,108","5,256","5,635","5,649","5,832","6,100","6,401"
Accounts Payable,,3.47,21.4,0.58,,11.3,3.13,0.024,,,19.3,9.89,3.13,,0.16,1.16,0.024,0.71,3.30,9.86
Accrued Expenses,161.4,222.8,169.9,177.3,127.5,135.3,152.8,195.0,,,130.2,121.4,152.8,134.3,140.5,127.4,195.0,155.5,207.3,194.9
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,"1,387","2,076","2,201","2,254","3,279","3,555","3,792","4,142",,,"3,522","3,802","3,792","3,677","3,808","4,109","4,142","4,240","4,474","4,760"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"2,771","3,239","3,341","3,229","3,495","3,749","4,039","4,397",,,"3,731","4,014","4,039","3,875","4,081","4,315","4,397","4,488","4,767","5,074"
Common Stock,151.5,151.5,151.5,151.5,303.0,303.0,303.0,303.0,,,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0
Additional Paid-In Capital,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,,,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8,163.8
Retained Earnings (Accumulated Deficit),306.5,507.3,541.0,671.5,528.5,545.2,558.5,651.6,,,548.0,567.6,558.5,608.2,579.4,683.0,651.6,711.9,692.6,680.1
Shareholders' Equity,723.5,956.8,921.6,"1,101","1,095","1,105","1,165","1,236",,,"1,104","1,163","1,165","1,216","1,158","1,304","1,236","1,328","1,318","1,312"
Cash from Operating Activities,211.7,368.0,543.9,76.5,259.0,-50.6,80.6,66.8,,,106.4,-43.8,-6.55,23.6,112.9,-101.1,31.4,101.8,53.7,-95.7
Cash from Investing Activities,71.9,-485.0,-583.8,-122.2,-59.1,-32.2,-50.5,-56.4,,,-25.6,-8.02,-14.5,-0.99,-11.5,-18.9,-25.0,-8.08,-8.38,-16.1
Cash from Financing Activities,-50.0,-22.7,-65.1,-48.5,-16.8,-15.1,-15.1,-21.2,,,-15.1,0.00,0.00,,-21.2,0.00,0.00,,-60.6,0.00
Net Change in Cash,233.6,-139.7,-105.0,-94.1,183.1,-97.9,11.7,-10.9,,,64.5,-52.9,-22.2,22.6,80.3,-120.1,6.28,93.7,-15.3,-111.9
Free Cashflows,188.2,343.3,511.2,32.4,199.1,-82.9,53.2,17.8,,,104.0,-52.0,-20.9,22.6,107.7,-120.2,7.66,93.8,45.6,-110.6
Free Cashflow per Share,0.62,1.13,1.69,0.11,0.66,-0.27,0.18,0.059,,,0.34,-0.17,-0.069,0.075,0.36,-0.40,0.025,0.31,0.15,-0.37
