,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Accrued Expenses,28.4,32.7,24.0,23.4,30.4,27.9,25.5,29.5,,,21.4,27.8,25.5,29.0,27.4,30.9,29.5,29.2,22.9,28.4
Debt Due,0.00,0.00,0.75,0.80,0.85,1.39,0.84,0.52,,,1.26,1.09,0.84,0.69,0.59,0.54,0.52,0.53,0.00,0.00
Total Current Liabilities,327.9,430.8,359.7,302.0,257.4,292.5,344.4,328.8,,,323.4,400.9,344.4,399.6,380.8,309.7,328.8,276.3,242.2,226.4
Long Term Debt,,,2.92,2.13,1.28,2.28,1.40,0.87,,,1.73,1.54,1.40,1.27,1.14,1.01,0.87,0.74,,
Total Liabilities,339.8,444.4,379.0,323.8,280.5,317.8,369.1,355.9,,,349.1,427.5,369.1,424.7,406.8,335.9,355.9,304.2,276.7,262.2
Common Stock,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,,,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5
Additional Paid-In Capital,233.4,233.4,233.4,233.4,233.4,233.4,233.4,233.4,,,233.4,233.4,233.4,233.4,233.4,233.4,233.4,233.4,233.4,233.4
Retained Earnings (Accumulated Deficit),255.8,282.0,254.6,255.7,292.6,313.4,254.7,178.8,,,244.6,238.2,254.7,235.4,202.6,188.7,178.8,176.5,125.7,138.7
Shareholders' Equity,610.7,636.8,609.5,610.5,647.5,668.2,609.6,533.7,,,599.4,593.0,609.6,590.2,557.4,543.5,533.7,531.4,480.6,493.6
Cash from Operating Activities,77.9,124.6,76.3,13.5,126.7,114.2,-14.5,-69.2,,,-2.65,-12.5,-6.20,-2.60,-47.1,-13.4,-6.10,-21.4,10.4,37.1
Cash from Investing Activities,-99.5,-11.7,-46.7,-20.1,-12.7,-11.0,213.3,-9.58,,,20.0,42.1,152.8,-1.14,-0.48,-1.02,-6.94,-6.56,-0.67,-5.14
Cash from Financing Activities,-49.0,-79.6,-62.7,-31.1,-25.1,-50.5,-122.9,-37.3,,,-61.1,-0.35,-61.1,-0.28,-36.7,-0.18,-0.15,-0.13,-55.9,0.00
Net Change in Cash,-70.5,33.3,-33.0,-37.7,88.9,52.6,75.9,-116.1,,,-43.8,29.3,85.4,-4.04,-84.2,-14.7,-13.2,-28.1,-46.4,32.1
Free Cashflows,61.5,111.8,27.3,-7.14,113.2,101.7,-34.6,-79.9,,,-6.67,-17.8,-15.2,-4.11,-48.1,-14.6,-13.1,-27.6,7.80,31.8
Free Cashflow per Share,0.51,0.92,0.22,-0.059,0.93,0.84,-0.29,-0.66,,,-0.055,-0.15,-0.13,-0.034,-0.40,-0.12,-0.11,-0.23,0.064,0.26
