,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total","1,484","1,622","1,685","1,567","1,468","1,417","1,343","1,174",,,353.0,329.2,314.6,301.5,306.0,294.3,272.3,280.8,294.2,257.9
Operating Income,294.1,236.3,87.6,129.0,118.9,42.2,-5.28,34.2,,,34.3,-22.3,-17.9,0.19,58.5,-25.4,-1.95,-9.92,48.5,-0.90
Net Income,225.2,209.1,72.3,86.4,70.9,12.4,-25.7,14.6,,,20.1,-24.8,-19.4,-3.59,48.4,-32.1,0.54,-12.4,33.7,-5.74
EBITDA,415.3,363.1,219.0,269.7,252.6,172.6,116.3,144.7,,,65.5,8.43,10.3,28.9,86.6,2.15,24.9,15.5,73.0,23.5
Gross Profit Margin,32.1%,32.6%,33.1%,34.2%,34.9%,34.0%,35.5%,35.7%,,,36.7%,34.3%,35.6%,35.0%,39.0%,33.1%,35.2%,34.5%,38.4%,37.0%
Operating Margin,5.3%,4.1%,1.6%,2.6%,2.6%,1.0%,-0.1%,1.0%,,,3.3%,-2.5%,-2.1%,0.0%,6.3%,-3.1%,-0.3%,-1.3%,5.4%,-0.1%
Net Profit Margin,4.1%,3.7%,1.4%,1.7%,1.6%,0.3%,-0.7%,0.4%,,,1.9%,-2.8%,-2.3%,-0.4%,5.2%,-4.0%,0.1%,-1.6%,3.8%,-0.8%
Return on Assets,9.6%,8.2%,2.8%,3.2%,2.6%,0.5%,-1.0%,0.6%,,,-0.1%,-0.6%,-1.0%,-1.0%,0.0%,-0.2%,0.5%,0.2%,-0.4%,0.6%
Return on Equity,33.7%,23.9%,7.9%,9.4%,7.7%,1.4%,-2.2%,1.2%,,,2.2%,-2.8%,-1.7%,-0.3%,4.0%,-2.7%,0.0%,-1.1%,2.9%,-0.5%
Return on Total Capital,30.7%,22.0%,7.3%,6.1%,5.3%,1.0%,-2.1%,1.1%,,,-0.2%,-1.3%,-2.1%,-2.0%,0.0%,-0.5%,1.0%,0.3%,-0.8%,1.2%
SG&A to Sale,26.8%,28.4%,31.5%,31.6%,32.3%,33.1%,35.6%,34.7%,,,33.5%,36.8%,37.8%,35.0%,32.7%,36.3%,35.4%,35.8%,32.9%,37.1%
Depreciation & Amortisation,121.3,126.8,131.5,140.8,133.8,130.4,121.6,110.6,,,31.2,30.7,28.2,28.7,28.0,27.6,26.8,25.5,24.4,24.4
Tax Rate,27.7%,18.1%,17.9%,19.9%,17.9%,9.8%,16.5%,-8.7%,,,11.6%,5.5%,13.6%,26.1%,5.0%,-8.9%,130.6%,15.5%,12.2%,-0.2%
Current Ratio,0.82,0.69,0.47,0.73,0.71,0.67,0.52,0.60,,,0.63,0.61,0.52,0.65,0.69,0.61,0.60,0.62,0.67,0.59
Quick Ratio,0.19,0.17,0.081,0.32,0.23,0.15,0.075,0.064,,,0.21,0.12,0.075,0.14,0.21,0.11,0.064,0.11,0.19,0.11
Days Inventory Outstanding,38.5,38.9,40.8,43.6,47.9,54.3,60.1,58.6,,,56.4,50.3,51.8,55.5,58.7,58.9,60.3,63.1,62.1,60.7
Days Sale Outstanding,8.55,6.53,6.80,6.20,5.62,7.18,7.57,6.72,,,17.7,9.70,7.57,13.0,21.1,11.2,6.72,13.1,20.5,10.6
Days Payable Outstanding,117.8,122.6,122.8,116.6,111.4,113.8,128.3,126.7,,,124.0,123.8,123.8,128.7,137.8,131.8,122.2,125.8,132.7,128.7
Cash Conversion Cycle,-80.9,-74.0,-68.5,-55.4,-51.7,-56.0,-52.5,-52.1,,,-54.5,-53.4,-59.7,-66.6,-60.8,-48.1,-48.9,-57.3,-54.3,-39.9
Debt to Asset Ratio,0.70,0.64,0.63,0.65,0.62,0.63,0.55,0.51,,,0.62,0.61,0.55,0.56,0.54,0.51,0.51,0.53,0.53,0.49
Debt to Equity Ratio,2.59,1.93,1.79,1.97,1.73,1.84,1.29,1.11,,,1.76,1.68,1.29,1.35,1.26,1.14,1.11,1.22,1.19,1.02
Interest Coverage Ratio,66.0,50.1,13.7,6.79,4.19,1.77,,2.30,,,6.40,,,0.045,15.3,,,,14.6,
Cash and Short Term Investments,749.2,515.3,182.2,428.8,321.0,256.9,164.7,139.5,,,178.2,155.3,164.7,158.2,155.6,98.1,139.5,120.4,156.0,65.8
"Total Receivables, Net",129.7,102.1,99.7,84.3,69.9,84.3,78.1,62.2,,,199.0,106.3,78.1,130.3,203.8,105.6,62.2,118.7,182.6,91.0
Total Inventory,407.1,413.6,387.3,392.8,383.0,458.4,342.0,355.5,,,373.2,348.1,342.0,374.1,350.8,362.3,355.5,379.3,337.2,328.0
Total Current Assets,"1,318","1,088",698.1,926.3,800.9,834.1,671.0,591.8,,,780.3,695.7,671.0,756.5,792.3,591.1,591.8,658.5,717.2,529.3
"Property/Plant/Equipment, Total - Net",844.5,"1,252","1,613","1,606","1,529","1,491","1,845","1,777",,,"1,522","1,464","1,845","1,827","1,812","1,796","1,777","1,759","1,747","1,739"
Total Assets,"2,459","2,628","2,599","2,802","2,589","2,589","2,740","2,574",,,"2,560","2,416","2,740","2,801","2,816","2,595","2,574","2,617","2,662","2,462"
Accounts Payable,"1,314","1,269","1,140",946.8,857.0,905.6,803.0,704.9,,,929.9,844.9,803.0,856.2,847.0,749.4,704.9,760.3,770.9,640.2
Accrued Expenses,178.6,160.8,104.4,105.0,92.0,95.4,91.8,107.2,,,84.0,90.1,91.8,84.1,86.9,98.2,107.2,78.2,75.5,83.6
Debt Due,14.7,32.7,131.6,87.9,92.5,99.7,283.2,66.4,,,127.1,124.5,283.2,94.8,66.9,66.4,66.4,123.2,104.3,91.7
Total Current Liabilities,"1,611","1,565","1,499","1,264","1,130","1,244","1,300",979.4,,,"1,243","1,140","1,300","1,171","1,142",974.4,979.4,"1,068","1,078",893.9
Long Term Debt,64.6,74.7,75.8,499.8,411.9,318.3,56.8,204.8,,,249.4,234.3,56.8,250.2,235.0,219.9,204.8,180.6,164.2,149.1
Total Liabilities,"1,729","1,691","1,629","1,816","1,595","1,628","1,496","1,309",,,"1,578","1,462","1,496","1,560","1,519","1,329","1,309","1,396","1,400","1,204"
Common Stock,323.9,356.3,391.9,391.9,391.9,391.9,391.9,391.9,,,391.9,391.9,391.9,391.9,391.9,391.9,391.9,391.9,391.9,391.9
Additional Paid-In Capital,149.4,149.4,149.4,149.4,149.4,149.4,149.4,149.4,,,149.4,149.4,149.4,149.4,149.4,149.4,149.4,149.4,149.4,149.4
Retained Earnings (Accumulated Deficit),179.4,240.5,238.2,249.5,250.8,214.3,185.1,252.9,,,229.2,204.5,185.1,181.8,231.8,245.6,252.9,224.7,258.5,253.1
Shareholders' Equity,668.2,875.6,909.9,920.3,922.5,883.2,"1,155","1,176",,,897.8,873.0,"1,155","1,152","1,202","1,169","1,176","1,148","1,181","1,176"
Cash from Operating Activities,480.3,242.9,61.3,53.9,100.2,156.9,106.9,45.1,,,143.4,8.46,44.1,-20.5,53.6,-58.0,70.4,-47.3,77.8,-44.6
Cash from Investing Activities,-401.1,-330.1,-330.3,-425.7,80.8,6.01,-36.9,26.8,,,-32.1,26.0,-8.33,-7.45,-11.7,51.6,-6.10,-6.64,-30.2,1.24
Cash from Financing Activities,-228.9,-136.2,82.3,314.2,-152.0,-135.5,-83.2,-78.3,,,-84.6,-21.2,-18.8,4.90,-44.9,-15.4,-22.9,34.9,-35.1,-29.8
Net Change in Cash,-149.7,-223.4,-186.7,-57.6,29.0,27.4,-13.2,-6.40,,,26.6,13.2,17.0,-23.1,-2.99,-21.7,41.4,-19.1,12.6,-73.1
Free Cashflows,480.3,242.9,61.3,-73.0,36.4,75.6,-25.4,4.03,,,133.2,-5.31,17.7,-31.9,42.1,-67.9,62.2,-54.5,69.8,-62.9
Free Cashflow per Share,1.23,0.62,0.16,-0.19,0.093,0.19,-0.065,0.010,,,0.34,-0.014,0.045,-0.081,0.11,-0.17,0.16,-0.14,0.18,-0.16
