,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Assets,4.4%,3.7%,4.3%,6.8%,31.7%,17.1%,13.0%,2.6%,,,14.2%,15.4%,13.1%,8.1%,6.9%,4.6%,2.4%,4.0%,7.2%,9.8%
Return on Equity,14.4%,14.5%,15.9%,20.2%,49.2%,25.6%,19.8%,4.6%,,,2.7%,3.2%,4.3%,2.4%,1.0%,0.1%,1.1%,5.8%,8.1%,5.5%
Return on Total Capital,8.1%,9.4%,11.1%,14.6%,41.0%,24.0%,19.5%,4.5%,,,21.7%,22.8%,19.5%,12.3%,11.4%,8.4%,4.5%,7.8%,14.7%,20.1%
SG&A to Sale,3.2%,1.9%,2.3%,1.7%,3.1%,5.4%,4.7%,4.9%,,,3.5%,6.3%,6.1%,6.1%,6.0%,5.2%,3.3%,4.2%,2.8%,3.5%
Depreciation & Amortisation,405.2,418.9,434.4,493.2,571.9,825.7,"1,007","1,001",,,245.9,241.2,275.0,239.9,248.9,267.5,245.0,228.7,215.1,150.0
Tax Rate,34.2%,16.1%,12.4%,13.2%,18.6%,17.3%,12.7%,28.8%,,,13.6%,14.7%,-2.4%,11.9%,31.4%,81.9%,36.1%,12.8%,7.3%,15.4%
Current Ratio,1.34,1.19,1.18,1.26,2.14,1.48,1.49,1.25,,,1.60,1.50,1.49,1.51,1.27,1.21,1.25,1.25,1.26,1.32
Quick Ratio,0.46,0.48,0.33,0.60,0.78,0.50,0.58,0.41,,,0.63,0.59,0.58,0.45,0.50,0.43,0.41,0.40,0.42,0.47
Days Inventory Outstanding,81.8,65.4,92.7,53.2,37.2,57.0,58.2,81.0,,,74.2,55.6,58.0,73.0,90.3,99.6,102.2,108.6,109.6,100.1
Days Sale Outstanding,59.1,51.3,42.6,32.1,31.7,47.4,46.8,61.9,,,44.1,45.2,46.8,43.2,63.0,67.3,61.9,61.7,64.6,56.6
Days Payable Outstanding,31.6,25.5,17.7,8.68,14.6,14.1,15.1,37.7,,,36.5,24.3,26.5,33.2,39.9,41.9,42.2,50.9,69.4,75.7
Cash Conversion Cycle,72.9,89.2,128.6,77.7,54.5,105.4,71.7,89.2,,,92.5,77.8,74.3,87.4,103.4,117.8,116.5,111.0,78.1,90.9
Debt to Asset Ratio,0.71,0.73,0.71,0.60,0.37,0.37,0.34,0.48,,,0.32,0.34,0.34,0.35,0.41,0.48,0.48,0.50,0.53,0.49
Debt to Equity Ratio,2.76,3.08,2.74,1.51,0.61,0.60,0.51,0.95,,,0.47,0.51,0.51,0.55,0.69,0.92,0.95,1.01,1.15,0.96
Interest Coverage Ratio,2.27,1.65,5.00,4.69,41.5,33.9,21.3,5.98,,,9.87,13.4,14.0,10.3,4.53,9.91,2.05,14.3,11.4,16.4
Cash and Short Term Investments,"1,002",739.6,495.4,277.0,"1,354","1,333","1,025","1,104",,,904.1,"1,087","1,025","1,572",674.8,847.0,"1,104","1,706","1,513","1,627"
"Total Receivables, Net","3,609","5,309","3,961","4,018","3,229","3,146","3,624","4,686",,,"3,452","3,579","3,624","2,977","3,925","4,538","4,686","4,977","6,098","5,725"
Total Inventory,"5,756","7,048","9,349","3,818","2,403","3,770","3,892","7,322",,,"3,715","3,747","3,892","4,936","4,827","6,834","7,322","8,470","10,325","8,134"
Total Current Assets,"10,587","13,322","14,219","8,409","8,807","9,361","9,254","14,390",,,"8,715","9,083","9,254","10,017","10,066","12,689","14,390","15,470","18,457","16,030"
"Property/Plant/Equipment, Total - Net","4,248","4,596","5,247","5,653","7,076","8,690","8,559","8,128",,,"8,463","8,432","8,559","8,213","8,492","8,136","8,128","7,980","7,760","7,845"
Total Assets,"15,686","18,670","20,274","15,145","16,869","19,503","19,513","24,253",,,"18,745","19,104","19,513","19,946","20,296","22,547","24,253","25,218","27,936","25,571"
Accounts Payable,"3,099","1,894","1,238",911.2,"1,530",,"1,989","3,229",,,"1,765","1,496","1,989","2,024","2,289","2,610","3,229","4,179","7,729","6,239"
Accrued Expenses,197.2,238.8,254.7,319.9,503.0,620.8,124.6,78.9,,,358.8,390.8,124.6,454.1,410.4,526.8,78.9,587.1,768.0,763.7
Debt Due,"4,277","8,842","10,112","4,882",475.5,"1,846","2,352","7,068",,,"2,191","3,358","2,352","3,655","4,383","6,512","7,068","6,719","5,682","4,712"
Total Current Liabilities,"7,916","11,153","12,094","6,683","4,119","6,312","6,225","11,480",,,"5,443","6,045","6,225","6,655","7,914","10,516","11,480","12,362","14,607","12,185"
Long Term Debt,"3,096","2,405","2,218","2,249","2,073",795.0,219.7,86.9,,,393.0,249.9,219.7,188.8,168.7,94.9,86.9,77.3,64.4,53.7
Total Liabilities,"11,078","13,627","14,383","9,020","6,305","7,238","6,583","11,716",,,"5,975","6,439","6,583","6,987","8,230","10,762","11,716","12,594","14,848","12,424"
Common Stock,"1,525","1,525","1,526","1,533","1,544","1,553","1,562","1,574",,,"1,554","1,561","1,562","1,564","1,565","1,570","1,574","1,575","1,576","1,576"
Additional Paid-In Capital,886.1,886.1,887.8,916.3,969.6,"1,009","1,047","1,118",,,"1,015","1,040","1,047","1,054","1,057","1,091","1,118","1,126","1,131","1,137"
Retained Earnings (Accumulated Deficit),"1,714","2,165","2,844","3,884","8,016","10,046","11,181","10,335",,,"10,695","10,628","11,181","11,485","10,199","10,205","10,335","11,053","11,634","11,715"
Shareholders' Equity,"4,014","4,425","5,242","5,955","10,329","12,154","12,801","12,382",,,"12,654","12,545","12,801","12,814","11,915","11,636","12,382","12,466","12,924","12,982"
Cash from Operating Activities,-230.9,"-3,352",-78.1,"6,764","8,359","4,835","2,355","-2,621",,,"2,021",-174.1,"1,644",-628.5,42.2,"-1,967",-67.9,"1,061","1,585","1,874"
Cash from Investing Activities,-517.2,-652.8,-788.6,-814.1,"-1,602","-2,739","-1,166",-563.7,,,-259.6,-178.7,-619.6,-111.8,-135.3,-83.1,-233.6,-169.5,-149.3,-151.9
Cash from Financing Activities,"1,436","3,740",621.8,"-6,092","-5,623","-2,146","-1,368","3,330",,,"-1,716",541.0,"-1,011","1,325",-791.7,"2,288",509.4,-283.4,"-1,552","-1,596"
Net Change in Cash,701.9,-262.2,-244.2,-218.4,"1,077",-20.3,-307.8,78.3,,,51.9,183.2,-61.9,546.3,-896.8,172.2,256.7,602.1,-193.1,114.6
Free Cashflows,-855.8,"-4,077",-920.3,"5,911","6,699","3,625","1,116","-3,195",,,"1,781",-394.2,"1,041",-726.0,-81.6,"-2,124",-263.7,891.2,"1,440","1,603"
Free Cashflow per Share,-0.56,-2.67,-0.60,3.86,4.34,2.33,0.71,-2.03,,,1.15,-0.25,0.67,-0.46,-0.052,-1.35,-0.17,0.57,0.91,1.02
