,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Assets,3.2%,-5.8%,-11.0%,7.0%,9.1%,5.9%,3.1%,1.9%,-2.6%,,4.4%,3.2%,2.3%,1.6%,1.7%,1.9%,1.2%,0.5%,-2.0%,-2.7%
Return on Equity,4.5%,-8.3%,-17.0%,9.8%,12.5%,8.2%,4.3%,2.6%,-3.6%,,1.1%,0.7%,0.6%,-0.3%,1.3%,1.0%,-0.4%,-1.3%,-2.1%,0.2%
Return on Total Capital,4.5%,-8.3%,-16.4%,9.6%,12.3%,8.1%,4.3%,2.5%,-3.6%,,5.8%,4.3%,3.0%,2.1%,2.3%,2.5%,1.6%,0.7%,-2.6%,-3.6%
SG&A to Sale,3.6%,5.1%,5.2%,3.3%,3.0%,3.2%,3.6%,4.5%,5.6%,,3.5%,3.0%,4.0%,4.3%,5.0%,4.5%,4.6%,4.7%,7.6%,5.5%
Depreciation & Amortisation,652.4,624.4,610.6,480.6,480.6,476.3,422.8,401.0,351.1,,103.9,102.1,104.8,96.9,99.4,99.9,90.2,87.9,90.4,82.7
Tax Rate,25.4%,-1.6%,-1.4%,0.5%,7.0%,23.3%,8.3%,18.6%,-11.5%,,17.3%,-138.3%,24.3%,32.4%,22.4%,14.5%,-26.7%,-1.8%,-6.4%,42.6%
Current Ratio,2.09,1.92,2.09,2.14,2.64,2.71,3.23,3.30,4.09,,3.28,3.23,3.43,3.34,3.08,3.30,3.66,3.64,3.75,4.09
Quick Ratio,0.93,1.00,1.01,1.20,1.17,1.07,1.12,1.08,1.22,,1.09,1.12,1.12,1.17,1.08,1.08,1.08,1.10,1.13,1.22
Days Inventory Outstanding,22.5,28.2,37.5,32.1,33.7,32.2,33.2,32.6,37.0,,33.3,32.4,31.5,31.7,32.6,32.8,34.9,35.8,35.7,36.8
Days Sale Outstanding,45.4,65.3,60.5,62.7,53.4,51.9,50.1,50.4,48.9,,43.8,50.1,48.6,52.2,54.8,50.4,45.0,43.6,45.6,48.9
Days Payable Outstanding,50.9,49.6,51.7,39.8,42.4,41.1,42.6,40.0,39.2,,37.8,37.8,38.7,37.8,40.3,41.2,36.9,32.9,33.5,34.1
Cash Conversion Cycle,37.9,40.0,55.3,38.6,52.3,44.3,49.1,44.8,61.0,,46.7,41.7,44.3,45.9,42.3,45.6,50.2,49.1,47.7,54.8
Debt to Asset Ratio,0.24,0.28,0.30,0.33,0.29,0.29,0.25,0.26,0.24,,0.24,0.25,0.24,0.25,0.27,0.26,0.24,0.24,0.25,0.24
Debt to Equity Ratio,0.32,0.40,0.44,0.49,0.40,0.40,0.34,0.35,0.31,,0.32,0.34,0.32,0.33,0.37,0.35,0.31,0.31,0.33,0.31
Interest Coverage Ratio,161.8,,,34.1,59.6,89.7,70.6,76.1,,,79.0,33.0,83.7,,56.5,180.5,,,,2.11
Cash and Short Term Investments,"1,538",631.7,724.9,624.5,"1,642","2,160","2,471","2,651","2,419",,"2,292","2,471","2,634","2,361","2,508","2,651","2,602","2,370","2,382","2,419"
"Total Receivables, Net","1,951","2,195","1,861","2,829","2,433","2,283","1,933","1,860","1,471",,"1,772","1,933","1,808","1,875","1,976","1,860","1,604","1,516","1,506","1,471"
Total Inventory,848.2,"1,054","1,228","1,522","1,361","1,297","1,147","1,140","1,027",,"1,239","1,147","1,097","1,097","1,164","1,140","1,244","1,147","1,127","1,027"
Total Current Assets,"4,364","4,210","3,855","5,038","5,484","5,802","5,574","5,681","4,950",,"5,357","5,574","5,539","5,334","5,648","5,681","5,450","5,034","5,015","4,950"
"Property/Plant/Equipment, Total - Net","4,253","3,732","3,009","2,770","2,672","2,569","2,389","2,288","2,165",,"2,464","2,389","2,364","2,360","2,370","2,288","2,272","2,245","2,217","2,165"
Total Assets,"8,652","8,156","7,048","7,991","8,296","8,455","8,023","8,048","7,168",,"7,855","8,023","7,961","7,769","8,086","8,048","7,795","7,348","7,293","7,168"
Accounts Payable,"1,666","1,685","1,464","1,949","1,676","1,713","1,426","1,376",920.0,,"1,361","1,426","1,334","1,282","1,513","1,376","1,138","1,055","1,076",920.0
Accrued Expenses,123.7,1.45,,,,142.7,135.4,143.4,120.7,,47.4,135.4,39.0,38.6,46.9,143.4,49.0,43.1,42.0,120.7
Debt Due,0.00,27.8,113.9,80.0,80.2,81.2,48.7,35.7,44.0,,60.1,48.7,40.9,34.0,32.5,35.7,38.1,38.4,45.0,44.0
Total Current Liabilities,"2,087","2,193","1,846","2,349","2,081","2,143","1,726","1,723","1,209",,"1,631","1,726","1,614","1,596","1,834","1,723","1,490","1,384","1,337","1,209"
Long Term Debt,,44.5,173.2,123.2,128.8,78.5,52.7,84.3,98.6,,54.9,52.7,65.0,68.2,73.0,84.3,89.5,87.4,108.8,98.6
Total Liabilities,"2,087","2,318","2,147","2,618","2,383","2,437","2,040","2,075","1,707",,"1,916","2,040","1,946","1,937","2,180","2,075","1,847","1,742","1,800","1,707"
Common Stock,220.0,220.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0
Additional Paid-In Capital,653.7,653.7,653.7,653.7,653.7,653.7,653.7,653.7,653.7,,653.7,653.7,653.7,653.7,653.7,653.7,653.7,653.7,653.7,653.7
Retained Earnings (Accumulated Deficit),"5,846","5,120","4,039","4,510","5,050","5,156","5,121","5,110","4,598",,"5,076","5,121","5,152","4,969","5,043","5,110","5,086","4,743","4,630","4,598"
Shareholders' Equity,"6,565","5,839","4,902","5,372","5,913","6,018","5,984","5,972","5,461",,"5,939","5,984","6,015","5,831","5,906","5,972","5,949","5,606","5,493","5,461"
Cash from Operating Activities,"1,033",-132.9,206.7,376.6,"1,485","1,315",923.9,654.9,214.2,,400.0,244.8,215.3,-16.0,236.8,218.8,-95.1,141.3,69.0,98.9
Cash from Investing Activities,-911.7,-674.1,-102.1,-308.8,-238.1,-312.8,-181.7,-240.1,-109.5,,-44.1,-25.6,-16.2,-55.6,-113.3,-54.9,45.8,-82.8,-36.9,-35.6
Cash from Financing Activities,-518.5,-98.2,-13.4,-168.0,-278.9,-470.2,-392.2,-225.8,-315.5,,-18.1,-22.6,-24.0,-181.4,-8.26,-12.1,-6.27,-283.0,-13.2,-13.0
Net Change in Cash,-390.0,-906.6,93.2,-100.4,"1,017",518.1,311.7,179.7,-232.5,,336.6,179.7,162.9,-273.6,147.5,142.9,-48.8,-232.3,11.9,36.7
Free Cashflows,207.4,-721.7,-216.6,142.8,"1,244","1,004",736.4,406.3,35.3,,356.2,209.9,168.7,-52.8,123.4,166.9,-121.6,61.4,31.9,63.6
Free Cashflow per Share,9.92,-34.5,-10.4,6.83,59.5,48.0,35.2,19.4,1.69,,17.0,10.0,8.07,-2.53,5.91,7.99,-5.82,2.94,1.53,3.04
