,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash and Short Term Investments,"3,520","2,761","2,138","1,293","1,574",175.4,"2,102","2,958","3,452",,"2,635","2,698","2,678","2,958","3,198","3,235","3,501","3,452","3,445","3,473"
"Total Receivables, Net","1,392","1,319","2,170","1,690",914.8,"1,880","1,303","1,408","1,388",,"1,617","1,708","1,478","1,408","1,359","1,371","1,267","1,388","1,172","1,236"
Total Inventory,"1,867","1,755","2,761","2,925","1,408","1,735","1,923","1,441","1,676",,"1,676","1,546","1,518","1,441","1,575","1,658","1,632","1,676","1,439","1,500"
Total Current Assets,"6,855","5,943","7,313","5,962","4,053","3,952","5,426","6,064","6,661",,"6,052","6,059","5,816","6,064","6,348","6,384","6,540","6,661","6,285","6,372"
"Property/Plant/Equipment, Total - Net","3,128","2,993","3,813","3,849","3,246","3,423","3,285","3,112","2,984",,"3,232","3,174","3,121","3,112","3,066","3,010","2,998","2,984","3,028","3,025"
Total Assets,"22,268","21,634","24,298","23,960","20,626","21,272","23,550","25,093","26,119",,"24,775","24,951","25,033","25,093","25,813","25,750","25,904","26,119","25,588","25,172"
Accounts Payable,532.8,408.1,796.4,"1,028",443.6,695.9,974.0,"1,040","1,371",,"1,091",946.7,942.1,"1,040","1,112","1,173","1,235","1,371","1,031","1,188"
Accrued Expenses,168.9,161.8,320.3,184.3,182.2,160.7,161.9,207.8,221.9,,201.1,218.4,169.8,207.8,201.0,221.9,198.5,221.9,215.4,225.2
Debt Due,568.5,574.8,"2,290","2,596","2,255",917.4,443.4,0.00,0.00,,517.6,493.7,81.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,"1,553","1,210","3,495","3,898","2,897","1,807","1,651","1,379","1,619",,"1,906","1,787","1,280","1,379","1,497","1,424","1,485","1,619","1,281","1,466"
Long Term Debt,,,216.2,433.3,,,,,,,,,,,,,,,,
Total Liabilities,"1,663","1,341","4,063","4,721","3,285","2,218","2,171","1,903","2,046",,"2,451","2,309","1,872","1,903","2,008","1,893","1,924","2,046","1,768","1,907"
Common Stock,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),"20,211","19,862","19,914","18,710","17,377","18,752","20,919","22,834","24,178",,"21,709","22,110","22,432","22,834","23,524","23,719","23,904","24,178","23,939","23,706"
Shareholders' Equity,"20,605","20,292","20,034","19,202","17,341","19,055","21,379","23,190","24,072",,"22,324","22,642","23,161","23,190","23,805","23,857","23,979","24,072","23,820","23,265"
Cash from Operating Activities,"2,660","1,220","-1,177",-383.1,-346.7,722.5,"2,120","1,562",737.7,,508.2,336.4,272.1,444.9,278.5,100.8,336.5,21.9,115.2,245.2
Cash from Investing Activities,"-2,204","-3,818","-2,047",-140.0,"-1,206",467.6,"-1,304",-279.2,"-1,166",,-173.5,-290.1,-73.5,257.9,-685.7,-31.9,-80.6,-367.7,332.5,-55.5
Cash from Financing Activities,-63.1,-301.9,"2,517",587.2,"1,390","-1,474",-601.3,-667.8,-231.3,,62.3,-236.7,-411.8,-81.6,,-231.5,-0.004,0.19,-0.002,-141.1
Net Change in Cash,392.9,"-2,900",-733.4,61.7,-162.6,-283.6,214.8,614.6,-659.5,,397.0,-190.4,-213.2,621.2,-407.2,-162.6,255.9,-345.6,447.8,48.5
Free Cashflows,"2,429",928.7,"-2,683","-1,067",-736.1,157.0,"1,780","1,359",525.2,,469.4,300.0,227.8,361.6,239.8,68.5,265.0,-48.2,-6.97,169.3
Free Cashflow per Share,12.0,4.61,-13.3,-5.29,-3.65,0.78,8.83,6.74,2.60,,2.33,1.49,1.13,1.79,1.19,0.34,1.31,-0.24,-0.035,0.84
