,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Equity,,,10.0%,51.4%,38.5%,31.2%,11.7%,10.8%,,,7.3%,2.3%,1.7%,2.3%,3.2%,3.4%,2.3%,3.3%,4.2%,3.7%
Return on Total Capital,,,1.5%,14.3%,26.3%,13.0%,7.9%,8.1%,,,15.7%,8.8%,7.9%,6.7%,6.9%,7.5%,8.1%,8.3%,8.1%,8.4%
SG&A to Sale,,,4.6%,5.0%,5.1%,9.3%,7.6%,8.7%,,,7.7%,7.3%,8.9%,10.6%,7.0%,8.9%,6.6%,7.4%,7.9%,6.3%
Depreciation & Amortisation,,,260.8,,359.4,435.7,624.3,501.9,,,175.1,166.5,135.8,127.2,120.2,128.7,59.1,123.2,139.9,190.9
Tax Rate,,,0.0%,9.2%,13.7%,10.5%,0.3%,7.2%,,,-10.7%,11.7%,-2.6%,3.6%,8.5%,6.2%,10.2%,7.1%,10.7%,7.3%
Current Ratio,,,0.65,0.48,0.30,0.38,2.36,1.19,,,0.34,2.20,2.36,2.08,2.05,0.95,1.19,0.78,1.29,0.82
Quick Ratio,,,0.64,0.29,0.18,0.11,0.22,0.28,,,0.16,0.17,0.22,0.24,0.23,0.25,0.28,0.27,0.24,0.27
Days Inventory Outstanding,,,0.15,10.1,18.3,15.8,12.9,13.1,,,14.0,14.5,13.2,12.5,13.5,13.9,12.9,18.4,22.2,17.5
Days Sale Outstanding,,,90.4,85.0,67.8,19.3,26.0,34.7,,,25.5,24.2,26.0,28.4,32.4,35.1,34.7,37.3,34.1,35.1
Days Payable Outstanding,,,39.2,9.03,18.7,29.5,24.1,27.1,,,21.6,29.0,31.8,26.6,24.9,27.7,27.4,29.0,33.2,32.2
Cash Conversion Cycle,,,51.4,70.9,52.8,32.0,6.00,18.4,,,16.3,2.94,9.36,16.0,18.6,17.4,22.4,20.5,23.3,20.2
Debt to Asset Ratio,,,0.89,0.77,0.68,0.68,0.42,0.36,,,0.67,0.45,0.42,0.38,0.38,0.38,0.36,0.39,0.46,0.45
Debt to Equity Ratio,,,7.83,6.17,4.52,2.27,0.72,0.58,,,2.13,0.82,0.72,0.62,0.63,0.65,0.58,0.67,0.90,0.87
Interest Coverage Ratio,,,,5.68,7.65,6.72,4.14,5.11,,,4.10,2.96,5.56,3.00,6.59,4.24,10.0,7.18,5.76,5.36
Cash and Short Term Investments,,,2.87,349.9,302.7,360.2,"2,974","1,286",,,113.7,"3,235","2,974","2,432","2,366",972.9,"1,286",535.1,"1,642",798.6
"Total Receivables, Net",,,349.8,810.4,723.2,227.5,320.1,426.4,,,313.9,301.6,320.1,340.4,384.1,422.6,426.4,475.8,449.1,480.9
Total Inventory,,,0.46,134.8,113.2,116.9,121.0,120.5,,,131.4,123.6,121.0,109.0,136.4,118.6,120.5,226.4,200.7,144.5
Total Current Assets,,,358.5,"1,334","1,195",815.7,"3,472","1,836",,,654.5,"3,795","3,472","3,012","3,471","1,596","1,836","1,361","2,386","1,496"
"Property/Plant/Equipment, Total - Net",,,"2,016","4,783","4,876","6,858","6,333","6,943",,,"6,625","6,513","6,333","6,285","5,875","7,054","6,943","8,522","8,848","9,646"
Total Assets,,,"2,423","6,336","6,566","8,383","10,679","10,815",,,"8,039","11,167","10,679","10,203","10,304","11,001","10,815","11,721","13,111","13,089"
Accounts Payable,,,120.8,,253.3,175.9,268.7,232.1,,,191.4,319.4,268.7,221.7,231.4,275.2,232.1,313.8,326.9,307.4
Accrued Expenses,,,11.5,,50.7,77.4,57.7,58.6,,,31.0,27.5,57.7,114.7,111.2,83.5,58.6,125.8,54.4,80.8
Debt Due,,,414.0,"2,277","3,538","1,728","1,078","1,067",,,"1,528","1,270","1,078","1,015","1,060","1,238","1,067","1,087","1,228","1,222"
Total Current Liabilities,,,550.5,"2,808","3,948","2,131","1,470","1,547",,,"1,915","1,729","1,470","1,445","1,690","1,685","1,547","1,744","1,848","1,814"
Long Term Debt,,,"1,598","2,055",454.9,"3,518","2,920","2,244",,,"3,456","3,211","2,920","2,369","2,194","2,425","2,244","2,732","4,094","4,048"
Total Liabilities,,,"2,149","4,890","4,453","5,723","4,432","3,844",,,"5,403","4,985","4,432","3,858","3,928","4,189","3,844","4,533","6,017","5,945"
Common Stock,,,200.0,200.0,450.0,"2,000","2,500","2,500",,,"2,000","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500"
Additional Paid-In Capital,,,,,,,"3,407","3,407",,,,"3,407","3,407","3,407","3,407","3,407","3,407","3,407","3,407","3,407"
Retained Earnings (Accumulated Deficit),,,74.5,584.6,492.7,907.6,705.5,"1,177",,,960.9,602.4,705.5,847.3,795.2,"1,014","1,177","1,398","1,331","1,584"
Shareholders' Equity,,,274.5,792.6,984.5,"2,522","6,123","6,591",,,"2,534","6,060","6,123","6,220","6,239","6,426","6,591","6,791","6,680","6,801"
Cash from Operating Activities,,,487.2,,"1,596","2,225","1,390","1,107",,,273.9,401.8,310.5,236.9,297.6,346.4,226.6,338.4,388.4,563.5
Cash from Investing Activities,,,-99.8,,-682.7,"-4,419",-490.0,"-1,128",,,-171.8,-172.4,-76.4,-210.6,157.3,"-1,558",483.3,"-1,580",-461.5,"-1,065"
Cash from Financing Activities,,,-419.0,,-990.8,"2,274","1,738","-1,670",,,-238.5,"2,895",-488.2,-560.1,-540.2,-173.1,-396.5,491.1,"1,190",-339.6
Net Change in Cash,,,-31.6,,-47.2,57.5,"2,614","-1,688",,,-139.4,"3,121",-260.6,-542.4,-66.3,"-1,393",313.3,-751.0,"1,106",-843.0
Free Cashflows,,,486.8,,"1,203","-1,464","1,018",656.9,,,102.8,298.8,256.9,28.9,263.8,170.9,193.2,"-1,380",-81.9,-393.7
Free Cashflow per Share,,,0.19,,0.48,-0.59,0.41,0.26,,,0.041,0.12,0.10,0.012,0.11,0.068,0.077,-0.55,-0.033,-0.16
