,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Liabilities,"4,448","4,864","4,298","4,602","3,416","3,738","3,387","3,119","3,666",,"3,403","3,387","3,310","3,507","3,428","3,119","3,026","3,213","3,535","3,666"
Common Stock,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9
Additional Paid-In Capital,"1,342","1,342","1,342","1,342","1,342","1,342","1,342","1,342","1,342",,"1,342","1,342","1,342","1,342","1,342","1,342","1,342","1,342","1,342","1,342"
Retained Earnings (Accumulated Deficit),"3,512","4,197","3,368","3,692","4,416","4,318","4,111","3,936","3,431",,"4,054","4,111","4,023","3,925","3,851","3,936","3,836","3,816","3,756","3,431"
Shareholders' Equity,"8,975","8,729","8,403","8,745","8,447","8,935","8,724","8,541","8,734",,"8,670","8,724","8,633","8,530","8,453","8,541","8,436","8,418","8,364","8,734"
Cash from Operating Activities,793.5,"1,721",-854.6,-769.4,-32.4,218.1,239.3,23.3,482.5,,31.9,127.3,-11.0,132.0,30.5,-128.2,41.9,92.8,317.5,30.3
Cash from Investing Activities,-916.7,-818.6,-542.9,530.8,"1,339",-334.8,-224.1,37.2,-115.5,,-4.58,-129.5,-41.3,-51.2,4.38,125.3,-27.1,-33.6,2.82,-57.7
Cash from Financing Activities,-335.0,-334.4,28.2,257.7,"-1,011",-0.015,0.000,,-0.41,,,0.000,,,,,-0.40,-0.001,0.00,0.000
Net Change in Cash,-458.2,568.1,"-1,358",39.3,295.4,-116.7,15.2,60.5,366.6,,27.3,-2.18,-52.2,80.8,34.9,-2.97,14.4,59.2,320.3,-27.4
Free Cashflows,-176.7,"1,121","-1,613","-1,605",-500.6,-219.9,-136.4,-242.7,300.2,,-43.0,-9.56,-90.6,85.1,-33.4,-203.8,10.7,58.2,270.2,-38.9
Free Cashflow per Share,-0.66,4.21,-6.07,-6.04,-1.88,-0.83,-0.51,-0.91,1.13,,-0.16,-0.036,-0.34,0.32,-0.13,-0.77,0.040,0.22,1.02,-0.15
