,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Cost of Revenue, Total","1,774","1,614","1,602","1,310","1,980","2,096","2,152","2,305",,,546.6,572.7,555.1,491.7,530.9,568.5,714.2,538.3,472.8,466.4
Gross Profit,314.7,449.8,515.1,383.0,569.8,703.7,656.1,715.4,,,165.7,176.2,167.2,150.5,149.7,200.5,214.7,153.7,132.8,116.5
"Selling/General/Administrative Expenses, Total",217.6,251.0,274.0,225.7,303.2,361.1,345.6,378.7,,,82.3,91.2,92.6,88.7,89.5,98.6,101.9,92.4,91.4,88.1
Operating Income,105.2,208.1,241.1,157.3,266.6,342.6,310.5,336.7,,,83.4,85.0,74.6,61.8,60.2,101.9,112.8,61.3,41.4,28.3
Net Income,57.4,144.8,182.2,113.6,206.8,288.2,253.4,285.1,,,68.6,68.3,61.1,53.6,52.1,85.3,94.0,49.6,37.7,27.7
EBITDA,136.7,240.9,274.2,197.3,311.1,387.5,362.3,389.7,,,96.4,96.3,89.2,74.7,73.3,115.3,124.0,74.5,54.3,41.0
Gross Profit Margin,15.1%,21.8%,24.3%,22.6%,22.3%,25.1%,23.4%,23.7%,,,23.3%,23.5%,23.1%,23.4%,22.0%,26.1%,23.1%,22.2%,21.9%,20.0%
Operating Margin,5.0%,10.1%,11.4%,9.3%,10.5%,12.2%,11.1%,11.1%,,,11.7%,11.3%,10.3%,9.6%,8.8%,13.3%,12.1%,8.9%,6.8%,4.9%
Net Profit Margin,2.7%,7.0%,8.6%,6.7%,8.1%,10.3%,9.0%,9.4%,,,9.6%,9.1%,8.5%,8.4%,7.6%,11.1%,10.1%,7.2%,6.2%,4.8%
Return on Assets,4.6%,11.2%,11.8%,6.6%,10.4%,12.8%,11.0%,11.7%,,,13.1%,12.5%,11.1%,11.1%,10.6%,11.3%,11.9%,11.7%,12.1%,10.0%
Return on Equity,20.7%,35.7%,32.7%,18.6%,16.5%,20.1%,16.8%,17.7%,,,5.0%,4.7%,4.1%,3.4%,3.6%,5.6%,5.8%,3.0%,2.5%,1.8%
Return on Total Capital,15.5%,29.7%,25.6%,14.5%,15.3%,19.3%,16.7%,17.7%,,,20.6%,19.2%,16.7%,16.1%,16.3%,16.6%,17.7%,16.9%,17.5%,13.5%
SG&A to Sale,10.4%,12.2%,12.9%,13.3%,11.9%,12.9%,12.3%,12.5%,,,11.6%,12.2%,12.8%,13.8%,13.2%,12.8%,11.0%,13.4%,15.1%,15.1%
Depreciation & Amortisation,31.4,32.8,33.1,40.0,44.5,44.9,51.8,52.9,,,13.0,11.4,14.6,12.9,13.1,13.4,11.2,13.2,12.9,12.6
Tax Rate,34.4%,23.2%,21.6%,23.2%,18.2%,20.4%,18.6%,19.6%,,,18.7%,19.2%,18.7%,19.1%,18.9%,19.5%,20.3%,19.7%,16.2%,19.6%
Current Ratio,0.98,1.04,1.09,1.14,1.68,1.92,1.91,1.93,,,1.72,1.90,1.91,2.29,1.90,2.08,1.93,2.61,2.22,2.79
Quick Ratio,0.64,0.62,0.59,0.49,0.63,0.80,0.80,1.02,,,0.85,0.84,0.80,1.02,0.82,1.03,1.02,1.31,1.16,1.34
Days Inventory Outstanding,53.6,65.4,91.0,133.9,103.7,108.2,108.5,108.6,,,102.3,101.8,109.6,110.7,103.8,101.5,102.5,100.7,93.1,88.8
Days Sale Outstanding,95.5,93.9,103.0,97.1,78.6,79.2,85.2,114.0,,,93.3,83.1,85.2,81.9,82.1,94.2,114.0,88.4,89.9,78.5
Days Payable Outstanding,98.4,101.1,105.8,122.0,76.5,72.2,84.6,83.6,,,51.4,74.3,100.9,78.8,53.5,55.2,58.6,53.7,39.1,36.2
Cash Conversion Cycle,50.7,66.6,71.4,145.8,89.1,120.4,83.0,138.5,,,129.0,96.1,86.9,143.3,130.3,135.0,136.8,159.1,148.1,140.4
Debt to Asset Ratio,0.77,0.70,0.68,0.65,0.44,0.37,0.36,0.37,,,0.39,0.36,0.36,0.29,0.36,0.33,0.37,0.26,0.31,0.24
Debt to Equity Ratio,3.45,2.34,2.12,1.82,0.80,0.58,0.56,0.59,,,0.64,0.56,0.56,0.42,0.55,0.48,0.59,0.36,0.44,0.31
Interest Coverage Ratio,5.97,10.7,13.7,7.32,9.25,36.6,61.7,113.8,,,61.1,62.1,97.1,77.5,89.4,125.2,166.4,81.6,113.2,62.9
Cash and Short Term Investments,21.0,40.3,25.9,62.8,71.3,77.8,125.6,85.7,,,42.7,99.4,125.6,74.5,150.4,58.7,85.7,60.8,48.9,71.8
"Total Receivables, Net",546.7,530.8,597.5,450.4,549.0,607.7,655.3,943.7,,,721.6,651.7,655.3,634.2,628.3,726.7,943.7,743.8,737.7,604.2
Total Inventory,260.3,318.4,480.0,481.4,643.3,599.5,680.5,691.0,,,601.7,612.0,680.5,633.7,589.6,604.1,691.0,607.0,563.2,503.7
Total Current Assets,841.4,896.5,"1,113","1,063","1,501","1,455","1,560","1,775",,,"1,461","1,466","1,560","1,427","1,454","1,476","1,775","1,484","1,418","1,259"
"Property/Plant/Equipment, Total - Net",272.4,283.1,463.0,522.2,604.0,668.0,677.7,655.1,,,681.6,672.1,677.7,671.5,663.7,655.7,655.1,653.7,646.2,644.6
Total Assets,"1,237","1,354","1,738","1,727","2,258","2,250","2,342","2,547",,,"2,250","2,241","2,342","2,202","2,218","2,241","2,547","2,243","2,173","2,012"
Accounts Payable,478.1,416.1,512.8,362.8,466.8,362.8,634.6,421.1,,,330.1,555.6,634.6,301.0,329.9,319.8,421.1,270.4,221.4,213.6
Accrued Expenses,104.2,81.1,64.0,57.5,59.8,92.9,62.2,114.1,,,101.0,89.8,62.2,91.9,97.1,101.1,114.1,107.8,98.7,108.0
Debt Due,237.3,309.4,339.6,437.8,283.9,220.6,11.4,248.8,,,331.5,46.5,11.4,99.8,218.3,161.3,248.8,29.2,191.6,16.3
Total Current Liabilities,859.7,862.8,"1,021",931.7,895.1,756.7,815.2,922.1,,,850.7,773.6,815.2,624.0,766.8,708.5,922.1,569.6,637.9,451.5
Long Term Debt,94.1,81.5,152.5,174.8,97.3,60.7,8.83,,,,14.9,12.0,8.83,6.00,3.22,0.54,,,,
Total Liabilities,957.3,948.2,"1,180","1,115","1,002",829.6,842.6,945.0,,,881.5,803.4,842.6,649.4,792.4,731.1,945.0,592.8,667.3,481.8
Common Stock,160.0,160.0,330.0,400.0,550.0,550.0,550.0,550.0,,,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0
Additional Paid-In Capital,,,,,386.7,386.7,386.7,386.7,,,386.7,386.7,386.7,386.7,386.7,386.7,386.7,386.7,386.7,386.7
Retained Earnings (Accumulated Deficit),116.3,244.8,227.0,210.8,317.8,493.0,568.9,675.5,,,439.6,507.9,568.9,622.6,496.1,581.4,675.5,725.5,581.7,609.4
Shareholders' Equity,277.1,405.6,557.8,611.6,"1,257","1,432","1,508","1,614",,,"1,378","1,447","1,508","1,561","1,435","1,520","1,614","1,664","1,520","1,548"
Cash from Operating Activities,98.3,47.4,110.3,57.5,-63.3,306.3,504.4,-54.1,,,-52.3,347.2,72.5,-119.7,137.7,-21.4,-50.7,211.4,14.0,208.3
Cash from Investing Activities,-33.3,-59.1,-108.0,-89.7,-140.4,-73.0,-19.6,-38.9,,,-3.56,-2.56,-8.05,-16.8,-2.03,-10.8,-9.26,-13.7,-6.73,-10.2
Cash from Financing Activities,-51.7,31.1,-16.7,60.1,203.2,-208.9,-437.0,53.1,,,22.4,-287.8,-38.3,85.6,-59.8,-59.6,87.0,-222.6,-19.1,-175.3
Net Change in Cash,13.3,19.3,-14.5,27.9,-0.47,24.5,47.8,-39.9,,,-33.5,56.8,26.1,-51.0,75.9,-91.8,27.0,-24.9,-11.8,22.9
Free Cashflows,58.5,19.9,-16.3,-39.8,-171.7,187.5,460.5,-89.6,,,-54.0,342.2,66.9,-137.8,134.0,-26.9,-58.8,197.6,7.35,198.8
Free Cashflow per Share,0.11,0.036,-0.030,-0.072,-0.31,0.34,0.84,-0.16,,,-0.098,0.62,0.12,-0.25,0.24,-0.049,-0.11,0.36,0.013,0.36
