,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Liabilities,"2,419","2,467","3,081","7,889","6,769","7,821","7,785","8,084",,,"8,143","7,770","7,785","8,297","8,306","8,045","8,084","8,143","6,625","5,683"
Common Stock,"2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000",,,"2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000"
Additional Paid-In Capital,"1,167","1,167","1,167","1,167","1,167","1,167","1,167","1,167",,,"1,167","1,167","1,167","1,167","1,167","1,167","1,167","1,167","1,167","1,167"
Retained Earnings (Accumulated Deficit),"4,125","4,902","5,564","5,102","4,667","3,586","3,147","2,891",,,"3,647","3,482","3,147","3,021","2,998","3,077","2,891","2,763","2,660","2,753"
Shareholders' Equity,"7,264","8,082","8,827","8,568","7,952","6,892","6,392","6,084",,,"6,919","6,742","6,392","6,263","6,222","6,293","6,084","5,949","5,802","5,894"
Cash from Operating Activities,"5,686","6,581","7,270","6,858","5,895","4,021","3,063","2,931",,,941.0,584.9,497.9,950.7,775.8,620.2,584.5,596.8,978.3,287.0
Cash from Investing Activities,"-3,991","-2,509","-3,054","-2,433","-3,323","-3,793","-3,372","-2,097",,,"-1,368",-544.2,-621.2,-665.9,-553.5,-476.0,-401.7,-730.5,-618.6,"-1,086"
Cash from Financing Activities,"-3,737","-4,107","-4,791","-4,947","-3,442",-37.8,208.2,88.8,,,480.6,-195.5,24.2,-1.01,95.4,-12.8,7.33,39.2,-33.4,-15.1
Net Change in Cash,"-2,048",-49.5,-575.0,-529.7,-870.5,177.0,-106.1,923.0,,,53.6,-160.3,-99.1,283.8,317.7,131.3,190.1,-94.4,326.2,-813.9
Free Cashflows,"5,627","6,480","7,124","6,557","5,521","3,779","3,009","2,895",,,924.4,572.7,487.6,942.1,762.9,613.7,576.3,594.3,970.2,274.8
Free Cashflow per Share,2.81,3.24,3.56,3.28,2.76,1.89,1.50,1.45,,,0.46,0.29,0.24,0.47,0.38,0.31,0.29,0.30,0.49,0.14
