,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Current Assets,"2,899","2,317","1,862","2,478","1,524","2,333","2,412","2,687",,,"2,218","2,016","2,412","2,294","2,463","2,975","2,687","2,293","2,194","2,195"
"Property/Plant/Equipment, Total - Net","1,035","1,053",999.2,"1,154","1,126","1,061",994.5,"1,000",,,"1,036","1,017",994.5,994.2,983.2,992.1,"1,000",985.9,966.4,960.1
Total Assets,"4,143","3,590","3,173","4,026","2,977","3,733","3,841","4,125",,,"3,706","3,461","3,841","3,762","3,898","4,412","4,125","3,697","3,629","3,729"
Accounts Payable,54.7,267.5,86.6,268.6,224.2,550.5,787.5,137.4,,,172.5,223.7,787.5,131.7,258.0,99.5,137.4,147.5,340.3,111.4
Accrued Expenses,2.21,,,,,,,,,,,,,,,,,0.20,0.58,0.097
Debt Due,"2,405","1,442","1,235","1,941","1,164","1,210","1,024","2,046",,,"1,629","1,273","1,024","1,503","1,631","2,280","2,046","1,580","1,236","1,546"
Total Current Liabilities,"2,540","1,844","1,394","2,273","1,441","1,839","1,886","2,282",,,"1,842","1,557","1,886","1,742","1,959","2,458","2,282","1,823","1,657","1,738"
Long Term Debt,14.1,0.74,0.44,1.25,0.98,2.07,2.45,37.9,,,1.96,1.73,2.45,2.15,2.12,31.4,37.9,64.7,56.9,49.1
Total Liabilities,"2,558","1,868","1,402","2,282","1,450","1,856","1,907","2,335",,,"1,861","1,577","1,907","1,763","1,981","2,510","2,335","1,903","1,732","1,805"
Common Stock,479.9,479.9,479.9,480.1,480.1,480.1,480.1,480.1,,,480.1,480.1,480.1,480.1,480.1,480.1,480.1,480.1,480.1,480.1
Additional Paid-In Capital,297.4,297.4,297.4,297.7,297.7,297.7,297.7,297.7,,,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7
Retained Earnings (Accumulated Deficit),724.0,880.6,959.2,856.0,614.3,960.3,"1,015",873.8,,,915.4,960.2,"1,015","1,083","1,001",984.7,873.8,881.0,985.2,"1,015"
Shareholders' Equity,"1,584","1,722","1,769","1,742","1,527","1,877","1,923","1,780",,,"1,834","1,874","1,923","1,990","1,907","1,891","1,780","1,788","1,892","1,920"
Cash from Operating Activities,-368.9,"1,024",450.1,-309.4,779.9,230.5,257.7,-784.8,,,-619.1,317.8,358.9,-369.2,-173.2,-714.6,472.2,407.6,287.5,-158.7
Cash from Investing Activities,-155.9,-72.0,-128.4,-247.0,-87.1,-280.7,58.1,-163.3,,,113.4,3.86,-105.3,-135.2,145.5,-5.70,-167.9,146.9,-50.2,-68.4
Cash from Financing Activities,547.0,"-1,014",-316.8,625.7,-780.5,41.4,-282.8,981.8,,,494.2,-340.7,-238.7,479.7,58.0,694.4,-250.3,-475.8,-353.5,317.3
Net Change in Cash,22.2,-61.5,4.94,69.2,-87.7,-8.83,32.9,33.7,,,-11.4,-19.0,14.9,-24.8,30.3,-25.9,54.1,78.8,-116.3,90.3
Free Cashflows,-545.2,909.4,331.2,-345.7,742.9,204.4,225.8,-914.9,,,-627.8,313.4,353.6,-407.2,-188.8,-746.5,427.6,398.1,274.8,-183.6
Free Cashflow per Share,-1.14,1.89,0.69,-0.72,1.55,0.43,0.47,-1.91,,,-1.31,0.65,0.74,-0.85,-0.39,-1.55,0.89,0.83,0.57,-0.38
