,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Equity,16.2%,14.1%,16.9%,16.3%,15.7%,15.4%,15.4%,15.8%,,,4.2%,4.2%,3.9%,3.6%,4.1%,4.5%,4.2%,3.7%,4.2%,4.3%
Return on Total Capital,3.7%,9.5%,4.7%,4.4%,5.5%,4.9%,4.7%,4.7%,,,5.3%,4.6%,4.7%,4.6%,4.4%,5.3%,4.7%,4.9%,5.4%,4.8%
SG&A to Sale,49.2%,46.4%,42.3%,38.4%,40.0%,39.3%,38.1%,39.6%,,,40.7%,38.5%,33.5%,40.3%,41.0%,39.6%,37.5%,40.7%,44.3%,38.8%
Depreciation & Amortisation,14.9,16.3,18.9,21.6,24.3,24.2,23.5,23.5,,,5.09,5.92,5.73,6.61,4.73,5.96,6.21,6.92,5.73,6.73
Tax Rate,31.9%,23.5%,20.3%,20.2%,20.3%,18.6%,19.0%,18.9%,,,19.2%,18.4%,19.7%,18.6%,18.7%,19.0%,19.4%,18.9%,19.0%,19.1%
Current Ratio,1.98,1.28,1.94,2.09,1.69,1.82,1.87,1.88,,,1.69,1.88,1.87,1.90,1.97,1.70,1.88,1.82,1.68,1.75
Quick Ratio,1.92,1.26,1.90,2.06,1.67,1.80,1.83,1.85,,,1.67,1.85,1.83,1.86,1.93,1.66,1.85,1.78,1.65,1.72
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,"6,460","6,669","6,534","6,220","6,220","6,019","5,881","5,894",,,"5,915","5,929","5,881","5,855","5,827","5,831","5,894","5,976","6,099","6,203"
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,,,,0.013,0.007,0.00,0.00,0.000,,,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.003,0.006,0.010
Debt to Asset Ratio,0.89,0.85,0.87,0.86,0.86,0.86,0.86,0.86,,,0.86,0.86,0.86,0.85,0.87,0.86,0.86,0.86,0.87,0.87
Debt to Equity Ratio,7.90,5.62,6.48,6.15,5.96,5.93,6.04,6.08,,,6.33,6.18,6.04,5.85,6.44,6.25,6.08,6.02,6.77,6.77
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,440.0,155.2,228.7,144.3,117.3,94.7,303.6,234.8,,,134.9,237.7,303.6,201.1,267.5,325.6,234.8,346.8,204.4,438.2
"Total Receivables, Net","17,496","22,566","27,726","28,810","29,584","30,991","32,887","35,065",,,"31,850","32,471","32,887","33,281","33,700","34,295","35,065","36,038","37,410","38,871"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"18,111","22,985","28,209","29,213","29,927","31,331","33,575","35,744",,,"32,211","32,939","33,575","33,902","34,401","35,079","35,744","36,786","38,012","39,703"
"Property/Plant/Equipment, Total - Net",49.8,55.0,55.9,92.6,132.7,135.5,126.6,160.4,,,131.5,126.9,126.6,128.2,134.2,160.5,160.4,161.3,165.3,164.1
Total Assets,"18,215","23,163","28,397","29,465","30,249","31,707","33,999","36,252",,,"32,608","33,344","33,999","34,335","34,859","35,571","36,252","37,300","38,539","40,272"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,0.18,0.54,0.61,0.52,0.45,0.25,0.25,0.34,,,0.25,0.25,0.25,0.50,0.75,1.00,0.34,0.78,1.27,1.27
Debt Due,"8,769","17,480","14,037","13,395","17,103","16,576","17,178","18,200",,,"18,489","16,863","17,178","17,057","16,609","19,785","18,200","19,399","21,755","21,653"
Total Current Liabilities,"9,127","17,894","14,574","14,003","17,707","17,235","17,935","19,001",,,"19,115","17,548","17,935","17,880","17,484","20,613","19,001","20,260","22,660","22,626"
Long Term Debt,"6,999","1,698","9,948","11,251","8,098","9,773","11,139","12,024",,,"8,924","11,038","11,139","11,348","12,594","9,954","12,024","11,616","10,787","12,325"
Total Liabilities,"16,169","19,664","24,601","25,343","25,902","27,128","29,168","31,131",,,"28,162","28,703","29,168","29,324","30,177","30,666","31,131","31,983","33,582","35,089"
Common Stock,"1,150","1,725","1,725","1,759","1,759","1,759","1,759","1,759",,,"1,759","1,759","1,759","1,759","1,759","1,759","1,759","1,759","1,759","1,759"
Additional Paid-In Capital,141.2,715.4,715.4,715.4,715.4,715.4,715.4,715.4,,,715.4,715.4,715.4,715.4,715.4,715.4,715.4,715.4,715.4,715.4
Retained Earnings (Accumulated Deficit),750.6,"1,054","1,352","1,644","1,868","2,099","2,352","2,642",,,"1,967","2,162","2,352","2,532","2,203","2,425","2,642","2,837","2,479","2,704"
Shareholders' Equity,"2,046","3,499","3,796","4,123","4,347","4,578","4,831","5,121",,,"4,446","4,642","4,831","5,011","4,682","4,904","5,121","5,316","4,958","5,183"
Cash from Operating Activities,"-2,105","-4,605","-4,486",-303.5,-41.6,-663.2,"-1,255","-1,403",,,-278.0,-392.5,-329.7,-198.7,-196.1,-446.7,-561.2,-680.6,"-1,093","-1,196"
Cash from Investing Activities,-24.4,-18.6,-18.3,-60.8,-73.0,-26.0,-14.9,-52.5,,,-3.76,-1.45,-5.84,-6.30,-11.1,-32.4,-2.83,-7.79,-9.78,-5.48
Cash from Financing Activities,"2,469","4,288","4,508",304.5,90.7,670.2,"1,481","1,371",,,193.0,511.0,438.0,90.0,276.3,536.0,469.0,805.0,943.5,"1,455"
Net Change in Cash,339.3,-335.9,4.39,-59.8,-23.8,-19.0,210.2,-83.9,,,-88.8,117.1,102.4,-115.0,69.2,56.9,-95.0,116.7,-158.8,253.2
Free Cashflows,"-2,128","-4,625","-4,504",-359.9,-106.4,-690.3,"-1,271","-1,457",,,-281.3,-394.5,-335.8,-206.0,-207.6,-479.1,-564.0,-687.8,"-1,103","-1,202"
Free Cashflow per Share,-9.07,-13.1,-12.8,-1.02,-0.30,-1.96,-3.61,-4.14,,,-0.80,-1.12,-0.95,-0.59,-0.59,-1.36,-1.60,-1.95,-3.13,-3.42
