,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Income,-183.1,9.68,52.4,-86.9,-104.8,-155.3,-77.7,37.9,,,-26.0,-11.3,-13.6,15.8,42.3,44.2,-90.2,14.4,-12.5,-5.55
Net Income,-179.4,4.89,71.5,-77.4,-3.37,-334.7,-38.8,148.7,,,-13.2,-7.96,7.12,27.9,29.2,45.1,46.5,4.47,-12.3,2.91
EBITDA,-63.7,47.7,74.5,-27.1,0.094,-58.2,-20.2,93.2,,,-8.16,5.83,-8.94,28.1,60.2,53.4,-79.5,28.0,1.62,9.36
Gross Profit Margin,-17.8%,35.8%,43.7%,12.2%,25.6%,-9.3%,0.5%,5.7%,,,1.4%,6.8%,-2.2%,3.7%,10.0%,12.4%,-38.9%,22.7%,4.8%,6.3%
Operating Margin,-62.2%,3.5%,17.2%,-35.5%,-22.3%,-79.6%,-9.1%,1.7%,,,-18.9%,-5.6%,-2.9%,1.8%,6.8%,8.2%,-52.9%,7.8%,-4.5%,-1.8%
Net Profit Margin,-60.9%,1.8%,23.5%,-31.6%,-0.7%,-171.5%,-4.5%,6.5%,,,-9.6%,-4.0%,1.5%,3.1%,4.7%,8.4%,27.3%,2.4%,-4.4%,0.9%
Return on Assets,-59.8%,2.0%,15.6%,-10.2%,-0.2%,-21.6%,-2.6%,8.6%,,,-24.5%,-20.6%,-2.3%,0.7%,2.4%,5.0%,8.1%,6.6%,4.3%,2.0%
Return on Equity,0.0%,3.5%,13.0%,-10.4%,-0.3%,-35.5%,-4.3%,14.8%,,,-1.5%,-0.9%,0.8%,3.1%,3.1%,4.5%,4.6%,0.4%,-1.2%,0.2%
Return on Total Capital,18673.2%,3.4%,12.9%,-10.4%,-0.3%,-34.3%,-4.3%,14.5%,,,-34.9%,-35.6%,-4.3%,1.5%,5.9%,10.9%,14.5%,12.1%,7.9%,2.6%
SG&A to Sale,45.0%,30.0%,26.4%,46.4%,46.3%,84.1%,10.7%,5.2%,,,22.1%,13.8%,0.9%,2.6%,5.4%,5.4%,13.8%,15.3%,9.9%,9.7%
Depreciation & Amortisation,119.4,38.1,22.1,59.8,104.8,97.2,57.5,55.3,,,17.8,17.1,4.68,12.3,17.9,9.25,10.7,13.6,14.1,14.9
Tax Rate,-1.9%,28.7%,-17.8%,19.6%,83.1%,-8.4%,-10.2%,5.1%,,,-26.5%,-50.7%,24.1%,39.3%,1.7%,-6.1%,52.8%,-0.4%,-7.2%,26.3%
Current Ratio,0.38,1.36,4.12,1.91,2.23,4.03,1.33,1.69,,,1.52,1.43,1.33,1.23,1.27,1.37,1.69,1.35,1.72,1.91
Quick Ratio,0.24,0.36,0.93,0.61,0.44,0.62,0.71,0.49,,,0.50,0.47,0.71,0.60,0.53,0.78,0.49,0.31,0.67,0.75
Days Inventory Outstanding,3.10,0.00,0.00,0.00,5.38,14.2,3.45,1.66,,,10.1,7.31,3.96,2.23,1.81,1.55,1.70,2.59,3.35,3.81
Days Sale Outstanding,65.9,47.0,89.7,108.7,160.2,132.6,216.1,40.0,,,203.2,194.1,216.1,165.8,105.6,111.0,41.2,83.6,125.4,234.8
Days Payable Outstanding,89.4,158.2,20.0,30.8,75.7,134.5,55.0,35.9,,,15.8,43.7,68.8,88.0,117.0,96.2,58.7,59.2,84.6,101.6
Cash Conversion Cycle,-64.7,58.7,27.7,80.3,-13.9,224.4,29.4,28.9,,,141.3,96.5,63.3,13.4,-14.2,28.2,51.7,8.16,38.3,102.4
Debt to Asset Ratio,1.07,0.49,0.16,0.16,0.28,0.17,0.51,0.39,,,0.40,0.44,0.51,0.62,0.59,0.52,0.39,0.55,0.40,0.38
Debt to Equity Ratio,-34.8,0.93,0.20,0.18,0.45,0.20,1.05,0.62,,,0.67,0.79,1.05,1.61,1.44,1.09,0.62,1.18,0.64,0.61
Interest Coverage Ratio,,4.04,94.0,,,,,8.54,,,,,,11.1,32.1,38.8,,38.0,,
Cash and Short Term Investments,10.8,85.4,226.8,122.3,617.4,350.1,379.9,579.8,,,596.9,348.0,379.9,662.4,772.8,432.0,579.8,"1,059",537.3,754.7
"Total Receivables, Net",53.1,35.4,74.6,73.0,206.3,70.9,505.9,250.5,,,166.2,227.4,505.9,770.7,631.0,766.0,250.5,346.6,402.3,607.7
Total Inventory,0.00,,,,10.3,6.32,9.76,9.86,,,8.56,8.70,9.76,10.5,10.1,9.97,9.86,10.1,10.4,9.17
Total Current Assets,85.9,132.6,330.8,227.9,"1,033",463.0,"1,188",963.8,,,836.1,925.0,"1,188","1,714","1,615","1,395",963.8,"1,552","1,063","1,587"
"Property/Plant/Equipment, Total - Net",95.0,92.9,111.7,210.5,576.9,472.0,421.0,344.9,,,447.6,439.2,421.0,426.6,406.5,396.8,344.9,331.8,318.4,568.9
Total Assets,227.7,265.2,653.0,872.6,"1,960","1,141","1,832","1,606",,,"1,515","1,589","1,832","2,381","2,284","2,071","1,606","2,202","1,701","2,501"
Accounts Payable,153.2,,18.7,17.6,127.4,29.8,226.7,197.6,,,9.30,93.9,226.7,573.5,762.2,485.9,197.6,259.5,257.7,263.8
Accrued Expenses,1.21,,31.2,28.3,98.6,40.2,16.3,41.8,,,69.4,46.3,16.3,24.8,20.6,16.6,41.8,21.2,20.6,13.2
Debt Due,66.9,1.79,1.71,3.18,24.8,28.5,59.1,10.3,,,29.2,29.3,59.1,59.2,53.1,47.0,10.3,8.58,7.21,22.8
Total Current Liabilities,225.8,97.6,80.4,119.2,464.1,114.9,890.4,569.2,,,551.6,646.9,890.4,"1,399","1,274","1,017",569.2,"1,151",619.6,833.1
Long Term Debt,6.01,2.46,2.85,0.86,60.0,34.7,5.60,14.1,,,19.9,12.7,5.60,20.5,17.8,15.7,14.1,12.6,10.6,61.8
Total Liabilities,242.6,130.9,107.7,136.7,547.6,188.9,936.8,622.8,,,607.6,700.4,936.8,"1,467","1,339","1,078",622.8,"1,205",674.5,940.1
Common Stock,162.0,291.2,432.5,614.0,725.1,803.4,803.4,803.4,,,803.4,803.4,803.4,803.4,803.4,803.4,803.4,803.4,823.4,963.4
Additional Paid-In Capital,8.00,8.00,166.2,292.5,548.4,548.4,548.4,236.9,,,548.4,548.4,548.4,548.4,236.9,236.9,236.9,236.9,286.9,636.9
Retained Earnings (Accumulated Deficit),-159.0,-151.0,-79.5,-157.4,-154.7,-489.2,-528.1,-71.0,,,-527.2,-535.2,-528.1,-501.6,-160.9,-115.6,-71.0,-66.6,-106.2,-103.3
Shareholders' Equity,-6.97,141.2,550.3,741.8,"1,206",941.6,893.3,"1,008",,,904.3,887.8,893.3,910.5,932.9,990.9,"1,008","1,019","1,049","1,541"
Cash from Operating Activities,-23.0,32.8,25.8,-22.9,284.9,-95.1,43.1,248.9,,,304.3,-237.9,-19.2,308.4,140.9,-300.4,94.5,-57.5,-8.80,-208.5
Cash from Investing Activities,-8.72,-31.3,-140.2,-350.3,6.40,-181.4,-180.1,215.3,,,-88.9,0.20,-23.4,74.6,-26.2,-17.6,169.9,-1.21,5.04,-70.4
Cash from Financing Activities,20.3,73.1,255.8,268.7,203.8,9.25,1.54,-125.8,,,-20.8,-5.16,22.8,-8.52,14.7,-8.28,-103.7,552.7,-516.6,488.5
Net Change in Cash,-11.4,74.6,141.4,-104.5,495.1,-267.3,-135.4,338.4,,,194.6,-242.9,-19.9,374.5,129.4,-326.2,160.7,493.9,-520.4,209.6
Free Cashflows,-34.7,-4.45,-9.02,-176.8,237.8,-117.4,34.1,242.4,,,295.6,-249.4,-4.07,307.5,115.7,-297.0,117.8,-58.1,-9.17,-209.5
Free Cashflow per Share,-0.021,-0.002,-0.002,-0.029,0.033,-0.015,0.004,0.030,,,0.037,-0.031,-0.001,0.038,0.014,-0.037,0.015,-0.007,-0.001,-0.022
