,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Income,31.5,71.1,18.6,-116.2,-80.3,86.8,137.2,268.7,,,-33.4,77.0,60.6,78.7,64.0,67.1,58.9,83.9,91.4,96.6
Net Income,11.4,14.6,-57.0,-224.3,-136.4,31.4,47.5,163.6,,,-52.2,48.6,33.9,45.4,37.9,39.0,41.4,49.1,59.7,68.8
EBITDA,42.3,86.5,33.0,-101.0,-60.0,109.2,152.1,282.7,,,-29.6,81.2,62.5,83.2,68.2,71.1,60.1,87.6,94.6,99.3
Gross Profit Margin,80.0%,96.3%,95.9%,93.1%,91.7%,94.6%,97.2%,98.7%,,,97.1%,97.1%,97.8%,98.3%,98.6%,98.9%,98.8%,98.9%,99.4%,100.0%
Operating Margin,13.8%,23.0%,5.9%,-42.2%,-35.0%,24.7%,26.7%,42.7%,,,-27.9%,58.9%,41.8%,50.3%,42.3%,43.3%,35.5%,49.4%,53.3%,50.8%
Net Profit Margin,5.0%,4.7%,-18.2%,-81.5%,-59.5%,8.9%,9.2%,26.0%,,,-43.7%,37.1%,23.4%,29.0%,25.0%,25.2%,24.9%,28.9%,34.8%,36.2%
Return on Assets,0.6%,0.5%,-1.8%,-7.8%,-5.9%,1.3%,1.7%,5.5%,,,-0.4%,1.4%,1.7%,2.6%,5.7%,5.3%,5.4%,5.4%,6.1%,6.9%
Return on Equity,0.9%,1.1%,-4.6%,-21.9%,-15.4%,3.4%,4.9%,14.5%,,,-5.9%,5.2%,3.5%,4.5%,3.6%,3.6%,3.7%,4.2%,4.8%,5.3%
Return on Total Capital,0.9%,1.1%,-4.6%,-21.9%,-15.4%,3.4%,4.9%,13.2%,,,-1.1%,4.1%,4.9%,7.5%,15.8%,13.7%,13.2%,12.8%,13.5%,14.8%
SG&A to Sale,60.9%,57.3%,42.1%,56.5%,67.2%,56.3%,42.5%,36.0%,,,41.1%,38.0%,45.1%,33.8%,34.4%,35.5%,40.0%,35.6%,35.6%,32.5%
Depreciation & Amortisation,10.8,15.4,14.4,15.2,20.3,22.5,14.9,13.9,,,3.80,4.17,1.81,4.55,4.14,4.00,1.24,3.63,3.21,2.77
Tax Rate,57.0%,-24.0%,-6.1%,-22.7%,0.0%,4.8%,39.4%,16.7%,,,-6.2%,17.8%,19.2%,25.0%,18.1%,21.0%,-2.4%,24.9%,18.0%,11.6%
Current Ratio,0.75,0.55,0.54,0.67,0.67,0.51,0.40,0.41,,,0.39,0.38,0.40,0.40,0.41,0.41,0.41,0.46,0.49,0.48
Quick Ratio,0.70,0.52,0.52,0.49,0.51,0.44,0.33,0.39,,,0.36,0.34,0.33,0.35,0.37,0.39,0.39,0.40,0.43,0.43
Days Inventory Outstanding,148.1,18.6,10.2,107.4,134.5,52.4,43.2,18.2,,,33.4,27.5,26.5,23.7,26.5,19.5,3.88,0.00,0.00,0.00
Days Sale Outstanding,"1,328","1,162","1,132","1,057",876.9,815.6,451.5,415.4,,,530.9,489.0,451.5,432.6,424.2,419.3,415.4,412.5,404.2,397.2
Days Payable Outstanding,30.9,567.5,477.4,59.8,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,288.5,-405.7,503.5,592.4,134.5,52.4,43.2,18.2,,,33.4,27.5,26.5,23.7,26.5,19.5,3.88,0.00,0.00,0.00
Debt to Asset Ratio,0.48,0.59,0.60,0.61,0.55,0.66,0.67,0.64,,,0.67,0.67,0.67,0.65,0.64,0.63,0.64,0.62,0.60,0.60
Debt to Equity Ratio,0.92,1.44,1.49,1.59,1.22,1.95,1.99,1.75,,,2.03,1.99,1.99,1.88,1.76,1.71,1.75,1.66,1.53,1.51
Interest Coverage Ratio,1.72,1.07,0.27,,,1.60,2.01,3.72,,,,4.31,3.24,4.33,3.60,3.77,3.19,4.51,4.89,5.16
Cash and Short Term Investments,51.5,49.0,34.1,270.5,162.2,99.9,97.5,29.5,,,36.8,40.7,97.5,90.2,53.5,26.8,29.5,85.2,71.4,68.8
"Total Receivables, Net",831.4,984.6,973.8,796.9,551.1,784.9,635.9,715.5,,,637.7,632.2,635.9,654.1,678.3,698.4,715.5,726.1,733.9,759.2
Total Inventory,0.43,0.72,,11.1,2.88,2.53,0.85,,,,1.23,1.23,0.85,0.85,0.85,0.18,,,,
Total Current Assets,899.7,"1,041","1,011","1,092",724.2,901.0,758.9,766.8,,,690.7,691.6,758.9,763.2,751.2,747.2,766.8,830.7,825.4,844.5
"Property/Plant/Equipment, Total - Net",34.1,31.6,27.3,26.0,40.9,35.9,33.6,25.5,,,79.0,77.1,33.6,65.2,62.0,58.7,25.5,51.0,27.5,26.8
Total Assets,"2,517","3,239","3,117","2,655","1,965","2,699","2,876","3,103",,,"2,665","2,780","2,876","2,906","2,895","2,949","3,103","3,122","3,111","3,262"
Accounts Payable,7.74,27.4,6.18,,,,,,,,,,,,,,,,,
Accrued Expenses,5.49,13.5,9.10,,,,,,,,,,,0.62,,0.93,,,,
Debt Due,"1,155","1,833","1,827","1,594","1,044","1,731","1,845","1,745",,,"1,720","1,780","1,845","1,790","1,750","1,720","1,745","1,721","1,622","1,699"
Total Current Liabilities,"1,194","1,901","1,864","1,627","1,074","1,776","1,902","1,853",,,"1,776","1,842","1,902","1,887","1,836","1,801","1,853","1,801","1,691","1,766"
Long Term Debt,1.76,1.23,,,,,,109.9,,,,,,,,50.0,109.9,131.4,173.9,179.9
Total Liabilities,"1,207","1,912","1,867","1,631","1,080","1,783","1,913","1,976",,,"1,784","1,850","1,913","1,899","1,847","1,862","1,976","1,946","1,880","1,962"
Common Stock,950.0,950.0,950.0,950.0,950.0,950.0,952.2,961.8,,,951.5,951.5,952.2,952.2,961.6,961.6,961.8,961.8,"1,028","1,028"
Additional Paid-In Capital,291.9,291.9,291.9,291.9,291.9,291.9,0.14,0.58,,,0.098,0.098,0.14,0.14,0.55,0.55,0.58,0.58,0.99,0.99
Retained Earnings (Accumulated Deficit),68.1,84.4,8.24,-218.1,-356.8,-326.0,9.31,163.8,,,-71.2,-22.6,9.31,54.7,85.0,124.0,163.8,212.8,201.3,270.0
Shareholders' Equity,"1,310","1,326","1,250","1,024",885.1,916.0,962.2,"1,127",,,880.7,929.4,962.2,"1,008","1,048","1,087","1,127","1,176","1,231","1,300"
Cash from Operating Activities,"-1,246",-577.5,85.9,550.6,509.3,-693.6,-53.4,-11.1,,,-125.5,-41.0,11.7,61.0,20.7,-28.8,-64.1,76.5,44.1,-63.8
Cash from Investing Activities,-98.6,-32.5,-1.90,-13.8,-12.4,-1.73,12.5,2.38,,,-0.34,2.72,-2.13,3.80,-1.05,-0.079,-0.29,0.38,21.4,-1.55
Cash from Financing Activities,"1,131",608.0,-98.9,-302.5,-602.7,633.0,47.8,-59.2,,,130.3,42.1,47.3,-72.1,-56.4,2.22,67.1,-21.3,-79.3,62.7
Net Change in Cash,-213.8,-2.03,-15.0,234.3,-105.7,-62.3,6.97,-68.0,,,4.38,3.86,56.8,-7.29,-36.8,-26.7,2.78,55.6,-13.7,-2.62
Free Cashflows,"-1,347",-608.6,84.0,535.9,481.9,-698.0,-54.7,-14.0,,,-126.1,-41.1,11.6,60.6,19.9,-29.7,-64.8,75.4,41.3,-65.3
Free Cashflow per Share,-1.32,-0.60,0.082,0.53,0.47,-0.68,-0.053,-0.014,,,-0.12,-0.040,0.011,0.059,0.019,-0.029,-0.063,0.073,0.040,-0.064
