,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Income,46.6,51.3,180.9,114.9,32.9,51.4,65.4,-32.4,,,6.30,12.6,4.12,-25.2,-18.8,25.7,-13.9,-19.4,-19.5,5.25
Net Income,74.4,83.3,214.9,320.4,60.3,32.9,80.6,49.0,,,7.67,11.4,26.6,13.6,-2.46,31.3,6.61,29.0,-14.2,9.72
EBITDA,60.3,65.6,195.7,131.1,50.1,72.5,87.7,0.53,,,11.6,18.0,10.5,-17.4,-10.4,34.2,-5.63,-11.2,-11.1,13.7
Gross Profit Margin,10.6%,10.6%,17.6%,14.2%,10.5%,13.5%,11.2%,6.4%,,,9.7%,8.5%,9.4%,8.3%,5.8%,6.4%,4.8%,2.2%,5.3%,7.1%
Operating Margin,3.0%,3.0%,9.8%,6.2%,1.9%,3.4%,3.5%,-1.4%,,,1.5%,2.4%,0.8%,-4.6%,-3.3%,3.5%,-2.6%,-3.5%,-4.7%,0.9%
Net Profit Margin,4.7%,4.9%,11.7%,17.4%,3.6%,2.2%,4.3%,2.0%,,,1.8%,2.2%,5.4%,2.5%,-0.4%,4.2%,1.2%,5.2%,-3.4%,1.7%
Return on Assets,5.0%,5.6%,13.9%,19.6%,3.7%,2.0%,4.4%,2.5%,,,1.8%,0.9%,4.1%,3.1%,2.6%,3.4%,2.4%,3.3%,2.7%,1.6%
Return on Equity,8.7%,8.7%,18.2%,21.2%,3.9%,2.1%,5.0%,3.0%,,,0.5%,0.7%,1.7%,0.8%,-0.2%,1.9%,0.4%,1.8%,-0.9%,0.6%
Return on Total Capital,6.2%,6.9%,18.2%,21.2%,3.9%,2.1%,5.0%,3.0%,,,2.0%,1.1%,5.0%,3.7%,3.1%,4.3%,3.0%,3.9%,3.4%,2.0%
SG&A to Sale,7.6%,7.6%,7.8%,8.0%,8.5%,10.0%,7.7%,7.8%,,,8.2%,6.0%,8.5%,12.8%,9.7%,3.0%,7.4%,5.6%,10.0%,6.2%
Depreciation & Amortisation,13.7,14.3,14.7,16.2,17.2,21.1,22.3,32.9,,,5.27,5.43,6.40,7.80,8.37,8.48,8.28,8.25,8.37,8.46
Tax Rate,0.0%,0.0%,0.0%,0.0%,0.0%,52.3%,0.0%,0.0%,,,29.8%,27.1%,-195.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Current Ratio,3.04,3.90,2.27,12.6,16.1,9.15,3.25,4.67,,,6.02,3.92,3.25,6.11,4.74,3.17,4.67,5.31,4.15,2.91
Quick Ratio,1.16,1.72,0.81,4.72,5.48,3.15,0.93,1.77,,,2.01,1.62,0.93,2.00,1.62,1.36,1.77,1.99,1.46,1.01
Days Inventory Outstanding,121.6,108.4,116.7,128.6,113.6,126.9,132.7,111.4,,,137.4,132.0,140.0,138.9,129.1,119.9,113.2,103.6,113.3,142.0
Days Sale Outstanding,75.3,72.8,66.5,68.7,67.3,61.7,63.3,66.1,,,71.1,90.5,63.3,66.5,67.3,89.7,66.1,65.8,65.6,83.3
Days Payable Outstanding,4.50,3.33,10.8,10.3,3.96,5.80,10.7,16.1,,,13.7,19.5,18.5,9.91,14.6,30.4,28.5,24.5,24.8,29.5
Cash Conversion Cycle,199.2,176.1,165.6,193.1,180.0,189.6,172.7,149.2,,,189.6,187.8,197.4,197.5,168.6,157.0,170.4,140.0,163.0,179.8
Debt to Asset Ratio,0.43,0.34,0.28,0.075,0.066,0.088,0.20,0.17,,,0.12,0.17,0.20,0.14,0.18,0.24,0.17,0.15,0.19,0.27
Debt to Equity Ratio,0.76,0.51,0.39,0.081,0.070,0.097,0.24,0.20,,,0.14,0.21,0.24,0.16,0.22,0.32,0.20,0.18,0.24,0.36
Interest Coverage Ratio,11.7,9.36,50.3,40.3,20.3,27.7,20.2,,,,12.3,8.81,4.29,,,16.0,,,,2.31
Cash and Short Term Investments,17.4,26.9,27.7,28.5,190.3,88.0,94.9,32.7,,,62.6,35.0,94.9,61.8,30.6,33.2,32.7,80.8,41.8,46.1
"Total Receivables, Net",325.0,342.3,335.6,347.3,312.8,254.4,323.4,434.5,,,310.0,433.5,323.4,360.2,392.4,578.2,434.5,433.3,404.8,476.9
Total Inventory,506.4,404.3,566.5,548.8,396.8,508.3,696.8,673.5,,,548.2,574.1,696.8,673.4,713.4,718.6,673.5,623.9,708.8,837.4
Total Current Assets,853.2,776.6,939.4,928.5,919.7,855.1,"1,126","1,145",,,929.7,"1,049","1,126","1,100","1,147","1,348","1,145","1,153","1,158","1,370"
"Property/Plant/Equipment, Total - Net",100.9,91.6,98.2,91.3,121.7,250.7,270.2,260.4,,,266.5,273.5,270.2,264.7,257.4,253.8,260.4,254.7,246.9,239.6
Total Assets,"1,516","1,442","1,641","1,632","1,645","1,693","1,997","1,937",,,"1,782","1,908","1,997","1,879","1,920","2,122","1,937","1,937","1,902","2,102"
Accounts Payable,14.2,13.8,75.7,13.5,19.4,21.9,75.4,122.2,,,73.1,92.6,75.4,22.3,134.7,227.9,122.2,184.3,107.2,214.0
Accrued Expenses,8.04,11.8,13.0,12.7,15.8,12.4,14.8,21.3,,,51.4,60.9,14.8,15.6,16.2,27.6,21.3,21.5,19.4,22.6
Debt Due,247.9,155.3,305.0,15.0,0.00,0.00,219.3,80.3,,,0.00,92.3,219.3,98.8,65.8,147.2,80.3,0.00,142.2,222.6
Total Current Liabilities,280.4,199.1,414.5,73.5,57.1,93.5,346.1,245.2,,,154.5,267.7,346.1,180.1,242.0,425.0,245.2,217.3,278.9,471.6
Long Term Debt,335.8,245.0,,,,,,,,,,,,,,,,,,
Total Liabilities,656.1,485.8,462.3,121.6,107.9,149.7,390.5,322.5,,,214.1,328.7,390.5,262.5,345.7,512.1,322.5,288.8,364.3,558.2
Common Stock,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,,,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Additional Paid-In Capital,339.6,339.6,339.6,339.6,339.6,339.6,339.6,339.6,,,339.6,339.6,339.6,339.6,339.6,339.6,339.6,339.6,339.6,339.6
Retained Earnings (Accumulated Deficit),245.8,329.1,543.9,864.4,897.7,900.9,965.3,975.9,,,927.2,938.6,965.3,978.8,938.1,969.3,975.9,"1,005",893.9,903.6
Shareholders' Equity,859.8,956.4,"1,178","1,510","1,537","1,543","1,606","1,614",,,"1,568","1,580","1,606","1,617","1,574","1,610","1,614","1,648","1,537","1,544"
Cash from Operating Activities,113.4,91.3,120.9,61.6,226.5,54.5,-161.0,51.9,,,-15.0,-109.3,-65.2,8.86,41.3,-75.6,77.3,89.6,-119.9,-76.5
Cash from Investing Activities,-14.8,12.4,-29.2,4.16,-37.8,-167.1,4.89,63.1,,,-5.31,-10.6,-1.96,81.3,-1.18,-3.20,-13.8,38.8,32.5,3.54
Cash from Financing Activities,-96.9,-94.2,-90.8,-65.0,-27.0,-29.7,203.1,-177.3,,,-16.2,92.3,127.0,-120.5,-71.3,81.3,-66.9,-80.3,45.3,80.3
Net Change in Cash,1.72,9.47,0.84,0.79,161.8,-142.3,47.0,-62.3,,,-36.5,-27.6,59.9,-30.3,-31.2,2.54,-3.38,48.1,-42.0,7.33
Free Cashflows,96.5,87.2,100.4,53.2,180.0,-94.7,-201.8,29.8,,,-22.5,-121.4,-68.0,6.80,40.4,-80.2,62.7,87.3,-120.2,-77.5
Free Cashflow per Share,0.36,0.32,0.37,0.20,0.67,-0.35,-0.75,0.11,,,-0.083,-0.45,-0.25,0.025,0.15,-0.30,0.23,0.32,-0.45,-0.29
