,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total",394.7,413.9,420.5,484.2,499.2,555.3,558.7,554.4,,,147.9,141.2,117.6,130.6,144.4,142.1,137.3,132.9,144.4,131.9
Operating Income,195.4,87.4,231.5,263.7,362.9,337.7,214.2,45.3,,,17.6,41.4,127.9,30.2,17.3,-38.4,36.1,11.7,-70.2,-77.7
Net Income,-119.8,811.1,329.1,238.2,385.5,279.5,138.0,33.8,,,11.5,26.0,100.2,15.2,11.1,-26.8,34.3,7.26,-58.3,-71.1
EBITDA,319.1,240.0,412.2,459.1,571.0,547.1,450.0,311.4,,,77.6,101.4,189.7,91.2,78.3,29.6,112.3,87.7,5.76,-0.74
Gross Profit Margin,14.4%,14.4%,18.1%,19.7%,21.7%,22.9%,19.3%,15.5%,,,16.2%,17.7%,24.9%,17.6%,16.9%,10.9%,16.8%,16.2%,8.1%,5.6%
Operating Margin,4.8%,2.5%,6.4%,6.9%,9.1%,8.7%,5.4%,1.2%,,,1.7%,4.0%,13.0%,3.3%,1.8%,-4.0%,3.5%,1.3%,-7.6%,-8.0%
Net Profit Margin,-2.9%,23.3%,9.1%,6.3%,9.7%,7.2%,3.5%,0.9%,,,1.1%,2.5%,10.2%,1.7%,1.2%,-2.8%,3.3%,0.8%,-6.3%,-7.4%
Return on Assets,-2.9%,18.9%,7.4%,5.2%,7.8%,5.4%,2.5%,0.6%,,,3.4%,2.9%,2.5%,2.7%,2.7%,1.7%,0.6%,0.4%,-0.7%,-1.4%
Return on Equity,-4.2%,23.8%,9.2%,6.5%,9.9%,6.9%,3.4%,0.9%,,,0.3%,0.7%,2.5%,0.4%,0.3%,-0.7%,0.9%,0.2%,-1.5%,-1.9%
Return on Total Capital,-4.2%,23.8%,9.2%,6.5%,9.9%,6.9%,3.4%,0.7%,,,4.7%,3.9%,3.4%,3.8%,3.4%,2.2%,0.7%,0.6%,-1.0%,-2.0%
SG&A to Sale,9.7%,11.9%,11.7%,12.8%,12.6%,14.2%,14.0%,14.4%,,,14.5%,13.7%,11.9%,14.3%,15.1%,14.9%,13.3%,14.9%,15.7%,13.7%
Depreciation & Amortisation,123.7,152.5,180.7,195.4,208.1,209.4,235.8,266.2,,,60.0,60.0,61.8,61.0,61.0,68.0,76.2,76.0,76.0,77.0
Tax Rate,-37.9%,22.9%,17.1%,20.1%,20.2%,21.5%,22.2%,27.8%,,,26.2%,20.6%,22.2%,36.4%,0.4%,18.9%,23.4%,21.3%,21.3%,16.6%
Current Ratio,1.84,2.65,3.26,3.08,2.73,2.62,1.39,1.54,,,2.16,1.74,1.39,1.39,1.68,1.72,1.54,1.46,1.26,1.18
Quick Ratio,0.61,1.16,0.97,0.91,0.90,0.91,0.67,0.69,,,0.85,0.66,0.67,0.48,0.62,0.64,0.69,0.59,0.58,0.51
Days Inventory Outstanding,52.4,66.4,72.9,73.8,76.1,82.9,90.6,98.9,,,103.6,103.2,98.1,98.2,105.8,113.3,106.9,104.4,110.3,113.8
Days Sale Outstanding,66.3,114.3,74.3,77.1,90.5,91.8,91.1,86.9,,,95.1,83.4,91.1,58.3,74.9,73.7,86.9,80.8,100.7,95.6
Days Payable Outstanding,57.8,59.0,57.8,61.8,74.5,81.1,74.8,79.8,,,90.0,90.9,82.4,75.4,82.3,92.9,87.1,77.7,72.9,72.1
Cash Conversion Cycle,73.7,104.2,108.3,79.3,76.3,97.5,103.2,106.9,,,96.1,104.7,107.8,101.0,82.0,93.2,104.1,115.9,127.2,140.6
Debt to Asset Ratio,0.32,0.23,0.20,0.22,0.24,0.24,0.29,0.37,,,0.26,0.28,0.29,0.27,0.35,0.35,0.37,0.38,0.42,0.43
Debt to Equity Ratio,0.46,0.30,0.25,0.29,0.32,0.31,0.42,0.59,,,0.36,0.40,0.42,0.37,0.53,0.54,0.59,0.61,0.71,0.76
Interest Coverage Ratio,,,,,,,,131.0,,,,,,,,,,1.11,,
Cash and Short Term Investments,935.6,675.3,"1,074","1,127","1,268","1,011",192.9,199.0,,,582.8,505.5,192.9,306.3,391.7,286.5,199.0,292.4,165.0,223.0
"Total Receivables, Net",742.5,"1,089",734.5,802.2,984.2,979.9,998.2,919.0,,,"1,035",915.9,998.2,630.8,797.9,769.2,919.0,850.2,"1,049",998.8
Total Inventory,457.0,627.5,553.1,679.6,616.5,748.6,853.5,913.0,,,940.7,880.8,853.5,866.9,952.4,996.2,913.0,949.2,"1,048","1,051"
Total Current Assets,"2,249","2,484","2,466","2,714","2,971","2,824","2,057","2,046",,,"2,648","2,393","2,057","1,835","2,157","2,078","2,046","2,095","2,274","2,297"
"Property/Plant/Equipment, Total - Net","1,893","1,957","2,006","1,984","2,185","2,457","3,429","3,873",,,"2,631","2,886","3,429","3,510","3,578","3,671","3,873","3,920","3,965","3,961"
Total Assets,"4,149","4,446","4,478","4,703","5,160","5,285","5,676","6,124",,,"5,288","5,470","5,676","5,526","5,946","5,943","6,124","6,218","6,458","6,496"
Accounts Payable,487.0,475.7,460.0,571.5,697.8,637.2,686.4,738.1,,,833.1,770.5,686.4,635.0,781.0,818.0,738.1,648.0,673.0,657.0
Accrued Expenses,206.6,140.2,103.4,117.7,152.4,161.8,288.4,222.3,,,181.6,220.5,288.4,174.8,192.0,213.0,222.3,223.0,234.0,236.5
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.0,,,0.00,0.00,0.00,0.00,0.00,0.00,165.0,396.0,788.9,980.6
Total Current Liabilities,"1,225",937.3,755.9,882.6,"1,090","1,077","1,480","1,332",,,"1,224","1,378","1,480","1,320","1,284","1,205","1,332","1,438","1,803","1,949"
Long Term Debt,,,,,,,,687.7,,,,,,,588.3,687.3,687.7,681.2,628.4,585.2
Total Liabilities,"1,311","1,038",888.7,"1,050","1,255","1,261","1,668","2,265",,,"1,401","1,556","1,668","1,503","2,060","2,084","2,265","2,351","2,686","2,795"
Common Stock,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,,,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
Additional Paid-In Capital,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,,,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
Retained Earnings (Accumulated Deficit),"2,672","3,242","3,423","3,487","3,739","3,858","3,842","3,694",,,"3,721","3,747","3,842","3,857","3,720","3,694","3,694","3,701","3,606","3,534"
Shareholders' Equity,"2,838","3,408","3,589","3,653","3,905","4,024","4,008","3,860",,,"3,887","3,913","4,008","4,023","3,886","3,860","3,860","3,867","3,772","3,700"
Cash from Operating Activities,804.9,68.9,668.2,307.1,589.8,265.6,220.9,303.8,,,-68.4,62.3,96.8,323.3,-28.3,57.5,-48.7,14.7,-248.7,23.5
Cash from Investing Activities,-483.9,-325.2,-164.2,-129.0,-365.6,-389.1,-891.1,"-1,004",,,-150.6,-139.4,-406.9,-209.0,-327.4,-257.5,-210.5,-141.7,-177.0,-106.4
Cash from Financing Activities,-148.0,-2.69,-148.0,-148.0,-148.0,-148.0,-148.0,709.1,,,-148.0,0.00,0.00,,438.6,100.3,170.2,220.0,301.6,138.8
Net Change in Cash,176.9,-260.2,398.2,53.7,140.9,-256.9,-818.3,6.10,,,-360.1,-77.4,-312.6,113.4,85.4,-105.2,-87.6,93.4,-127.4,58.0
Free Cashflows,314.7,-257.2,458.2,186.7,225.9,-142.1,-736.0,-703.1,,,-218.9,-77.4,-375.7,114.4,-358.4,-200.0,-259.1,-129.6,-425.7,-82.9
Free Cashflow per Share,42.5,-34.8,61.9,25.2,30.5,-19.2,-99.5,-95.0,,,-29.6,-10.5,-50.8,15.5,-48.4,-27.0,-35.0,-17.5,-57.5,-11.2
