,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,"1,112","1,640","1,789","1,510","1,424","1,331","1,395","1,616",,,302.4,402.7,342.3,388.9,353.5,418.0,455.2,466.1,358.6,422.7
"Selling/General/Administrative Expenses, Total",497.8,640.9,721.1,705.1,680.5,669.8,680.0,682.5,,,164.3,166.8,182.2,151.5,169.5,167.5,193.9,183.5,181.3,181.7
Operating Income,614.3,999.2,"1,068",804.9,743.1,661.1,714.8,933.1,,,138.2,235.9,160.1,237.4,184.0,250.5,261.2,282.5,177.3,241.0
Net Income,408.2,803.5,966.1,649.8,641.5,607.6,811.2,915.6,,,134.7,225.3,280.6,234.8,183.0,243.1,254.7,287.0,170.5,226.5
EBITDA,"1,168","1,706","1,824","1,628","1,588","1,459","1,489","1,581",,,336.5,434.5,345.3,403.3,349.1,417.2,411.2,443.5,338.8,401.0
Gross Profit Margin,17.0%,17.1%,19.5%,18.5%,16.2%,15.9%,16.1%,19.5%,,,15.5%,17.7%,14.7%,19.3%,18.2%,19.8%,20.5%,20.9%,18.4%,20.9%
Operating Margin,9.4%,10.4%,11.6%,9.8%,8.4%,7.9%,8.3%,11.2%,,,7.1%,10.4%,6.9%,11.8%,9.5%,11.8%,11.8%,12.6%,9.1%,11.9%
Net Profit Margin,6.2%,8.4%,10.5%,7.9%,7.3%,7.2%,9.4%,11.0%,,,6.9%,9.9%,12.1%,11.6%,9.4%,11.5%,11.5%,12.8%,8.7%,11.2%
Return on Assets,4.8%,8.8%,10.0%,6.6%,6.6%,6.4%,8.5%,9.8%,,,6.9%,7.6%,8.6%,9.4%,10.3%,10.6%,10.2%,10.5%,10.4%,10.2%
Return on Equity,9.8%,19.4%,19.8%,12.5%,11.6%,10.3%,12.6%,13.3%,,,2.2%,3.7%,4.4%,3.5%,2.8%,3.7%,3.7%,4.0%,2.5%,3.2%
Return on Total Capital,6.0%,11.9%,12.8%,8.7%,9.1%,8.8%,11.8%,12.9%,,,9.6%,10.5%,11.8%,12.5%,13.6%,13.7%,12.9%,13.2%,13.5%,13.2%
SG&A to Sale,7.6%,6.7%,7.8%,8.6%,7.7%,8.0%,7.9%,8.2%,,,8.4%,7.3%,7.8%,7.5%,8.7%,7.9%,8.7%,8.2%,9.3%,9.0%
Depreciation & Amortisation,553.9,706.7,755.2,823.1,845.3,798.4,774.0,647.7,,,198.3,198.6,185.2,165.9,165.2,166.7,150.0,161.0,161.5,160.0
Tax Rate,16.0%,8.1%,8.1%,9.7%,6.3%,7.3%,9.3%,9.1%,,,9.5%,9.9%,8.9%,9.0%,8.6%,9.4%,9.3%,8.7%,10.5%,9.5%
Current Ratio,1.19,1.24,1.37,1.44,1.47,1.54,1.82,2.45,,,1.56,1.57,1.82,2.14,2.18,2.20,2.45,2.59,2.64,2.39
Quick Ratio,0.51,0.62,0.58,0.69,0.72,0.78,0.88,1.38,,,0.79,0.91,0.88,1.21,1.31,1.27,1.38,1.32,1.33,1.16
Days Inventory Outstanding,40.8,33.3,32.2,35.5,34.6,35.2,26.5,24.7,,,32.2,30.8,25.3,21.3,21.9,23.6,25.3,25.6,26.4,31.2
Days Sale Outstanding,52.8,60.8,48.8,61.0,58.6,62.0,72.3,73.6,,,62.7,67.8,72.3,80.1,76.0,73.3,73.6,77.7,68.2,75.9
Days Payable Outstanding,66.5,54.7,63.1,60.9,58.2,61.2,59.1,64.5,,,58.0,58.2,60.0,58.0,53.8,55.6,60.5,61.0,57.0,55.6
Cash Conversion Cycle,40.4,15.6,35.2,32.7,32.3,38.9,32.0,37.5,,,40.9,35.1,33.9,44.7,47.3,43.4,37.5,40.6,46.8,47.7
Debt to Asset Ratio,0.53,0.56,0.51,0.47,0.43,0.38,0.33,0.24,,,0.35,0.34,0.33,0.27,0.25,0.26,0.24,0.24,0.23,0.25
Debt to Equity Ratio,1.11,1.27,1.04,0.88,0.74,0.60,0.49,0.32,,,0.53,0.52,0.49,0.37,0.34,0.35,0.32,0.31,0.30,0.34
Interest Coverage Ratio,5.13,6.24,6.79,5.49,6.42,7.96,12.4,40.8,,,8.94,17.1,13.7,23.2,32.6,61.7,88.3,100.8,68.1,104.5
Cash and Short Term Investments,467.2,814.6,"1,075","1,113","1,269","1,409","2,339","2,068",,,"1,459","1,578","2,339","1,841","1,597","1,932","2,068","2,339","2,159","2,254"
"Total Receivables, Net",948.8,"1,594","1,230","1,366","1,413","1,425","1,714","1,673",,,"1,415","1,571","1,714","1,879","1,782","1,687","1,673","1,813","1,592","1,753"
Total Inventory,776.7,670.3,637.8,660.3,737.7,625.0,427.9,476.2,,,612.3,579.3,427.9,402.6,444.8,449.2,476.2,479.9,506.2,642.7
Total Current Assets,"2,222","3,164","3,004","3,145","3,428","3,463","4,486","4,224",,,"3,485","3,728","4,486","4,124","3,824","4,069","4,224","4,632","4,258","4,649"
"Property/Plant/Equipment, Total - Net","6,145","5,739","6,392","6,209","5,705","5,410","4,114","3,804",,,"5,144","5,006","4,114","4,008","3,952","3,876","3,804","3,698","3,636","3,647"
Total Assets,"8,831","9,421","9,923","9,814","9,634","9,421","9,572","9,065",,,"9,217","9,328","9,572","9,128","8,787","8,953","9,065","9,401","8,984","9,430"
Accounts Payable,921.5,"1,455","1,105","1,121","1,233","1,137","1,216","1,147",,,"1,079","1,173","1,216","1,051","1,034","1,068","1,147","1,134",999.2,"1,049"
Accrued Expenses,172.6,184.6,186.4,167.6,138.5,172.5,218.1,223.2,,,,,218.1,1.74,1.74,,223.2,1.74,1.74,
Debt Due,531.5,579.4,576.9,665.9,740.3,754.6,737.9,114.6,,,708.1,678.9,737.9,419.5,169.4,166.6,114.6,111.5,106.4,233.1
Total Current Liabilities,"1,865","2,551","2,192","2,185","2,333","2,249","2,465","1,724",,,"2,234","2,378","2,465","1,930","1,752","1,849","1,724","1,791","1,615","1,948"
Long Term Debt,"2,654","2,577","2,701","2,248","1,504","1,007",469.5,194.7,,,678.6,521.3,469.5,328.0,252.4,223.3,194.7,169.1,145.6,139.2
Total Liabilities,"4,649","5,272","5,050","4,596","4,103","3,534","3,152","2,178",,,"3,200","3,191","3,152","2,473","2,225","2,299","2,178","2,227","2,065","2,391"
Common Stock,339.9,339.9,424.9,425.2,425.2,425.2,425.2,425.2,,,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2,425.2
Additional Paid-In Capital,711.4,711.4,712.7,716.4,716.4,716.4,716.4,716.4,,,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4,716.4
Retained Earnings (Accumulated Deficit),"2,527","3,097","3,728","4,072","4,388","4,745","5,277","5,745",,,"4,876","4,995","5,277","5,512","5,418","5,513","5,745","6,032","5,777","5,855"
Shareholders' Equity,"4,182","4,149","4,873","5,217","5,531","5,887","6,420","6,887",,,"6,017","6,137","6,420","6,656","6,562","6,654","6,887","7,174","6,919","6,997"
Cash from Operating Activities,863.1,"1,768","1,827","1,464","1,552","1,442","1,532","1,453",,,420.9,468.3,345.0,164.6,410.5,509.3,368.5,359.1,349.7,372.3
Cash from Investing Activities,"-1,726","-1,096","-1,319",-711.0,-493.4,-553.6,174.4,-628.0,,,-51.7,-292.5,555.8,-193.1,-98.0,-137.3,-199.6,90.8,-74.6,-48.3
Cash from Financing Activities,330.8,-324.3,-282.9,-818.2,"-1,034",-816.6,-893.4,"-1,347",,,-378.6,-306.4,-4.53,-470.6,-608.1,-184.3,-83.7,-31.5,-456.5,-179.8
Net Change in Cash,-532.6,347.4,225.9,-65.2,24.6,71.3,813.3,-521.8,,,-9.48,-130.6,896.3,-499.1,-295.6,187.6,85.2,418.4,-181.4,144.1
Free Cashflows,"-1,185",728.2,459.1,843.3,"1,171",929.9,"1,311","1,033",,,364.4,409.5,275.2,69.5,354.1,392.6,216.4,300.1,267.3,278.6
Free Cashflow per Share,-2.79,1.71,1.08,1.98,2.75,2.19,3.08,2.43,,,0.86,0.96,0.65,0.16,0.83,0.92,0.51,0.71,0.63,0.66
