,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Payable Outstanding,1.50,2.30,2.44,2.87,3.31,2.83,3.04,2.53,,,3.51,3.55,3.72,4.00,4.09,3.23,2.29,2.64,2.83,2.89
Cash Conversion Cycle,-1.70,-3.37,-2.20,-3.93,-3.88,-3.18,-3.98,-2.16,,,-3.67,-3.78,-3.98,-4.37,-4.16,-2.59,-2.16,-3.25,-2.58,-3.40
Debt to Asset Ratio,0.68,0.67,0.68,0.42,0.57,0.73,0.76,0.75,,,0.75,0.75,0.76,0.75,0.76,0.75,0.75,0.74,0.75,0.75
Debt to Equity Ratio,2.14,2.03,2.11,0.72,1.31,2.65,3.13,3.00,,,2.96,3.04,3.13,2.98,3.13,3.04,3.00,2.90,3.05,2.99
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,30.7,49.8,93.8,705.9,152.6,539.3,"1,154",880.2,,,457.6,727.9,"1,154",706.8,"1,025",706.4,880.2,960.4,948.0,955.8
"Total Receivables, Net","3,902","4,617","5,524","7,138","12,310","22,923","34,491","46,606",,,"28,413","31,327","34,491","36,773","40,135","43,369","46,606","49,099","52,844","56,080"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"3,933","4,712","5,640","8,369","12,502","23,527","35,772","47,620",,,"28,994","32,188","35,772","37,629","41,303","44,206","47,620","50,281","53,986","57,224"
"Property/Plant/Equipment, Total - Net",31.6,67.9,335.0,362.4,519.7,772.5,"1,022","1,269",,,892.1,947.5,"1,022","1,100","1,164","1,245","1,269","1,332","1,426","1,547"
Total Assets,"3,967","4,794","6,016","8,777","13,083","24,426","36,953","49,146",,,"30,035","33,300","36,953","38,882","42,632","45,650","49,146","51,946","55,813","59,207"
Accounts Payable,1.93,5.30,4.37,9.51,13.5,17.3,32.6,24.3,,,24.8,28.3,32.6,39.3,40.6,27.1,24.3,38.6,32.4,46.1
Accrued Expenses,65.0,80.6,90.2,95.8,115.3,211.3,406.2,635.2,,,211.2,348.9,406.2,339.2,403.1,510.6,635.2,427.2,438.0,686.4
Debt Due,"1,683","1,502","3,292","3,117","3,787","12,650","10,545","11,065",,,"10,828","8,667","10,545","7,640","10,945","10,224","11,065","13,396","17,034","14,412"
Total Current Liabilities,"1,066","1,720","3,440","3,287","4,035","13,100","11,350","12,345",,,"11,361","9,227","11,350","8,585","11,846","11,075","12,345","14,800","18,200","15,511"
Long Term Debt,"1,824","1,484",625.0,367.6,"3,368","4,599","16,619","24,463",,,"11,056","15,804","16,619","20,473","20,424","23,240","24,463","23,798","23,778","28,778"
Total Liabilities,"2,704","3,219","4,079","3,671","7,431","17,733","28,010","36,847",,,"22,447","25,062","28,010","29,102","32,315","34,362","36,847","38,640","42,037","44,351"
Common Stock,"1,100","1,260","1,575","2,120","2,120","2,120","2,120","2,120",,,"2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120","2,120"
Additional Paid-In Capital,,,,"2,380","2,380","2,380","2,380","2,380",,,"2,380","2,380","2,380","2,380","2,380","2,380","2,380","2,380","2,380","2,380"
Retained Earnings (Accumulated Deficit),162.5,324.7,362.1,606.2,"1,152","2,192","4,473","7,814",,,"3,088","3,738","4,473","5,307","5,838","6,803","7,814","8,819","9,288","10,369"
Shareholders' Equity,"1,263","1,585","1,937","5,106","5,652","6,692","8,943","12,299",,,"7,588","8,238","8,943","9,780","10,317","11,287","12,299","13,306","13,776","14,856"
Cash from Operating Activities,"-2,234",-183.0,-402.2,"-1,263","-3,519","-8,609","-8,062","-6,843",,,"-2,600","-2,056","-1,912","-1,057","-2,231","-1,982","-1,573","-1,108","-2,605","-1,762"
Cash from Investing Activities,-16.5,-50.8,-287.6,-52.5,-202.3,-365.3,-402.9,-471.9,,,-97.1,-98.2,-121.8,-114.1,-122.9,-140.2,-94.7,-118.6,-164.7,-194.8
Cash from Financing Activities,"2,329",253.2,733.8,"1,927","3,168","9,361","9,080","7,041",,,"2,686","2,425","2,459",723.8,"2,672","1,803","1,842","1,307","2,757","1,965"
Net Change in Cash,7.00,19.1,44.0,612.1,-553.3,386.7,614.4,-273.6,,,-11.6,270.3,425.8,-446.9,318.4,-318.9,173.8,80.2,-12.4,7.86
Free Cashflows,"-2,248",-236.9,-693.5,"-1,316","-3,722","-8,958","-8,463","-7,314",,,"-2,698","-2,153","-2,034","-1,169","-2,355","-2,125","-1,665","-1,224","-2,770","-1,955"
Free Cashflow per Share,-1.06,-0.11,-0.33,-0.62,-1.76,-4.23,-3.99,-3.45,,,-1.27,-1.02,-0.96,-0.55,-1.11,-1.00,-0.79,-0.58,-1.31,-0.92
