,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash Conversion Cycle,31.5,45.4,33.5,34.1,41.5,42.5,42.3,43.6,,,53.2,49.9,42.0,55.1,49.7,38.3,45.0,52.0,39.8,45.5
Debt to Asset Ratio,0.43,0.42,0.55,0.62,0.62,0.61,0.59,0.63,,,0.60,0.59,0.59,0.59,0.63,0.63,0.63,0.61,0.61,0.61
Debt to Equity Ratio,0.76,0.72,1.22,1.62,1.60,1.58,1.43,1.67,,,1.52,1.43,1.43,1.42,1.67,1.69,1.67,1.56,1.55,1.55
Interest Coverage Ratio,28.3,5.07,,,0.92,1.41,4.53,,,,5.26,3.83,5.06,,1.32,,1.63,,,
Cash and Short Term Investments,1.19,2.38,11.5,1.77,6.70,3.92,3.01,2.22,,,4.14,10.1,3.01,10.00,1.81,8.82,2.22,5.53,13.1,8.04
"Total Receivables, Net",738.5,714.6,790.1,943.4,918.9,"1,060","1,033","1,105",,,"1,090","1,018","1,033","1,102","1,036","1,104","1,105",894.7,818.6,825.2
Total Inventory,864.6,862.6,951.0,"1,129","1,043","1,313","1,598","1,540",,,"1,445","1,336","1,598","1,526","1,579","1,586","1,540","1,362","1,437","1,402"
Total Current Assets,"1,610","1,612","1,760","2,092","1,985","2,401","2,664","2,678",,,"2,572","2,412","2,664","2,700","2,622","2,743","2,678","2,281","2,299","2,271"
"Property/Plant/Equipment, Total - Net","4,139","4,308","5,645","6,070","6,192","5,965","5,741","6,344",,,"5,855","5,790","5,741","5,668","6,342","6,292","6,344","6,394","6,411","6,314"
Total Assets,"6,008","6,108","7,542","8,243","8,245","8,496","8,549","9,116",,,"8,581","8,354","8,549","8,518","9,047","9,126","9,116","8,741","8,763","8,639"
Accounts Payable,"1,069",943.1,"1,149","1,302","1,293","1,346","1,592","1,701",,,"1,495","1,400","1,592","1,502","1,590","1,831","1,701","1,369","1,438","1,357"
Accrued Expenses,0.23,0.39,0.68,0.80,0.55,0.83,0.75,1.51,,,0.47,0.75,0.75,0.96,1.15,1.21,1.51,1.46,0.96,0.78
Debt Due,"1,177","1,074",695.0,"1,312","1,338","1,564","1,640","2,730",,,"1,687","1,624","1,640","1,873","2,535","2,500","2,730","2,707","1,944","2,054"
Total Current Liabilities,"2,555","2,294","2,102","2,953","2,946","3,145","3,497","4,664",,,"3,386","3,250","3,497","3,584","4,371","4,576","4,664","4,277","3,593","3,623"
Long Term Debt,17.0,224.9,"2,006","2,103","2,083","2,011","1,487",983.1,,,"1,745","1,616","1,487","1,358","1,229","1,105",983.1,983.5,"1,651","1,536"
Total Liabilities,"2,599","2,550","4,141","5,093","5,071","5,204","5,038","5,706",,,"5,182","4,918","5,038","4,997","5,656","5,738","5,706","5,321","5,333","5,250"
Common Stock,399.4,399.4,399.4,399.4,399.4,399.4,399.4,399.4,,,399.4,399.4,399.4,399.4,399.4,399.4,399.4,399.4,399.4,399.4
Additional Paid-In Capital,876.6,876.6,876.6,876.6,876.6,876.6,876.6,876.6,,,876.6,876.6,876.6,876.6,876.6,876.6,876.6,876.6,876.6,876.6
Retained Earnings (Accumulated Deficit),"2,132","2,282","2,124","1,873","1,898","2,016","2,235","2,133",,,"2,123","2,159","2,235","2,244","2,114","2,112","2,133","2,144","2,154","2,113"
Shareholders' Equity,"3,408","3,558","3,400","3,150","3,174","3,292","3,511","3,410",,,"3,399","3,435","3,511","3,520","3,391","3,388","3,410","3,420","3,430","3,390"
Cash from Operating Activities,"1,525",294.7,278.3,-118.5,488.0,196.4,849.1,466.6,,,327.2,282.2,209.1,-82.0,277.0,224.9,46.8,74.5,204.0,38.4
Cash from Investing Activities,-944.2,-332.3,"-1,449",-517.4,-320.6,-203.1,-167.7,-924.4,,,-29.1,-24.6,-55.5,-22.1,-691.2,-45.1,-166.0,-45.2,-83.7,-12.1
Cash from Financing Activities,-591.0,38.7,"1,180",626.1,-162.5,3.95,-682.3,457.0,,,-296.9,-251.5,-160.7,111.0,406.1,-172.8,112.6,-26.0,-112.7,-31.3
Net Change in Cash,-9.94,1.19,9.17,-9.77,4.93,-2.78,-0.91,-0.80,,,1.22,5.99,-7.11,6.98,-8.19,7.01,-6.60,3.31,7.56,-5.04
Free Cashflows,411.6,-441.6,"-1,171",-635.1,164.3,-34.8,682.3,-472.8,,,298.1,257.3,153.6,-103.8,-429.7,179.8,-119.1,29.3,120.2,26.3
Free Cashflow per Share,1.03,-1.11,-2.93,-1.59,0.41,-0.087,1.71,-1.18,,,0.75,0.64,0.38,-0.26,-1.08,0.45,-0.30,0.073,0.30,0.066
