,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Interest Coverage Ratio,,2.52,2.86,1.34,1.50,1.43,1.25,1.08,,,1.34,1.26,1.08,1.32,1.29,0.94,0.87,0.87,0.91,0.80
Cash and Short Term Investments,,5.81,8.05,6.59,16.1,6.70,43.6,72.4,,,176.3,98.6,43.6,107.3,58.6,84.2,72.4,28.9,36.1,13.5
"Total Receivables, Net",,126.4,92.4,97.6,93.5,225.8,348.2,556.7,,,189.0,206.1,348.2,234.2,305.1,345.8,556.7,563.8,573.7,567.5
Total Inventory,,,0.90,1.24,18.9,28.7,66.4,7.20,,,6.83,17.3,66.4,4.04,2.83,2.00,7.20,6.75,140.8,257.4
Total Current Assets,,175.0,145.7,165.7,186.7,319.2,562.9,794.5,,,505.3,515.1,562.9,625.7,697.1,822.9,794.5,764.2,948.4,"1,052"
"Property/Plant/Equipment, Total - Net",,1.16,1.35,1.76,116.2,123.5,27.2,58.5,,,"7,149","7,518",27.2,"8,653","9,930","10,889",58.5,"11,646","11,721","11,789"
Total Assets,,"1,974","2,308","2,667","3,665","6,375","8,757","12,640",,,"7,823","8,223","8,757","9,630","11,011","12,134","12,640","12,898","13,188","13,391"
Accounts Payable,,,27.8,34.3,48.9,191.0,89.5,490.4,,,192.3,317.9,89.5,409.2,667.8,654.7,490.4,683.7,822.2,876.4
Accrued Expenses,,,19.6,36.7,39.4,55.3,33.8,30.1,,,26.3,27.6,33.8,27.1,26.3,26.8,30.1,33.7,31.9,33.0
Debt Due,,687.1,802.9,939.1,853.9,"1,243","1,482","2,242",,,"1,165","1,257","1,482","1,568","1,777","2,054","2,242","2,377","2,528","2,672"
Total Current Liabilities,,740.9,856.1,"1,017","1,062","1,506","1,630","2,791",,,"1,404","1,626","1,630","2,029","2,497","2,765","2,791","3,126","3,407","3,607"
Long Term Debt,,"1,009","1,050","1,233","1,938","4,113","5,713","8,341",,,"5,019","5,168","5,713","6,150","7,033","7,866","8,341","8,258","8,259","8,263"
Total Liabilities,,"1,751","1,953","2,304","3,071","5,711","7,352","11,146",,,"6,501","6,866","7,352","8,189","9,540","10,643","11,146","11,399","11,683","11,892"
Common Stock,,50.0,50.0,50.0,225.0,225.0,330.0,363.0,,,330.0,330.0,330.0,330.0,363.0,363.0,363.0,363.0,363.0,363.0
Additional Paid-In Capital,,,,,,,511.0,511.0,,,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0
Retained Earnings (Accumulated Deficit),,173.8,350.8,313.1,369.2,439.0,564.5,619.4,,,480.7,516.2,564.5,600.0,596.8,617.2,619.4,625.3,631.3,625.7
Shareholders' Equity,,223.8,400.8,363.1,594.2,664.0,"1,405","1,493",,,"1,322","1,357","1,405","1,441","1,471","1,491","1,493","1,499","1,505","1,500"
Cash from Operating Activities,,,570.9,621.1,863.3,843.6,"1,307","1,643",,,352.5,346.7,378.6,357.2,358.5,408.1,519.2,522.8,529.9,298.1
Cash from Investing Activities,,,-4.22,-10.8,-7.01,-291.7,"-1,525","-1,275",,,-389.2,-313.3,-800.1,-105.1,-332.2,-602.4,-235.6,-13.6,-135.9,65.2
Cash from Financing Activities,,,-564.4,-611.7,-846.7,-561.3,251.4,-336.2,,,-193.9,-71.3,423.3,-220.6,-55.2,234.9,-295.4,-552.8,-386.8,-385.8
Net Change in Cash,,,2.24,-1.47,9.53,-9.42,33.5,31.5,,,-230.6,-37.9,1.80,31.6,-28.8,40.6,-11.8,-43.5,7.23,-22.6
Free Cashflows,,,566.7,610.8,857.2,554.2,-199.9,424.5,,,68.3,-2.01,-475.6,325.1,13.2,-207.0,293.2,513.1,395.9,366.3
Free Cashflow per Share,,,0.78,0.84,1.18,0.76,-0.28,0.58,,,0.094,-0.003,-0.66,0.45,0.018,-0.29,0.40,0.71,0.55,0.50
