,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Sale Outstanding,581.9,814.4,517.0,519.1,712.3,728.0,816.4,414.1,,,779.6,901.6,816.4,582.1,537.4,529.7,414.1,459.7,604.1,496.2
Days Payable Outstanding,"6,128","7,655","6,152","4,754","4,756","4,400","4,165","2,495",,,"5,298","7,376","5,806","2,962","2,607","2,625","2,107","1,714","3,142","3,388"
Cash Conversion Cycle,"-5,739","-9,657","-5,038","-3,861","-5,380","-4,460","-3,936","-1,398",,,"-5,870","-8,682","-3,934","-2,447","-2,894","-2,416","-1,398","-1,720","-4,338","-2,070"
Debt to Asset Ratio,0.38,0.50,0.42,0.40,0.43,0.52,0.57,0.28,,,0.55,0.61,0.57,0.47,0.44,0.53,0.28,0.25,0.47,0.32
Debt to Equity Ratio,0.62,0.99,0.73,0.67,0.75,1.08,1.34,0.38,,,1.22,1.56,1.34,0.88,0.78,1.11,0.38,0.33,0.87,0.48
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"2,151","2,550","2,425","2,472","2,163","3,218","3,903","2,269",,,856.0,849.2,"3,903",510.0,"1,267","2,688","2,269",809.0,"4,053","2,702"
"Total Receivables, Net","3,140","4,527","4,272","3,677","4,086","4,803","5,513","2,469",,,"5,320","6,005","5,513","4,072","3,773","3,542","2,469","2,488","2,935","2,456"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"5,492","7,251","6,940","6,267","6,288","8,060","9,446","4,774",,,"6,225","6,886","9,446","4,618","5,080","6,266","4,774","3,335","7,032","5,190"
"Property/Plant/Equipment, Total - Net",233.2,237.5,252.3,250.8,229.0,212.9,189.4,157.0,,,204.0,195.8,189.4,185.1,175.2,164.1,157.0,150.4,143.2,143.2
Total Assets,"6,443","8,284","7,686","7,660","7,767","9,877","11,291","6,392",,,"10,364","11,863","11,291","9,523","8,450","9,730","6,392","6,310","8,622","6,733"
Accounts Payable,"1,683","2,881","2,002","1,374","1,796","1,854","1,671",664.7,,,"2,257","3,244","1,671","1,193","1,513","1,308",664.7,692.7,"1,583",708.5
Accrued Expenses,265.8,289.1,484.3,438.4,295.3,358.1,427.2,291.5,,,10.2,28.3,427.2,38.4,15.8,13.3,291.5,12.2,12.5,10.7
Debt Due,348.8,729.2,548.2,982.6,996.0,"2,629","4,119",571.1,,,"2,980","3,462","4,119","2,789","1,749","3,373",571.1,539.0,"2,067","1,065"
Total Current Liabilities,"2,383","3,997","3,114","2,943","3,182","4,991","6,316","1,622",,,"5,561","7,091","6,316","4,313","3,557","4,974","1,622","1,413","3,844","2,013"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"2,467","4,123","3,251","3,069","3,333","5,128","6,460","1,766",,,"5,688","7,222","6,460","4,460","3,699","5,118","1,766","1,560","4,014","2,176"
Common Stock,"2,106","2,106","2,106","2,106","2,106","2,106","2,106","2,106",,,"2,106","2,106","2,106","2,106","2,106","2,106","2,106","2,106","2,106","2,106"
Additional Paid-In Capital,"1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139",,,"1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139","1,139"
Retained Earnings (Accumulated Deficit),657.4,830.7,"1,140","1,294","1,161","1,474","1,549","1,352",,,"1,394","1,368","1,549","1,777","1,468","1,326","1,352","1,471","1,328","1,291"
Shareholders' Equity,"3,976","4,161","4,435","4,591","4,434","4,749","4,831","4,626",,,"4,676","4,641","4,831","5,063","4,751","4,612","4,626","4,750","4,608","4,557"
Cash from Operating Activities,"1,136",-901.6,674.0,"1,039",317.5,-786.4,-904.2,"3,935",,,332.9,-384.9,-586.8,797.4,"2,087",-86.2,"1,137",-404.7,-410.8,620.9
Cash from Investing Activities,649.1,378.6,484.4,-500.6,-50.6,-254.8,218.5,295.2,,,-199.3,98.2,232.7,65.9,134.9,-20.9,115.3,82.6,-105.5,129.3
Cash from Financing Activities,-610.6,-421.1,-758.0,-673.8,-673.8,862.8,844.2,"-3,487",,,93.9,337.9,183.4,"-1,072","-1,579",-167.9,-668.7,-274.3,689.0,-892.3
Net Change in Cash,"1,175",-944.2,400.3,-135.8,-407.0,-178.3,158.5,742.4,,,227.4,51.2,-170.7,-208.9,643.0,-274.9,583.3,-596.3,172.8,-142.1
Free Cashflows,"1,071",-946.5,611.0,982.3,276.7,-831.2,-936.6,"3,912",,,325.0,-388.5,-596.2,789.1,"2,085",-89.3,"1,127",-408.7,-412.4,610.5
Free Cashflow per Share,0.51,-0.45,0.29,0.47,0.13,-0.39,-0.44,1.86,,,0.15,-0.18,-0.28,0.37,0.99,-0.042,0.54,-0.19,-0.19,0.29
