,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,28.0%,35.5%,42.1%,48.2%,43.3%,60.8%,78.0%,53.8%,,,76.4%,38.7%,209.6%,101.7%,58.8%,31.5%,54.2%,47.6%,29.6%,23.4%
Depreciation & Amortisation,4.80,5.82,5.83,5.48,5.86,5.40,6.00,3.18,,,25.9,97.3,-201.4,7.47,76.2,30.6,0.55,0.56,0.57,0.53
Tax Rate,0.0%,0.3%,0.8%,9.3%,-6.8%,-6.6%,-6.4%,-103.1%,,,-10.5%,41.3%,3.5%,-0.3%,-1.0%,21.0%,46.7%,387.3%,46.8%,54.2%
Current Ratio,0.84,0.81,0.71,2.52,3.70,2.64,2.87,1.66,,,2.67,2.23,2.87,2.78,2.26,1.93,1.66,2.15,1.73,2.14
Quick Ratio,0.51,0.46,0.47,1.43,1.70,1.07,0.76,0.76,,,0.95,1.09,0.76,0.55,0.64,0.49,0.76,0.60,0.57,0.95
Days Inventory Outstanding,57.5,52.2,87.5,105.0,181.1,278.6,325.0,397.9,,,262.9,242.8,277.0,463.3,392.3,478.2,445.0,345.8,309.0,177.0
Days Sale Outstanding,150.0,156.4,234.9,206.5,205.6,211.4,113.0,261.3,,,188.9,271.7,113.0,101.5,128.6,148.7,261.3,106.8,127.8,134.8
Days Payable Outstanding,71.0,53.2,65.2,50.2,78.5,95.8,78.0,260.5,,,70.2,79.5,90.2,75.2,58.3,75.3,257.1,250.1,132.4,129.4
Cash Conversion Cycle,164.0,154.4,255.0,264.0,367.6,418.9,464.2,146.3,,,434.4,366.0,436.4,514.4,439.1,560.5,191.3,402.9,261.3,160.1
Debt to Asset Ratio,0.55,0.74,0.92,0.28,0.19,0.28,0.23,0.39,,,0.26,0.32,0.23,0.23,0.28,0.31,0.39,0.27,0.35,0.28
Debt to Equity Ratio,1.24,2.77,10.8,0.38,0.23,0.38,0.28,0.64,,,0.34,0.46,0.28,0.29,0.40,0.45,0.64,0.38,0.53,0.39
Interest Coverage Ratio,2.66,,,,,,,,,,,18.8,,,,21.0,18.7,5.08,9.74,28.4
Cash and Short Term Investments,37.7,111.0,39.4,83.0,89.7,133.2,73.5,42.4,,,65.4,88.1,73.5,69.1,36.7,31.6,42.4,59.0,79.7,98.8
"Total Receivables, Net",431.6,438.0,495.6,474.3,305.0,281.0,112.6,238.7,,,198.5,321.4,112.6,84.8,119.9,108.8,238.7,110.2,149.9,185.7
Total Inventory,120.9,114.4,158.3,205.8,198.8,226.1,180.9,196.6,,,218.5,165.9,180.9,225.3,205.2,225.6,196.6,178.6,174.8,92.0
Total Current Assets,711.4,771.3,743.3,837.0,663.5,690.8,428.1,519.4,,,556.5,655.9,428.1,430.0,420.6,426.8,519.4,396.1,453.7,417.8
"Property/Plant/Equipment, Total - Net",16.4,20.5,18.5,18.4,18.1,15.9,11.4,4.38,,,13.0,12.2,11.4,10.4,5.30,4.78,4.38,4.01,3.61,2.60
Total Assets,"1,532","1,374","1,206","1,213",960.3,959.3,683.4,822.6,,,831.4,931.6,683.4,684.5,669.2,719.6,822.6,694.0,774.5,714.7
Accounts Payable,120.2,119.5,83.8,90.5,85.0,61.1,36.6,210.6,,,49.4,76.4,36.6,29.4,34.5,33.3,210.6,60.8,90.7,104.5
Accrued Expenses,54.8,66.4,55.1,76.6,22.2,42.1,27.2,38.7,,,31.1,65.5,27.2,35.5,15.2,30.3,38.7,33.3,18.9,19.3
Debt Due,538.2,651.7,840.4,50.1,9.70,107.1,60.2,20.1,,,100.2,119.7,60.2,60.7,89.7,114.5,20.1,65.0,87.0,57.0
Total Current Liabilities,842.0,956.5,"1,050",331.7,179.5,261.5,149.0,313.6,,,208.5,293.8,149.0,154.7,186.3,220.9,313.6,184.6,263.0,195.2
Long Term Debt,3.96,46.4,48.6,,0.50,0.30,0.078,,,,0.19,0.13,0.078,0.020,,,,,,
Total Liabilities,849.7,"1,014","1,106",335.6,183.7,266.6,154.0,319.0,,,213.9,299.4,154.0,159.9,189.6,224.4,319.0,190.1,267.7,199.8
Common Stock,641.3,641.3,657.8,"1,300","1,300","1,300","1,300","1,300",,,"1,300","1,300","1,300","1,300","1,300","1,300","1,300",650.1,650.1,650.1
Additional Paid-In Capital,105.8,105.8,132.6,453.8,454.0,454.0,454.0,454.0,,,454.0,454.0,454.0,454.0,454.0,454.0,454.0,132.6,132.6,132.6
Retained Earnings (Accumulated Deficit),-64.4,-417.1,-663.6,-845.7,-945.3,"-1,028","-1,184","-1,210",,,"-1,099","-1,082","-1,184","-1,188","-1,233","-1,218","-1,210",-625.7,-622.7,-612.5
Shareholders' Equity,682.6,365.9,101.9,884.8,787.4,705.0,549.3,501.7,,,634.3,651.5,549.3,545.3,479.0,493.4,501.7,502.5,505.4,514.9
Cash from Operating Activities,476.7,383.3,142.2,257.6,268.1,143.8,180.8,230.1,,,15.8,100.9,50.0,-3.35,32.4,30.8,170.3,40.8,49.0,171.5
Cash from Investing Activities,-378.6,-466.4,-404.6,-338.1,-221.1,-198.4,-193.4,-221.0,,,-14.5,-97.5,-5.10,-1.47,-93.8,-60.7,-65.1,-69.2,-50.2,-122.4
Cash from Financing Activities,-89.4,124.0,190.8,124.0,-40.2,98.0,-47.1,-40.2,,,-38.8,19.4,-59.5,0.41,29.0,24.8,-94.4,44.9,22.0,-30.0
Net Change in Cash,8.79,40.8,-71.6,43.6,6.75,43.5,-59.7,-31.1,,,-37.6,22.8,-14.6,-4.42,-32.4,-5.13,10.8,16.5,20.8,19.1
Free Cashflows,473.2,374.2,137.9,251.4,263.0,140.7,179.4,229.4,,,15.7,100.6,49.5,-3.51,32.2,30.7,170.1,40.5,48.7,171.3
Free Cashflow per Share,0.74,0.58,0.21,0.19,0.20,0.11,0.14,0.18,,,0.012,0.077,0.038,-0.003,0.025,0.024,0.13,0.031,0.037,0.13
