,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,270.8,254.9,70.8,-171.0,282.0,306.1,295.1,436.3,,,63.5,74.5,99.2,116.2,101.4,90.7,128.0,88.5,93.3,93.0
Gross Profit Margin,42.0%,44.1%,27.2%,-11.2%,31.3%,48.1%,46.4%,51.0%,,,41.8%,46.5%,55.6%,59.5%,51.7%,48.6%,46.1%,50.1%,54.4%,51.2%
Operating Margin,15.8%,16.9%,-11.6%,-59.5%,6.4%,15.4%,15.1%,28.1%,,,9.2%,15.9%,26.4%,33.3%,28.3%,25.0%,26.4%,24.6%,26.6%,28.7%
Net Profit Margin,-14.3%,22.6%,39.0%,-71.8%,-13.9%,22.9%,39.2%,42.0%,,,34.7%,39.6%,47.9%,50.1%,45.8%,38.3%,36.2%,32.7%,23.5%,47.9%
Return on Assets,-3.7%,5.7%,6.8%,-9.7%,-3.2%,3.9%,6.2%,9.0%,,,4.5%,5.4%,6.1%,7.5%,8.5%,8.5%,8.8%,7.5%,6.5%,7.0%
Return on Equity,-5.9%,8.8%,11.0%,-20.3%,-5.7%,5.9%,8.5%,12.2%,,,1.9%,2.1%,3.1%,3.6%,3.1%,2.3%,3.6%,1.8%,1.4%,2.8%
Return on Total Capital,-4.7%,7.3%,8.5%,-14.8%,-4.9%,5.2%,7.6%,11.0%,,,5.7%,6.7%,7.6%,9.2%,10.6%,10.7%,11.0%,9.4%,8.4%,8.8%
SG&A to Sale,26.2%,27.2%,38.8%,49.5%,25.7%,34.8%,36.5%,27.0%,,,38.1%,36.0%,33.7%,30.1%,27.7%,29.3%,23.0%,31.3%,33.6%,28.1%
Depreciation & Amortisation,119.9,85.6,161.6,197.4,215.9,198.4,201.1,185.3,,,50.0,50.8,50.6,45.9,46.2,46.5,46.8,46.1,46.7,41.6
Tax Rate,-58.4%,9.9%,31.4%,1.7%,-6.5%,0.0%,4.0%,6.7%,,,-1.6%,10.0%,5.7%,8.2%,4.5%,7.5%,6.4%,5.4%,4.1%,1.8%
Current Ratio,2.89,1.47,3.10,1.52,1.80,6.43,8.41,10.5,,,7.62,8.93,8.41,9.64,9.31,8.97,10.5,12.3,12.3,10.4
Quick Ratio,0.039,0.053,0.10,0.063,0.060,0.33,0.38,0.46,,,0.41,0.52,0.38,0.52,0.45,0.37,0.46,2.29,3.71,2.96
Days Inventory Outstanding,"1,162","1,112","1,049",815.3,671.3,"1,160","1,260",919.7,,,"1,262","1,305","1,260","1,256","1,215","1,169",911.7,879.4,909.1,917.0
Days Sale Outstanding,10.1,24.2,26.4,39.3,19.7,33.0,38.1,32.5,,,43.9,49.7,38.1,37.7,36.3,36.2,32.5,35.3,38.3,38.7
Days Payable Outstanding,42.5,44.2,32.3,17.9,15.6,27.4,27.3,16.3,,,38.1,36.9,24.3,24.2,24.2,20.2,16.5,16.3,14.3,13.9
Cash Conversion Cycle,"1,139","1,082","1,059",832.1,681.1,"1,161","1,278",933.3,,,"1,262","1,323","1,283","1,265","1,230","1,186",927.6,899.8,935.6,941.8
Debt to Asset Ratio,0.35,0.41,0.39,0.52,0.41,0.31,0.28,0.29,,,0.30,0.29,0.28,0.27,0.27,0.30,0.29,0.27,0.28,0.28
Debt to Equity Ratio,0.54,0.70,0.65,1.08,0.69,0.45,0.40,0.40,,,0.42,0.41,0.40,0.37,0.38,0.43,0.40,0.38,0.39,0.39
Interest Coverage Ratio,3.71,4.09,,,1.39,9.95,35.8,146.5,,,20.2,32.0,85.9,246.7,209.2,91.5,119.1,120.9,113.0,99.4
Cash and Short Term Investments,163.4,73.5,44.2,55.1,446.8,4.80,200.4,672.3,,,23.1,83.0,200.4,284.7,328.0,603.2,672.3,704.8,708.0,764.5
"Total Receivables, Net",26.5,66.5,56.6,66.6,55.8,63.0,64.9,79.4,,,67.1,77.1,64.9,71.6,73.7,76.1,79.4,82.5,87.4,88.6
Total Inventory,"1,750","1,666","1,615","1,462","1,152","1,149","1,149","1,054",,,"1,149","1,149","1,149","1,146","1,129","1,129","1,054","1,054","1,054","1,055"
Total Current Assets,"1,977","1,850","1,752","1,604","1,662","1,244","1,419","1,814",,,"1,250","1,318","1,419","1,510","1,538","1,821","1,814","1,842","1,850","1,909"
"Property/Plant/Equipment, Total - Net","1,294","2,099","2,416","2,371","2,005","1,948","1,842","1,696",,,"1,859","1,818","1,842","1,800","1,756","1,713","1,696","1,667","1,629","1,604"
Total Assets,"3,589","4,374","4,591","4,560","4,310","3,904","4,011","4,308",,,"3,872","3,916","4,011","4,085","3,998","4,240","4,308","4,317","4,159","4,259"
Accounts Payable,64.7,71.1,30.0,37.4,23.4,30.9,18.8,20.3,,,39.5,25.5,18.8,25.4,19.8,19.3,20.3,18.8,14.3,17.6
Accrued Expenses,44.3,24.1,22.9,49.1,44.8,30.8,34.4,39.9,,,22.8,25.8,34.4,21.5,22.2,34.6,39.9,0.65,1.27,1.99
Debt Due,278.3,289.4,170.3,551.9,750.3,72.3,16.8,42.4,,,32.2,7.76,16.8,25.1,34.2,40.4,42.4,42.4,42.2,42.0
Total Current Liabilities,683.8,"1,259",566.1,"1,056",925.5,193.4,168.7,172.8,,,164.0,147.6,168.7,156.6,165.2,202.9,172.8,149.5,150.4,183.8
Long Term Debt,544.1,511.2,813.5,803.4,369.1,353.3,348.1,322.0,,,353.3,355.1,348.1,338.0,328.0,321.1,322.0,312.7,302.3,288.8
Total Liabilities,"1,259","1,799","1,810","2,367","1,766","1,202","1,142","1,228",,,"1,150","1,136","1,142","1,110","1,097","1,272","1,228","1,181","1,169","1,191"
Common Stock,"1,508","1,522","1,545","1,559","1,592","2,048","2,048","2,048",,,"2,048","2,048","2,048","2,048","2,048","2,048","2,048","2,048","2,048","2,048"
Additional Paid-In Capital,283.6,283.6,283.6,283.6,283.6,283.6,283.6,283.6,,,283.6,283.6,283.6,283.6,283.6,283.6,283.6,283.6,283.6,283.6
Retained Earnings (Accumulated Deficit),525.3,768.1,952.2,350.3,212.0,369.4,537.2,748.0,,,389.8,449.1,537.2,643.1,568.9,636.6,748.0,804.3,658.6,735.9
Shareholders' Equity,"2,330","2,574","2,782","2,193","2,544","2,701","2,869","3,080",,,"2,722","2,781","2,869","2,975","2,901","2,968","3,080","3,136","2,990","3,068"
Cash from Operating Activities,284.2,358.4,-53.6,160.4,337.8,375.7,332.8,626.1,,,62.0,91.7,122.0,87.2,108.1,278.0,152.7,57.6,85.4,127.0
Cash from Investing Activities,-229.8,-481.8,-495.6,-433.5,-145.6,-100.9,10.7,21.7,,,-2.95,-0.82,-6.04,-11.0,110.3,-1.62,-76.0,-72.9,-96.8,-33.0
Cash from Financing Activities,-122.5,33.5,519.7,284.0,199.6,-716.8,-148.0,-175.9,,,-77.5,-30.9,1.35,-1.95,-165.1,-1.17,-7.60,-12.2,-195.4,-22.7
Net Change in Cash,-68.1,-89.9,-29.4,10.9,391.7,-442.0,195.6,471.9,,,-18.4,59.9,117.3,74.3,53.3,275.2,69.1,-27.5,-206.8,71.3
Free Cashflows,128.7,-75.7,-817.4,-41.0,239.9,309.8,322.9,604.5,,,59.9,91.2,116.5,85.5,106.6,276.2,136.3,45.1,75.9,112.3
Free Cashflow per Share,0.085,-0.050,-0.53,-0.026,0.15,0.15,0.16,0.30,,,0.029,0.045,0.057,0.042,0.052,0.13,0.067,0.022,0.037,0.055
