,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,6.5%,5.9%,5.3%,6.0%,7.4%,9.7%,10.3%,9.6%,,,9.3%,8.2%,,11.6%,11.2%,10.4%,5.5%,8.3%,7.5%,6.6%
Net Profit Margin,4.4%,3.7%,3.3%,2.3%,1.0%,5.5%,6.8%,5.1%,,,6.5%,4.7%,,7.5%,5.2%,5.0%,3.2%,5.3%,4.5%,3.8%
Return on Assets,8.1%,6.9%,5.4%,2.9%,0.9%,4.3%,6.1%,5.2%,,,5.6%,5.4%,5.4%,4.2%,4.1%,4.3%,5.1%,4.5%,4.3%,4.0%
Return on Equity,19.1%,17.3%,13.6%,8.6%,2.9%,12.4%,16.5%,13.7%,,,3.9%,2.8%,,4.7%,3.5%,3.5%,2.2%,3.3%,3.0%,2.3%
Return on Total Capital,11.9%,10.4%,8.4%,4.6%,1.6%,7.4%,10.7%,9.0%,,,9.5%,9.4%,9.4%,7.3%,7.4%,7.9%,9.0%,7.9%,7.8%,6.9%
SG&A to Sale,1.9%,1.8%,1.8%,2.8%,3.6%,4.4%,5.0%,3.5%,,,3.5%,7.8%,,3.1%,3.5%,3.3%,4.0%,3.4%,3.9%,4.3%
Depreciation & Amortisation,"59,914","68,081","78,471","144,230","148,460","129,841","136,606","121,430",,,"29,101","29,519",,"28,534","30,307","32,051","32,032","30,605","32,856","34,521"
Tax Rate,25.5%,27.0%,29.6%,35.9%,44.1%,17.1%,13.3%,24.5%,,,12.1%,20.2%,,13.0%,30.5%,27.9%,29.9%,15.7%,22.3%,25.9%
Current Ratio,1.14,1.24,1.29,1.71,2.16,2.18,2.21,2.11,,,2.54,2.18,2.21,2.33,1.86,1.88,2.11,1.81,1.84,1.71
Quick Ratio,0.64,0.74,0.76,0.72,0.90,1.02,1.24,0.94,,,1.16,1.09,1.24,1.03,0.89,0.81,0.94,0.72,0.69,0.62
Days Inventory Outstanding,6.67,5.74,5.96,14.6,26.5,32.5,32.0,27.3,,,31.8,30.5,32.0,42.9,43.5,43.4,29.8,28.3,28.8,28.7
Days Sale Outstanding,30.4,35.8,39.5,30.3,32.0,36.2,38.4,37.3,,,30.3,34.0,39.5,47.8,53.9,51.0,37.3,37.8,32.3,31.2
Days Payable Outstanding,27.3,31.8,36.3,34.5,33.2,37.0,33.3,28.7,,,29.5,29.6,33.6,45.1,44.5,43.8,30.5,29.1,28.0,24.9
Cash Conversion Cycle,1.57,0.94,5.90,23.8,32.0,32.4,32.5,33.6,,,36.6,30.2,45.5,48.1,45.9,49.1,38.5,35.8,37.8,37.9
Debt to Asset Ratio,0.54,0.55,0.54,0.53,0.50,0.48,0.44,0.44,,,0.44,0.45,0.44,0.43,0.44,0.45,0.44,0.46,0.45,0.47
Debt to Equity Ratio,1.36,1.49,1.44,1.75,1.56,1.39,1.20,1.19,,,1.21,1.24,1.20,1.14,1.18,1.23,1.19,1.29,1.24,1.31
Interest Coverage Ratio,9.11,8.87,8.22,4.97,5.28,6.06,7.39,8.45,,,6.06,5.40,,9.50,9.12,9.28,5.62,6.62,5.61,4.62
Cash and Short Term Investments,"127,094","143,333","160,370","316,757","346,725","392,380","395,840","434,605",,,"380,468","377,452","395,840","424,939","358,720","404,434","434,605","450,767","352,461","324,977"
"Total Receivables, Net","202,477","274,029","307,889","216,059","177,492","170,565","210,129","238,560",,,"157,624","180,816","210,129","194,708","234,316","239,928","238,560","243,636","207,853","194,402"
Total Inventory,"39,161","42,244","44,172","147,930","115,729","147,910","150,814","154,151",,,"137,160","140,597","150,814","149,786","171,850","179,124","154,151","166,933","162,717","158,889"
Total Current Assets,"381,124","472,146","523,577","704,138","679,702","741,584","782,170","856,963",,,"707,085","727,428","782,170","799,054","792,977","856,077","856,963","890,202","743,478","699,503"
"Property/Plant/Equipment, Total - Net","634,517","685,794","775,004",1.138M,1.139M,1.244M,1.186M,1.222M,,,1.217M,1.193M,1.186M,1.169M,1.234M,1.211M,1.222M,1.286M,1.277M,1.333M
Total Assets,1.402M,1.630M,1.805M,2.250M,2.174M,2.232M,2.232M,2.355M,,,2.174M,2.191M,2.232M,2.233M,2.293M,2.346M,2.355M,2.521M,2.381M,2.419M
Accounts Payable,"195,843","254,704","271,267","181,051","149,108","150,238","160,301","160,323",,,"123,889","146,223","160,301","155,726","173,598","180,569","160,323","169,791","149,814","129,197"
Accrued Expenses,"3,004","5,375","7,861","6,329","5,392","4,911","5,936","7,996",,,77.6,98.6,"5,936",97.0,125.9,74.5,"7,996",152.3,110.3,105.9
Debt Due,"70,499","57,669","60,469","137,118","81,094","94,583","84,561","88,670",,,"83,927","106,963","84,561","77,014","123,845","116,151","88,670","160,150","141,303","147,479"
Total Current Liabilities,"335,522","380,891","406,719","412,401","315,385","339,592","354,397","406,881",,,"278,526","333,471","354,397","343,668","426,065","454,719","406,881","491,218","403,357","410,143"
Long Term Debt,"337,324","397,514","425,262","591,694","578,215","519,267","444,920","454,964",,,"499,074","470,507","444,920","439,978","386,739","415,933","454,964","478,227","480,182","502,995"
Total Liabilities,"758,133","899,615","982,197",1.196M,1.086M,1.061M,"983,758",1.037M,,,"964,136","984,541","983,758","960,453",1.005M,1.052M,1.037M,1.157M,1.082M,1.130M
Common Stock,"28,563","28,563","28,563","28,563","28,563","28,563","28,563","28,563",,,"28,563","28,563","28,563","28,563","28,563","28,563","28,563","28,563","28,563","28,563"
Additional Paid-In Capital,"29,211","29,211","29,211","29,211","29,211","29,211","29,211","29,211",,,"29,211","29,211","29,211","29,211","29,211","29,211","29,211","29,211","29,211","29,211"
Retained Earnings (Accumulated Deficit),"505,109","576,784","634,882","646,786","634,386","698,394","780,017","842,289",,,"746,497","745,380","780,017","819,476","815,043","822,212","842,289","871,312","862,291","856,555"
Shareholders' Equity,"555,763","603,920","682,311","683,287","697,147","762,948","818,672","875,084",,,"795,356","790,825","818,672","840,940","854,612","855,074","875,084","897,966","872,926","865,752"
Cash from Operating Activities,"177,286","175,004","165,507","309,437","293,338","270,435","306,100","267,801",,,"58,084","85,982",,"80,958","47,356","47,823","91,664","69,937","49,766","59,455"
Cash from Investing Activities,"-160,281","-178,083","-95,264","-213,223","-133,043","-178,914","-180,525","-34,148",,,"14,334","-61,267",,"41,492","-24,498","6,270","-57,412","-77,150","14,082","-93,760"
Cash from Financing Activities,"-45,530","27,725","-56,070","-59,382","-163,813","-116,203","-162,498","-111,468",,,"-54,397","-38,588",,"-24,604","-76,353","12,072","-22,582","57,080","-117,702","12,190"
Net Change in Cash,"-19,669","20,783","20,759","37,358","5,766","-24,412","-49,377","125,995",,,"16,883","-19,019",,"98,450","-52,333","65,212","14,666","47,979","-58,101","-18,654"
Free Cashflows,"69,256","60,128","52,388","136,490","136,972","164,803","193,724","158,695",,,"33,233","58,833",,"52,853","18,021","25,406","62,415","35,396","16,221","17,943"
Free Cashflow per Share,2.42,2.11,1.83,4.78,4.80,5.77,6.78,5.56,,,1.16,2.06,,1.85,0.63,0.89,2.19,1.24,0.57,0.63
