,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,7.0%,15.8%,12.1%,8.0%,7.6%,12.4%,11.2%,9.7%,,,11.1%,11.6%,13.7%,8.1%,11.2%,2.9%,15.8%,8.3%,-0.2%,7.6%
Net Profit Margin,7.1%,16.7%,17.9%,14.2%,15.0%,16.9%,15.6%,11.1%,,,15.2%,17.5%,15.5%,13.7%,12.0%,6.1%,12.0%,11.2%,-11.4%,5.3%
Return on Assets,7.2%,15.0%,12.3%,8.0%,8.4%,8.2%,6.4%,4.2%,,,6.3%,6.5%,6.2%,6.1%,5.8%,4.7%,4.3%,3.9%,1.9%,1.9%
Return on Equity,9.7%,18.4%,15.8%,10.5%,10.8%,8.7%,7.3%,5.0%,,,1.9%,2.3%,1.9%,1.6%,1.3%,0.6%,1.5%,1.2%,-1.3%,0.6%
Return on Total Capital,9.7%,18.4%,14.3%,9.3%,9.9%,8.4%,7.2%,5.0%,,,7.9%,8.0%,7.2%,7.2%,7.0%,5.5%,5.0%,4.6%,2.2%,2.1%
SG&A to Sale,20.8%,23.3%,30.2%,36.5%,37.2%,31.7%,32.8%,31.9%,,,34.4%,32.7%,29.6%,33.9%,30.4%,39.4%,25.0%,34.5%,41.1%,33.1%
Depreciation & Amortisation,32.8,31.4,31.3,32.9,36.1,35.3,33.6,34.5,,,8.71,8.84,7.28,8.91,8.85,8.81,8.55,8.32,8.28,8.26
Tax Rate,28.1%,18.9%,13.5%,15.2%,3.2%,11.4%,17.4%,22.8%,,,22.3%,15.2%,21.0%,15.9%,18.5%,28.1%,30.1%,17.4%,-8.3%,29.5%
Current Ratio,2.37,3.32,4.13,4.10,4.68,2.33,2.79,3.15,,,2.01,2.02,2.79,2.83,2.92,2.98,3.15,3.55,4.54,4.57
Quick Ratio,0.79,1.73,1.78,1.60,2.23,0.91,1.44,1.23,,,0.87,0.81,1.44,1.43,1.08,1.04,1.23,1.13,1.54,1.44
Days Inventory Outstanding,47.9,55.8,77.8,100.7,98.5,107.7,111.9,113.2,,,113.2,107.6,109.3,114.4,129.2,138.4,125.1,115.8,110.4,103.9
Days Sale Outstanding,58.4,74.0,89.4,102.6,111.0,111.8,106.0,109.6,,,106.3,103.3,106.0,122.9,95.2,95.3,109.6,106.7,104.7,98.6
Days Payable Outstanding,78.7,85.9,68.5,64.2,66.9,65.8,74.0,71.3,,,70.8,74.8,80.2,87.4,92.5,78.7,64.9,67.2,66.3,64.3
Cash Conversion Cycle,25.6,57.9,122.0,135.7,141.0,141.1,138.6,160.9,,,147.2,130.5,134.5,131.9,152.2,169.5,165.4,157.2,153.7,140.6
Debt to Asset Ratio,0.22,0.17,0.20,0.22,0.18,0.20,0.14,0.12,,,0.19,0.19,0.14,0.15,0.13,0.13,0.12,0.12,0.11,0.11
Debt to Equity Ratio,0.31,0.21,0.26,0.30,0.23,0.25,0.17,0.14,,,0.24,0.24,0.17,0.18,0.15,0.15,0.14,0.14,0.13,0.13
Interest Coverage Ratio,20.6,146.3,18.3,7.76,7.75,13.9,11.8,16.3,,,10.6,11.5,13.6,12.1,15.9,5.75,31.3,14.8,,20.4
Cash and Short Term Investments,162.0,152.6,119.9,161.3,140.3,174.6,176.5,166.1,,,143.4,172.7,176.5,194.1,153.7,178.0,166.1,184.4,152.9,173.1
"Total Receivables, Net",114.5,134.3,131.8,129.7,144.4,160.3,162.3,161.5,,,155.9,155.6,162.3,190.9,145.7,140.8,161.5,154.4,152.3,145.2
Total Inventory,65.8,57.4,75.1,66.1,75.3,97.2,94.6,100.0,,,91.3,92.8,94.6,105.5,120.7,115.0,100.0,94.7,92.4,87.1
Total Current Assets,345.8,360.1,338.1,371.2,376.1,446.4,446.5,440.1,,,403.7,434.4,446.5,504.0,432.5,444.4,440.1,522.2,485.9,493.5
"Property/Plant/Equipment, Total - Net",272.3,268.1,349.1,364.4,339.2,316.7,285.2,261.8,,,305.7,296.2,285.2,273.7,273.9,260.5,261.8,271.0,261.4,252.1
Total Assets,712.9,759.7,804.9,845.7,848.7,"1,307","1,430","1,389",,,"1,355","1,387","1,430","1,456","1,383","1,386","1,389","1,410","1,322","1,329"
Accounts Payable,113.5,76.1,40.5,49.4,46.6,58.8,68.0,54.6,,,58.6,69.4,68.0,84.9,77.0,57.0,54.6,58.3,54.1,57.0
Accrued Expenses,3.69,5.81,4.88,4.78,5.03,5.78,6.81,5.59,,,14.4,20.3,6.81,8.55,12.0,16.4,5.59,8.38,9.87,11.6
Debt Due,9.02,0.34,11.1,21.4,23.1,24.1,73.6,70.5,,,118.6,118.5,73.6,73.6,51.5,70.5,70.5,70.4,31.3,31.0
Total Current Liabilities,145.7,108.4,81.9,90.5,80.3,191.2,159.8,139.9,,,200.7,214.8,159.8,178.3,148.0,149.1,139.9,147.1,107.1,108.0
Long Term Debt,0.58,0.24,62.2,77.8,56.3,37.6,14.0,0.90,,,25.8,19.9,14.0,8.08,1.67,1.26,0.90,0.63,0.34,0.24
Total Liabilities,159.8,126.0,158.3,186.8,153.7,257.0,201.5,167.1,,,255.8,264.7,201.5,214.7,178.7,179.7,167.1,174.6,145.5,147.1
Common Stock,306.1,285.9,285.9,285.9,285.9,466.5,566.8,566.8,,,496.5,496.5,566.8,566.8,566.8,566.8,566.8,566.8,566.8,566.8
Additional Paid-In Capital,111.4,92.0,92.0,92.0,92.0,202.2,232.3,232.3,,,211.2,211.2,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3
Retained Earnings (Accumulated Deficit),163.4,233.7,267.3,285.2,322.1,384.4,448.2,451.6,,,400.4,425.5,448.2,467.7,426.2,433.7,451.6,466.5,410.8,417.6
Shareholders' Equity,523.6,600.9,612.1,625.0,659.8,"1,015","1,199","1,193",,,"1,067","1,091","1,199","1,212","1,174","1,178","1,193","1,208","1,151","1,156"
Cash from Operating Activities,75.4,71.6,34.6,70.2,40.0,71.3,92.1,50.8,,,22.5,35.5,3.29,28.8,9.36,4.79,8.03,36.8,18.0,30.1
Cash from Investing Activities,7.78,-85.4,-20.0,-21.8,-7.76,-259.0,-272.7,70.1,,,-108.7,-0.72,-86.9,-2.51,86.4,-1.72,-12.0,-17.6,29.8,-6.66
Cash from Financing Activities,-28.9,-49.1,1.58,-14.1,-59.0,243.4,128.8,-75.4,,,53.2,-6.81,39.2,-6.81,-86.0,18.4,-1.00,-1.00,-79.6,-0.65
Net Change in Cash,61.0,-63.0,5.50,37.9,-36.5,54.5,-52.3,47.5,,,-32.6,29.1,-45.3,21.5,10.6,23.4,-8.03,17.3,-32.9,22.5
Free Cashflows,43.3,25.3,-68.8,13.9,21.4,56.2,75.7,38.0,,,20.3,34.4,-6.81,26.3,6.24,3.18,2.48,19.3,17.4,29.1
Free Cashflow per Share,0.15,0.085,-0.23,0.047,0.072,0.12,0.13,0.067,,,0.041,0.069,-0.012,0.046,0.011,0.006,0.004,0.034,0.031,0.051
