,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Total Capital,11.8%,-13.7%,7.5%,11.9%,11.8%,8.0%,-22.2%,-7.2%,,,2.3%,-19.2%,-22.2%,-34.1%,-33.9%,-10.9%,-7.2%,7.1%,6.8%,7.9%
SG&A to Sale,17.3%,17.8%,18.0%,17.5%,20.3%,21.2%,18.8%,22.1%,,,18.2%,19.2%,17.3%,31.9%,20.4%,19.3%,17.9%,17.8%,21.1%,17.0%
Depreciation & Amortisation,177.5,198.7,203.9,200.4,195.7,191.6,186.4,174.5,,,48.4,47.6,41.5,44.3,44.8,45.2,44.0,42.0,45.2,47.6
Tax Rate,19.4%,15.3%,13.3%,17.7%,22.0%,22.6%,6.0%,19.4%,,,21.7%,1.2%,42.5%,19.2%,25.3%,-4.2%,32.9%,24.0%,-0.2%,21.2%
Current Ratio,1.00,0.82,0.85,0.97,1.07,1.16,0.96,0.94,,,1.12,0.98,0.96,0.88,0.88,0.96,0.94,0.99,0.97,1.00
Quick Ratio,0.29,0.30,0.27,0.27,0.42,0.44,0.33,0.27,,,0.33,0.28,0.33,0.22,0.23,0.32,0.27,0.32,0.33,0.36
Days Inventory Outstanding,107.4,87.8,92.5,108.4,102.0,92.2,85.3,83.0,,,114.2,106.4,91.5,92.6,102.9,97.5,84.4,74.3,67.6,62.7
Days Sale Outstanding,39.5,42.4,44.0,39.9,49.9,52.2,42.5,31.5,,,42.8,39.0,42.5,31.4,35.1,46.0,31.5,37.9,45.1,39.1
Days Payable Outstanding,24.1,22.5,24.7,21.5,23.1,24.6,12.4,0.00,,,20.3,19.9,10.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,121.4,100.8,115.2,128.5,123.7,111.3,130.7,119.9,,,133.4,125.5,131.4,128.2,135.0,136.9,122.5,108.5,108.8,104.3
Debt to Asset Ratio,0.56,0.60,0.61,0.54,0.46,0.47,0.54,0.53,,,0.51,0.57,0.54,0.59,0.61,0.58,0.53,0.52,0.56,0.50
Debt to Equity Ratio,1.28,1.51,1.58,1.23,0.88,0.90,1.19,1.13,,,1.08,1.34,1.19,1.46,1.57,1.41,1.13,1.09,1.26,0.98
Interest Coverage Ratio,5.47,,2.80,6.08,7.42,7.54,,,,,,,,,,5.55,12.0,18.2,,12.1
Cash and Short Term Investments,126.9,127.8,192.0,240.9,99.5,169.2,176.7,251.2,,,147.6,228.8,176.7,125.7,223.1,238.8,251.2,319.7,487.1,276.6
"Total Receivables, Net",587.2,637.0,643.9,555.6,656.9,722.1,592.4,422.3,,,633.4,563.0,592.4,435.0,480.9,626.9,422.3,511.9,602.7,516.9
Total Inventory,"1,315",921.2,"1,166","1,115",860.4,"1,026",964.6,801.3,,,"1,341","1,170",964.6,"1,206","1,161",994.2,801.3,751.8,633.6,635.6
Total Current Assets,"2,038","1,727","2,042","1,983","1,671","1,933","1,742","1,496",,,"2,142","1,974","1,742","1,774","1,875","1,869","1,496","1,600","1,739","1,443"
"Property/Plant/Equipment, Total - Net","1,812","1,758","1,619","1,486","1,475","1,401","1,266","1,207",,,"1,331","1,295","1,266","1,230","1,200","1,201","1,207","1,181","1,296","1,313"
Total Assets,"4,057","3,784","4,094","3,870","3,549","3,759","3,447","3,120",,,"3,906","3,703","3,447","3,504","3,593","3,433","3,120","3,199","3,363","3,050"
Accounts Payable,236.7,337.0,219.5,233.1,213.6,289.1,,,,,226.9,242.7,,,,,,,,
Accrued Expenses,239.3,167.5,212.6,218.3,267.0,292.9,372.3,227.0,,,173.2,381.4,372.3,312.1,387.3,408.3,227.0,113.5,152.8,162.5
Debt Due,"1,509","1,504","1,875","1,483",933.7,927.2,"1,105",827.5,,,"1,369","1,259","1,105","1,198","1,172","1,010",827.5,938.7,"1,104",742.0
Total Current Liabilities,"2,037","2,109","2,403","2,039","1,561","1,665","1,810","1,588",,,"1,920","2,008","1,810","2,015","2,127","1,938","1,588","1,620","1,802","1,437"
Long Term Debt,178.4,99.2,21.6,11.1,,,,,,,,,,,,,,,,
Total Liabilities,"2,258","2,258","2,488","2,105","1,641","1,753","1,875","1,654",,,"2,009","2,100","1,875","2,080","2,193","2,004","1,654","1,667","1,873","1,511"
Common Stock,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Additional Paid-In Capital,389.5,389.5,389.5,389.5,389.5,389.5,389.5,389.5,,,389.5,389.5,389.5,389.5,389.5,389.5,389.5,389.5,389.5,389.5
Retained Earnings (Accumulated Deficit),"1,176",901.1,980.6,"1,129","1,272","1,369",981.3,876.5,,,"1,263",972.9,981.3,832.9,810.5,838.0,876.5,940.9,900.5,948.6
Shareholders' Equity,"1,766","1,491","1,570","1,719","1,862","1,958","1,569","1,464",,,"1,853","1,562","1,569","1,421","1,398","1,426","1,464","1,529","1,488","1,536"
Cash from Operating Activities,84.9,331.3,16.6,579.9,662.6,272.3,3.29,366.2,,,-86.2,197.7,173.5,-104.4,151.6,183.5,135.5,-77.0,86.9,193.8
Cash from Investing Activities,-172.6,-170.0,-224.0,-67.0,-182.6,-115.5,-67.3,-14.2,,,-20.2,-9.81,-23.9,-40.0,-27.8,-5.88,59.5,34.3,-75.2,-41.8
Cash from Financing Activities,93.5,-156.6,271.5,-464.0,-621.4,-90.9,75.4,-277.5,,,99.3,-110.0,-194.3,93.4,-26.4,-162.0,-182.5,111.2,155.7,-362.5
Net Change in Cash,5.79,4.72,64.2,48.9,-141.4,65.9,11.4,74.4,,,-7.06,77.9,-44.6,-51.0,97.4,15.6,12.4,68.5,167.4,-210.5
Free Cashflows,-79.6,194.4,-56.6,515.2,479.1,154.1,-67.2,145.3,,,-107.2,186.3,149.4,-138.9,132.4,138.5,13.3,-181.9,9.51,152.7
Free Cashflow per Share,-3.98,9.72,-2.83,25.8,24.0,7.70,-3.36,7.26,,,-5.36,9.31,7.47,-6.95,6.62,6.93,0.66,-9.09,0.48,7.64
