,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,10.5%,10.9%,13.0%,16.1%,18.0%,21.9%,29.6%,30.6%,26.4%,,32.7%,32.9%,29.4%,27.5%,27.4%,24.1%,25.6%,28.4%,28.7%,32.1%
Operating Margin,5.7%,6.1%,8.8%,10.8%,11.4%,13.3%,21.2%,23.2%,19.8%,,25.3%,25.4%,21.9%,20.2%,20.7%,18.0%,19.1%,21.5%,22.3%,25.5%
Net Profit Margin,7.4%,9.5%,11.0%,14.5%,15.0%,19.2%,45.4%,31.1%,30.2%,,37.4%,38.8%,29.9%,19.2%,58.3%,17.5%,23.2%,23.8%,9.3%,26.8%
Return on Assets,5.6%,5.4%,5.8%,7.2%,6.5%,5.8%,12.7%,12.3%,13.6%,,12.9%,14.1%,14.5%,11.6%,15.0%,12.7%,12.3%,13.1%,8.2%,9.0%
Return on Equity,8.7%,9.1%,9.1%,9.9%,8.7%,7.6%,16.0%,14.0%,14.1%,,4.5%,4.4%,3.4%,2.2%,6.8%,2.1%,2.9%,2.8%,1.1%,2.8%
Return on Total Capital,6.0%,6.9%,7.0%,8.2%,7.7%,5.8%,12.9%,14.0%,14.1%,,13.9%,15.3%,15.8%,14.0%,16.0%,14.1%,13.5%,14.1%,8.7%,9.5%
SG&A to Sale,4.8%,4.8%,4.2%,5.3%,6.6%,8.6%,8.4%,7.4%,6.6%,,7.3%,7.5%,7.5%,7.3%,6.7%,6.1%,6.5%,7.0%,6.5%,6.6%
Depreciation & Amortisation,441.4,502.3,489.5,360.2,297.5,252.6,193.0,190.0,214.1,,46.6,46.5,46.4,50.6,53.9,54.0,53.3,52.9,55.4,60.6
Tax Rate,0.1%,8.3%,19.1%,-2.9%,10.4%,11.3%,7.8%,8.9%,14.8%,,10.9%,10.1%,9.1%,2.1%,15.5%,10.1%,18.1%,13.0%,19.8%,17.7%
Current Ratio,1.36,1.36,1.63,1.69,1.47,10.3,3.95,2.09,3.98,,3.08,3.84,3.17,2.09,3.45,2.49,3.30,3.98,5.88,5.97
Quick Ratio,0.25,0.39,0.70,0.65,0.57,7.23,2.82,1.16,2.05,,0.94,1.05,0.52,1.16,1.34,0.80,1.74,2.05,4.26,4.47
Days Inventory Outstanding,97.1,126.2,115.3,79.5,50.5,47.2,68.9,67.0,57.9,,89.1,108.2,118.3,101.1,72.6,89.2,93.9,65.2,42.7,51.9
Days Sale Outstanding,32.9,46.9,71.3,52.6,55.6,545.0,66.8,61.3,54.7,,75.3,71.1,57.0,61.3,61.4,58.1,55.4,54.7,54.5,50.5
Days Payable Outstanding,57.3,57.5,32.6,21.4,23.7,23.9,44.8,66.7,56.4,,92.5,94.4,84.8,89.7,65.9,79.5,83.3,52.4,31.8,24.7
Cash Conversion Cycle,75.7,128.0,159.5,122.6,88.6,340.0,293.6,36.4,66.8,,32.7,103.6,78.4,74.2,81.9,36.4,87.3,74.6,77.6,75.7
Debt to Asset Ratio,0.47,0.39,0.35,0.27,0.22,0.28,0.25,0.095,0.075,,0.26,0.24,0.24,0.095,0.081,0.12,0.087,0.075,0.054,0.054
Debt to Equity Ratio,0.88,0.64,0.54,0.37,0.29,0.39,0.34,0.10,0.081,,0.36,0.32,0.32,0.10,0.089,0.14,0.095,0.081,0.057,0.057
Interest Coverage Ratio,4.64,2.39,4.59,4.44,5.92,5.78,7.84,8.22,"2,128",,12.5,13.1,11.3,3.83,"32,063","54,028",583.4,"11,106","2,579","2,424"
Cash and Short Term Investments,"1,103",37.9,260.4,573.4,"1,063","2,383","3,128","1,027","3,212",,"3,517","3,094","3,637","1,027","2,681","2,865","2,647","3,212","3,433","3,154"
"Total Receivables, Net",976.7,"1,244","1,659","1,123","1,008","7,226",924.6,"1,230","1,283",,"1,195","1,238","1,074","1,230","1,265","1,249","1,253","1,283","1,298","1,182"
Total Inventory,"3,050","2,921","1,752","1,097",403.7,573.9,766.9,"1,102",896.7,,"1,213","1,383","1,715","1,102","1,018","1,783","1,355",896.7,591.9,"1,145"
Total Current Assets,"5,237","4,314","3,850","2,910","2,605","10,303","4,978","3,359","5,391",,"6,047","5,798","6,494","3,359","4,964","5,897","5,255","5,391","5,323","5,481"
"Property/Plant/Equipment, Total - Net","2,745","2,473","2,400","1,739","1,614","1,536","1,416","1,319","1,497",,"1,383","1,349","1,326","1,319","1,273","1,256","1,419","1,497","1,466","1,414"
Total Assets,"17,423","16,641","15,861","15,624","14,778","16,979","19,168","18,048","19,860",,"20,455","20,343","21,209","18,048","18,918","19,869","19,640","19,860","19,595","19,672"
Accounts Payable,"1,769",950.0,370.7,396.0,308.0,186.4,685.5,"1,175",772.8,,"1,370",895.1,"1,327","1,175",748.8,"1,748","1,035",772.8,337.2,487.9
Accrued Expenses,122.1,116.7,121.9,52.8,141.6,167.9,83.7,239.8,168.9,,36.2,62.2,110.7,239.8,177.2,135.7,111.8,168.9,48.2,27.8
Debt Due,"1,570","1,859","1,631",993.8,"1,030",66.0,160.7,0.00,0.00,,158.7,155.7,242.6,0.00,0.00,0.00,0.00,0.00,5.35,5.44
Total Current Liabilities,"3,846","3,182","2,358","1,717","1,776",999.6,"1,262","1,611","1,356",,"1,964","1,511","2,046","1,611","1,438","2,368","1,594","1,356",905.5,917.6
Long Term Debt,"4,188","3,170","3,039","2,412","1,425","3,704","3,461",,,,"3,325","3,271","3,028",,,,,,5.17,3.78
Total Liabilities,"8,135","6,473","5,537","4,230","3,296","4,797","4,815","1,709","1,492",,"5,389","4,885","5,180","1,709","1,539","2,471","1,699","1,492","1,050","1,064"
Common Stock,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Additional Paid-In Capital,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0
Retained Earnings (Accumulated Deficit),"8,743","9,508","9,742","10,697","11,558","12,305","14,422","16,458","18,734",,"15,099","15,540","16,094","16,458","17,634","17,701","18,223","18,734","18,934","19,130"
Shareholders' Equity,"9,288","10,168","10,323","11,393","11,482","12,182","14,353","16,338","18,368",,"15,065","15,457","16,030","16,338","17,379","17,398","17,941","18,368","18,545","18,608"
Cash from Operating Activities,"1,551",-95.2,"1,729","1,556","1,767",677.9,"1,106","1,597","1,334",,484.8,-208.3,663.1,657.1,180.4,598.5,-122.5,677.7,343.7,30.8
Cash from Investing Activities,"-6,838",-169.2,-189.4,-163.1,-41.8,-188.3,"-2,609","2,020",319.3,,"2,010",352.5,351.1,-693.6,"1,379",-41.6,-946.2,-71.6,"-1,194",-333.2
Cash from Financing Activities,"4,790",-837.5,-755.7,"-1,080","-1,235",830.0,-383.9,"-3,731",-299.3,,-123.5,-267.3,-120.9,"-3,219",-0.013,-300.0,-0.75,1.45,-1.47,-331.5
Net Change in Cash,-569.1,"-1,065",889.9,313.1,489.4,"1,320","-1,887",-114.0,"1,341",,"2,372",-123.1,893.3,"-3,256","1,639",199.2,"-1,092",594.5,-851.7,-633.9
Free Cashflows,"1,414",-298.8,"1,490","1,417","1,692",454.2,"1,014","1,519","1,038",,471.6,-218.0,655.4,610.5,128.8,544.2,-236.1,601.1,271.0,1.30
Free Cashflow per Share,4.71,-1.00,4.99,4.72,5.64,1.51,3.38,5.06,3.46,,1.57,-0.73,2.18,2.03,0.43,1.81,-0.79,2.00,0.90,0.004
