,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Income,92.3,127.4,170.6,205.5,160.9,210.4,252.7,202.6,,,29.6,61.4,115.0,56.0,28.7,46.4,71.5,62.6,23.4,26.2
Net Income,51.3,75.7,115.1,150.4,120.7,164.3,193.2,157.8,,,18.8,46.5,91.9,44.1,19.0,36.7,58.0,49.3,14.1,21.0
EBITDA,149.1,187.7,226.0,256.4,206.1,257.6,298.6,251.4,,,41.3,73.2,125.5,67.8,41.1,58.3,84.1,77.9,40.2,43.5
Gross Profit Margin,28.0%,26.2%,26.5%,28.0%,31.7%,29.3%,26.8%,30.2%,,,32.0%,27.2%,22.4%,27.3%,30.2%,29.4%,33.7%,24.4%,28.6%,27.3%
Operating Margin,5.0%,5.7%,6.5%,7.8%,7.2%,7.8%,8.0%,7.5%,,,5.2%,7.7%,9.7%,8.7%,4.7%,6.3%,9.9%,7.9%,4.0%,4.2%
Net Profit Margin,2.8%,3.4%,4.4%,5.7%,5.4%,6.1%,6.1%,5.8%,,,3.3%,5.8%,7.8%,6.9%,3.1%,5.0%,8.0%,6.2%,2.4%,3.4%
Return on Assets,4.8%,5.5%,7.8%,9.9%,7.4%,9.7%,10.2%,8.0%,,,7.4%,9.0%,10.0%,10.7%,12.6%,12.7%,9.3%,8.6%,8.7%,8.4%
Return on Equity,20.0%,23.6%,29.1%,30.5%,21.8%,24.7%,27.4%,22.4%,,,3.2%,7.5%,13.0%,5.9%,2.9%,5.7%,8.3%,6.5%,2.2%,3.6%
Return on Total Capital,10.9%,14.1%,19.7%,22.7%,16.9%,20.7%,24.2%,19.6%,,,20.7%,23.5%,24.2%,24.1%,27.6%,26.6%,19.6%,19.3%,21.0%,20.5%
SG&A to Sale,23.0%,20.5%,20.0%,20.2%,24.5%,21.5%,18.8%,22.8%,,,26.8%,19.5%,12.7%,18.6%,25.5%,23.2%,23.8%,16.5%,24.7%,23.1%
Depreciation & Amortisation,56.8,60.2,55.4,50.9,45.3,47.2,45.9,48.7,,,11.7,11.8,10.5,11.8,12.4,11.9,12.6,15.3,16.7,17.3
Tax Rate,33.9%,20.7%,21.2%,19.2%,18.5%,18.5%,19.2%,19.7%,,,26.2%,18.9%,17.8%,18.6%,30.2%,18.2%,17.4%,19.5%,35.9%,13.6%
Current Ratio,1.07,1.14,1.23,1.31,1.42,1.45,1.34,1.37,,,1.27,1.34,1.34,1.60,1.51,1.50,1.37,1.42,1.37,1.39
Quick Ratio,0.52,0.47,0.64,0.78,0.87,0.88,0.81,0.71,,,0.57,0.60,0.81,0.79,0.78,0.83,0.71,0.74,0.62,0.61
Days Inventory Outstanding,56.9,80.2,76.8,61.0,67.0,44.1,42.0,73.0,,,110.6,96.0,64.0,48.9,41.7,38.8,64.4,69.6,65.9,72.6
Days Sale Outstanding,73.9,71.9,72.4,81.1,103.1,69.9,80.8,85.6,,,88.1,73.2,80.8,47.2,57.9,65.7,85.6,72.6,60.3,60.8
Days Payable Outstanding,84.0,91.7,90.3,80.0,105.4,85.1,85.8,119.6,,,80.0,68.9,83.6,78.0,48.5,48.4,85.5,99.1,81.1,59.8
Cash Conversion Cycle,43.9,30.0,64.0,60.9,55.7,43.8,7.53,54.5,,,129.9,101.9,32.1,61.7,48.9,52.8,37.3,52.7,67.4,85.6
Debt to Asset Ratio,0.79,0.79,0.73,0.69,0.66,0.62,0.66,0.63,,,0.70,0.65,0.66,0.55,0.57,0.57,0.63,0.60,0.63,0.65
Debt to Equity Ratio,3.83,3.71,2.66,2.26,1.97,1.60,1.94,1.68,,,2.28,1.90,1.94,1.25,1.31,1.32,1.68,1.53,1.69,1.84
Interest Coverage Ratio,6.41,4.03,7.15,10.6,12.5,23.6,18.9,33.2,,,7.12,14.7,36.9,30.4,19.6,30.3,57.0,48.4,16.2,14.0
Cash and Short Term Investments,11.8,54.8,31.8,149.5,184.6,340.5,370.2,109.9,,,108.6,69.0,370.2,298.3,59.5,44.2,109.9,210.7,87.4,56.2
"Total Receivables, Net",376.6,439.9,521.4,589.3,631.3,514.3,698.1,637.8,,,610.6,557.0,698.1,413.0,514.2,571.9,637.8,570.2,470.4,454.3
Total Inventory,248.7,474.6,339.3,299.1,261.4,197.2,334.3,424.7,,,545.0,476.0,334.3,296.8,251.3,245.0,424.7,349.3,381.6,395.0
Total Current Assets,781.0,"1,067","1,005","1,171","1,240","1,267","1,627","1,374",,,"1,505","1,337","1,627","1,243","1,061","1,063","1,374","1,398","1,191","1,143"
"Property/Plant/Equipment, Total - Net",204.4,225.3,199.2,181.0,178.9,185.9,170.8,232.8,,,172.9,168.7,170.8,163.6,171.2,167.9,232.8,256.6,270.9,258.9
Total Assets,"1,236","1,514","1,445","1,606","1,644","1,730","2,075","1,883",,,"1,955","1,783","2,075","1,683","1,505","1,504","1,883","1,910","1,719","1,666"
Accounts Payable,296.3,531.3,425.8,411.6,470.5,414.0,671.5,571.7,,,346.6,385.8,671.5,334.8,302.1,316.7,571.7,530.1,370.3,270.0
Accrued Expenses,85.8,107.7,142.9,175.7,158.3,155.9,161.7,172.9,,,108.0,130.1,161.7,78.1,72.1,105.1,172.9,100.5,67.2,88.6
Debt Due,173.2,172.3,112.5,168.9,46.7,72.3,60.8,38.7,,,410.3,174.8,60.8,45.8,31.3,29.8,38.7,38.7,127.7,171.7
Total Current Liabilities,733.1,938.3,813.8,896.1,872.0,876.2,"1,211",999.9,,,"1,184",997.8,"1,211",778.9,703.7,709.1,999.9,981.4,872.4,821.8
Long Term Debt,214.8,216.5,190.2,169.0,159.7,128.5,92.9,101.4,,,109.9,101.3,92.9,85.8,78.6,71.5,101.4,91.7,112.5,109.6
Total Liabilities,980.3,"1,193","1,050","1,113","1,091","1,065","1,370","1,180",,,"1,359","1,167","1,370",933.5,853.7,855.8,"1,180","1,155","1,079","1,079"
Common Stock,141.9,141.9,141.9,141.9,141.9,141.9,283.9,283.9,,,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),114.4,179.5,253.2,351.1,411.7,519.2,412.8,414.5,,,307.3,325.3,412.8,456.8,362.3,356.4,414.5,463.8,345.5,294.3
Shareholders' Equity,256.1,321.2,394.9,493.0,553.7,665.4,704.8,703.1,,,596.3,615.7,704.8,749.5,651.6,648.1,703.1,755.3,639.6,586.9
Cash from Operating Activities,4.55,116.4,158.5,179.8,241.0,309.7,257.1,22.9,,,-16.8,238.1,436.1,-47.0,-85.4,42.8,112.1,124.6,-64.1,-34.9
Cash from Investing Activities,-264.6,-2.53,-40.6,-145.5,-19.3,-220.4,-47.1,137.1,,,63.4,23.0,-251.5,71.2,149.3,12.8,-95.9,-97.0,63.8,21.6
Cash from Financing Activities,208.7,-69.8,-140.9,-26.3,-205.8,-62.3,-200.4,-219.0,,,-21.7,-272.4,-122.4,-22.2,-135.2,-51.2,-10.5,-9.66,-32.1,7.07
Net Change in Cash,-51.3,44.1,-23.0,7.96,16.0,27.0,9.50,-59.1,,,24.9,-11.4,62.1,1.96,-71.2,4.44,5.75,17.9,-32.6,-6.22
Free Cashflows,-119.0,103.4,143.8,160.4,220.3,272.1,231.8,-33.6,,,-19.7,232.4,423.8,-49.9,-103.6,35.8,83.7,87.0,-93.2,-38.1
Free Cashflow per Share,-0.42,0.36,0.51,0.56,0.78,0.96,0.82,-0.12,,,-0.070,0.82,1.49,-0.18,-0.37,0.13,0.29,0.31,-0.33,-0.13
