,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Cost of Revenue, Total","17,649","19,667","18,537","12,108","10,400","9,085","8,540","8,036",,,"2,925","2,908","1,207","1,304","2,932","2,667","1,133","1,061","2,515","2,329"
Gross Profit,"2,217","2,587","3,828","2,810","2,201","3,197","3,000","2,286",,,"1,069","1,059",364.1,359.3,974.7,707.7,244.0,206.4,642.3,659.2
"Selling/General/Administrative Expenses, Total",725.8,759.0,"1,063",624.2,702.3,698.9,669.1,715.4,,,145.6,193.9,204.7,154.0,173.7,223.2,164.5,145.5,198.5,199.4
Operating Income,"1,491","1,828","2,765","2,186","1,499","2,498","2,331","1,570",,,923.6,864.8,159.3,205.3,801.0,484.5,79.5,61.0,443.7,459.8
Net Income,"1,011","1,459","2,252","1,957","1,365","2,306","1,932","1,331",,,753.8,710.8,149.1,162.4,677.5,401.8,89.4,65.0,367.7,374.6
EBITDA,"1,662","2,006","2,945","2,355","1,661","2,647","2,508","1,797",,,962.7,910.2,213.4,260.3,856.4,541.9,138.6,121.5,506.1,527.3
Gross Profit Margin,11.2%,11.6%,17.1%,18.8%,17.5%,26.0%,26.0%,22.1%,,,26.8%,26.7%,23.2%,21.6%,24.9%,21.0%,17.7%,16.3%,20.3%,22.1%
Operating Margin,7.5%,8.2%,12.4%,14.7%,11.9%,20.3%,20.2%,15.2%,,,23.1%,21.8%,10.1%,12.3%,20.5%,14.4%,5.8%,4.8%,14.1%,15.4%
Net Profit Margin,5.1%,6.6%,10.1%,13.1%,10.8%,18.8%,16.7%,12.9%,,,18.9%,17.9%,9.5%,9.8%,17.3%,11.9%,6.5%,5.1%,11.6%,12.5%
Return on Assets,10.9%,15.1%,20.7%,16.3%,12.4%,22.1%,17.2%,11.9%,,,22.2%,20.4%,17.1%,15.2%,14.0%,11.9%,11.8%,11.0%,8.1%,7.9%
Return on Equity,19.2%,23.9%,29.9%,23.9%,16.6%,23.9%,20.0%,13.5%,,,8.5%,7.5%,1.5%,1.9%,7.2%,4.1%,0.9%,0.7%,3.9%,3.8%
Return on Total Capital,19.2%,23.9%,29.9%,23.8%,16.6%,23.9%,20.0%,13.5%,,,29.8%,24.2%,20.0%,20.5%,18.2%,14.3%,13.5%,13.7%,9.9%,9.2%
SG&A to Sale,3.7%,3.4%,4.8%,4.2%,5.6%,5.7%,5.8%,6.9%,,,3.6%,4.9%,13.0%,9.3%,4.4%,6.6%,11.9%,11.5%,6.3%,6.7%
Depreciation & Amortisation,171.4,178.4,180.1,169.8,162.2,149.3,176.8,226.9,,,39.1,45.4,54.0,55.0,55.5,57.4,59.0,60.5,62.3,67.5
Tax Rate,30.1%,22.9%,19.9%,16.2%,20.7%,19.9%,19.9%,20.8%,,,20.0%,20.0%,19.6%,23.1%,20.6%,20.6%,18.9%,22.4%,20.4%,21.1%
Current Ratio,1.99,2.26,2.68,2.85,6.99,6.72,7.17,9.04,,,4.09,5.88,7.17,2.94,3.97,6.63,9.04,4.63,5.10,7.18
Quick Ratio,0.60,0.58,0.65,0.55,0.84,0.78,1.45,0.57,,,0.75,1.72,1.45,0.40,0.50,0.82,0.57,0.38,0.77,1.54
Days Inventory Outstanding,43.0,50.5,53.9,75.0,77.4,64.7,79.5,99.7,,,114.9,116.6,94.2,107.5,141.7,137.8,110.2,119.3,148.2,139.4
Days Sale Outstanding,36.0,30.6,34.8,44.1,19.8,23.1,23.7,12.8,,,32.4,29.0,23.7,36.9,32.9,31.2,12.8,19.9,46.9,29.5
Days Payable Outstanding,21.1,21.7,23.0,38.9,28.8,13.9,15.7,14.0,,,39.3,35.5,20.8,26.0,49.2,43.4,17.2,12.2,25.2,29.4
Cash Conversion Cycle,48.5,61.9,61.7,83.2,102.1,71.5,88.2,107.8,,,103.0,122.8,105.5,102.0,114.5,148.1,121.0,123.4,145.3,158.8
Debt to Asset Ratio,0.40,0.37,0.32,0.31,0.13,0.14,0.13,0.11,,,0.21,0.15,0.13,0.28,0.22,0.14,0.11,0.19,0.18,0.13
Debt to Equity Ratio,0.69,0.61,0.50,0.47,0.16,0.16,0.15,0.12,,,0.27,0.18,0.15,0.40,0.28,0.16,0.12,0.24,0.21,0.15
Interest Coverage Ratio,13.7,19.1,34.7,93.9,93.5,392.6,754.1,778.0,,,987.8,"1,066",284.1,513.2,"1,543",999.0,129.4,59.5,298.2,309.2
Cash and Short Term Investments,"2,801","2,547","4,980","5,312","4,826","6,344","5,653","5,692",,,"4,356","5,379","5,653","5,450","4,596","5,271","5,692","5,264","4,393","5,882"
"Total Receivables, Net","1,958","1,868","2,130","1,801",683.5,776.4,748.0,362.3,,,"1,136",939.9,748.0,"1,132","1,000",898.4,362.3,539.8,"1,180",710.0
Total Inventory,"2,083","3,364","2,108","2,865","1,545","1,678","2,042","2,347",,,"3,163","2,368","2,042","2,871","3,616","2,507","2,347","2,749","3,242","2,135"
Total Current Assets,"6,889","7,839","9,298","10,038","7,095","8,843","8,491","8,459",,,"8,680","8,701","8,491","9,503","9,286","8,708","8,459","8,601","8,841","8,742"
"Property/Plant/Equipment, Total - Net","1,376","1,395","1,417","1,417","1,497","1,616","1,866","1,836",,,"1,784","1,832","1,866","1,872","1,904","1,859","1,836","1,808","1,789","1,749"
Total Assets,"9,194","10,158","11,621","12,360","9,601","11,308","11,198","11,127",,,"11,301","11,369","11,198","12,206","12,025","11,400","11,127","11,240","11,459","11,318"
Accounts Payable,"1,258","1,078","1,259","1,321",320.4,371.5,361.3,253.0,,,"1,073",612.7,361.3,825.6,"1,424",502.5,253.0,266.5,750.3,383.0
Accrued Expenses,189.7,232.1,295.0,242.1,180.9,247.1,255.6,166.5,,,123.2,202.4,255.6,103.3,122.5,151.1,166.5,81.9,104.3,141.8
Debt Due,"1,055","1,168","1,262","1,409",27.0,16.0,16.5,40.8,,,26.0,28.7,16.5,12.7,31.2,35.0,40.8,122.1,173.4,138.9
Total Current Liabilities,"3,454","3,474","3,473","3,525","1,014","1,315","1,185",935.8,,,"2,123","1,481","1,185","3,230","2,339","1,314",935.8,"1,859","1,734","1,217"
Long Term Debt,13.7,12.0,8.60,6.79,10.4,9.07,8.57,4.53,,,9.48,9.54,8.57,6.89,6.09,5.31,4.53,4.51,3.69,3.60
Total Liabilities,"3,643","3,746","3,765","3,828","1,295","1,572","1,437","1,201",,,"2,386","1,747","1,437","3,478","2,594","1,571","1,201","2,128","2,006","1,487"
Common Stock,"1,754","1,754","1,754","1,754","1,754","1,754","1,754","1,754",,,"1,754","1,754","1,754","1,754","1,754","1,754","1,754","1,754","1,754","1,754"
Additional Paid-In Capital,"2,280","2,280","2,280","2,280","2,280","2,280","2,280","2,280",,,"2,280","2,280","2,280","2,280","2,280","2,280","2,280","2,280","2,280","2,280"
Retained Earnings (Accumulated Deficit),"3,546","4,385","5,821","6,489","6,511","7,940","7,995","8,160",,,"7,141","7,852","7,995","6,988","7,666","8,068","8,160","7,348","7,716","8,090"
Shareholders' Equity,"5,257","6,096","7,532","8,200","8,222","9,652","9,672","9,833",,,"8,834","9,537","9,672","8,648","9,346","9,739","9,833","9,014","9,371","9,743"
Cash from Operating Activities,"1,441",310.2,"3,328","1,657","1,624","2,234","1,536","1,360",,,174.3,"1,089",384.3,-124.3,362.8,699.1,422.0,-483.7,12.2,"1,531"
Cash from Investing Activities,-218.1,-84.9,-115.8,-173.9,-431.4,101.7,"-1,038",644.1,,,0.13,"-1,201",531.8,731.5,-39.8,-40.5,-7.02,-12.4,-29.7,"-1,004"
Cash from Financing Activities,"-1,914",-498.7,-766.2,"-1,178","-1,691",-906.7,"-1,891","-1,165",,,"-1,885",-0.55,-14.2,-5.72,"-1,167",2.99,4.60,78.8,-846.6,-37.6
Net Change in Cash,-691.0,-273.3,"2,446",305.0,-497.9,"1,430","-1,412",836.8,,,"-1,715",-117.8,902.5,596.8,-841.4,660.5,420.9,-418.5,-865.2,488.7
Free Cashflows,"1,324",139.0,"3,138","1,467","1,288","1,925","1,133","1,138",,,48.1,"1,025",270.7,-209.9,288.2,665.8,393.5,-521.2,-44.3,"1,516"
Free Cashflow per Share,2.26,0.24,5.37,2.51,2.20,3.29,1.94,1.95,,,0.082,1.75,0.46,-0.36,0.49,1.14,0.67,-0.89,-0.076,2.59
