,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Common Stock,410.4,720.0,905.9,907.1,910.2,914.8,920.9,920.9,,,914.8,914.8,920.9,920.9,920.9,920.9,920.9,920.9,920.9,920.9
Additional Paid-In Capital,,,"8,785","8,785","8,785","8,785","8,785","8,785",,,"8,785","8,785","8,785","8,785","8,785","8,785","8,785","8,785","8,785","8,785"
Retained Earnings (Accumulated Deficit),886.3,748.7,"2,788","2,656","2,768","3,048","3,460","3,810",,,"3,269","2,914","3,460","4,092","3,646","3,217","3,810","4,520","4,011","3,364"
Shareholders' Equity,"1,298","1,471","12,524","12,681","12,998","13,377","13,829","14,176",,,"13,632","13,276","13,829","14,461","14,013","13,582","14,176","14,885","14,377","13,728"
Cash from Operating Activities,"2,030","3,111","2,247","3,016","2,702","3,090","3,575","3,727",,,946.8,"1,187",826.7,829.4,957.5,770.9,"1,169",610.8,850.9,725.5
Cash from Investing Activities,-461.4,"-1,198","-9,817","-1,320",-993.5,"-1,238","-1,481","-1,201",,,53.3,161.2,-901.7,-730.7,199.9,193.8,-864.3,"-1,038",353.6,331.3
Cash from Financing Activities,"-2,105","-1,569","7,648","-2,173","-1,720","-1,816","-2,007","-2,210",,,"-1,006","-1,006",6.03,,"-1,105","-1,105",-0.001,,"-1,197","-1,197"
Net Change in Cash,-535.2,346.0,84.1,-477.3,-11.3,35.3,87.1,315.6,,,-6.23,342.1,-68.9,98.7,52.3,-140.3,304.9,-427.6,7.37,-140.3
Free Cashflows,"1,388","1,974",552.3,"1,717","1,956","2,475","2,955","3,210",,,837.9,"1,066",606.3,704.5,806.5,644.0,"1,055",408.8,746.6,555.1
Free Cashflow per Share,1.53,2.18,0.61,1.89,2.15,2.71,3.21,3.49,,,0.92,1.17,0.66,0.76,0.88,0.70,1.15,0.44,0.81,0.60
