,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,"56,702","61,586","63,090","65,523","70,506","60,241","69,585","72,896",,,"17,127","17,602","17,648","18,911","19,000","17,807","17,178","18,836","19,160","21,307"
Gross Profit Margin,39.7%,40.7%,40.9%,44.1%,45.4%,45.5%,41.5%,39.1%,,,42.3%,42.8%,40.4%,42.1%,40.1%,38.2%,36.3%,37.6%,39.0%,40.5%
Operating Margin,31.0%,32.6%,31.1%,31.5%,32.6%,25.8%,25.5%,23.5%,,,25.1%,25.6%,25.0%,26.5%,25.3%,22.0%,20.6%,23.1%,22.9%,26.2%
Net Profit Margin,17.6%,24.6%,24.1%,24.1%,25.2%,20.2%,19.1%,17.5%,,,18.5%,19.4%,18.7%,19.6%,19.0%,16.1%,15.3%,17.5%,17.6%,19.7%
Return on Assets,24.1%,37.2%,34.1%,30.2%,25.4%,13.4%,10.7%,10.3%,,,10.0%,10.3%,10.7%,10.7%,11.0%,10.6%,10.2%,10.0%,9.9%,10.8%
Return on Equity,56.6%,80.5%,79.3%,77.1%,80.9%,72.0%,59.8%,51.6%,,,16.1%,17.9%,15.3%,16.8%,14.4%,13.4%,11.9%,13.4%,12.0%,14.2%
Return on Total Capital,39.8%,63.1%,59.4%,44.4%,38.8%,23.6%,20.0%,19.8%,,,20.6%,21.7%,20.0%,20.6%,21.1%,21.1%,19.8%,19.7%,19.3%,21.1%
SG&A to Sale,8.9%,8.6%,10.0%,12.8%,13.1%,19.7%,16.0%,15.6%,,,17.3%,17.2%,15.4%,15.6%,14.8%,16.2%,15.7%,14.6%,16.1%,14.2%
Depreciation & Amortisation,"17,467","15,392","16,212","18,510","19,959","21,009","29,343","32,968",,,"7,332","7,738","7,356","8,079","8,325","8,556","8,008","8,847","9,052","9,572"
Tax Rate,39.1%,23.5%,21.6%,21.9%,20.3%,14.4%,16.3%,16.6%,,,16.7%,14.0%,16.4%,17.1%,16.6%,16.5%,16.2%,16.7%,16.7%,17.2%
Current Ratio,1.12,1.05,0.77,0.88,0.66,0.47,0.50,0.48,,,0.47,0.42,0.50,0.46,0.48,0.42,0.48,0.58,0.56,0.41
Quick Ratio,0.30,0.33,0.34,0.32,0.24,0.18,0.21,0.24,,,0.22,0.21,0.21,0.25,0.27,0.24,0.24,0.22,0.26,0.21
Days Inventory Outstanding,5.30,5.46,8.81,11.8,16.3,17.9,13.9,13.7,,,17.5,13.5,12.8,16.9,17.4,14.7,13.0,12.7,13.2,11.9
Days Sale Outstanding,23.8,27.6,33.4,30.3,32.1,29.6,34.6,36.8,,,34.7,35.8,34.6,41.7,42.0,41.2,36.8,37.7,37.4,40.3
Days Payable Outstanding,14.3,23.6,39.1,51.6,56.5,70.6,64.1,58.4,,,63.9,53.9,51.5,55.1,52.4,53.9,59.5,63.5,67.5,69.2
Cash Conversion Cycle,10.3,-2.06,-9.64,-8.25,-14.9,-29.0,-12.6,-16.8,,,-12.6,3.95,-10.1,2.47,4.93,-0.25,-13.4,-14.2,-21.4,-16.5
Debt to Asset Ratio,0.54,0.57,0.59,0.63,0.73,0.85,0.82,0.80,,,0.84,0.85,0.82,0.83,0.80,0.83,0.80,0.81,0.78,0.78
Debt to Equity Ratio,1.20,1.32,1.45,1.70,2.75,5.47,4.64,4.05,,,5.29,5.69,4.64,5.00,4.07,4.75,4.05,4.23,3.46,3.57
Interest Coverage Ratio,23.6,42.3,49.1,31.9,26.6,14.2,7.81,7.90,,,7.40,7.37,8.60,8.38,8.28,7.24,7.70,8.21,8.47,9.82
Cash and Short Term Investments,"19,087","21,173","13,050","15,801","10,170","11,226","10,650","9,067",,,"9,526","9,450","10,650","8,499","7,555","8,247","9,067","20,498","11,198","11,281"
"Total Receivables, Net","8,236","10,685","13,779","12,400","13,637","12,330","14,963","17,119",,,"14,876","15,467","14,963","18,247","18,755","18,786","17,119","17,798","17,839","19,506"
Total Inventory,"1,087","1,427","2,865","2,519","5,059","3,085","3,951","3,823",,,"4,347","2,519","3,951","4,670","4,424","3,573","3,823","3,615","4,204","2,885"
Total Current Assets,"33,178","38,103","34,965","37,959","38,007","32,266","34,841","34,905",,,"31,977","30,260","34,841","34,017","33,352","33,069","34,905","46,038","37,623","37,690"
"Property/Plant/Equipment, Total - Net","7,616","11,140","35,922","60,703","84,291","118,271","132,579","130,212",,,"129,014","130,658","132,579","133,864","132,359","130,821","130,212","127,833","129,253","127,311"
Total Assets,"86,672","100,968","112,026","126,351","181,761","275,670","284,067","290,505",,,"281,350","279,731","284,067","286,785","282,765","291,392","290,505","296,634","287,607","283,593"
Accounts Payable,"3,520","7,341","11,718","11,903","14,358","17,737","14,686","18,422",,,"16,043","11,348","14,686","13,334","14,116","15,295","18,422","18,704","21,336","19,982"
Accrued Expenses,"9,332","10,557","11,643","15,371","18,186","21,232","22,066","23,637",,,"5,451","5,489","22,066","5,399","5,405","5,420","23,637","5,447","5,375","5,332"
Debt Due,"5,469","8,462","9,303","2,572","12,856","11,685","9,576","17,104",,,"13,160","17,373","9,576",383.1,"10,423","19,319","17,104","11,206","11,529","13,527"
Total Current Liabilities,"29,734","36,288","45,491","42,906","57,533","69,328","69,601","72,764",,,"68,340","72,380","69,601","74,015","69,295","78,993","72,764","79,365","67,589","91,260"
Long Term Debt,"16,537","11,888","15,355","34,478","52,577","87,273","100,102","92,030",,,"90,543","91,151","100,102","100,016","92,408","94,005","92,030","92,021","85,895","84,487"
Total Liabilities,"47,209","57,426","66,133","79,486","133,268","232,962","233,641","232,836",,,"236,505","237,838","233,641","238,749","226,696","240,570","232,836","239,865","223,078","221,495"
Common Stock,"2,973","2,973","2,973","2,973","2,973","2,973","2,973","2,973",,,"2,973","2,973","2,973","2,973","2,973","2,973","2,973","2,973","2,973","2,973"
Additional Paid-In Capital,"22,372","22,372","22,372","22,372","22,372","22,388","22,372","22,372",,,"22,419","22,419","22,372","22,372","22,372","22,372","22,372","22,372","22,386","22,386"
Retained Earnings (Accumulated Deficit),"13,746","17,844","20,229","21,210","22,813","16,971","24,675","32,505",,,"19,124","16,158","24,675","22,098","30,103","25,666","32,505","31,620","39,374","36,937"
Shareholders' Equity,"39,254","43,353","45,748","46,750","48,376","42,569","50,320","57,521",,,"44,740","41,787","50,320","47,712","55,727","50,675","57,521","56,642","64,403","61,971"
Cash from Operating Activities,"48,216","51,133","51,329","62,820","61,629","61,635","65,529","69,132",,,"16,420","16,504","18,766","17,734","13,459","17,689","20,250","20,611","14,000","21,325"
Cash from Investing Activities,"-1,581","-16,759","-28,117","-35,824","-54,756","-55,102","-51,109","-43,877",,,"-11,289","-10,841","-17,471","-10,265","-4,567","-15,230","-13,815","-3,068","-6,248","-10,365"
Cash from Financing Activities,"-38,726","-32,902","-31,572","-24,212","-11,267","-5,171","-14,990","-26,832",,,"-5,685","-5,754",-86.3,"-9,620","-9,846","-1,754","-5,613","-6,119","-17,024","-10,886"
Net Change in Cash,"7,909","1,472","-8,360","2,785","-4,393","1,361",-575.7,"-1,584",,,-556.0,-75.4,"1,200","-2,152",-943.7,691.6,820.2,"11,432","-9,301",82.9
Free Cashflows,"45,048","45,630","28,315","31,089","29,521","14,081","24,421","48,934",,,"5,086","5,525","11,480","11,267","8,661","12,442","16,565","17,488","7,680","14,949"
Free Cashflow per Share,15.2,15.3,9.52,10.5,9.93,4.74,8.21,16.5,,,1.71,1.86,3.86,3.79,2.91,4.18,5.57,5.88,2.58,5.03
