,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Payable Outstanding,16.8,19.4,27.7,23.8,22.7,29.4,28.5,23.6,,,22.0,19.9,27.0,26.9,28.9,31.5,27.9,27.5,24.7,21.6
Cash Conversion Cycle,38.4,34.4,40.8,44.7,40.3,36.7,45.5,34.7,,,41.6,35.4,45.0,46.2,41.2,43.2,41.7,33.2,41.6,37.8
Debt to Asset Ratio,0.45,0.47,0.54,0.55,0.50,0.49,0.44,0.53,,,0.44,0.44,0.44,0.45,0.46,0.45,0.53,0.52,0.51,0.52
Debt to Equity Ratio,0.87,0.92,1.25,1.27,1.03,0.99,0.83,1.17,,,0.83,0.82,0.83,0.85,0.89,0.87,1.17,1.12,1.08,1.13
Interest Coverage Ratio,10.00,5.90,4.25,,5.39,7.23,8.88,3.69,,,4.29,11.0,11.4,7.33,11.3,6.16,,4.12,0.13,
Cash and Short Term Investments,"18,761","27,841","43,815","46,483","52,515","60,318","67,520","106,722",,,"57,963","58,793","67,520","81,799","76,910","69,076","106,722","101,275","93,858","79,444"
"Total Receivables, Net","30,376","31,484","33,783","19,210","17,115","21,143","24,798","27,205",,,"19,454","25,630","24,798","26,078","25,766","28,923","27,205","27,804","21,087","24,836"
Total Inventory,"34,039","40,004","48,509","28,533","18,883","33,189","32,841","28,739",,,"28,025","29,232","32,841","30,953","38,805","41,576","28,739","36,039","30,658","32,684"
Total Current Assets,"84,149","100,382","126,876","95,464","90,490","115,731","126,211","164,743",,,"105,491","113,704","126,211","138,893","141,537","139,639","164,743","166,386","146,947","138,546"
"Property/Plant/Equipment, Total - Net","65,132","64,864","65,468","79,120","83,258","82,312","78,612","79,929",,,"80,211","79,686","78,612","77,881","77,496","77,120","79,929","81,491","88,992","96,763"
Total Assets,"154,568","170,676","208,662","193,607","192,166","217,731","228,108","268,613",,,"208,051","215,491","228,108","241,040","241,473","240,899","268,613","272,231","256,453","255,863"
Accounts Payable,"17,271","26,615","31,554","17,811","12,053","19,887","18,963","21,844",,,"14,190","17,813","18,963","18,631","24,022","26,670","21,844","26,013","17,266","19,138"
Accrued Expenses,"1,156","1,051",736.9,"1,044","1,165","2,042","5,112","4,918",,,"1,486","1,655","5,112","5,320","3,979",718.3,"4,918","5,106","3,350","4,974"
Debt Due,"5,718","4,635","13,478","12,836","1,787","8,005","2,561","6,940",,,"3,111","2,885","2,561","6,145","6,209","7,281","6,940","2,921","3,157","2,929"
Total Current Liabilities,"26,900","35,171","49,576","35,635","18,192","34,146","33,348","38,020",,,"23,274","27,038","33,348","37,183","38,642","37,652","38,020","38,127","29,885","32,255"
Long Term Debt,"39,970","42,162","61,385","67,265","73,719","68,296","63,907","100,120",,,"65,761","64,754","63,907","67,420","69,204","68,044","100,120","99,106","96,440","96,071"
Total Liabilities,"69,534","79,953","113,681","105,763","95,157","106,134","100,960","142,141",,,"92,215","95,038","100,960","108,332","111,683","109,583","142,141","141,292","131,299","133,375"
Common Stock,"20,400","20,400","20,400","20,400","20,400","20,400","20,400","20,400",,,"20,400","20,400","20,400","20,400","20,400","20,400","20,400","20,400","20,400","20,400"
Additional Paid-In Capital,"2,456","2,456","2,456","2,456","2,456","2,456","2,456","2,456",,,"2,456","2,456","2,456","2,456","2,456","2,456","2,456","2,456","2,456","2,456"
Retained Earnings (Accumulated Deficit),"56,758","63,979","68,373","60,514","69,416","83,906","99,260","98,685",,,"88,111","92,657","99,260","104,868","102,014","103,512","98,685","103,092","101,312","98,589"
Shareholders' Equity,"79,470","86,535","90,927","83,396","92,371","106,857","122,223","121,712",,,"111,039","115,616","122,223","127,810","125,089","126,571","121,712","126,119","121,153","118,487"
Cash from Operating Activities,"17,602","23,049","16,131","24,433","31,708","23,182","34,417","18,313",,,"5,807","6,453","12,069","7,636","3,548","-3,971","11,100","3,891","4,756","-1,809"
Cash from Investing Activities,"-5,580","-24,763","-26,242","-20,346","2,530","-18,352","-30,092","-25,846",,,"-9,773","-4,603","-12,826","2,915","6,689","-5,789","-29,645","7,878","18,388","9,630"
Cash from Financing Activities,"-7,110","-5,956","16,616","-3,075","-14,740","-9,397","-19,226","25,566",,,"-7,068","-5,149",-612.7,"7,283","-10,023","-3,610","31,915","-5,186","-3,911","-3,468"
Net Change in Cash,"4,912","-7,670","4,843",934.5,"19,527","-4,644","-15,497","18,418",,,"-10,992","-3,314","-1,382","18,256",673.8,"-13,794","13,282","6,158","17,439","4,491"
Free Cashflows,"13,749","16,880","3,797","5,753","20,842","16,789","30,738","10,449",,,"5,116","5,340","10,947","6,668","2,055","-5,155","6,881",489.2,"-2,219","-11,311"
Free Cashflow per Share,6.74,8.27,1.86,2.82,10.2,8.23,15.1,5.12,,,2.51,2.62,5.37,3.27,1.01,-2.53,3.37,0.24,-1.09,-5.54
