,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Equity,15.7%,42.5%,49.9%,56.3%,21.5%,35.2%,28.0%,21.2%,,,6.4%,7.9%,6.5%,6.5%,6.9%,6.0%,1.1%,3.6%,4.7%,3.4%
Return on Total Capital,12.8%,36.1%,44.4%,48.7%,20.3%,35.2%,27.7%,21.0%,,,35.2%,34.4%,27.7%,25.2%,26.9%,26.7%,21.0%,17.2%,15.7%,13.4%
SG&A to Sale,26.5%,22.9%,27.6%,24.8%,21.2%,15.2%,16.3%,21.4%,,,17.9%,15.3%,17.4%,12.7%,16.0%,18.7%,27.1%,19.4%,19.8%,21.0%
Depreciation & Amortisation,45.7,56.8,64.3,63.9,70.4,68.4,89.3,120.3,,,24.0,25.2,23.6,27.4,29.9,33.2,30.3,37.7,40.1,42.0
Tax Rate,45.6%,29.1%,23.4%,22.0%,19.8%,20.1%,23.2%,12.8%,,,20.1%,20.0%,31.9%,3.4%,14.8%,15.0%,34.7%,9.4%,6.0%,7.0%
Current Ratio,0.86,0.88,0.87,0.91,2.49,2.47,1.85,1.56,,,1.76,1.66,1.85,1.84,1.59,1.41,1.56,1.58,1.47,1.46
Quick Ratio,0.41,0.50,0.53,0.55,0.52,1.50,0.84,0.48,,,0.49,0.60,0.84,0.84,0.42,0.39,0.48,0.49,0.39,0.34
Days Inventory Outstanding,69.2,49.5,44.4,46.6,34.5,42.7,67.2,106.9,,,144.4,147.7,105.8,85.8,125.5,163.2,153.4,139.1,140.4,142.7
Days Sale Outstanding,54.7,53.3,56.3,63.7,45.7,40.5,46.9,48.2,,,40.6,50.6,46.9,43.3,46.4,53.2,49.7,45.6,43.3,38.8
Days Payable Outstanding,63.4,48.2,45.7,49.9,40.7,35.4,32.7,28.8,,,26.1,30.0,31.8,29.2,31.3,36.6,34.6,29.8,29.1,28.7
Cash Conversion Cycle,60.8,54.8,51.0,54.0,42.4,38.9,78.1,123.6,,,158.3,158.1,122.9,101.0,136.2,173.4,176.0,157.2,156.7,156.6
Debt to Asset Ratio,0.82,0.76,0.76,0.72,0.34,0.28,0.35,0.43,,,0.39,0.41,0.35,0.36,0.43,0.50,0.43,0.43,0.46,0.46
Debt to Equity Ratio,4.65,3.17,3.24,2.62,0.53,0.39,0.53,0.75,,,0.64,0.68,0.53,0.56,0.76,0.99,0.75,0.76,0.86,0.86
Interest Coverage Ratio,4.23,8.87,12.5,14.7,34.1,198.5,59.0,30.3,,,40.2,41.9,70.2,66.6,39.0,26.1,8.70,16.5,17.0,11.0
Cash and Short Term Investments,64.0,65.7,42.2,68.1,"1,476","1,063",562.7,183.4,,,298.4,289.8,562.7,673.1,200.3,252.4,183.4,290.0,216.8,176.2
"Total Receivables, Net",312.0,371.2,419.4,474.0,439.8,524.6,679.6,752.3,,,547.7,702.1,679.6,645.4,702.3,813.2,752.3,688.7,657.6,568.6
Total Inventory,277.8,208.1,226.1,228.0,199.2,506.6,817.1,"1,486",,,"1,473","1,266",817.1,981.2,"1,708","1,820","1,486","1,497","1,533","1,465"
Total Current Assets,656.9,651.0,695.1,781.7,"2,122","2,107","2,071","2,463",,,"2,357","2,288","2,071","2,333","2,664","2,931","2,463","2,641","2,628","2,473"
"Property/Plant/Equipment, Total - Net",273.6,320.9,311.2,391.3,549.6,882.1,"1,083","1,118",,,990.6,"1,025","1,083","1,084","1,109","1,127","1,118","1,115","1,097","1,082"
Total Assets,979.1,"1,034","1,090","1,277","2,815","3,084","3,323","3,787",,,"3,460","3,423","3,323","3,622","3,964","4,258","3,787","3,950","3,931","3,759"
Accounts Payable,254.4,219.0,227.5,258.6,245.8,340.2,303.6,317.5,,,234.2,322.4,303.6,307.6,364.0,428.0,317.5,320.7,306.2,296.2
Accrued Expenses,164.3,121.1,149.2,186.0,195.6,205.0,250.6,321.4,,,205.2,320.6,250.6,215.0,238.3,273.7,321.4,152.6,162.4,137.2
Debt Due,313.1,355.8,386.9,364.5,283.7,159.0,440.5,881.4,,,749.8,630.6,440.5,606.2,"1,002","1,308",881.4,997.7,"1,136","1,099"
Total Current Liabilities,764.2,738.5,795.6,863.5,852.0,854.0,"1,118","1,583",,,"1,339","1,376","1,118","1,266","1,678","2,078","1,583","1,670","1,785","1,696"
Long Term Debt,38.6,44.2,32.1,55.6,111.7,,17.7,19.2,,,,,17.7,16.6,17.6,19.2,19.2,14.3,13.8,14.3
Total Liabilities,805.9,786.4,832.9,924.1,971.0,862.7,"1,147","1,619",,,"1,349","1,387","1,147","1,299","1,712","2,114","1,619","1,702","1,820","1,732"
Common Stock,160.0,160.0,160.0,255.0,345.0,345.0,345.0,345.0,,,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0
Additional Paid-In Capital,,,,,"1,315","1,315","1,315","1,315",,,"1,315","1,315","1,315","1,315","1,315","1,315","1,315","1,315","1,315","1,315"
Retained Earnings (Accumulated Deficit),13.1,88.1,96.9,97.6,183.4,558.2,518.0,505.8,,,450.4,375.8,518.0,666.8,586.9,481.1,505.8,587.1,450.9,367.8
Shareholders' Equity,173.1,248.1,256.9,352.6,"1,844","2,222","2,176","2,165",,,"2,112","2,036","2,176","2,323","2,246","2,140","2,165","2,245","2,108","2,025"
Cash from Operating Activities,-43.7,159.2,164.6,268.3,596.0,622.8,211.9,-172.4,,,-308.5,417.1,584.5,14.9,-601.6,16.5,397.8,7.99,62.2,174.1
Cash from Investing Activities,-73.6,-131.4,-70.8,-117.0,-230.9,"-1,138",178.2,84.7,,,309.4,-83.5,-236.6,-217.3,367.9,-31.6,-34.3,-139.4,62.6,9.77
Cash from Financing Activities,120.3,-26.2,-117.2,-125.5,"1,042",-652.7,-393.8,-34.7,,,39.2,-358.0,-208.1,164.8,163.4,69.6,-432.5,107.1,-103.4,-195.1
Net Change in Cash,3.04,1.62,-23.5,25.9,"1,408","-1,168",-6.48,-122.4,,,40.1,-24.4,137.0,-41.0,-67.0,54.4,-68.8,-26.7,26.4,-10.5
Free Cashflows,-49.2,158.4,90.5,104.3,364.1,195.0,-31.7,-306.1,,,-392.0,348.5,559.9,-23.2,-640.2,-19.1,364.8,-16.5,14.2,153.5
Free Cashflow per Share,-0.036,0.11,0.066,0.076,0.26,0.14,-0.023,-0.22,,,-0.28,0.25,0.41,-0.017,-0.46,-0.014,0.26,-0.012,0.010,0.11
