,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Sale Outstanding,35.3,54.1,51.4,66.6,53.2,38.9,40.0,47.0,,,42.2,48.2,40.0,36.5,38.1,54.2,47.0,26.4,26.3,32.8
Days Payable Outstanding,35.4,32.3,28.9,25.9,24.7,36.9,55.0,52.0,,,0.00,0.00,36.0,34.1,0.00,0.00,20.2,21.7,0.00,0.00
Cash Conversion Cycle,212.8,193.6,204.0,175.9,146.8,168.7,118.6,132.6,,,195.2,194.9,121.8,180.4,166.6,178.6,139.6,176.4,194.1,251.3
Debt to Asset Ratio,0.67,0.59,0.52,0.49,0.58,0.54,0.52,0.52,,,0.53,0.53,0.52,0.47,0.52,0.55,0.52,0.46,0.52,0.55
Debt to Equity Ratio,2.03,1.46,1.07,0.95,1.36,1.15,1.08,1.08,,,1.14,1.15,1.08,0.87,1.07,1.23,1.08,0.87,1.07,1.22
Interest Coverage Ratio,6.93,6.82,6.54,6.80,4.77,7.04,10.0,10.5,,,9.33,11.8,9.06,5.28,11.4,11.3,13.0,7.06,3.16,5.21
Cash and Short Term Investments,12.1,31.5,69.9,26.5,48.6,87.7,16.4,22.3,,,129.3,55.1,16.4,38.5,21.8,27.1,22.3,59.1,26.6,20.0
"Total Receivables, Net",150.0,281.7,253.2,338.7,335.6,207.2,233.3,307.7,,,222.9,263.9,233.3,219.1,235.5,344.6,307.7,164.4,152.5,166.4
Total Inventory,771.4,725.0,603.8,620.1,677.4,667.0,719.4,632.7,,,621.0,651.6,719.4,646.8,638.6,703.4,632.7,689.1,778.4,913.3
Total Current Assets,936.4,"1,043",945.1,994.9,"1,070",973.5,995.2,"1,030",,,989.6,984.7,995.2,947.1,951.6,"1,140","1,030",978.6,"1,024","1,173"
"Property/Plant/Equipment, Total - Net","1,197","1,204","1,198","1,117","1,587","1,754","2,010","2,334",,,"1,878","1,940","2,010","2,131","2,184","2,234","2,334","2,320","2,331","2,357"
Total Assets,"2,146","2,281","2,179","2,142","2,671","2,740","3,048","3,394",,,"2,894","2,968","3,048","3,103","3,171","3,409","3,394","3,328","3,386","3,560"
Accounts Payable,120.7,138.6,85.4,127.9,141.5,171.9,326.5,207.1,,,,,326.5,,,,207.1,,,
Accrued Expenses,17.9,20.3,17.7,18.4,15.5,13.9,16.4,16.5,,,,,16.4,,,,16.5,,,
Debt Due,977.1,837.7,604.7,553.8,"1,083",830.9,861.4,"1,191",,,871.2,831.2,861.4,880.9,"1,070","1,208","1,191","1,091","1,192","1,385"
Total Current Liabilities,"1,160","1,048",745.4,736.1,"1,287","1,095","1,298","1,528",,,"1,171","1,249","1,298","1,244","1,399","1,591","1,528","1,362","1,433","1,685"
Long Term Debt,164.3,192.1,264.8,188.0,235.7,354.5,265.0,217.6,,,353.3,318.8,265.0,185.4,220.6,269.4,217.6,165.9,291.3,245.2
Total Liabilities,"1,437","1,354","1,126","1,044","1,539","1,466","1,580","1,764",,,"1,542","1,585","1,580","1,446","1,637","1,879","1,764","1,547","1,749","1,956"
Common Stock,300.0,350.0,420.0,420.0,420.0,490.0,509.1,553.5,,,495.6,495.6,509.1,509.1,551.0,551.0,553.5,553.5,582.0,582.0
Additional Paid-In Capital,211.6,211.6,211.6,211.6,211.6,211.6,259.3,370.4,,,225.6,225.6,259.3,259.3,364.1,364.1,370.4,370.4,441.5,441.5
Retained Earnings (Accumulated Deficit),197.3,365.4,421.4,466.8,500.6,572.1,699.5,705.7,,,631.2,614.6,699.5,741.7,618.7,606.6,705.7,758.0,613.4,575.9
Shareholders' Equity,708.9,927.0,"1,053","1,098","1,132","1,274","1,468","1,630",,,"1,352","1,383","1,468","1,657","1,534","1,531","1,630","1,781","1,637","1,605"
Cash from Operating Activities,154.0,310.4,411.7,298.9,256.8,514.3,509.6,333.9,,,121.9,138.8,108.4,92.2,51.0,1.97,188.6,104.2,-6.70,10.4
Cash from Investing Activities,-260.8,-117.8,-135.4,-85.9,-613.5,-310.1,-411.3,-485.5,,,-77.5,-106.1,-114.5,-158.6,-115.6,-84.2,-127.0,-52.7,-43.4,-64.0
Cash from Financing Activities,110.1,-173.3,-237.9,-275.3,381.1,-179.8,-150.0,151.9,,,-43.1,-118.7,-22.4,88.7,45.5,86.9,-69.2,-51.7,51.8,62.4
Net Change in Cash,3.28,19.3,38.4,-62.4,24.4,24.4,-51.5,0.32,,,1.15,-85.9,-28.4,22.2,-19.0,4.68,-7.59,-0.18,1.70,8.80
Free Cashflows,-103.9,199.3,281.4,226.2,-357.6,199.3,105.3,-145.7,,,47.3,35.3,-4.70,-66.4,-59.6,-81.9,62.3,49.5,-51.0,-54.7
Free Cashflow per Share,-0.21,0.41,0.57,0.46,-0.73,0.41,0.21,-0.26,,,0.095,0.071,-0.009,-0.13,-0.11,-0.15,0.11,0.089,-0.088,-0.094
