,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,1.6%,0.2%,0.2%,-5.4%,1.4%,5.5%,5.0%,1.2%,,,-1.1%,8.7%,7.5%,2.3%,6.9%,2.6%,-6.7%,2.6%,-2.8%,-4.2%
Net Profit Margin,0.5%,-0.7%,-0.2%,-4.7%,1.0%,4.4%,4.1%,1.1%,,,-0.6%,7.2%,6.0%,2.0%,5.7%,2.2%,-5.3%,2.2%,-2.0%,-3.3%
Return on Assets,1.3%,-2.3%,-0.5%,-14.9%,2.8%,11.5%,12.4%,3.7%,,,5.7%,11.7%,12.3%,11.0%,15.3%,12.2%,3.5%,3.6%,-2.4%,-6.6%
Return on Equity,3.8%,-7.4%,-1.7%,-86.5%,12.4%,32.1%,25.9%,8.6%,,,-1.2%,12.1%,10.5%,3.3%,10.2%,3.9%,-10.4%,3.8%,-3.6%,-5.3%
Return on Total Capital,2.5%,-4.2%,-1.1%,-47.9%,6.6%,22.1%,22.8%,8.1%,,,10.9%,21.2%,22.8%,21.2%,32.7%,26.4%,8.1%,8.1%,-5.3%,-14.8%
SG&A to Sale,2.3%,2.1%,2.3%,2.7%,3.6%,3.9%,3.2%,2.9%,,,3.4%,3.4%,3.0%,2.9%,2.9%,2.8%,3.0%,3.2%,3.4%,4.1%
Depreciation & Amortisation,"1,257","2,138","2,153","2,121","2,169","2,022","1,969","2,011",,,495.3,497.4,495.1,487.0,502.9,508.4,505.2,501.7,511.1,514.4
Tax Rate,68.0%,-344.0%,990.9%,20.2%,14.2%,19.0%,18.9%,16.2%,,,29.2%,19.5%,19.4%,17.4%,19.0%,18.5%,20.5%,18.0%,23.0%,21.3%
Current Ratio,0.99,1.16,0.99,0.65,0.70,0.91,1.05,0.93,,,0.90,1.03,1.05,1.06,1.02,1.02,0.93,0.96,0.93,0.85
Quick Ratio,0.21,0.26,0.23,0.14,0.18,0.19,0.24,0.29,,,0.22,0.19,0.24,0.23,0.23,0.26,0.29,0.27,0.24,0.18
Days Inventory Outstanding,43.1,40.9,42.4,37.9,37.0,41.0,39.3,34.6,,,36.5,38.9,41.2,43.7,48.6,45.8,38.3,37.2,37.6,34.1
Days Sale Outstanding,13.3,13.3,13.6,9.26,11.3,12.0,12.1,16.5,,,11.8,10.6,12.1,13.8,14.3,14.9,16.7,16.4,14.0,9.66
Days Payable Outstanding,5.70,4.36,4.05,3.61,5.58,7.28,5.06,4.45,,,0.00,0.00,2.30,4.83,4.90,4.93,5.04,2.51,0.00,0.00
Cash Conversion Cycle,49.8,48.9,52.0,46.9,41.9,46.7,45.8,43.2,,,49.4,49.8,47.8,51.4,57.5,54.8,49.1,53.8,52.9,46.4
Debt to Asset Ratio,0.67,0.70,0.69,0.81,0.76,0.65,0.52,0.58,,,0.60,0.57,0.52,0.55,0.57,0.56,0.58,0.58,0.58,0.57
Debt to Equity Ratio,2.01,2.31,2.28,4.37,3.12,1.83,1.09,1.39,,,1.51,1.34,1.09,1.21,1.34,1.25,1.39,1.39,1.39,1.33
Interest Coverage Ratio,4.28,0.31,0.57,,3.00,16.3,23.8,10.3,,,,42.6,50.1,21.1,55.0,19.1,,17.6,,
Cash and Short Term Investments,668.2,"2,047","1,002",409.1,264.5,557.0,448.2,482.7,,,401.4,776.2,448.2,733.2,954.0,800.3,482.7,651.9,637.1,599.5
"Total Receivables, Net","7,499","8,844","8,995","5,538","5,232","4,929","5,902","9,104",,,"5,186","4,919","5,902","6,786","7,418","8,059","9,104","8,887","7,433","4,818"
Total Inventory,"26,015","27,636","27,889","19,202","13,526","17,248","18,075","18,416",,,"14,276","19,005","18,075","21,961","24,114","22,025","18,416","20,572","18,791","15,195"
Total Current Assets,"34,711","39,154","38,422","26,012","19,905","23,792","25,541","29,285",,,"21,418","25,976","25,541","30,774","33,418","32,002","29,285","32,031","28,408","23,243"
"Property/Plant/Equipment, Total - Net","33,412","32,053","30,819","29,834","28,559","27,909","26,914","26,000",,,"27,279","27,020","26,914","26,558","26,161","25,963","26,000","25,737","25,636","25,496"
Total Assets,"73,844","75,862","74,010","63,974","56,702","58,751","59,020","61,750",,,"56,007","59,684","59,020","63,600","65,562","64,125","61,750","64,510","61,381","56,713"
Accounts Payable,"2,932","2,786","2,520","1,964","2,973","2,486","2,065","2,632",,,,,"2,065","2,362","2,282","2,684","2,632",,,
Accrued Expenses,689.3,"1,157",886.8,"1,667","1,336","1,433","3,941","4,308",,,756.8,756.8,"3,941","3,656","4,083","1,526","4,308",872.3,843.4,805.3
Debt Due,"25,383","13,882","23,383","26,075","17,120","13,569","8,546","13,745",,,"12,847","10,450","8,546","7,778","13,807","15,951","13,745","13,171","14,349","16,777"
Total Current Liabilities,"34,926","33,717","38,685","40,072","28,383","26,158","24,277","31,588",,,"23,734","25,236","24,277","29,086","32,669","31,449","31,588","33,518","30,468","27,500"
Long Term Debt,"13,084","17,725","11,013","9,600","12,000","9,400","3,800","1,600",,,"7,400","6,400","3,800","3,000","2,200","1,400","1,600","1,325","2,383","1,942"
Total Liabilities,"49,305","52,930","51,431","52,053","42,932","37,999","30,837","35,918",,,"33,653","34,169","30,837","34,852","37,571","35,625","35,918","37,570","35,697","32,413"
Common Stock,"17,075","17,075","17,075","17,075","17,075","17,075","17,075","17,075",,,"17,075","17,075","17,075","17,075","17,075","17,075","17,075","17,075","17,075","17,075"
Additional Paid-In Capital,"4,032","4,032","4,032","4,032","4,032","4,032","4,032","4,032",,,"4,032","4,032","4,032","4,032","4,032","4,032","4,032","4,032","4,032","4,032"
Retained Earnings (Accumulated Deficit),"3,125","1,253",701.5,"-9,466","-7,766","-1,117","6,171","4,243",,,115.7,"3,213","6,171","7,124","6,528","6,939","4,243","5,270","3,996","2,701"
Shareholders' Equity,"24,532","22,925","22,572","11,913","13,762","20,745","28,175","25,825",,,"22,347","25,507","28,175","28,741","27,983","28,493","25,825","26,933","25,677","24,292"
Cash from Operating Activities,"-6,147","9,399","-2,169","-1,062","6,926","7,316","11,219","2,103",,,"2,106","4,033","4,639","2,172","-1,779","-1,195","2,905","1,373","-1,911","-1,609"
Cash from Investing Activities,"-3,827",-734.3,"-1,038","-1,010",-775.8,-811.5,-684.5,-888.5,,,217.4,-256.2,-461.6,-318.9,234.3,-293.5,-510.4,-345.4,26.1,-391.1
Cash from Financing Activities,"9,367","-7,286","2,155","1,478","-6,295","-6,212","-10,643","-1,180",,,"-2,311","-3,402","-4,505","-1,568","1,766","1,334","-2,712",-858.6,"1,870","1,962"
Net Change in Cash,-607.0,"1,378","-1,052",-593.3,-144.6,292.6,-108.9,34.5,,,12.9,374.9,-328.1,285.0,220.9,-153.8,-317.6,169.2,-14.7,-37.7
Free Cashflows,"-10,136","8,555","-3,296","-2,223","5,999","5,913","10,098",798.9,,,"1,880","3,774","4,177","1,860","-1,977","-1,490","2,406","1,025","-2,300","-2,001"
Free Cashflow per Share,-2.93,2.47,-0.95,-0.64,1.73,1.71,2.92,0.23,,,0.54,1.09,1.21,0.54,-0.57,-0.43,0.70,0.30,-0.66,-0.58
