,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Cost of Revenue, Total","5,354","5,630","5,356","4,441","4,326","4,794","4,880","4,521",,,"1,256","1,234","1,190","1,153","1,061","1,181","1,126","1,220","1,192","1,466"
Gross Profit,913.5,842.0,314.6,541.1,689.2,927.6,676.0,551.1,,,211.9,162.3,107.2,96.8,132.2,140.3,182.0,189.9,142.6,169.8
"Selling/General/Administrative Expenses, Total",424.5,431.7,396.5,376.2,414.2,487.7,555.6,490.7,,,133.8,137.9,155.9,114.4,123.2,118.5,134.7,118.2,136.0,116.5
Operating Income,563.3,472.8,-25.1,220.9,331.9,509.2,191.5,116.2,,,91.5,44.0,-28.0,-1.14,20.8,35.0,61.6,85.4,22.1,69.1
Net Income,279.3,293.1,-7.62,172.3,172.0,154.5,-8.42,-64.8,,,21.9,6.02,-61.8,-35.2,-11.3,-19.7,1.22,16.6,-11.3,25.4
EBITDA,764.7,677.2,181.8,434.1,547.0,731.2,425.2,374.1,,,148.3,99.8,36.0,63.0,89.5,95.4,126.2,156.3,92.8,140.1
Gross Profit Margin,14.6%,13.0%,5.5%,10.9%,13.7%,16.2%,12.2%,10.9%,,,14.4%,11.6%,8.3%,7.7%,11.1%,10.6%,13.9%,13.5%,10.7%,10.4%
Operating Margin,9.0%,7.3%,-0.4%,4.4%,6.6%,8.9%,3.4%,2.3%,,,6.2%,3.2%,-2.2%,-0.1%,1.7%,2.7%,4.7%,6.1%,1.7%,4.2%
Net Profit Margin,4.5%,4.5%,-0.1%,3.5%,3.4%,2.7%,-0.2%,-1.3%,,,1.5%,0.4%,-4.8%,-2.8%,-0.9%,-1.5%,0.1%,1.2%,-0.8%,1.6%
Return on Assets,9.4%,9.5%,-0.3%,5.8%,5.5%,4.6%,-0.2%,-1.6%,,,4.0%,2.1%,-0.2%,-1.9%,-2.6%,-3.1%,-1.5%,-0.3%,-0.3%,0.7%
Return on Equity,17.8%,17.0%,-0.5%,10.4%,9.6%,8.5%,-0.5%,-4.0%,,,1.2%,0.3%,-3.6%,-2.1%,-0.7%,-1.2%,0.1%,1.0%,-0.7%,1.6%
Return on Total Capital,16.6%,16.4%,-0.4%,9.7%,9.3%,7.5%,-0.4%,-2.6%,,,6.8%,3.6%,-0.4%,-3.1%,-4.4%,-5.6%,-2.6%,-0.5%,-0.6%,1.4%
SG&A to Sale,6.8%,6.7%,7.0%,7.6%,8.3%,8.5%,10.0%,9.7%,,,9.1%,9.9%,12.0%,9.2%,10.3%,9.0%,10.3%,8.4%,10.2%,7.1%
Depreciation & Amortisation,201.5,204.4,207.0,213.2,215.1,222.0,233.7,257.9,,,56.8,55.8,64.0,64.1,68.7,60.4,64.7,71.0,70.7,71.0
Tax Rate,12.3%,10.5%,-15.2%,7.7%,7.4%,13.8%,27.4%,27.0%,,,16.5%,21.0%,-268.7%,229.1%,15.0%,28.6%,21.3%,16.2%,7.5%,4.4%
Current Ratio,1.58,2.07,1.81,2.18,2.27,2.03,1.86,1.26,,,1.60,1.85,1.86,1.42,1.37,1.24,1.26,1.20,1.15,1.20
Quick Ratio,0.52,0.62,0.73,0.72,0.66,0.42,0.43,0.21,,,0.45,0.52,0.43,0.38,0.28,0.28,0.21,0.43,0.28,0.34
Days Inventory Outstanding,31.0,33.9,34.4,38.6,42.1,38.4,34.7,38.5,,,35.3,34.2,33.5,34.0,39.3,42.9,43.2,39.7,40.3,39.4
Days Sale Outstanding,24.7,23.8,19.6,20.3,21.1,17.6,18.7,17.6,,,23.0,24.6,18.7,24.4,20.2,24.8,17.6,27.6,24.0,26.0
Days Payable Outstanding,13.0,13.3,12.6,15.0,16.1,13.8,13.9,15.9,,,18.0,18.4,16.3,15.6,18.3,19.0,17.4,17.9,21.0,21.6
Cash Conversion Cycle,41.1,44.6,46.3,43.7,47.2,42.9,38.5,41.4,,,40.9,40.2,40.7,39.2,42.9,47.2,48.2,42.1,43.2,41.9
Debt to Asset Ratio,0.34,0.28,0.32,0.30,0.26,0.32,0.36,0.51,,,0.39,0.36,0.36,0.45,0.48,0.49,0.51,0.50,0.52,0.50
Debt to Equity Ratio,0.65,0.50,0.60,0.55,0.46,0.63,0.76,1.37,,,0.81,0.74,0.76,1.01,1.16,1.28,1.37,1.31,1.45,1.33
Interest Coverage Ratio,41.5,48.0,,24.6,35.1,42.9,10.2,3.89,,,22.3,10.4,,,3.01,4.39,6.92,8.30,2.22,6.90
Cash and Short Term Investments,379.4,421.0,457.3,648.2,560.9,705.8,502.2,674.8,,,654.0,484.4,502.2,536.1,588.4,612.7,674.8,513.9,517.4,488.3
"Total Receivables, Net",424.0,421.5,303.8,277.2,290.1,275.7,284.1,244.9,,,364.8,376.3,284.1,362.1,284.8,343.3,244.9,395.1,353.5,404.8
Total Inventory,492.2,553.1,455.7,484.7,514.1,495.4,431.4,522.8,,,440.0,465.7,431.4,468.0,531.3,547.4,522.8,474.9,568.3,511.9
Total Current Assets,"1,299","1,399","1,219","1,434","1,368","1,489","1,227","1,448",,,"1,466","1,334","1,227","1,366","1,405","1,503","1,448","1,384","1,443","1,412"
"Property/Plant/Equipment, Total - Net","1,510","1,555","1,546","1,454","1,668","1,879","2,199","2,743",,,"2,083","2,140","2,199","2,247","2,434","2,546","2,743","2,703","2,658","2,622"
Total Assets,"3,047","3,110","2,929","3,046","3,188","3,594","3,625","4,391",,,"3,751","3,676","3,625","3,813","4,042","4,252","4,391","4,285","4,300","4,230"
Accounts Payable,208.6,202.6,167.1,197.7,184.9,178.3,194.5,200.4,,,246.9,241.1,194.5,219.8,246.0,231.4,200.4,250.5,291.6,299.7
Accrued Expenses,121.0,122.3,103.6,115.7,104.2,129.0,132.7,127.0,,,77.0,18.8,132.7,6.37,11.1,15.9,127.0,6.37,11.3,17.8
Debt Due,378.7,250.7,341.2,282.3,236.6,295.0,221.6,669.1,,,327.3,206.5,221.6,530.8,517.0,704.6,669.1,669.2,744.1,643.9
Total Current Liabilities,819.3,674.5,673.9,658.7,602.4,734.9,660.8,"1,154",,,915.7,722.9,660.8,965.2,"1,022","1,217","1,154","1,154","1,257","1,181"
Long Term Debt,105.0,55.7,139.9,109.8,53.1,234.3,453.5,859.4,,,346.8,408.8,453.5,550.7,679.4,653.4,859.4,780.8,721.0,646.3
Total Liabilities,"1,029",870.1,945.0,912.6,825.4,"1,148","1,306","2,233",,,"1,448","1,321","1,306","1,711","1,923","2,095","2,233","2,162","2,247","2,097"
Common Stock,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,,,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Additional Paid-In Capital,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,,,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Retained Earnings (Accumulated Deficit),744.3,935.6,787.5,865.4,949.0,976.9,889.4,723.9,,,943.3,949.3,889.4,854.2,742.3,722.6,723.9,740.5,634.6,660.0
Shareholders' Equity,"1,573","1,728","1,582","1,661","1,794","1,815","1,727","1,635",,,"1,781","1,787","1,727","1,692","1,654","1,634","1,635","1,652","1,546","1,571"
Cash from Operating Activities,717.6,756.1,400.5,528.0,536.0,699.6,572.3,372.3,,,310.3,47.7,152.1,-41.9,162.5,29.2,222.5,130.0,140.0,185.3
Cash from Investing Activities,-101.0,-52.1,-324.0,-32.1,-253.8,-331.3,-528.1,-641.7,,,-136.3,-36.9,-180.6,-105.9,-110.6,-167.8,-257.4,-179.3,60.3,-30.6
Cash from Financing Activities,-495.0,-662.4,-228.8,-314.0,-281.2,-145.2,-216.7,442.0,,,35.4,-131.8,46.3,181.7,0.41,162.9,97.1,-211.6,-96.8,-183.8
Net Change in Cash,121.6,41.5,-152.2,181.9,0.92,223.0,-172.5,172.7,,,209.4,-120.9,17.8,33.9,52.3,24.3,62.2,-260.9,103.4,-29.1
Free Cashflows,605.7,609.4,212.8,434.3,195.6,272.2,6.24,-268.4,,,104.8,-40.7,-30.6,-150.2,54.0,-134.5,-37.7,49.3,99.6,153.3
Free Cashflow per Share,2.24,2.26,0.79,1.61,0.72,1.01,0.023,-0.99,,,0.39,-0.15,-0.11,-0.56,0.20,-0.50,-0.14,0.18,0.37,0.57
