,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Property/Plant/Equipment, Total - Net",45.2,47.1,53.0,54.1,94.8,129.3,120.0,113.9,,,128.2,125.1,120.0,120.9,120.4,116.6,113.9,108.4,104.1,99.5
Total Assets,"12,354","19,214","27,293","27,864","29,505","33,365","39,492","47,531",,,"36,288","38,177","39,492","41,918","44,034","45,748","47,531","48,957","50,047","50,893"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,25.4,120.3,190.5,169.9,190.1,177.0,212.3,275.5,,,132.8,123.7,212.3,122.7,131.3,127.7,275.5,137.8,133.2,148.2
Debt Due,"5,575","6,167","9,010","8,560","12,907","19,962","17,205","21,986",,,"16,844","18,400","17,205","18,273","18,374","20,901","21,986","21,737","26,128","25,087"
Total Current Liabilities,"5,729","6,609","9,651","9,158","13,529","20,612","17,943","22,998",,,"17,768","19,286","17,943","19,401","19,600","21,950","22,998","22,967","27,262","26,059"
Long Term Debt,"4,496","10,087","14,408","14,814","11,393","7,722","15,896","17,309",,,"13,490","13,559","15,896","16,499","18,097","17,028","17,309","18,268","15,420","17,595"
Total Liabilities,"10,232","16,705","24,070","23,985","24,940","28,355","33,864","40,336",,,"31,282","32,869","33,864","35,927","37,724","39,007","40,336","41,266","42,721","43,704"
Common Stock,"1,342","1,342","1,611","2,014","2,416","2,416","2,416","3,020",,,"2,416","2,416","2,416","2,416","3,020","3,020","3,020","3,020","3,775","3,775"
Additional Paid-In Capital,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,,,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9,319.9
Retained Earnings (Accumulated Deficit),459.9,847.1,"1,293","1,546","1,828","2,273","2,891","3,855",,,"2,270","2,572","2,891","3,255","2,970","3,400","3,855","4,351","3,231","3,094"
Shareholders' Equity,"2,122","2,509","3,223","3,879","4,564","5,009","5,627","7,195",,,"5,006","5,308","5,627","5,991","6,310","6,741","7,195","7,691","7,326","7,189"
Cash from Operating Activities,"-1,990","-5,357","-6,228","1,196",162.8,"-1,970","-3,969","-5,225",,,-873.5,"-1,404",-808.5,"-1,596","-1,446","-1,200",-983.8,-497.1,-360.1,2.72
Cash from Investing Activities,3.01,28.9,-19.0,-7.35,-54.2,-47.1,-4.79,-6.82,,,149.1,-1.73,-0.85,1.44,-4.31,-0.95,-3.00,-2.56,-0.60,0.19
Cash from Financing Activities,"1,988","5,485","6,252","-1,167",-148.9,"1,971","4,047","5,256",,,713.3,"1,395",928.2,"1,453","1,422","1,236","1,145",476.7,416.1,279.7
Net Change in Cash,1.65,157.6,5.00,21.4,-40.3,-46.0,72.5,23.5,,,-11.1,-10.9,118.8,-141.5,-28.0,34.4,158.6,-23.0,55.4,282.6
Free Cashflows,"-1,994","-5,358","-6,236","1,190",110.4,"-2,016","-3,973","-5,233",,,-874.5,"-1,406",-808.3,"-1,596","-1,450","-1,201",-985.7,-499.1,-360.7,2.34
Free Cashflow per Share,-0.53,-1.42,-1.65,0.32,0.029,-0.53,-1.05,-1.39,,,-0.23,-0.37,-0.21,-0.42,-0.38,-0.32,-0.26,-0.13,-0.096,0.001
